# Stevenson - Cussetah Bottoms - QUSH - ITRDB OK040
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19643
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-19643.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok040-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ok040-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok040.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ok040.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-12-16
#--------------------
# File_Last_Modified_Date
#   Date: 2015-12-16
#--------------------
# Title
#   Study_Name: Stevenson - Cussetah Bottoms - QUSH - ITRDB OK040
#--------------------
# Investigators
#   Investigators: Stevenson, D.; Hallgren, S.; Anderson, K.; Anderson, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-31. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cussetah Bottoms
#   Location: Oklahoma
#   Northernmost_Latitude: 35.5333
#   Southernmost_Latitude: 35.5333
#   Easternmost_Longitude: -95.9167
#   Westernmost_Longitude: -95.9167
#   Elevation_m: 188
#--------------------
# Data_Collection
#   Collection_Name: OK040
#   First_Year: 1924
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus shumardii Buckl.
#   Common_Name: Shumard oak
#   Tree_Species_Code: QUSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LDF1011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1035_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1035; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1063_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1063; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1083_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1083; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF108X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF108X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1098_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1098; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1123a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1123a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1123b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1123b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1124_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1124; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1154a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1154a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1154b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1154b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1183_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1183; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1184_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1184; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1205_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1205; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1211_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1211; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1233_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1233; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1242_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1242; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1001C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1001C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1001D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1001D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1002C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1002C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1002D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1002D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1003C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1003C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1003D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1003D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1004C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1004C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1004D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1004D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1005C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1005C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1005D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1005D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1006C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1006C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF1006D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF1006D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LDF1011_raw	LDF1035_raw	LDF1041_raw	LDF1051_raw	LDF1063_raw	LDF1082_raw	LDF1083_raw	LDF108X_raw	LDF1098_raw	LDF1123a_raw	LDF1123b_raw	LDF1124_raw	LDF1154a_raw	LDF1154b_raw	LDF1183_raw	LDF1184_raw	LDF1205_raw	LDF1211_raw	LDF1233_raw	LDF1242_raw	LDF1001A_raw	LDF1001C_raw	LDF1001D_raw	LDF1002A_raw	LDF1002B_raw	LDF1002C_raw	LDF1002D_raw	LDF1003A_raw	LDF1003B_raw	LDF1003C_raw	LDF1003D_raw	LDF1004_raw	LDF1004A_raw	LDF1004C_raw	LDF1004D_raw	LDF1005A_raw	LDF1005B_raw	LDF1005C_raw	LDF1005D_raw	LDF1006A_raw	LDF1006B_raw	LDF1006C_raw	LDF1006D_raw
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.206	1.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.626	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.339	2.742	NA	3.963	2.862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.478	NA	NA
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.534	1.671	NA	3.426	2.714	NA	1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.385	NA	2.33
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.66	2.076	NA	3.404	2.92	NA	3.792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.444	3.573	NA	4.048	NA	4.408
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.899	1.402	NA	3.626	3.145	NA	3.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.15	2.82	NA	3.02	2.652	3.192
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.028	0.928	NA	2.219	1.651	NA	1.944	NA	1.647	1.42	NA	NA	NA	NA	NA	2.331	2.36	1.509	1.289	NA	2.369	2.926	2.325
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.803	1.339	NA	3.067	2.132	2.162	2.347	NA	3.048	2.247	NA	NA	NA	NA	NA	5.353	2.837	2.497	2.782	3.503	3.295	4.815	0
1933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.797	0.742	3.11	2.144	1.754	1.482	1.689	1.878	2.155	2.562	NA	NA	NA	NA	NA	3.384	1.906	1.656	1.294	3.461	2.585	2.356	0
1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.815	0.575	2.877	2.352	1.758	1.86	1.818	1.77	2.502	2.326	NA	NA	NA	NA	NA	5.126	3.363	3.785	3.03	4.004	2.416	3.08	0
1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.533	0.961	2.704	3.393	2.611	3.402	3.133	3.588	0	3.113	NA	NA	NA	NA	NA	4.039	6.167	5.358	4.835	2.915	5.679	3.861	0
1936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.876	1.034	2.174	2.505	1.555	1.744	2.008	0	0	1.697	NA	NA	NA	NA	NA	4.89	4.115	3.841	3.738	3.388	3.712	0	2.702
1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.948	0.788	0	2.241	1.721	1.942	2.186	0	0	2.183	NA	NA	NA	NA	NA	8.504	5.017	3.875	3.231	4.158	3.696	0	3.141
1938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.012	0.865	0.642	2.624	1.896	1.931	2.154	1.335	0	3.223	NA	NA	NA	NA	NA	5.156	5.332	5.404	4.562	4.218	4.307	2.937	3.523
1939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.911	0.85	0.453	1.734	1.518	1.334	1.387	0.791	0	2.12	NA	NA	NA	NA	NA	4.592	6.742	6.848	5.409	3.098	2.508	2.177	2.502
1940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.366	0.754	0.696	0.743	1.738	1.347	1.247	1.375	0.823	2.733	2.15	NA	NA	NA	NA	NA	5.082	5.847	6.225	5.461	2.701	2.239	3.282	2.404
1941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.867	0.856	0.727	0.927	2.132	1.309	1.351	1.389	1.036	2.667	2.622	NA	NA	NA	NA	NA	5.731	5.798	6.886	6.246	3.438	4.111	4.044	3.227
1942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.017	0.822	0.608	1.244	2.829	1.037	1.175	1.237	1.326	2.923	1.549	NA	NA	NA	NA	NA	5.078	6.775	7.714	6.103	4.433	4.155	3.109	4.913
1943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.983	0.617	0.42	0.827	0	0.978	0.489	0	0.818	1.336	1.399	NA	NA	NA	NA	NA	5.753	3.744	5.06	3.887	3.15	2.779	3.328	3.482
1944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.914	NA	NA	2.044	0.571	0.62	0.739	0	0.746	0.768	0	0.82	1.271	1.517	NA	NA	NA	NA	NA	6.329	3.912	5.789	4.165	4.332	3.33	3.7	5.707
1945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48	NA	NA	1.933	0.686	0.529	0.663	0	0.664	0.857	0.872	1.082	1.965	2.363	NA	NA	NA	NA	NA	3.931	5.511	7.45	5.956	4.445	4.213	3.89	3.402
1946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.615	NA	NA	2.126	0.47	0.646	0.678	0	0.932	0.728	0.774	0.996	1.616	1.041	NA	NA	NA	NA	NA	8.493	4.377	5.721	4.934	4.416	3.57	2.744	4.634
1947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.253	NA	NA	1.949	0	0.489	0.605	0	1.142	0.927	0.842	1.774	1.591	1.062	NA	NA	NA	NA	NA	6.499	3.426	5.001	4.206	3.506	3.158	3.059	3.306
1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	NA	NA	1.556	0	6.093	0.758	0	3.767	3.072	3.075	6.976	1.951	1.842	NA	NA	2.413	NA	NA	3.516	2.98	5.067	4.137	3.527	3.539	2.865	3.827
1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.201	NA	NA	1.371	7.893	5.558	4.483	0	3.992	3.599	3.349	7.354	1.374	6.462	NA	NA	3.447	NA	NA	3.394	2.599	4.641	4.578	3.204	3.648	4.426	3.322
1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.917	NA	NA	1.51	8.721	6.187	6.879	0	6.877	5.637	5.125	9.334	1.113	7.986	NA	NA	3.097	NA	NA	4.24	3.792	6.04	5.073	5.443	5.557	1.397	5.518
1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.862	NA	NA	1.694	5.729	3.582	9.262	0	6.288	5.996	4.965	6.468	1.664	4.665	NA	NA	3.142	1.945	1.881	3.198	2.752	3.791	3.477	3.932	4.886	3.175	3.389
1952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.983	NA	NA	1.786	4.64	2.768	5.654	0	4.717	4.856	4.005	4.049	2.165	2.615	NA	NA	2.09	1.565	1.669	2.233	1.63	2.129	2.685	2.849	3.652	2.956	0
1953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.046	NA	NA	1.234	5.056	2.109	4.124	0	2.941	2.986	2.587	2.804	1.027	1.674	NA	NA	1.876	2.461	2.202	1.951	1.518	1.914	1.803	2.148	2.063	2.014	3.438
1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.865	NA	NA	1.919	8.229	3.695	3.668	0	4.858	4.838	4.116	4.541	1.049	3.285	NA	7.295	2.894	3.647	2.954	4.017	3.384	3.982	3.611	2.809	2.96	3.258	1.92
1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.835	3.042	NA	8.879	1.955	6.924	5.969	5.871	5.074	4.711	4.743	4.095	4.389	1.908	3.062	NA	7.332	1.476	3.714	0	6.124	5.3	5.112	4.788	2.925	2.541	2.995	3.033
1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.13	1.793	NA	5.421	1.58	3.508	4.674	5.736	3.955	3.917	3.976	3.541	3.164	1.396	2.557	NA	4.937	2.002	2.131	1.751	4.522	3.485	3.154	2.978	1.977	1.828	1.832	3.372
1957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.736	3.614	1.513	NA	5.149	3.179	7.89	7.325	4.461	1.996	2.358	2.388	1.912	4.484	2.116	4.032	NA	6.981	2.545	3.712	2.645	6.977	6.411	5.065	5.269	3.083	3.037	3.913	2.025
1958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.122	5.519	2.138	NA	7.693	4.766	10.223	7.153	8.477	4.103	4.089	4.002	3.202	4.749	6.213	4.018	NA	0	3.858	0	2.891	10.563	8.892	6.383	6.174	4.24	4.2	5.027	4.098
1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.15	6.009	1.669	NA	3.721	3.927	5.638	6.837	7.98	4.624	4.561	4.176	3.031	5.78	5.674	5.496	NA	0	2.162	0	1.672	7.546	5.863	4.972	4.727	5.463	3.834	3.755	5.071
1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.644	4.67	2.103	4.123	2.684	3.238	4.981	5.873	7.375	4.997	4.888	4.115	3.409	3.859	7.587	3.746	NA	0	1.399	2.997	1.762	5.188	4.631	4.706	4.007	4.918	2.877	3.431	4.039
1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.022	2.814	1.676	3.432	1.465	2.345	3.509	4.323	6.714	3.223	2.776	3.272	2.829	2.798	4.35	2.569	NA	0	2.57	2.549	2.309	3.664	3.282	3.009	3.067	2.655	2.237	2.311	2.644
1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.738	3.407	1.44	3.622	1.27	2.583	5.223	4.031	9.587	4.135	2.757	3.416	3.274	2.733	3.621	3.329	NA	3.452	2.954	3.8	1.993	3.944	4.651	2.866	3.818	2.511	2.239	1.911	2.667
