# Maxwell - Lilly-Dickey Woods - ACSH - ITRDB IN036
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34645
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34645.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in036-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in036-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in036.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in036.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Lilly-Dickey Woods - ACSH - ITRDB IN036
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Au, T.F.(https://orcid.org/0000-0003-0591-9342); Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Matheus, T.J.; Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X); Therrell, M.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sugar Maple and White Oak comparisons 1901-2016 (analyses period). NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Tsun Fung Au, Justin T. Maxwell, Kimberly A. Novick, Scott M. Robeson, Scott M. Warner, Benjamin R. Lockwood, Richard P. Phillips, Grant L. Harley, Frank W. Telewski, Matthew D. Therrell, Neil Pederson
#   Journal_Name: Ecography
#   Published_Title: Demographic shifts in eastern US forests increase the impact of late-season drought on forest growth
#   Published_Date_or_Year: 2020
#   Volume: 43
#   Pages: 1475-1486
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1111/ecog.05055
#   Full_Citation: None
#   Abstract: While forest communities are changing as a result of global environmental change, the impacts of tree species shifts on ecosystem services such as carbon storage are poorly quantified. In many parts of the eastern United States (US), more xeric-adapted oak-hickory dominated stands are being replaced with mesic beech-maple assemblages. To examine the possible impacts of this ongoing change in forest composition, we investigated how two wide-ranging and co-occurring eastern US species - Acer saccharum (sugar maple) and Quercus alba (white oak) - respond to interannual climate variability. Using 781 tree cores from 418 individual trees at 18 locations, we found late-growing season drought reduced A. saccharum growth more than that of Q. alba. A gradient in the growth reduction across latitude was also found in A. saccharum, where southern populations of A. saccharum experienced greater reductions in growth during drought. Drought had a legacy effect on growth for both species, with drought occurring later in the growing season having a larger legacy effect. Consequently, as forests shift from oak to maple dominance, drought in the later part of the growing season is likely to become an increasingly important control on forest productivity. Thus, our findings suggest that co-occurring species are responding to environmental conditions during different times in the growing season and, therefore, the timing of drought conditions will play an important role in forest productivity and carbon sequestration as forest species composition changes. These findings are particularly important because the projected increases in potential evapotranspiration, combined with possible changes in the seasonality of precipitation could have a substantial impact on how tree growth responds to future climatic change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Lilly-Dickey Woods
#   Location: Indiana
#   Northernmost_Latitude: 39.2361
#   Southernmost_Latitude: 39.2361
#   Easternmost_Longitude: -86.2204
#   Westernmost_Longitude: -86.2204
#   Elevation_m: 215
#--------------------
# Data_Collection
#   Collection_Name: IN036
#   First_Year: 1882
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LDS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDS12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDS12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LDS01A_raw	LDS01B_raw	LDS02A_raw	LDS02B_raw	LDS03A_raw	LDS03B_raw	LDS04A_raw	LDS04B_raw	LDS05A_raw	LDS05B_raw	LDS06A_raw	LDS06B_raw	LDS07A_raw	LDS07B_raw	LDS08A_raw	LDS08B_raw	LDS09A_raw	LDS10A_raw	LDS10B_raw	LDS11A_raw	LDS11B_raw	LDS12A_raw	LDS12B_raw
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.653	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.394	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.832	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.855	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.088	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.862	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.304	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.842	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.493	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.274	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.249	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.461	1.511	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.918	2.143	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.245	1.503	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.924	1.502	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.867	1.102	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.724	0.747	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.943	1.768	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.825	0.926	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.719	0.977	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.947	1.35	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.928	0.592	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	1.234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.353	0.889	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	1.189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.317	0.427	NA	NA
1909	NA	NA	NA	NA	NA	NA	0.874	1.075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.793	0.625	NA	NA
1910	NA	NA	NA	NA	NA	NA	0.696	1.304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.461	1.299	NA	NA
1911	NA	NA	NA	NA	NA	NA	0.886	1.002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	0.88	NA	NA
1912	2.432	2.377	NA	NA	NA	NA	0.885	1.348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.686	2.092	NA	NA
1913	0.575	0.588	NA	NA	NA	NA	0.815	1.082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.959	1.176	NA	NA
1914	0.733	0.555	NA	NA	NA	NA	0.425	0.435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.185	1.245	NA	NA
1915	1.479	1.399	NA	NA	NA	NA	1.215	1.358	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.445	NA	1.877	2.238	NA	NA
1916	1.536	1.399	NA	NA	NA	NA	0.841	0.964	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.868	NA	1.665	1.59	NA	NA
1917	1.543	1.264	NA	NA	NA	NA	0.905	1.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.479	NA	2.055	1.752	NA	NA
1918	1.141	0.864	NA	NA	NA	NA	0.778	0.995	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA	0.579	0.522	NA	NA
1919	0.793	0.554	NA	NA	NA	NA	0.71	0.711	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.887	NA	1.138	0.946	NA	NA
1920	1.239	0.954	NA	NA	NA	NA	0.673	1.024	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.863	NA	1.375	1.123	NA	NA
1921	0.6	0.606	NA	NA	NA	NA	0.582	0.728	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.514	NA	1.011	0.616	NA	NA
1922	0.705	0.641	NA	NA	NA	NA	0.546	0.751	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.762	NA	1.35	1.15	NA	NA
1923	0.524	0.676	NA	NA	NA	NA	0.556	0.681	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.439	NA	1.412	0.776	NA	NA
1924	0.562	0.808	NA	NA	NA	NA	0.413	0.626	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.041	NA	1.945	1.39	NA	NA
1925	0.451	0.594	NA	NA	NA	NA	0.357	0.521	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.755	NA	0.928	0.888	NA	NA
1926	0.833	0.921	NA	NA	NA	NA	0.591	0.797	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	1.28	1.18	NA	NA
1927	1.137	1.118	NA	NA	NA	NA	1.61	1.728	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.065	NA	1.899	1.765	NA	NA
1928	1.143	1.36	NA	NA	NA	NA	1.395	1.766	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.497	NA	0.706	0.976	NA	NA
1929	1.285	1.23	1.099	NA	NA	NA	1.6	1.903	NA	NA	NA	3.092	NA	NA	NA	NA	NA	1.223	NA	1.438	1.516	NA	NA
1930	0.788	0.803	1.046	NA	NA	NA	1.403	1.224	NA	NA	NA	1.885	NA	NA	NA	NA	NA	0.889	NA	0.939	1.017	NA	NA
1931	1.88	1.348	1.839	NA	NA	NA	1.46	1.327	NA	NA	NA	2.436	NA	NA	NA	NA	NA	1.179	NA	1.086	1.151	NA	NA
1932	1.195	1.273	4.259	NA	NA	NA	1.711	1.456	NA	NA	NA	1.591	NA	NA	NA	NA	NA	0.959	NA	1.14	1.196	NA	NA
1933	0.889	0.921	2.182	NA	NA	NA	1.451	0.925	NA	NA	NA	1.089	NA	NA	NA	NA	NA	0.575	NA	0.532	0.934	NA	NA
1934	1.257	1.26	2.282	NA	NA	NA	1.285	0.805	NA	NA	NA	1.426	NA	NA	NA	NA	NA	1.323	NA	1.157	1.564	NA	NA
1935	1.117	1.182	1.536	NA	NA	NA	2	1.205	0.236	NA	NA	1.718	2.756	NA	NA	NA	NA	1.048	NA	0.926	1.458	NA	NA
1936	0.845	0.822	0.804	NA	NA	NA	1.44	0.584	0.295	NA	NA	1.616	1.549	1.228	NA	NA	NA	0.751	NA	0.514	0.907	NA	NA
1937	1.675	1.845	2.033	NA	NA	NA	2.441	1.815	0.98	NA	NA	3.123	1.988	2.843	NA	NA	NA	1.852	NA	1.329	1.289	NA	NA
1938	1.672	1.584	2.986	NA	NA	NA	3.417	2.242	1.076	NA	NA	2.605	2.442	3.204	NA	NA	NA	1.812	NA	1.312	1.719	NA	NA
1939	1.314	0.901	2.466	NA	NA	NA	2.492	1.692	0.688	NA	NA	1.93	3.055	1.97	NA	NA	NA	1.485	NA	0.469	0.891	NA	NA
1940	1.355	1.002	1.572	NA	NA	NA	1.802	1.214	0.589	NA	NA	1.348	2.086	1.676	NA	0.558	NA	1.448	NA	1.077	0.852	NA	NA
1941	1.197	1.002	2.494	NA	NA	NA	1.066	0.997	0.386	NA	NA	1.966	2.135	2.393	NA	1.827	NA	1.301	NA	0.819	0.945	1.796	NA
1942	2.394	1.658	2.636	NA	NA	NA	1.815	1.682	0.887	NA	NA	2.671	3.678	3.196	NA	2.073	NA	1.569	NA	0.733	1.025	3.3	NA
