# Griggs - Crailo House Rensselaer - QUSP - ITRDB NY046
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/18203
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-18203.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny046-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ny046-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny046.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ny046.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-11-12
#--------------------
# File_Last_Modified_Date
#   Date: 2014-11-12
#--------------------
# Title
#   Study_Name: Griggs - Crailo House Rensselaer - QUSP - ITRDB NY046
#--------------------
# Investigators
#   Investigators: Griggs, C.; Watkins, J.; Pearson, C.(https://orcid.org/0000-0002-3594-3194); Brewer, P.; Manning, S.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # Archaeology - construction (felling dates)
# # Cores are stored at:
# # Cornell Tree Ring Laboratory Archive, Cornell University
# # Notes:
# # One of the "oldest" buildings in Albany-Schenectady region, collection
# # was for obtaining felling dates and adding to regional oak tree-ring data set.
# # References:
# # Site report available at http://dendro.cornell.edu/projects/nena/Crailo.pdf NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Crailo House Rensselaer
#   Location: New York
#   Northernmost_Latitude: 42.6333
#   Southernmost_Latitude: 42.6333
#   Easternmost_Longitude: -73.75
#   Westernmost_Longitude: -73.75
#   Elevation_m: 5
#--------------------
# Data_Collection
#   Collection_Name: NY046
#   First_Year: 1507
#   Last_Year: 1706
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 144060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 144060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 144091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 144091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 144041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 144041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 144051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 144051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 144111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 144111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 144120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 144120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	144060_raw	144091_raw	144041_raw	144051_raw	144111_raw	144120_raw
1507	NA	NA	1.34	NA	NA	NA
1508	NA	NA	0.98	NA	NA	NA
1509	NA	NA	1.04	NA	NA	NA
1510	NA	NA	1.44	NA	NA	NA
1511	NA	NA	1.51	NA	NA	NA
1512	NA	NA	1.55	NA	NA	NA
1513	NA	NA	1.71	NA	NA	NA
1514	NA	NA	1.45	NA	NA	NA
1515	NA	NA	1.14	NA	NA	NA
1516	NA	NA	1.07	NA	NA	NA
1517	NA	NA	1.18	NA	NA	NA
1518	NA	NA	0.96	NA	NA	NA
1519	NA	NA	1.28	NA	NA	NA
1520	NA	NA	0.95	NA	NA	NA
1521	NA	NA	1.04	NA	NA	NA
1522	1.86	NA	1.11	NA	NA	NA
1523	1.91	NA	0.99	NA	NA	NA
1524	2.02	NA	1.04	NA	NA	NA
1525	1.85	NA	0.87	NA	NA	NA
1526	1.18	NA	0.76	NA	NA	NA
1527	1.73	NA	0.95	NA	NA	NA
1528	1.76	NA	0.9	NA	NA	NA
1529	1.39	NA	0.78	NA	NA	NA
1530	2.26	NA	1	NA	NA	NA
1531	1.65	NA	0.95	NA	NA	NA
1532	1.58	NA	1.02	NA	NA	NA
1533	1.45	NA	0.92	NA	NA	NA
1534	1.36	NA	0.81	NA	NA	NA
1535	1.53	NA	1.11	NA	NA	NA
1536	1.27	NA	0.79	NA	NA	NA
1537	1	NA	0.8	NA	NA	NA
1538	1.35	NA	1.02	NA	NA	NA
1539	1.55	NA	1.22	NA	NA	NA
1540	1.82	NA	1.06	NA	NA	NA
1541	1.45	NA	1.1	NA	NA	NA
1542	1.54	NA	1.13	NA	NA	NA
1543	1.57	NA	1.43	NA	NA	NA
1544	1.23	NA	0.86	NA	NA	NA
1545	1.7	NA	1.12	NA	NA	NA
1546	1.82	NA	1.01	NA	NA	NA
1547	1.75	NA	1.37	NA	NA	NA
1548	1.46	NA	1.29	NA	NA	NA
1549	1.32	NA	0.98	0.89	NA	NA
1550	1.38	NA	1.04	0.98	NA	NA
1551	1.53	NA	0.83	0.9	NA	NA
1552	1.5	NA	0.92	1.1	NA	NA
1553	1.19	NA	0.99	0.98	NA	NA
1554	1.13	NA	0.92	1.13	NA	NA
1555	1.14	NA	0.88	1.08	NA	NA
1556	0.94	NA	0.85	0.91	NA	NA
1557	0.95	NA	0.76	0.68	NA	NA
1558	1.11	NA	1.03	0.96	NA	NA
1559	1.11	NA	0.85	0.91	NA	NA
1560	1.16	NA	0.92	0.96	NA	NA
1561	1.33	NA	0.94	0.92	NA	NA
1562	0.89	NA	0.98	0.67	NA	NA
1563	1.04	NA	0.93	0.93	NA	NA
1564	0.98	NA	0.92	0.65	NA	NA
1565	0.91	NA	0.74	0.6	NA	NA
1566	1.16	NA	0.94	0.68	NA	NA
1567	0.97	NA	1.1	0.95	NA	NA
1568	0.9	NA	0.73	0.57	NA	NA
1569	0.99	NA	0.8	0.72	NA	NA
1570	0.86	NA	0.97	0.93	NA	NA
1571	0.74	NA	0.61	0.73	NA	NA
1572	0.74	NA	0.71	0.65	NA	NA
1573	0.65	NA	0.59	0.82	NA	NA
1574	0.62	NA	0.88	0.99	NA	NA
1575	0.81	NA	0.78	1.17	NA	NA
1576	0.78	NA	0.83	1.17	NA	NA
1577	0.91	NA	0.93	1.15	NA	NA
1578	1.27	NA	1.02	1.51	NA	NA
1579	1.13	NA	0.81	1.27	NA	NA
1580	1.33	NA	1.08	1.58	NA	NA
1581	1.22	2.68	0.96	1.54	NA	NA
1582	1.07	2.58	1.07	1.03	NA	NA
1583	1.01	2.82	1.04	1.32	NA	NA
1584	1.45	2.64	0.93	1.53	NA	1.78
1585	1.32	2.69	0.98	1.42	NA	1.37
1586	0.92	1.34	0.66	1.21	NA	1.05
1587	1.15	1.64	0.81	1.18	NA	1.39
1588	1.04	1.9	0.79	1.43	NA	1.18
1589	1	1.54	0.61	1.07	NA	1.28
1590	1.61	1.93	0.85	1.13	NA	1.19
1591	1.4	1.94	0.74	1.28	NA	0.83
1592	0.99	1.24	0.6	1	NA	0.9
1593	1.23	1.96	0.83	1.39	NA	0.79
1594	1.17	1.85	0.64	1.33	NA	0.55
1595	1.38	1.85	0.78	1.32	NA	0.67
1596	1.13	1.45	0.61	1.09	NA	0.58
1597	1.2	1.25	0.5	0.99	NA	0.63
1598	1.01	1.73	0.54	0.92	1.51	0.68
1599	1.14	1.62	0.67	1.15	1.39	1.01
1600	1.21	1.61	0.69	1.15	1.44	0.7
1601	0.97	1.52	0.64	0.93	1.26	0.71
1602	1.16	1.56	0.57	1.02	1.48	1.01
1603	1.11	1.23	0.67	0.96	1.63	0.81
1604	1.21	1.36	0.6	0.98	0.95	0.73
1605	1.26	1.38	0.66	1.02	1.51	1.7
1606	1.45	1.78	0.69	0.92	1.32	1.43
1607	1.9	1.61	0.66	0.88	1.21	1.17
