# Larson - Shake Rag Alley - QUSP - ITRDB WI053
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33955
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33955.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi053-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi053-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi053.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi053.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Shake Rag Alley - QUSP - ITRDB WI053
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Shake Rag Alley
#   Location: Wisconsin
#   Northernmost_Latitude: 42.861
#   Southernmost_Latitude: 42.861
#   Easternmost_Longitude: -90.176
#   Westernmost_Longitude: -90.176
#   Elevation_m: 305
#--------------------
# Data_Collection
#   Collection_Name: WI053
#   First_Year: 1751
#   Last_Year: 1853
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SRAN10E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SRAN10E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SRAN10W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SRAN10W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SRAS10E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SRAS10E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SRAS10W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SRAS10W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SRAN10E_raw	SRAN10W_raw	SRAS10E_raw	SRAS10W_raw
1751	NA	NA	2.407	NA
1752	NA	NA	1.44	NA
1753	NA	NA	1.25	NA
1754	NA	NA	1.1	NA
1755	NA	NA	0.801	NA
1756	NA	NA	1.057	NA
1757	NA	NA	0.867	NA
1758	NA	NA	1.072	NA
1759	NA	NA	1.05	NA
1760	NA	NA	1.138	NA
1761	NA	NA	1.098	NA
1762	NA	NA	1.211	NA
1763	NA	NA	0.923	NA
1764	NA	NA	1.006	NA
1765	NA	NA	0.765	NA
1766	1.051	NA	0.997	NA
1767	0.5	NA	0.674	NA
1768	1.17	NA	0.743	NA
1769	0.887	NA	0.867	NA
1770	0.657	NA	0.974	NA
1771	0.59	NA	0.778	NA
1772	0.517	NA	0.968	NA
1773	0.872	0.664	1.157	NA
1774	0.936	0.881	1.071	NA
1775	1.176	0.979	1.108	NA
1776	0.876	0.957	0.854	NA
1777	0.838	0.89	0.942	NA
1778	0.661	0.634	0.802	NA
1779	0.877	0.817	0.889	NA
1780	0.759	0.714	1.051	NA
1781	0.918	0.915	1.114	NA
1782	0.439	0.866	1.2	NA
1783	0.537	0.62	1.107	NA
1784	0.523	0.594	1.225	NA
1785	0.664	0.703	1.496	NA
1786	0.432	0.624	0.902	NA
1787	0.688	0.428	1.081	NA
1788	0.671	0.605	1.035	NA
1789	0.677	0.654	1.105	NA
1790	0.472	0.572	1.075	NA
1791	0.414	0.529	0.78	NA
1792	0.617	0.592	1.016	NA
1793	0.861	0.689	1.114	NA
1794	0.815	0.712	1.035	NA
1795	0.391	0.52	0.641	NA
1796	0.493	0.602	0.872	NA
1797	0.247	0.518	0.845	NA
1798	0.454	0.497	0.851	NA
1799	0.286	0.33	0.577	NA
1800	0.267	0.334	0.614	NA
1801	0.298	0.376	0.746	NA
1802	0.423	0.476	0.806	NA
1803	0.483	0.447	0.789	NA
1804	0.653	0.511	0.723	NA
1805	0.693	0.488	0.812	NA
1806	0.728	0.514	0.791	NA
1807	0.778	0.558	0.84	NA
1808	0.615	0.431	0.57	NA
1809	0.725	0.541	0.684	NA
1810	1.136	0.62	0.789	NA
1811	0.834	0.541	0.74	NA
1812	0.872	0.607	0.654	NA
1813	1.09	0.603	0.642	NA
1814	1.176	0.642	0.606	NA
1815	0.897	0.644	0.615	NA
1816	0.609	0.456	0.43	NA
1817	0.759	0.526	0.613	NA
1818	0.586	0.613	0.39	NA
1819	0.562	0.656	0.565	2.129
1820	0.374	0.38	0.472	0.952
1821	0.331	0.337	0.555	0.653
1822	0.493	0.336	0.557	0.42
1823	0.703	0.458	0.497	0.668
1824	0.641	0.375	0.576	0.42
1825	0.626	0.333	0.68	0.439
1826	0.675	0.42	0.819	0.477
1827	0.883	0.438	0.82	0.434
1828	0.928	0.377	0.747	0.572
1829	1.175	0.334	0.701	0.487
1830	2.204	NA	0.939	0.678
1831	3.902	NA	1.176	0.629
1832	2.514	NA	NA	0.62
1833	2.596	NA	NA	0.637
1834	NA	NA	NA	0.824
1835	NA	NA	NA	0.858
1836	NA	NA	NA	1.015
1837	NA	NA	NA	0.854
1838	NA	NA	NA	0.997
1839	NA	NA	NA	0.639
1840	NA	NA	NA	0.829
1841	NA	NA	NA	0.626
1842	NA	NA	NA	0.5
1843	NA	NA	NA	0.52
1844	NA	NA	NA	0.396
1845	NA	NA	NA	0.575
1846	NA	NA	NA	0.413
1847	NA	NA	NA	0.563
1848	NA	NA	NA	0.707
1849	NA	NA	NA	0.613
1850	NA	NA	NA	0.882
1851	NA	NA	NA	1.833
1852	NA	NA	NA	1.758
1853	NA	NA	NA	1.823
