# Griggs - Four Structures East of Lake Ontario - TSCA - ITRDB NY045
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/18202
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-18202.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny045-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ny045-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny045.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ny045.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-11-12
#--------------------
# File_Last_Modified_Date
#   Date: 2014-11-12
#--------------------
# Title
#   Study_Name: Griggs - Four Structures East of Lake Ontario - TSCA - ITRDB NY045
#--------------------
# Investigators
#   Investigators: Griggs, C.; Wazny, T.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # Archaeology - construction (felling dates)
# # Cores are stored at:
# # Cornell Tree Ring Laboratory Archive, Cornell University
# # Notes:
# # Most probable source is western Adirondacks; all buildings were constructed 
# # after the lumber trade began.  Historic dates are from crossdating site 
# # chronologies with each other and with the Adirondack TSCA and Roaring Brook TSCA chronologies of ER Cook (on ITRDB).  Cook's data sets are from the northeastern Adirondacks, and the statistics between site chronologies (average ~10.00 Student's t-score) are much higher than those between them and the eastern Adirondack chronologies (~5.00 t-scores). 
# # References:
# # Spooner House report (ID#102___) available at 
# # http://dendro.cornell.edu/projects/nena/Spooner.pdf, 
# # and through the New York State Museum, Albany, NY.  
# # Reports on the two Ives Houses (ID#s 707___ and 708___) 
# # and the Chemung Canal Lock #3 (ID# UCCL__) are available upon request. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Four Structures East of Lake Ontario
#   Location: New York
#   Northernmost_Latitude: 43.55
#   Southernmost_Latitude: 43.55
#   Easternmost_Longitude: -75.6
#   Westernmost_Longitude: -75.6
#   Elevation_m: 180
#--------------------
# Data_Collection
#   Collection_Name: NY045
#   First_Year: 1566
#   Last_Year: 1832
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 707121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 707121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 707170_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 707170; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 707180_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 707180; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 708011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 708011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 708031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 708031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 708041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 708041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 708051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 708051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 708061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 708061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UCCL01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UCCL01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UCCL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UCCL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UCCL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UCCL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UCCL19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UCCL19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	707121_raw	707170_raw	707180_raw	708011_raw	708031_raw	708041_raw	708051_raw	708061_raw	UCCL01_raw	UCCL09_raw	UCCL10_raw	UCCL19_raw	102021_raw	102041_raw
1566	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1567	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1568	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA
1569	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1570	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA
1571	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1572	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1573	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA
1574	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA
1575	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA
1576	NA	0.93	NA	NA	NA	NA	0.81	1.02	NA	NA	NA	NA	NA	NA
1577	NA	0.72	NA	NA	NA	NA	0.67	0.78	NA	NA	NA	NA	NA	NA
1578	NA	0.64	NA	NA	NA	NA	0.67	0.92	NA	NA	NA	NA	NA	NA
1579	NA	0.65	NA	NA	NA	NA	0.87	1.1	NA	NA	NA	NA	NA	NA
1580	NA	0.74	NA	NA	NA	NA	0.9	1.26	NA	NA	NA	NA	NA	NA
1581	NA	0.57	NA	NA	NA	NA	0.82	1.06	NA	NA	NA	NA	NA	NA
1582	NA	0.49	NA	NA	NA	NA	0.97	0.98	NA	NA	NA	NA	NA	NA
1583	NA	0.4	NA	NA	NA	NA	0.81	0.97	NA	NA	NA	NA	NA	NA
1584	NA	0.52	NA	NA	NA	NA	1.05	1.02	NA	NA	NA	NA	NA	NA
1585	NA	0.96	NA	NA	NA	NA	1.12	1.18	NA	NA	NA	NA	NA	NA
1586	NA	0.97	NA	NA	NA	NA	1.11	1.32	NA	NA	NA	NA	NA	NA
1587	NA	0.91	NA	NA	NA	NA	1.15	1	0.86	NA	NA	NA	NA	NA
1588	NA	1.04	NA	NA	NA	NA	1.03	1.07	1.13	NA	NA	NA	NA	NA
1589	NA	0.92	NA	NA	NA	NA	0.8	0.85	0.94	NA	NA	NA	NA	NA
1590	NA	0.77	NA	NA	NA	NA	0.77	0.63	0.75	NA	NA	NA	NA	NA
1591	NA	0.79	NA	NA	NA	NA	0.53	0.64	0.95	NA	NA	NA	NA	NA
1592	NA	0.65	NA	NA	NA	NA	0.61	0.52	0.54	NA	NA	NA	NA	NA
1593	NA	1.37	NA	NA	NA	NA	0.83	0.85	0.64	NA	NA	NA	NA	NA
1594	NA	1.5	NA	NA	NA	NA	0.84	1	0.99	NA	NA	NA	NA	NA
1595	NA	1.22	NA	NA	NA	NA	0.74	0.77	0.7	NA	NA	NA	NA	NA
1596	NA	1.15	NA	NA	NA	NA	0.87	1.01	0.67	NA	NA	NA	NA	NA
1597	NA	0.95	NA	NA	NA	NA	0.66	0.63	0.75	NA	NA	NA	NA	NA
1598	NA	0.82	NA	NA	NA	NA	0.6	0.54	0.79	NA	NA	NA	NA	NA
1599	NA	0.71	NA	NA	NA	NA	0.45	0.38	0.64	NA	NA	NA	NA	NA
1600	NA	0.88	NA	NA	NA	NA	0.55	0.46	0.59	NA	NA	NA	NA	NA
1601	NA	1.15	NA	NA	NA	NA	0.64	0.54	0.62	NA	NA	NA	NA	NA
1602	NA	1.06	NA	NA	NA	NA	0.79	0.69	0.72	NA	2.53	NA	NA	NA
1603	NA	1.22	NA	NA	NA	NA	1.03	0.67	0.57	NA	2.58	NA	NA	NA
1604	NA	1.04	NA	NA	NA	NA	1.26	0.81	0.32	NA	1.91	NA	NA	NA
1605	NA	0.99	NA	2.61	3.57	NA	1.71	0.95	0.33	NA	1.7	NA	NA	1.88
1606	NA	0.95	NA	2.37	3.67	NA	1.33	0.86	0.22	NA	1.26	NA	NA	1.23
1607	NA	1.07	NA	3.14	3.81	NA	1.99	1.32	0.25	NA	1.3	NA	NA	1.51
1608	NA	1.29	NA	4.31	4.64	NA	1.86	0.92	0.25	NA	1.33	NA	NA	1.76
1609	NA	1.19	NA	2.75	3.31	NA	1.9	1.23	0.33	NA	1.19	NA	NA	1.74
1610	NA	1.18	NA	3.65	3.78	NA	1.4	1.51	0.47	NA	1.45	NA	NA	1.89
1611	NA	1.17	NA	3.22	3.69	NA	2.39	1.41	0.45	NA	1.31	NA	NA	1.77
1612	NA	1.19	NA	2.43	3.22	NA	1.92	1.41	0.65	NA	1.24	NA	NA	1.51
1613	NA	1.2	NA	1.92	2.34	NA	1.42	1.09	0.47	NA	0.83	NA	NA	1.21
1614	NA	1.12	NA	2.3	2.74	NA	1.06	0.99	0.43	NA	1.1	NA	NA	1.14
1615	NA	1.22	NA	1.63	2.56	NA	1.24	1.12	0.7	NA	1.14	NA	NA	1.56
1616	NA	1.31	NA	1.64	2.17	NA	1.65	1.66	0.92	NA	1.2	NA	NA	1.93
1617	NA	0.98	NA	1.57	2.15	NA	1.12	1.17	0.95	NA	0.99	NA	NA	1.77
1618	NA	1.19	NA	2.17	2.68	NA	1.1	1.89	0.71	NA	1.39	NA	NA	2.28
1619	NA	1.35	NA	1.62	2.6	NA	1.28	1.71	0.76	NA	1.39	NA	NA	2.05
1620	NA	0.98	NA	1.38	2.65	NA	0.85	1.06	0.45	NA	1.07	NA	2.46	1.42
1621	NA	1.3	NA	1.55	2.78	NA	1.05	1.16	0.57	NA	1.2	NA	2.52	1.36
1622	NA	1.38	NA	1.81	2.78	NA	1.17	1.35	0.73	NA	1.23	NA	3.48	1.8
1623	NA	1.37	NA	2.02	2.72	NA	1.18	1.33	0.92	NA	1.64	NA	3.34	1.84
1624	NA	1.4	NA	2.29	2.96	NA	1.59	1.27	0.91	NA	1.52	NA	3.31	2.1
1625	NA	1.4	NA	2.12	2.47	NA	1.2	1.09	0.93	NA	1.58	NA	2.74	2.45
1626	NA	1.33	NA	1.52	2.5	NA	1.02	1.33	1.08	NA	1.21	NA	2.84	2.53
1627	NA	1.08	NA	1.56	2.8	NA	1.01	1.27	1.1	NA	1.47	NA	2.14	2.29
1628	NA	1.33	NA	1.67	2.69	NA	1.28	1.65	1.01	NA	1.45	NA	2.53	2.56
1629	NA	1	NA	1.56	2.58	NA	0.9	1.02	0.62	NA	0.74	NA	2.27	2.12
1630	NA	1.11	NA	1.89	2.61	NA	0.98	1.07	0.81	NA	1.01	NA	2.25	2.71
1631	NA	0.76	0.63	1.61	2.05	NA	0.86	0.99	0.47	NA	0.56	NA	1.54	1.35
