# Maxwell - Lincoln's New Salem - ACSH - ITRDB IL032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34678
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34678.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/il032-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; il032-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/il032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/il032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Lincoln's New Salem - ACSH - ITRDB IL032
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Au, T.F.(https://orcid.org/0000-0003-0591-9342); Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Matheus, T.J.; Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X); Therrell, M.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sugar Maple and White Oak comparisons 1901-2016 (analyses period) NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Tsun Fung Au, Justin T. Maxwell, Kimberly A. Novick, Scott M. Robeson, Scott M. Warner, Benjamin R. Lockwood, Richard P. Phillips, Grant L. Harley, Frank W. Telewski, Matthew D. Therrell, Neil Pederson
#   Journal_Name: Ecography
#   Published_Title: Demographic shifts in eastern US forests increase the impact of late-season drought on forest growth
#   Published_Date_or_Year: 2020
#   Volume: 43
#   Pages: 1475-1486
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1111/ecog.05055
#   Full_Citation: None
#   Abstract: While forest communities are changing as a result of global environmental change, the impacts of tree species shifts on ecosystem services such as carbon storage are poorly quantified. In many parts of the eastern United States (US), more xeric-adapted oak-hickory dominated stands are being replaced with mesic beech-maple assemblages. To examine the possible impacts of this ongoing change in forest composition, we investigated how two wide-ranging and co-occurring eastern US species - Acer saccharum (sugar maple) and Quercus alba (white oak) - respond to interannual climate variability. Using 781 tree cores from 418 individual trees at 18 locations, we found late-growing season drought reduced A. saccharum growth more than that of Q. alba. A gradient in the growth reduction across latitude was also found in A. saccharum, where southern populations of A. saccharum experienced greater reductions in growth during drought. Drought had a legacy effect on growth for both species, with drought occurring later in the growing season having a larger legacy effect. Consequently, as forests shift from oak to maple dominance, drought in the later part of the growing season is likely to become an increasingly important control on forest productivity. Thus, our findings suggest that co-occurring species are responding to environmental conditions during different times in the growing season and, therefore, the timing of drought conditions will play an important role in forest productivity and carbon sequestration as forest species composition changes. These findings are particularly important because the projected increases in potential evapotranspiration, combined with possible changes in the seasonality of precipitation could have a substantial impact on how tree growth responds to future climatic change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Lincoln's New Salem State Park
#   Location: Illinois
#   Northernmost_Latitude: 39.9828
#   Southernmost_Latitude: 39.9828
#   Easternmost_Longitude: -89.852
#   Westernmost_Longitude: -89.852
#   Elevation_m: 180
#--------------------
# Data_Collection
#   Collection_Name: IL032
#   First_Year: 1904
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NSS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NSS10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NSS10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NSS01A_raw	NSS01B_raw	NSS02A_raw	NSS02B_raw	NSS03A_raw	NSS03B_raw	NSS04A_raw	NSS04B_raw	NSS05A_raw	NSS05B_raw	NSS06A_raw	NSS06B_raw	NSS07A_raw	NSS07B_raw	NSS08A_raw	NSS08B_raw	NSS09A_raw	NSS09B_raw	NSS10A_raw	NSS10B_raw
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.312	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.979	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.541	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.333	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.283	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.378	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.656	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.407	NA	NA	NA	NA	NA
1912	NA	NA	0.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.046	NA	NA	NA	NA	NA
1913	NA	NA	0.508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.376	NA	NA	NA	NA	NA
1914	NA	NA	0.449	0.411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.608	NA	NA	NA	NA	NA
1915	NA	NA	0.903	0.695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.097	NA	NA	NA	NA	NA
1916	NA	NA	0.168	0.166	NA	NA	1.031	NA	NA	NA	NA	NA	NA	NA	6.551	NA	NA	NA	NA	NA
1917	NA	NA	0.742	0.642	1.144	NA	1.652	NA	NA	NA	NA	NA	NA	NA	5.109	NA	NA	NA	NA	NA
1918	NA	NA	1.149	0.861	0.344	NA	0.992	NA	NA	NA	NA	NA	NA	NA	4.668	NA	NA	NA	NA	NA
1919	NA	NA	0.19	0.243	1.359	NA	1.338	NA	NA	NA	NA	NA	NA	NA	5.976	NA	NA	NA	NA	NA
1920	NA	NA	0.565	0.099	1.463	2.513	1.332	1.285	NA	NA	NA	NA	NA	NA	7.18	9.737	NA	NA	NA	NA
1921	NA	NA	0.187	0.271	2.024	2.517	1.377	1.265	NA	NA	NA	NA	NA	NA	7.207	4.038	NA	NA	NA	NA
1922	NA	NA	0.201	0.345	2.033	2.002	1.398	1.116	NA	NA	NA	NA	NA	NA	6.3	4.157	NA	NA	NA	NA
1923	0.571	NA	0.395	0.114	1.696	1.565	1.476	0.982	NA	NA	NA	NA	NA	NA	6.607	7.245	NA	NA	NA	NA
1924	1.183	NA	0.184	0.17	1.6	1.514	1.966	0.84	NA	NA	NA	NA	NA	NA	8.125	5.736	NA	NA	NA	NA
1925	1.225	NA	0.334	0.181	1.986	2.722	1.193	1.268	NA	NA	NA	NA	NA	NA	6.621	7.453	NA	NA	NA	NA
1926	0.993	NA	0.253	0.258	2.455	2.749	1.552	0.748	NA	NA	NA	NA	NA	NA	7.847	8.04	NA	NA	NA	NA
1927	2.602	NA	0.467	0.392	1.639	1.467	1.974	1.565	NA	NA	NA	NA	NA	NA	8.72	7.076	NA	NA	NA	NA
1928	0.863	NA	0.507	0.489	1.739	1.722	2.248	1.496	NA	NA	NA	NA	NA	NA	6.727	6.945	NA	NA	NA	NA
1929	1.657	NA	0.286	0.476	2.157	2.221	1.038	2.091	NA	NA	NA	NA	NA	NA	6.626	3.07	NA	NA	NA	NA
1930	0.992	NA	0.628	0.688	1.935	2.39	1.189	2.085	NA	NA	NA	NA	NA	NA	5.435	3.112	NA	NA	NA	NA
1931	0.72	NA	0.944	0.393	1.892	2.341	0.679	2.017	NA	NA	NA	NA	NA	NA	3.809	3.407	NA	NA	NA	NA
1932	1.163	NA	1.203	0.478	1.24	1.263	1.271	1.463	NA	NA	NA	NA	NA	NA	5.366	2.279	NA	NA	NA	NA
1933	1.108	NA	0.303	0.737	0.793	0.857	1.176	1.65	NA	NA	NA	NA	NA	NA	4.077	1.705	NA	NA	NA	NA
1934	0.673	NA	0.378	0.408	0.746	0.896	0.707	1.552	NA	NA	NA	NA	NA	NA	3.206	2.974	NA	NA	NA	NA
1935	1.054	NA	0.256	0.554	0.669	0.724	1.358	0.827	NA	NA	NA	NA	NA	NA	3.988	1.746	NA	NA	NA	NA
1936	0.466	NA	0.255	0.792	0.398	0.534	0.671	1.856	NA	NA	NA	NA	NA	NA	3.152	5.668	NA	NA	NA	NA
1937	2.242	NA	0.634	0.396	0.939	0.625	0.942	0.973	NA	NA	NA	NA	NA	NA	5.694	4.243	NA	NA	NA	NA
1938	1.405	NA	0.444	0.759	0.561	0.374	1.016	1.179	NA	NA	NA	NA	NA	NA	4.318	3.344	NA	NA	NA	NA
1939	1.393	NA	0.73	1.493	0.566	0.653	0.629	1.446	NA	NA	NA	NA	NA	NA	3.416	2.991	NA	NA	NA	NA
1940	0.961	1.277	1.879	0.228	0.491	0.443	0.506	0.958	NA	NA	NA	NA	NA	NA	3.081	3.199	NA	NA	NA	NA
1941	1.412	0.834	0.538	0.658	0.292	0.368	0.523	0.629	NA	NA	NA	NA	NA	NA	2.986	3.444	NA	NA	NA	NA
1942	1.922	0.756	0.522	0.589	0.269	0.268	0.686	0.441	NA	NA	0.636	NA	NA	NA	4.453	0.856	NA	NA	NA	NA
1943	0.897	1.255	0.52	0.838	0.192	0.187	0.557	0.561	NA	NA	0.92	NA	NA	NA	3.501	0.724	NA	NA	NA	NA
1944	0.369	0.546	0.232	0.525	0.235	0.452	0.285	0.449	NA	NA	0.79	NA	NA	NA	2.364	0.867	NA	NA	NA	NA
1945	1.358	0.884	0.891	0.86	0.549	0.493	0.48	0.587	NA	NA	0.757	NA	NA	NA	3.4	3.209	NA	NA	NA	NA
1946	0.296	0.281	0.26	0.47	0.349	0.339	0.692	0.934	NA	NA	1.596	NA	NA	NA	1.577	0.582	NA	NA	NA	NA
1947	0.97	1.278	0.391	0.548	0.5	0.464	0.877	1.128	NA	NA	1.395	NA	NA	NA	1.401	1.225	NA	NA	NA	NA
1948	0.677	0.646	0.295	0.359	0.45	0.279	0.59	0.726	NA	NA	1.426	NA	NA	NA	0.862	1.237	NA	NA	NA	NA
1949	1.737	1.695	0.513	0.692	0.424	0.4	0.63	0.565	NA	NA	1.557	NA	NA	NA	1.862	2.156	NA	NA	NA	NA
1950	1.025	1.224	0.613	0.75	0.48	0.407	0.517	0.459	NA	NA	0.878	NA	NA	NA	2.039	1.807	NA	NA	NA	NA
1951	0.433	0.768	0.373	0.409	0.386	0.397	0.547	0.553	NA	NA	0.819	NA	NA	NA	1.483	1.937	NA	NA	NA	NA
1952	1.179	1.784	0.374	0.532	0.264	0.3	0.585	0.62	NA	NA	0.662	NA	NA	NA	1.905	2.267	NA	NA	NA	NA
1953	0.724	0.63	0.419	0.587	0.297	0.215	0.452	0.516	NA	NA	0.572	NA	NA	NA	0.752	1.246	NA	NA	NA	NA
1954	1.687	1.624	0.396	0.657	0.486	0.323	0.382	0.458	NA	NA	1.078	NA	NA	1.523	1.066	1.604	NA	NA	NA	NA
1955	2.071	2.791	0.306	0.955	0.94	0.67	0.431	0.49	NA	NA	1.128	NA	NA	1.339	1.524	1.883	NA	NA	NA	NA
1956	2.403	3.024	0.212	0.989	0.521	0.299	0.123	0.314	NA	NA	2.673	NA	NA	1.066	1.287	0.759	NA	NA	NA	NA
1957	2.986	3.389	0.33	0.931	0.916	0.559	0.87	0.467	NA	NA	2.755	NA	NA	1.194	1.721	1.179	NA	NA	NA	NA
1958	3.633	3.826	0.616	0.883	1.517	0.847	1.211	0.818	NA	NA	4.582	NA	NA	1.662	1.81	1.563	NA	NA	4.248	NA
1959	3.766	3.292	0.641	0.658	0.673	0.467	0.792	0.616	NA	NA	3.892	NA	NA	0.544	1.123	0.955	NA	NA	3.187	2.215
1960	4.584	3.797	0.723	0.796	1.687	0.705	1.399	1.202	NA	NA	7.457	NA	NA	0.737	1.391	0.758	NA	NA	3.938	3.264
1961	3.49	3.626	0.286	0.361	0.667	0.372	0.648	0.553	NA	NA	1.914	NA	NA	0.68	0.72	1.143	NA	NA	2.892	1.546
1962	3.433	3.03	0.867	1.252	1.51	1.126	1.285	1.097	NA	NA	2.744	0.596	NA	1	1.189	2.498	NA	NA	4.313	2.388
1963	1.896	2.3	0.416	0.484	0.596	0.638	0.819	0.913	NA	NA	4.504	1.619	NA	1.189	1.859	1.391	NA	NA	1.849	1.752
1964	2.606	2.652	0.884	0.944	1.144	0.972	0.839	1.121	NA	0.759	2.391	0.558	NA	2.189	2.794	1.846	NA	1.439	2.535	2
1965	3.071	4.043	1.159	0.935	1.554	1.356	1.228	1.556	NA	0.394	3.675	0.681	NA	1.2	3.513	1.84	NA	1.956	2.723	2.62
