# Stambaugh - Waubee Lake - PIRE - ITRDB WI012
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15367
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15367.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi012-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi012-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi012.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi012.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-09-04
#--------------------
# File_Last_Modified_Date
#   Date: 2013-09-04
#--------------------
# Title
#   Study_Name: Stambaugh - Waubee Lake - PIRE - ITRDB WI012
#--------------------
# Investigators
#   Investigators: Stambaugh, M.C.; Guyette, R.P.; Marschall, J.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:# Event - fire#  # Cores Stored at:# Missouri Tree-Ring Laboratory, Department of Forestry, 21 ABNR Building, # University of Missouri at Columbia, Columbia, MO 65211 USA.# Tel: (573) 884-9262 NOAA Template Raw Measurements file added 2019-02-08
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Joint Fire Science Program
#   Published_Title: Developing and using fire scar histories in the southern and eastern United States
#   Published_Date_or_Year: 2010
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Guyette, R.P., M.C. Stambaugh, and J.M. Marschall. 2010. 
Developing and using fire scar histories in the southern and eastern United States. 
Final Report to the Joint Fire Science Program. 46 pp.
#   Abstract: Land managers developing fire management plans in the eastern and southern United States lack quantitative information on historic fire regimes. Twelve new fire histories were developed from dated fire scars on trees from regions where no fire scar history data had existed before in the states of Alabama, Louisiana, Kentucky, Iowa, Wisconsin, and Michigan. Sites represent highly variable climates from extreme cold (with long snow cover duration) to subtropical. All sites utilized oak or pine recorder species that were collected from closed forest to open savanna structures. Pre-industrial mean fire intervals ranged from 3 to more than 35 years at sites that typically encompassed less than 2 km2 in area. The most frequent fire regime was found in Louisiana's Kisatchie National Forest (MFI = 3 yrs) while the longest fire intervals were at inland sites near the shore of Lake Superior (MFI > 35 yrs) some 1900 kilometers to the north. The subtropical site in Louisiana is perhaps the only site in the U.S. where fires are documented to have occurred more than once a year. The history of fire at sites in Wisconsin, Louisiana, and Michigan showed distinct temporal progressions in changes in fire frequency that we attributed to changing human population. Sites in Wisconsin showed potential for very large fires associated with drought years. Fire history data analyses and summaries were presented at multiple venues (workshops, conferences) and have been published in scientific journals and reports to regional land managers. Fire history data has also been made publicly available through the International Multiproxy Paleofire Databank (IMPD).# New fire history data from this project combined with previously collected fire history data from the Missouri Tree-Ring Laboratory and published fire histories in North America were used to parameterize and calibrate a continental fire frequency model based on climate. The most important contribution of this model is towards understanding climate forcing of fire regimes across the continental U.S. We have developed a suite of climate-based fire frequency models for the continental U.S. that show to be highly robust. Models and calibrations were validated with empirical fire history data during pre-industrial periods so to minimize non-climate influences associated with U.S. settlement (land conversion, changing cultures). Fire frequency models follow theoretical concepts from physical chemistry, utilize spatially-explicit fire and climate data, and were parameterized and validated using statistical methods. Data from fire history studies were accumulated from 37 states and include data based on fire scars (n = 168), expert estimates (n = 7) and charcoal (n = 3). Historic mean fire interval (MFI) models were parameterized using mean maximum temperature, precipitation, their interaction, and estimated population density (anthropogenic ignitions). Models are being used to: assess the role of climate in forcing fire frequency, map coarse-scale historic fire frequency for the continental U.S., and assess departures in fire regimes and smoke emissions.
#--------------------
#   Authors: Richard P. Guyette, Michael C. Stambaugh, Daniel C. Dey, and Rose-Marie Muzika.
#   Journal_Name: Ecosystems
#   Published_Title: Predicting Fire Frequency with Chemistry and Climate
#   Published_Date_or_Year: 2012
#   Volume: 15
#   Pages: 322-335
#   Issue: 
#   Report_Number: 
#   DOI: 10.1007/s10021-011-9512-0
#   Full_Citation: None
#   Abstract: A predictive equation for estimating fire frequency was developed from theories and data in physical chemistry, ecosystem ecology, and climatology. We refer to this equation as the Physical Chemistry Fire Frequency Model (PC2FM). The equation was calibrated and validated with North American fire data (170 sites) prior to widespread industrial influences (before ~1850 CE) related to land use, fire suppression, and recent climate change to minimize non-climatic effects. We derived and validated the empirically based PC2FM for the purpose of estimating mean fire intervals (MFIs) from proxies of mean maximum temperature, precipitation, their interaction, and estimated reactant concentrations. Parameterization of the model uses reaction rate equations based on the concentration and physical chemistry of fuels and climate. The model was then calibrated and validated using centuries of empirical fire history data. An application of the PC2FM regression equation is presented and used to estimate historic MFI as controlled by climate. We discuss the effects of temperature, precipitation, and their interactions on fire frequency using the PC2FM concept and results. The exclusion of topographic, vegetation, and ignition variables from the PC2FM increased error at fine spatial scales, but allowed for the prediction of complex climate effects at broader temporal and spatial scales. The PC2FM equation is used to map coarse-scale historic fire frequency and assess climate impacts on landscape-scale fire regimes.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Waubee Lake
#   Location: Wisconsin
#   Northernmost_Latitude: 45.35
#   Southernmost_Latitude: 45.35
#   Easternmost_Longitude: -88.4333
#   Westernmost_Longitude: -88.4333
#   Elevation_m: 387
#--------------------
# Data_Collection
#   Collection_Name: WI012
#   First_Year: 1638
#   Last_Year: 1871
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus resinosa Aiton
#   Common_Name: red pine
#   Tree_Species_Code: PIRE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WBE011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WBE011_raw	WBE03A_raw	WBE01A_raw	WBE006_raw	WBE015_raw	WBE002_raw	WBE007_raw	WBE008_raw	WBE013_raw	WBE016_raw	WBE09A_raw	WBE09B_raw	WBE014_raw	WBE14B_raw	WBE12A_raw	WBE12B_raw	WBE05A_raw	WBE05B_raw	WBE04B_raw
1638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14	NA
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	NA
1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	NA
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	NA
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88	NA
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.88	NA
1644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.83	NA
1645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.41	NA
1646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.77	NA
1647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.87	NA
1648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.22	NA
1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.81	NA
1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.35	NA
1651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.89	NA
1652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.42	NA
1653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.11	NA
1654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.29	NA
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	NA
1656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16	NA
1657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	NA
1658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26	NA
1659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	NA
1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	NA
1661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA
1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA
1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA
1664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA
1665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA
1666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA
1667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA
1668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	NA
1669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA
1670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA
1671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	NA
1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA
1673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA
1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84	NA
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	NA	NA	NA	NA	NA	1.6	NA
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.16	NA	NA	NA	NA	NA	1.92	NA
1680	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	3.6	NA	NA	NA	NA	NA	1.6	NA
1681	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	4.3	NA	NA	NA	NA	NA	1.79	NA
1682	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3.43	NA	NA	NA	NA	NA	1.36	NA
1683	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	6.77	NA	NA	NA	NA	NA	1.28	2.69
1684	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4.95	NA	NA	NA	NA	NA	0.85	2.19
1685	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	6.48	NA	NA	NA	NA	NA	0.77	1.59
1686	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	4.57	NA	NA	NA	NA	NA	0.64	1.5
1687	NA	NA	NA	NA	NA	NA	1.88	NA	NA	NA	NA	5.08	NA	NA	NA	NA	NA	0.84	1.6
1688	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	NA	6.1	NA	NA	NA	NA	NA	0.86	1.38
1689	NA	NA	NA	NA	NA	NA	1.25	NA	NA	1.52	NA	6.52	NA	NA	NA	NA	NA	0.83	1.21
1690	NA	NA	NA	NA	NA	NA	1.52	NA	NA	1.39	NA	5.49	NA	NA	NA	NA	NA	1.09	1.15
1691	NA	NA	NA	NA	NA	NA	1.56	NA	NA	1.11	NA	5.88	NA	NA	NA	NA	NA	1.21	1.06
1692	NA	NA	NA	NA	NA	NA	1.23	NA	NA	0.83	NA	5	NA	NA	NA	NA	NA	1.37	1.14
1693	NA	NA	NA	NA	NA	NA	1.45	NA	NA	0.86	NA	5.11	NA	NA	NA	NA	NA	2.19	1.9
1694	NA	NA	NA	NA	NA	NA	1.86	NA	NA	1.13	4.41	6.22	NA	NA	NA	NA	NA	2.96	2.3
1695	NA	NA	NA	NA	NA	NA	1.61	NA	NA	0.7	3.76	5.43	NA	NA	NA	NA	NA	2.59	2.72
1696	NA	NA	NA	NA	NA	NA	2.07	NA	NA	0.78	3.57	4.96	NA	NA	NA	NA	NA	1.83	2.93
1697	NA	NA	NA	NA	NA	NA	1.88	NA	NA	0.73	2.71	4.33	NA	NA	NA	NA	NA	1.31	2.22
1698	NA	NA	NA	NA	NA	NA	1.44	NA	NA	0.61	3.12	3.26	NA	NA	NA	NA	NA	1.8	2.08
1699	NA	NA	NA	NA	NA	NA	1.75	NA	NA	0.7	4.13	6.08	NA	NA	NA	NA	NA	1.22	2.1
1700	NA	NA	NA	NA	NA	NA	1.82	NA	NA	0.74	4.97	6.59	NA	NA	NA	NA	1.6	1.55	1.87
1701	NA	NA	NA	NA	NA	NA	2.27	NA	NA	1.06	4.94	11.72	NA	NA	NA	NA	2.36	1.68	1.84
1702	NA	NA	NA	NA	NA	NA	2.22	NA	NA	1.03	4.88	6.44	NA	NA	NA	NA	2.12	1.33	2.28
1703	NA	NA	NA	NA	NA	NA	2.24	NA	NA	0.92	4.14	10.82	NA	NA	NA	NA	1.87	2.12	2.1
1704	NA	NA	NA	NA	NA	NA	1.84	NA	NA	1.32	5.22	8.77	NA	NA	NA	NA	1.88	2.02	2.51
1705	NA	NA	NA	NA	NA	NA	2.3	NA	NA	0.91	4.89	9.79	NA	NA	NA	NA	2.53	1.99	2.31
1706	NA	NA	NA	NA	1.14	NA	1.84	NA	NA	1.29	4.03	7.38	NA	NA	NA	NA	3.13	2	2.05
1707	NA	NA	NA	NA	1.01	NA	1.56	NA	NA	1.44	4.59	8.15	NA	NA	NA	NA	2.88	1.61	1.67
1708	NA	NA	NA	NA	0.75	NA	1.27	NA	NA	0.95	2.65	7.89	NA	NA	NA	NA	2.98	1.58	1.17
1709	NA	NA	NA	2.08	0.86	NA	1.41	NA	NA	1.08	3.53	6.78	NA	NA	NA	NA	2.79	1.32	1.05
1710	NA	NA	NA	2.31	0.73	NA	1.71	NA	NA	1.15	2.98	5.88	NA	NA	NA	NA	2.39	1.04	1.07
1711	NA	NA	NA	2.68	0.69	NA	1.21	NA	2.38	0.86	3.69	4.56	NA	NA	NA	NA	2.52	0.84	1.18
1712	NA	NA	NA	2.52	0.67	NA	1.71	NA	3.03	1.02	3.52	4.89	NA	NA	NA	NA	2.57	0.87	1.33
1713	NA	NA	NA	1.91	0.59	NA	1.41	NA	2.01	0.85	3.47	3.99	NA	NA	NA	NA	2.26	0.9	0.98
1714	NA	NA	NA	1.89	0.65	NA	1.34	NA	2.23	0.81	2.97	3.55	NA	NA	NA	NA	1.95	1.08	1.21
1715	NA	NA	NA	2.27	0.67	NA	1.71	NA	3.03	1.14	4.19	4.14	NA	NA	NA	NA	2.18	1.7	1.14
1716	NA	NA	NA	2.52	0.7	NA	1.46	NA	1.9	1.07	3.63	3.3	NA	NA	NA	NA	1.77	1.7	1.05
1717	NA	NA	NA	2.11	0.59	NA	1.29	NA	1.61	1.12	3.52	2.92	NA	NA	NA	NA	2.12	2.03	1.53
1718	NA	NA	NA	3.22	0.57	NA	1.65	NA	1.93	1.58	3.47	2.91	NA	NA	NA	NA	1.99	2.56	1.72
1719	NA	NA	NA	3.07	0.67	NA	1.92	NA	2.35	2.18	3.97	4.32	NA	NA	NA	NA	2.54	2.81	1.79
1720	NA	NA	NA	2.24	0.83	NA	3.18	NA	2.58	2.08	4.13	4.45	NA	NA	NA	NA	2.32	2.73	2.16
