# Sullivan - Agashashok Forest - PCGL - ITRDB AK149
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/18196
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-18196.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak149-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak149-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak149.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak149.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-02-05
#--------------------
# File_Last_Modified_Date
#   Date: 2015-02-05
#--------------------
# Title
#   Study_Name: Sullivan - Agashashok Forest - PCGL - ITRDB AK149
#--------------------
# Investigators
#   Investigators: Sullivan, P.F.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Patrick F. Sullivan, Sarah B. Z. Ellison, Robert W. McNown, Annalis H. Brownlee, and Bjartmar Sveinbjörnsson
#   Journal_Name: Ecology
#   Published_Title: Evidence of soil nutrient availability as the proximate constraint on growth of treeline trees in northwest Alaska
#   Published_Date_or_Year: 2015
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1890/14-0626.1
#   Full_Citation: None
#   Abstract: The position of the Arctic treeline, which is a key regulator of surface energy exchange and carbon cycling, is widely thought to be controlled by temperature. Here, we present evidence that soil nutrient availability, rather than temperature, may be the proximate control on growth of treeline trees at our study site in northwest Alaska. We examined constraints on growth and allocation of white spruce in three contrasting habitats. The habitats had similar aboveground climates, but soil temperature declined from the riverside terrace to the forest to the treeline. We identified six lines of evidence that conflict with the hypothesis of direct temperature control and/or point to the importance of soil nutrient availability. First, the magnitude of aboveground growth declined from the terrace to the forest to the treeline, along gradients of diminishing soil nitrogen (N) availability and needle N concentration. Second, peak rates of branch extension, main stem radial and fine root growth were generally not coincident with seasonal air and soil temperature maxima. At the treeline, in particular, rates of aboveground and fine root growth declined well before air and soil temperatures reached their seasonal peaks. Third, in contrast with the hypothesis of temperature-limited growth, growing season average net photosynthesis was positively related to the sum of normalized branch extension, main stem radial and fine root growth across trees and sites. Fourth, needle nonstructural carbohydrate concentration was significantly higher on the terrace, where growth was greatest. Fifth, annual branch extension growth was positively related to snow depth, consistent with the hypothesis that deeper snow promotes microbial activity and greater soil nutrient availability. Finally, the tree ring record revealed a large growth increase during late 20th century climate warming on the terrace, where soil N availability is relatively high. Meanwhile, trees in the forest and at the treeline showed progressively smaller growth increases. Our results suggest temperature effects on tree growth at our study sites may be mediated by soil nutrient availability, making responses to climate change more complex and our ability to interpret the tree ring record more challenging than previously thought.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Agashashok Forest
#   Location: Alaska
#   Northernmost_Latitude: 67.4833
#   Southernmost_Latitude: 67.4833
#   Easternmost_Longitude: -162.2167
#   Westernmost_Longitude: -162.2167
#   Elevation_m: 120
#--------------------
# Data_Collection
#   Collection_Name: AK149
#   First_Year: 1814
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AGGFOR1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AGGFOR25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AGGFOR25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AGGFOR1_raw	AGGFOR2_raw	AGGFOR3_raw	AGGFOR4_raw	AGGFOR5_raw	AGGFOR6_raw	AGGFOR7_raw	AGGFOR8_raw	AGGFOR9_raw	AGGFOR10_raw	AGGFOR11_raw	AGGFOR12_raw	AGGFOR13_raw	AGGFOR14_raw	AGGFOR15_raw	AGGFOR16_raw	AGGFOR17_raw	AGGFOR18_raw	AGGFOR19_raw	AGGFOR20_raw	AGGFOR21_raw	AGGFOR22_raw	AGGFOR23_raw	AGGFOR24_raw	AGGFOR25_raw
1814	NA	NA	0.124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	0.134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	0.256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	0.239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	0.187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	0.187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	0.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	0.355	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	0.283	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	0.078	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	0.069	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	0.112	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	0.149	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	0.133	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	0.105	NA	NA	0.126	NA	NA	NA	NA	NA	NA	0.225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	0.071	NA	NA	0.281	NA	NA	NA	NA	NA	NA	0.183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	0.262	NA	NA	0.246	NA	NA	NA	NA	NA	NA	0.264	NA	NA	NA	NA	NA	NA	NA	0.168	NA	NA	NA	NA
1831	NA	NA	0.188	NA	NA	0.724	NA	NA	NA	NA	NA	NA	0.259	NA	NA	NA	NA	NA	NA	NA	0.169	NA	NA	NA	NA
1832	NA	NA	0.273	NA	NA	0.527	NA	NA	NA	NA	NA	NA	0.341	NA	NA	NA	NA	NA	NA	NA	0.185	NA	NA	NA	NA
1833	NA	NA	0.121	NA	NA	0.475	NA	NA	NA	NA	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA	0.218	NA	NA	NA	NA
1834	NA	NA	0.122	NA	NA	0.168	NA	NA	NA	NA	NA	NA	0.161	NA	NA	NA	NA	NA	NA	NA	0.092	NA	NA	NA	NA
1835	NA	NA	0.129	NA	NA	0.161	NA	NA	NA	NA	NA	NA	0.196	NA	NA	NA	NA	NA	NA	NA	0.089	NA	NA	NA	NA
1836	NA	NA	0.064	NA	NA	0.244	NA	NA	NA	NA	NA	NA	0.268	NA	NA	NA	NA	NA	NA	NA	0.192	NA	NA	NA	NA
1837	NA	NA	0.048	NA	NA	0.287	NA	NA	NA	NA	NA	NA	0.214	NA	NA	NA	NA	NA	NA	NA	0.275	NA	NA	NA	NA
1838	NA	NA	0.079	NA	NA	0.356	NA	NA	NA	NA	NA	NA	0.233	NA	NA	NA	NA	0.428	NA	NA	0.23	NA	NA	NA	NA
1839	NA	NA	0.059	NA	NA	0.32	NA	NA	NA	NA	NA	NA	0.249	NA	NA	NA	NA	0.481	NA	NA	0.248	NA	NA	NA	NA
1840	NA	NA	0.11	NA	NA	0.287	NA	NA	NA	NA	NA	NA	0.366	NA	NA	NA	NA	0.424	NA	NA	0.437	NA	NA	NA	NA
1841	NA	NA	0.102	NA	NA	0.253	NA	NA	NA	NA	NA	NA	0.264	NA	NA	NA	NA	0.303	NA	NA	0.234	NA	NA	NA	NA
1842	NA	NA	0.078	NA	NA	0.209	NA	NA	NA	NA	NA	NA	0.302	NA	NA	NA	NA	0.416	NA	NA	0.264	NA	NA	NA	NA
1843	NA	NA	0.113	NA	NA	0.222	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	0.351	NA	NA	0.252	NA	NA	NA	NA
1844	NA	NA	0.126	NA	NA	0.257	NA	NA	NA	NA	NA	NA	0.267	NA	NA	NA	NA	0.66	NA	NA	0.289	NA	NA	NA	NA
1845	NA	NA	0.074	NA	NA	0.575	NA	NA	NA	NA	NA	0.201	0.203	NA	NA	NA	NA	0.571	NA	NA	0.299	NA	NA	NA	NA
1846	NA	0.186	0.056	NA	NA	0.228	NA	NA	NA	NA	NA	0.324	0.155	NA	NA	NA	NA	0.429	NA	NA	0.27	NA	NA	NA	NA
1847	NA	0.343	0.051	NA	NA	0.332	NA	NA	NA	NA	NA	0.313	0.149	NA	NA	NA	NA	0.546	NA	NA	0.436	NA	NA	NA	NA
1848	NA	0.788	0.128	NA	NA	0.371	NA	NA	NA	NA	NA	0.809	0.184	NA	NA	NA	NA	0.3	NA	NA	0.489	NA	NA	NA	NA
1849	NA	0.246	0.195	NA	NA	0.537	NA	NA	NA	NA	NA	0.764	0.169	NA	NA	NA	NA	0.216	NA	0.135	0.375	NA	NA	NA	NA
1850	NA	0.427	0.138	NA	NA	0.424	NA	NA	NA	NA	NA	0.92	0.155	NA	NA	NA	NA	0.174	NA	0.231	0.454	NA	NA	NA	NA
1851	NA	0.207	0.163	NA	NA	0.511	NA	NA	NA	NA	NA	0.571	0.287	NA	NA	NA	NA	0.21	NA	0.484	0.759	0.254	NA	NA	NA
1852	NA	0.206	0.17	NA	NA	0.459	NA	NA	0.237	NA	NA	0.848	0.233	NA	NA	NA	NA	0.276	NA	0.391	0.848	0.296	NA	NA	NA
1853	NA	0.276	0.215	NA	NA	0.411	NA	NA	0.349	NA	NA	0.558	0.265	NA	NA	NA	NA	0.252	NA	0.413	0.663	0.226	NA	NA	NA
1854	NA	0.241	0.23	NA	NA	0.4	NA	NA	0.21	NA	NA	0.535	0.316	NA	NA	NA	NA	0.299	NA	0.394	0.777	0.23	NA	NA	NA
1855	NA	0.468	0.231	NA	0.907	0.446	NA	NA	0.377	NA	NA	0.661	0.295	NA	NA	NA	NA	0.335	NA	1.098	0.765	0.561	NA	NA	NA
1856	NA	0.222	0.183	NA	0.353	0.312	NA	NA	0.235	NA	NA	0.546	0.378	NA	NA	NA	NA	0.236	NA	0.507	0.574	0.205	NA	NA	NA
1857	NA	0.422	0.24	NA	0.628	0.584	NA	NA	0.195	NA	NA	0.707	0.518	NA	NA	NA	NA	0.287	NA	0.402	0.685	0.18	NA	NA	NA
1858	NA	0.439	0.271	NA	0.542	0.343	0.371	NA	0.296	NA	NA	0.524	0.258	NA	NA	NA	NA	0.388	NA	0.351	0.612	0.43	NA	NA	NA
1859	NA	0.5	0.194	NA	0.393	0.245	0.317	NA	0.212	NA	NA	0.365	0.29	NA	NA	NA	NA	0.266	NA	0.364	0.453	0.205	NA	NA	NA
1860	NA	0.364	0.216	NA	0.557	0.247	0.463	NA	0.154	NA	NA	0.537	0.219	NA	0.363	NA	NA	0.275	0.408	0.387	0.563	0.271	NA	NA	NA
1861	NA	0.238	0.225	NA	0.44	0.243	0.546	NA	0.15	NA	NA	0.416	0.312	NA	0.233	NA	NA	0.189	0.348	0.262	0.358	0.325	NA	NA	NA
1862	NA	0.517	0.213	NA	0.246	0.25	0.569	NA	0.068	NA	NA	0.171	0.641	NA	0.197	NA	NA	0.212	0.249	0.277	0.267	0.181	NA	NA	NA
1863	NA	0.329	0.26	NA	0.387	0.25	0.42	NA	0.595	NA	NA	0.209	0.385	NA	0.149	NA	NA	0.204	0.329	0.224	0.323	0.343	NA	NA	0.57
1864	NA	0.207	0.155	NA	0.442	0.239	0.622	NA	0.321	NA	NA	0.209	0.415	NA	0.247	NA	NA	0.215	0.641	0.365	0.429	0.398	NA	NA	0.722
1865	NA	0.412	0.299	NA	0.406	0.309	0.654	NA	0.984	NA	NA	0.412	0.313	NA	0.261	NA	NA	0.2	0.738	0.362	0.598	0.483	NA	NA	1.088
1866	NA	0.267	0.15	NA	0.306	0.251	0.258	NA	0.2	0.628	NA	0.32	0.55	NA	0.235	NA	NA	0.224	0.389	0.23	0.392	0.337	NA	NA	0.575
1867	NA	0.316	0.127	NA	0.267	0.312	0.259	NA	0.187	0.758	NA	0.339	0.576	NA	0.149	NA	NA	0.234	0.361	0.288	0.43	0.41	NA	NA	0.373
1868	NA	0.186	0.196	NA	0.21	0.355	0.294	NA	0.252	0.677	NA	0.374	0.449	NA	0.137	NA	NA	0.173	0.661	0.186	0.409	0.701	NA	NA	0.362
1869	NA	0.251	0.178	NA	0.291	0.318	0.439	NA	0.254	0.782	NA	0.63	0.328	NA	0.254	NA	NA	0.195	0.705	0.312	0.566	0.592	0.339	NA	0.478
1870	NA	0.366	0.153	NA	0.409	0.365	0.521	NA	0.231	0.887	NA	0.421	0.517	NA	0.205	NA	NA	0.196	0.604	0.406	0.609	0.464	0.469	NA	0.459
1871	NA	0.185	0.14	NA	0.369	0.466	0.398	NA	0.167	0.77	NA	0.295	0.532	NA	0.202	NA	NA	0.205	0.481	0.291	0.643	0.403	0.268	NA	0.391
