# King - Gin Flat Yosemite National Park - ABCO - ITRDB CA576
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3693
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3693.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca576-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ca576-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca576.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca576.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: King - Gin Flat Yosemite National Park - ABCO - ITRDB CA576
#--------------------
# Investigators
#   Investigators: King, J.C.; Graumlich, L.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gin Flat Yosemite National Park
#   Location: California
#   Northernmost_Latitude: 37.77
#   Southernmost_Latitude: 37.77
#   Easternmost_Longitude: -119.77
#   Westernmost_Longitude: -119.77
#   Elevation_m: 2180
#--------------------
# Data_Collection
#   Collection_Name: CA576
#   First_Year: 1880
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies concolor (Gordon) Lindl. ex Hildebr.
#   Common_Name: white fir
#   Tree_Species_Code: ABCO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GWF01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF06C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF06C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF14C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF14C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GWF20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GWF20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GWF01B_raw	GWF02A_raw	GWF02B_raw	GWF03A_raw	GWF03B_raw	GWF04A_raw	GWF04B_raw	GWF05A_raw	GWF05B_raw	GWF06A_raw	GWF06B_raw	GWF06C_raw	GWF07A_raw	GWF07B_raw	GWF08A_raw	GWF08B_raw	GWF09A_raw	GWF09B_raw	GWF10A_raw	GWF10B_raw	GWF11A_raw	GWF11B_raw	GWF12A_raw	GWF12B_raw	GWF13A_raw	GWF13B_raw	GWF14A_raw	GWF14B_raw	GWF14C_raw	GWF16A_raw	GWF16B_raw	GWF17A_raw	GWF17B_raw	GWF18A_raw	GWF18B_raw	GWF19A_raw	GWF19B_raw	GWF20B_raw
1880	NA	NA	NA	4.97	NA	NA	NA	1.96	1.97	2.92	2.83	2.85	5.36	NA	2.35	4.55	NA	3.69	1.47	1.9	2.93	1.91	1.48	1.1	3.51	1.99	3.07	2.3	NA	1.04	0.73	2.8	1.81	NA	NA	NA	NA	3.13
1881	NA	NA	NA	6.15	NA	NA	NA	2.42	2.62	3.9	3.76	3.8	6.19	NA	2.65	5.42	NA	4.32	1.9	1.97	2.99	2.64	1.4	1.17	3.73	1.96	3.7	2.27	NA	1.17	0.91	3.14	1.94	NA	NA	NA	NA	3.79
1882	NA	NA	NA	5.23	NA	NA	NA	1.6	1.67	2.79	2.73	2.48	4.49	NA	2.13	3.58	NA	3.29	1.41	1.67	2.61	2.24	1.33	1.26	3.19	1.78	2.55	2.07	NA	0.93	0.62	2.32	1.42	NA	NA	NA	NA	2.54
1883	6.34	NA	NA	4.01	NA	NA	NA	1.55	1.69	2.82	2.87	2.74	3.12	NA	1.85	3.47	NA	2.83	1.38	1.65	2.47	2.16	1.38	1.07	2.89	1.78	2.24	1.92	NA	0.95	0.6	3.13	2.04	NA	NA	NA	NA	2.61
1884	5.93	NA	NA	5.1	NA	NA	NA	2.21	1.75	2.67	2.41	2.2	3.81	NA	1.83	3.67	NA	4.07	1.66	2.23	2.94	2.38	1.54	1.01	3.11	2.04	2.7	2.29	NA	1.16	0.77	3.28	2.29	NA	NA	NA	NA	3.46
1885	6.53	NA	NA	5.63	NA	NA	NA	3.06	3.08	3.33	3.45	4.44	4.87	NA	2.46	3.91	NA	5.01	2.25	2.78	2.74	2.81	2.43	1.56	2.93	1.96	3.04	3.05	NA	1.11	1.01	3.45	2.38	NA	NA	NA	NA	4.06
1886	5.6	NA	NA	5.69	NA	NA	NA	1.59	1.09	2.69	3.34	3.25	4.34	NA	1.69	2.89	NA	3.55	1.65	2.05	2.44	1.91	1.6	1.35	2.48	1.78	2.91	2.18	NA	0.95	1.32	2.83	2.04	NA	NA	NA	NA	2.63
1887	5.06	NA	NA	5.19	NA	NA	NA	2.62	1.4	2.69	2.68	2.37	3.77	NA	2.04	4.18	NA	4.02	1.2	2.02	2.82	2.26	1.42	1.07	2.43	1.42	3.6	2.38	NA	0.93	1.07	2.73	2.33	NA	NA	NA	NA	3.26
1888	6.1	NA	NA	5.39	NA	NA	NA	2.31	1.81	2.8	2.86	2.86	4.03	NA	2.05	4.32	NA	4.42	1.37	2.53	3.3	2.61	2.18	1.6	2.94	2.13	4.43	3	NA	1.05	1.27	3.35	2.58	NA	NA	NA	NA	3.85
1889	4.78	NA	NA	5.89	NA	NA	NA	1.89	1.2	2.59	3.11	2.97	2.96	NA	2.02	4.42	NA	3.49	1.14	1.99	3.12	2.08	1.69	1.46	3.01	2.54	3.77	2.43	NA	1.21	1	3.78	2.91	NA	NA	NA	NA	4.76
1890	4.21	NA	6.32	3.26	NA	NA	NA	1.1	0.91	2.42	2.69	2.28	3.05	NA	1.95	3.27	NA	2.9	1.09	1.78	3.56	2.25	1.52	1.19	3.34	2.61	2.58	2.49	NA	0.72	1.12	3.61	2.11	NA	NA	NA	NA	3.68
1891	5.28	NA	7.81	5.19	NA	NA	NA	1.47	1.12	3.94	4.21	4.68	3.92	NA	2.73	3.9	NA	2.65	1.01	1.72	3.85	2.64	1.79	1.35	3.07	2.99	3.3	3.25	NA	1.05	1.24	3.5	2.61	NA	NA	NA	NA	4.38
1892	3.63	NA	6.36	4.07	NA	NA	NA	1.54	1.17	2.75	3.04	3.18	3.03	NA	2.08	3.6	NA	2.59	1.37	1.78	3.3	2.2	1.96	1.5	3.34	2.78	2.72	2.73	NA	1.11	1.15	3.87	2.73	NA	NA	NA	1.74	4.18
1893	2.82	7.58	6.89	3.78	NA	NA	NA	1.31	1.47	3.15	2.73	3.45	3.39	NA	2.33	3.18	NA	2.41	1.22	1.31	3.23	2.29	1.66	1.51	3.09	2.82	2.77	2.78	NA	1.39	1.12	3.95	3.08	NA	NA	NA	2.28	3.64
1894	3.92	9.07	8.19	4.75	7.38	NA	NA	1.23	1.6	3.63	2.92	3.23	4.19	NA	3.16	3.91	NA	2.56	1.27	1.79	3.51	2.75	2.03	1.71	2.8	2.34	3.98	3.55	NA	1.48	1.4	3.3	2.59	NA	NA	NA	2.46	3.77
1895	4.75	9.02	7.77	4.59	8.34	NA	NA	1.22	1.72	4.23	3.75	3.54	3.99	NA	2.86	4.73	NA	2.84	1.6	1.84	3.7	2.62	1.94	2.07	3.5	2.92	3.77	3.99	NA	1.64	1.61	3.84	2.91	NA	NA	NA	2	4.78
1896	4.54	8.3	7.66	4.76	8.46	NA	NA	1.23	1.43	3.42	2.65	2.99	3.14	NA	1.92	4.07	2.52	2.58	1.5	1.8	3.44	2.3	1.6	1.62	3.88	2.49	2.97	3.07	3.52	1.45	1.62	3.53	3.22	NA	NA	NA	2.27	5.04
1897	5.33	9.91	9.26	5.11	8.4	NA	NA	1.26	1.88	4.15	3.11	4.19	3.92	NA	2.27	3.6	3.58	3.8	1.91	2.1	4.01	2.82	2.08	1.86	4.02	2.73	3.55	3.39	4.01	2.29	2.01	3.94	3.96	5.72	NA	NA	3.18	5.12
1898	5.18	9.93	8.83	5.82	8.99	NA	NA	1.8	1.94	5.05	3.71	4.38	3.73	5.03	3.41	4.49	3.88	4.43	1.7	2.26	4.23	3.34	2.14	1.98	3.25	2.19	4.24	3.04	4.06	2.61	2.27	2.99	2.86	5.88	NA	NA	1.88	4.82
1899	3.75	7.56	6.67	3.96	6.85	4.71	NA	0.98	1.12	2.89	1.88	2.62	2.84	3.63	2.39	3.09	3	3.15	1.02	1.58	3.11	2.35	1.42	1.24	2.13	1.73	3.24	2.35	2.89	2.03	1.57	2.68	1.82	4.6	NA	3.33	2.1	3.24
1900	4.08	8.06	7.24	4.49	6.43	5.24	5.64	0.74	0.9	3.17	2.35	2.9	3.14	3.51	2.1	3.24	3.01	2.96	0.92	1.5	1.85	2.47	1.39	1.29	2.31	1.86	3.28	2.13	3.84	1.29	1.08	3	2.56	4.05	NA	3.08	2.39	4.09
1901	4.28	7.96	6.57	3.91	6.59	5.97	5.91	1.03	1.17	3.35	2.35	3.56	4.17	4.32	2.34	3.26	2.96	3.01	1.42	2.01	3.97	2.8	2.29	1.66	2.79	2.02	4.24	2.26	3.82	1.72	1.49	3.1	2.83	5.1	NA	1.47	2.37	4.43
1902	4.05	8.02	5.74	4.25	7.47	5.48	5.63	0.84	1.02	2.88	2.22	3.37	3.2	3.48	1.64	2.71	2.16	1.89	1.18	1.81	3.13	2.61	1.54	1.3	2.93	2.03	3.64	1.67	3.13	1.53	1.47	2.78	2.86	4.08	NA	1.8	2.78	4.07
1903	4.47	8.26	7.45	5.26	8	5.88	6.65	0.95	1.2	3.7	2.88	3.44	3.91	4.03	1.69	3.42	3	2.29	1.05	1.65	3.45	2.88	1.61	1.52	3.14	2.47	3.66	1.93	3.72	1.82	1.69	3.98	3.47	5.31	NA	2.34	3.33	4.43
1904	3.63	7.38	5.87	4.4	7.4	5.18	5.81	0.85	1.03	3.16	2.5	3.17	3.16	3.99	1.37	3.03	2.76	2.23	0.85	1.36	3.21	2.47	1.47	1.22	3.02	2.4	2.96	1.65	2.52	1.66	1.02	3.07	2.5	4.94	5.13	2.86	3.32	3.72
1905	4.44	7.78	6	4.5	6.83	5.1	5.66	0.79	0.98	3.14	2.74	3.39	3.45	6.18	1.44	3.96	2.33	2.18	0.78	1.53	3.04	1.95	1.7	1.61	2.89	2.98	3.59	2.02	3.46	1.76	1.06	3.3	2.77	5.42	5.59	2.35	3.7	4.29
1906	4	7.29	5.45	4.8	7.48	6.34	3.99	0.77	1.04	2.79	2.31	3.09	2.88	6.27	1.39	3.84	2.25	2.33	0.83	1.44	3.53	1.99	1.38	1.04	3.03	2.89	3.54	1.91	3.26	1.99	0.97	2.93	2.15	5.67	6.44	2.65	3.93	3.32
1907	3.97	7.49	6.61	4.64	6.96	6.14	7.22	0.9	1.28	2.62	2.41	3.08	3.06	5.23	1.93	3.85	2.45	2.54	0.92	1.47	3.66	2.39	1.57	1.32	2.75	2.98	3.22	1.9	3.01	1.96	1.13	2.77	2.61	5.75	5.75	2.5	4.06	3.07
1908	4.67	7.63	6.14	3.95	6.26	6.23	7.14	0.84	1.28	2.97	2.36	3.34	2.52	4.86	1.79	3.32	2.89	2.57	0.92	1.17	3.04	2.27	1.75	1.27	2.09	2.09	2.88	1.95	2.6	1.08	0.79	1.88	2.12	5.45	5.1	2.94	3.93	2.87
1909	4.17	6.34	5.5	3.74	5.73	6.6	7.57	0.79	0.84	2.55	1.84	2.41	1.98	4.86	2.06	3.37	2.56	2.26	1.02	0.86	3.32	1.92	1.39	1.23	2.13	2.06	2.65	1.8	2.3	1.07	0.77	2.35	1.46	4.71	4.65	3.49	3.45	2.08
1910	2.78	6.79	6.04	3.82	7.13	5.69	7.14	0.92	0.89	2.13	2.02	1.97	2.02	4.25	2.41	3.49	2.78	2.52	0.8	1.05	2.98	1.85	1.49	1.29	2.46	2.1	2.69	2.04	2.76	1.35	0.93	1.69	1.19	5.48	5.62	3.4	3.75	2.24
1911	3.57	4.38	3.95	3.17	5.31	6.13	6.27	0.8	0.83	1.86	1.42	1.48	1.49	3.92	1.52	2.13	2.79	2.31	0.64	0.95	2.73	1.61	1.33	1.28	2.37	1.94	2.81	1.75	2.76	1.36	0.73	1.54	0.8	3.91	4.41	2.64	3.29	1.69
1912	3.71	4.92	4.23	3.75	5.54	5.05	5.68	0.86	1.01	2.03	1.65	1.88	1.6	3.89	1.87	1.8	2.7	2.69	1.05	1.04	2.81	1.8	1.43	1.05	2.2	1.83	2.81	1.48	2.43	1.25	0.84	2.2	1.3	4.46	4.87	2.78	3.94	1.68
1913	4.5	6.66	4.75	4.36	6.11	6.24	7.37	1.22	1.14	2.97	2.25	2.37	1.82	4.12	2.68	2.2	3.2	3.28	1.37	2.03	3.71	2.16	2.22	1.55	2.43	2.03	4.42	1.91	2.91	1.77	1	2.98	1.85	5.36	5.49	3.94	4.57	1.66
1914	3.99	6.51	5.3	4.63	5.99	6.4	7.25	1.23	1.31	3.29	2.57	2.77	2.01	5.15	2.71	1.78	3.17	3.85	1.28	2.02	4.76	2.6	1.92	1.46	2.75	2.12	4.14	1.61	2.75	2.02	1.25	2.92	1.87	5.41	5.7	2.65	4.96	1.63
