# Speer - Price Mountain - QUPR - ITRDB VA040
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27072
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27072.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va040-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; va040-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va040.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/va040.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-06-09
#--------------------
# File_Last_Modified_Date
#   Date: 2019-06-09
#--------------------
# Title
#   Study_Name: Speer - Price Mountain - QUPR - ITRDB VA040
#--------------------
# Investigators
#   Investigators: Speer, J.H.; Kaye, M.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: Ring-width data collected during the 2011 North American Dendroecological Fieldweek (NADEF) by the fire group. NOAA Template Raw Measurements file added 2019-08-22
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Price Mountain
#   Location: Virginia
#   Northernmost_Latitude: 37.188089
#   Southernmost_Latitude: 37.188089
#   Easternmost_Longitude: -80.487222
#   Westernmost_Longitude: -80.487222
#   Elevation_m: 634
#--------------------
# Data_Collection
#   Collection_Name: VA040
#   First_Year: 1821
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus prinus L.
#   Common_Name: chestnut oak
#   Tree_Species_Code: QUPR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PRI062A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI062A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI062B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI062B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI061A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI061A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI061B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI061B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 077B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 077B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI068B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI068B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI068A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI068A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI052B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI052B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI059A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI059A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI059B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI059B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI060A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI060A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI060B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI060B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI051B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI051B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI052A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI052A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI066A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI066A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI063B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI063B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI066B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI066B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI067A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI067A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PRI065B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PRI065B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PRI062A_raw	PRI062B_raw	PRI061A_raw	PRI061B_raw	077B_raw	PRI068B_raw	PRI068A_raw	PRI052B_raw	PRI059A_raw	PRI059B_raw	PRI060A_raw	PRI060B_raw	PRI051B_raw	PRI052A_raw	PRI066A_raw	PRI063B_raw	PRI066B_raw	PRI067A_raw	PRI065B_raw
1821	0.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	0.455	0.387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	0.313	0.248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	0.292	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	0.336	0.268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	0.358	0.265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	0.325	0.204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	0.342	0.203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	0.366	0.172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	0.299	0.193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	0.233	0.221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	0.235	0.238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	0.215	0.249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	0.208	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	0.164	0.189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	0.183	0.178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	0.152	0.181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	0.166	0.181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	0.091	0.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	0.068	0.07	NA	NA	NA	NA	0.336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	0.117	0.074	NA	NA	NA	NA	0.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	0.143	0.11	NA	NA	NA	NA	0.296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	0.167	0.161	NA	NA	NA	NA	0.406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	0.184	0.192	NA	NA	NA	NA	0.242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	0.159	0.184	NA	NA	NA	NA	0.225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	0.127	0.169	NA	NA	NA	NA	0.248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	0.212	0.186	NA	NA	NA	NA	0.195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	0.171	0.239	0.231	NA	NA	NA	0.174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	0.178	0.217	0.223	NA	NA	NA	0.192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	0.153	0.216	0.17	NA	NA	NA	0.308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	0.199	0.192	0.33	NA	NA	NA	0.282	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.272	NA	NA
1852	0.192	0.205	0.273	NA	NA	NA	0.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA
1853	0.149	0.142	0.244	NA	NA	NA	0.374	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.151	NA	NA
1854	0.214	0.251	0.343	NA	NA	0.18	0.715	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.338	NA	NA
1855	0.28	0.387	0.261	NA	NA	0.184	0.281	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.441	NA	NA
1856	0.215	0.261	0.164	NA	NA	0.217	0.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA
1857	0.283	0.359	0.194	NA	NA	0.326	0.386	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA
1858	0.271	0.3	0.175	NA	NA	0.317	0.359	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.421	NA	NA
1859	0.323	0.248	0.21	NA	NA	0.241	0.252	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA
1860	0.284	0.194	0.139	NA	NA	0.216	0.237	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.357	NA	NA
1861	0.237	0.177	0.161	NA	NA	0.186	0.218	NA	NA	NA	0.423	0.466	NA	NA	NA	NA	0.298	NA	NA
1862	0.2	0.159	0.155	NA	NA	0.169	0.144	NA	NA	NA	0.3	0.359	NA	NA	NA	NA	0.186	NA	NA
1863	0.27	0.174	0.179	NA	NA	0.175	0.227	NA	NA	NA	0.348	0.516	NA	NA	NA	NA	0.209	NA	NA
1864	0.185	0.137	0.164	0.119	NA	0.148	0.196	NA	NA	NA	0.304	0.334	NA	NA	NA	NA	0.131	NA	NA
1865	0.188	0.148	0.114	0.128	NA	0.129	0.165	NA	NA	NA	0.214	0.289	NA	NA	NA	NA	0.093	NA	NA
1866	0.147	0.137	0.115	0.13	NA	0.146	0.129	NA	NA	NA	0.143	0.289	NA	NA	NA	NA	0.113	NA	NA
1867	0.086	0.082	0.072	0.068	NA	0.168	0.151	NA	NA	NA	0.079	0.21	NA	NA	NA	NA	0.08	NA	NA
1868	0.083	0.086	0.092	0.1	NA	0.206	0.154	NA	NA	NA	0.13	0.352	NA	NA	NA	NA	0.079	NA	NA
1869	0.169	0.122	0.099	0.145	NA	0.196	0.221	NA	NA	NA	0.181	0.377	NA	NA	NA	NA	0.073	NA	NA
1870	0.132	0.156	0.103	0.177	NA	0.176	0.146	NA	NA	NA	0.236	0.497	NA	NA	NA	NA	0.051	NA	NA
1871	0.101	0.134	0.105	0.14	NA	0.242	0.27	NA	NA	NA	0.163	0.357	NA	NA	NA	NA	0.086	0.478	NA
1872	0.1	0.135	0.105	0.108	NA	0.176	0.207	NA	NA	NA	0.304	0.681	NA	NA	NA	NA	0.074	0.731	NA
1873	0.348	0.221	0.094	0.089	NA	0.136	0.18	NA	NA	NA	0.221	0.494	NA	NA	NA	NA	0.047	0.523	NA
1874	0.159	0.126	0.149	0.092	NA	0.229	0.324	NA	NA	NA	0.215	0.342	NA	NA	NA	NA	0.094	0.368	NA
