# Meko - Pilger Mountain - PIPO - ITRDB SD016
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3959
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3959.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd016-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; sd016-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd016.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/sd016.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Meko - Pilger Mountain - PIPO - ITRDB SD016
#--------------------
# Investigators
#   Investigators: Meko, D.M.(https://orcid.org/0000-0002-5171-2724); Sieg, C.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Pilger Mountain
#   Location: South Dakota
#   Northernmost_Latitude: 43.5
#   Southernmost_Latitude: 43.5
#   Easternmost_Longitude: -103.88
#   Westernmost_Longitude: -103.88
#   Elevation_m: 1392
#--------------------
# Data_Collection
#   Collection_Name: SD016
#   First_Year: 1646
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BTD01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTD01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTD01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTD01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTD02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTD02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTD02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTD02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTL01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTL01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTL02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTL02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTL02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTL02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HTL02C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HTL02C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLG01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLG01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLG01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLG01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLG02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLG02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLG03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLG03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLG03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLG03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BTD01A_raw	BTD01B_raw	BTD02A_raw	BTD02B_raw	HTL01B_raw	HTL02A_raw	HTL02B_raw	HTL02C_raw	PLG01A_raw	PLG01B_raw	PLG02A_raw	PLG03A_raw	PLG03B_raw
1	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA
3	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA
4	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA
5	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA
6	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA
7	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA
8	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA
9	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA
10	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA
11	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA
12	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA
13	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA
14	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA
15	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA
16	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA
17	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA
18	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA
19	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA
20	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA
21	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA
22	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA
23	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA
24	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA
25	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA
26	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA
27	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA
28	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA
29	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA
30	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA
31	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA
32	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA
33	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA
34	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA
35	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA
36	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA
37	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA
38	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA
39	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA
40	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA
41	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA
42	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA
43	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA
44	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA
45	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA
46	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA
47	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA
48	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA
49	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA
50	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA
51	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA
52	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA
53	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA
54	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA
55	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA
56	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA
57	NA	NA	NA	NA	NA	NA	0.1	NA	NA	NA	NA	NA	NA
58	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA
59	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA
60	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA
61	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA
62	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA
63	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA
64	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA
65	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA
66	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA
67	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	NA	NA	NA
68	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA
69	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA
70	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA
