# Marcinkowski - Minotaur Lake - TSME - ITRDB WA146
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/24473
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-24473.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa146-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa146-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa146.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa146.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2018-06-22
#--------------------
# File_Last_Modified_Date
#   Date: 2018-06-22
#--------------------
# Title
#   Study_Name: Marcinkowski - Minotaur Lake - TSME - ITRDB WA146
#--------------------
# Investigators
#   Investigators: Marcinkowski, K.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Kailey Marcinkowski and David L. Peterson
#   Journal_Name: Northwest Science
#   Published_Title: A 350-Year Reconstruction of the Response of South Cascade Glacier to Interannual and Interdecadal Climatic Variability
#   Published_Date_or_Year: 2015
#   Volume: 89
#   Pages: 14-33
#   Issue: 1
#   Report_Number: 
#   DOI: 10.3955/046.089.0102
#   Full_Citation: None
#   Abstract: Mountain hemlock growth chronologies were used to reconstruct the mass balance of South Cascade Glacier, an alpine glacier in the North Cascade Range of Washington State. The net balance reconstruction spans 350 years, from 1659 to 2009. Summer and winter balances were reconstructed for 1346-2009 and 1615-2009, respectively. Relationships between mass balance and winter precipitation, temperature, the Pacific Decadal Oscillation index, and the El Nino Southern Oscillation index indicate that these influence glacier balance at various temporal scales. Above-average net, summer, and winter mass balance occurred mainly in 1690-1710, 1810-1820, 1845-1860, 1865-1890, and 1975-1990, and below-average balance periods include 1680-1690, 1790-1810, 1820-1840, and 1930-1960. Above- and below-average reconstructed mass balances at South Cascade Glacier were concurrent with similar periods from other glacier balance reconstructions in the Pacific Northwest region of North America. Agreement among these records suggests that changes in South Cascade Glacier mass balance are good indicators of regional balance fluctuations, and glaciers in the Pacific Northwest are responding similarly to regional external forcings. The current rate of decline, from 2000 to 2009, in the reconstructed balance record has been faster than any decline in a century. This decreasing trend is projected to continue with increasing temperatures, and will likely affect glacier-influenced water resources in the Pacific Northwest.
#--------------------
#   Authors: Kailey Marcinkowski, David L. Peterson, Gregory J. Ettl
#   Journal_Name: Canadian Journal of Forest Research
#   Published_Title: Nonstationary temporal response of mountain hemlock growth to climatic variability in the North Cascade Range, Washington, USA
#   Published_Date_or_Year: 2015
#   Volume: 45
#   Pages: 676-688
#   Issue: 6
#   Report_Number: 
#   DOI: 10.1139/cjfr-2014-0231
#   Full_Citation: None
#   Abstract: A stationary response of tree radial growth to climatic variables is assumed as a basis for climatic reconstructions and future growth projections in response to climate change. Mountain hemlock (Tsuga mertensiana (Bong.) Carriere) trees on the western slopes of the North Cascade Range (Washington, USA) were examined for stability in growth response to climatic influences at a small spatial scale. Moving correlation functions demonstrate that climate-growth interactions are nonstationary over time, alternating between periods of significant and nonsignificant responses. Correlations between growth and winter precipitation have weakened, becoming statistically insignificant in the last decade, but correlations with spring temperature and previous-year summer temperature have strengthened, becoming statistically significant. The Pacific Decadal Oscillation influences patterns in climate-growth correlations but does not seem to account for the most recent changes in correlation strength. At an interannual scale, growth differs between El Nino Southern Oscillation phases, specifically between El Nino and La Nina years and between La Nina and neutral phase years. The variability in growth response to climate at interannual and interdecadal time frames, especially with the climate changes emerging in recent decades, will challenge the reliability and accuracy of reconstruction and predictive models.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Geological Survey
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Minotaur Lake
#   Location: Washington
#   Northernmost_Latitude: 47.84438
#   Southernmost_Latitude: 47.84438
#   Easternmost_Longitude: -121.035864
#   Westernmost_Longitude: -121.035864
#   Elevation_m: 1703
#--------------------
# Data_Collection
#   Collection_Name: WA146
#   First_Year: 1615
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ML14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ML14_raw	ML20_raw	ML12_raw	ML08_raw	ML16_raw	ML15_raw	ML10_raw	ML18_raw	ML17_raw	ML01_raw	ML03_raw	ML11_raw	ML09_raw	ML07_raw	ML19_raw	ML02_raw	ML04_raw	ML06_raw
1615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA
1616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.369	NA
1617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.461	0.302
1618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.235	0.315
1619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.294	0.28
1620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	0.267
1621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.207	0.33
1622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.601	0.219
1623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.717	0.289
1624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.517	0.571	0.127
1625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.588	0.704	0.135
1626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.402	0.768	0.168
1627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.419	0.696	0.17
1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.311	NA	0.451	0.779	0.208
1629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.225	NA	0.384	0.784	0.167
1630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	0.593	0.725	0.231
1631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.126	NA	0.568	0.646	0.166
1632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.148	NA	0.469	0.789	0.142
1633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.077	NA	0.498	0.482	0.107
1634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.073	NA	0.682	0.271	0.212
1635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001	NA	0.531	0.001	0.091
1636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.122	NA	0.576	0.396	0.156
1637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.117	NA	0.912	0.431	0.157
1638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.154	NA	0.96	0.445	0.283
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.243	NA	1.045	0.441	0.092
1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279	NA	0.811	0.332	0.164
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.209	NA	0.566	0.349	0.073
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.223	NA	1.022	0.223	0.113
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.173	NA	0.52	0.001	0.103
1644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.113	NA	1.105	0.236	0.096
1645	NA	NA	NA	NA	NA	NA	NA	0.438	NA	NA	NA	NA	NA	0.162	NA	0.839	0.307	0.103
1646	NA	NA	NA	NA	NA	NA	NA	0.327	NA	NA	NA	NA	NA	0.353	NA	0.662	0.361	0.128
1647	NA	NA	NA	NA	NA	NA	NA	0.422	NA	NA	NA	NA	NA	0.298	NA	0.713	0.367	0.128
1648	NA	NA	NA	NA	NA	NA	NA	0.383	NA	NA	NA	NA	NA	0.374	NA	0.788	0.341	0.07
1649	NA	NA	NA	NA	NA	NA	NA	0.716	NA	NA	NA	NA	NA	0.711	NA	0.463	0.49	0.274
1650	NA	NA	NA	NA	NA	NA	NA	1.068	NA	0.264	NA	NA	NA	0.647	NA	1.298	0.44	0.149
1651	NA	NA	NA	NA	NA	NA	NA	0.692	NA	0.334	NA	NA	NA	0.872	NA	1.289	0.478	0.141
1652	NA	NA	NA	NA	NA	NA	NA	0.488	NA	0.174	NA	NA	NA	1.229	NA	0.831	0.447	0.34
1653	NA	NA	NA	NA	NA	NA	NA	0.593	NA	0.199	NA	NA	NA	0.641	NA	0.53	0.386	0.105
1654	NA	NA	NA	NA	NA	NA	NA	0.717	NA	0.24	NA	NA	NA	0.36	NA	0.563	0.293	0.145
1655	NA	NA	NA	NA	NA	NA	NA	0.571	NA	0.366	NA	NA	NA	0.663	NA	0.48	0.343	0.283
1656	NA	NA	NA	NA	NA	NA	NA	0.481	NA	0.227	NA	NA	NA	0.671	NA	0.414	0.295	0.109
1657	NA	NA	NA	NA	NA	NA	NA	0.502	NA	0.122	NA	NA	NA	0.561	NA	0.38	0.338	0.132
1658	NA	NA	NA	NA	NA	NA	NA	0.595	NA	0.228	NA	NA	NA	0.545	NA	0.452	0.395	0.211
1659	NA	NA	NA	NA	1.272	NA	NA	1.215	NA	0.372	NA	NA	NA	0.575	NA	0.576	0.46	0.156
1660	NA	NA	NA	NA	0.783	NA	NA	0.48	NA	0.209	NA	NA	NA	0.636	NA	0.684	0.557	0.162
1661	NA	NA	NA	NA	1.088	NA	NA	0.339	NA	0.111	NA	NA	NA	0.704	NA	0.627	0.523	0.134
1662	NA	NA	NA	NA	1.051	NA	NA	0.309	NA	0.173	NA	NA	NA	0.486	NA	0.472	0.411	0.119
1663	NA	NA	NA	NA	1.139	1.04	NA	0.694	NA	0.255	NA	NA	NA	0.552	NA	0.602	0.294	0.13
1664	NA	NA	NA	NA	0.589	0.91	NA	0.49	NA	0.108	NA	NA	NA	0.302	NA	0.398	0.343	0.216
1665	NA	NA	NA	NA	0.903	1.681	NA	0.913	NA	0.337	NA	NA	NA	0.513	NA	0.645	0.405	0.249
1666	NA	NA	NA	NA	0.758	0.821	NA	0.379	NA	0.288	NA	NA	NA	0.482	NA	0.251	0.358	0.119
1667	NA	NA	NA	NA	0.282	1.245	NA	0.61	NA	0.146	NA	NA	NA	0.578	NA	0.001	0.338	0.271
1668	NA	NA	NA	NA	0.743	0.637	NA	0.404	NA	0.001	NA	NA	NA	0.001	NA	0.683	0.208	0.134
1669	NA	NA	NA	NA	0.177	0.905	NA	0.708	NA	0.446	NA	NA	NA	0.195	NA	0.758	0.354	0.262
1670	NA	NA	NA	NA	0.827	0.847	NA	0.35	NA	0.157	NA	NA	NA	0.58	NA	0.63	0.409	0.214
1671	NA	NA	NA	NA	0.998	1.092	NA	0.48	NA	0.273	NA	NA	NA	0.728	NA	0.459	0.353	0.255
1672	NA	NA	NA	NA	0.912	0.611	NA	0.451	NA	0.567	NA	NA	NA	1.565	NA	1.066	0.254	0.224
1673	NA	NA	NA	NA	0.431	1.341	NA	0.416	NA	0.271	NA	NA	NA	1.018	NA	1.032	0.306	0.451
1674	NA	NA	NA	NA	0.793	1.658	NA	0.257	NA	0.392	NA	NA	NA	0.887	NA	0.915	0.372	0.337
1675	NA	NA	NA	NA	0.72	1.342	NA	0.508	NA	0.498	NA	NA	NA	0.939	NA	0.738	0.355	0.385
1676	NA	NA	NA	NA	0.612	0.722	NA	0.45	NA	0.141	NA	NA	NA	0.802	NA	0.001	0.389	0.308
1677	NA	NA	NA	NA	0.679	1.363	NA	0.392	NA	0.239	NA	NA	NA	0.564	NA	1.378	0.595	0.287
1678	NA	NA	NA	NA	0.813	1.014	NA	0.42	NA	0.251	NA	NA	NA	0.89	NA	1.145	0.49	0.423
1679	NA	NA	NA	NA	0.73	1.155	NA	0.734	NA	0.294	NA	NA	NA	0.561	NA	1.443	0.423	0.309
1680	NA	NA	NA	NA	0.001	1.067	NA	0.81	NA	0.48	NA	NA	NA	1.65	NA	0.949	0.31	0.648
1681	NA	NA	NA	NA	0.822	1.185	NA	1.421	NA	0.547	NA	NA	NA	1.359	NA	0.886	0.419	0.596
1682	NA	NA	NA	NA	0.56	1.095	NA	1.207	NA	0.249	NA	NA	NA	0.948	NA	0.831	0.553	0.287
1683	NA	NA	NA	NA	0.686	1.351	NA	1.013	NA	0.378	NA	NA	NA	0.687	NA	0.732	0.439	0.567
1684	NA	NA	NA	NA	1.034	0.897	NA	1.352	NA	0.567	NA	NA	NA	0.663	NA	0.483	0.473	0.918
1685	NA	NA	NA	NA	0.787	1.145	NA	1.65	NA	0.596	NA	NA	NA	0.654	NA	0.5	0.529	0.833
1686	NA	NA	NA	NA	0.521	1.38	NA	0.671	NA	0.601	NA	NA	NA	0.539	NA	0.617	0.426	0.868
