# Knapp - Wellner Cliffs Research Natural Area - PIPO - ITRDB ID016
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/17253
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-17253.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/id016-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; id016-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/id016.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/id016.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-09-10
#--------------------
# File_Last_Modified_Date
#   Date: 2014-09-10
#--------------------
# Title
#   Study_Name: Knapp - Wellner Cliffs Research Natural Area - PIPO - ITRDB ID016
#--------------------
# Investigators
#   Investigators: Knapp, P.A.(https://orcid.org/0000-0002-0783-7933); Soulé, P.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Wellner Cliffs Research Natural Area
#   Location: Idaho
#   Northernmost_Latitude: 48.37
#   Southernmost_Latitude: 48.37
#   Easternmost_Longitude: -116.79
#   Westernmost_Longitude: -116.79
#   Elevation_m: 903
#--------------------
# Data_Collection
#   Collection_Name: ID016
#   First_Year: 1653
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WCR01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR26B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR27A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR27A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR27B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR27B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR29A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WCR29B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WCR29B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WCR01A_raw	WCR01B_raw	WCR02A_raw	WCR02B_raw	WCR03A_raw	WCR03B_raw	WCR04A_raw	WCR04B_raw	WCR05A_raw	WCR05B_raw	WCR06A_raw	WCR07A_raw	WCR07B_raw	WCR08A_raw	WCR08B_raw	WCR10A_raw	WCR10B_raw	WCR11A_raw	WCR11B_raw	WCR12A_raw	WCR12B_raw	WCR13A_raw	WCR13B_raw	WCR14A_raw	WCR15A_raw	WCR15B_raw	WCR19A_raw	WCR19B_raw	WCR20A_raw	WCR20B_raw	WCR21A_raw	WCR23A_raw	WCR23B_raw	WCR24A_raw	WCR25A_raw	WCR25B_raw	WCR26A_raw	WCR26B_raw	WCR27A_raw	WCR27B_raw	WCR29A_raw	WCR29B_raw
1653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.934	NA	NA	NA	NA	NA	4.395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.355	3.013	NA	NA	NA	NA	2.682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.113	2.976	NA	NA	NA	NA	2.974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.094	2.753	NA	NA	NA	NA	2.811	2.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1662	NA	NA	NA	NA	NA	NA	4.456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.228	3.101	NA	NA	NA	NA	3.558	2.165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1663	NA	NA	NA	NA	NA	NA	3.176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.521	2.682	NA	NA	NA	NA	2.387	1.651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1664	NA	NA	NA	NA	NA	NA	3.056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.927	3.093	NA	NA	NA	NA	2.93	1.838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1665	NA	NA	NA	NA	NA	NA	4.142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.959	2.666	NA	NA	NA	NA	2.639	1.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1666	NA	NA	NA	NA	NA	NA	4.789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.733	3.978	NA	NA	NA	NA	3.93	1.958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1667	NA	NA	NA	NA	NA	NA	3.431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.507	2.659	NA	NA	NA	NA	3.818	1.762	2.352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1668	NA	NA	NA	NA	NA	NA	3.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.153	3.06	NA	NA	NA	NA	3.901	2.022	1.906	NA	NA	NA	NA	NA	NA	NA	2.94	NA	NA	NA	NA	NA	NA	NA	NA
1669	NA	NA	NA	NA	NA	NA	4.317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.779	3.718	NA	NA	NA	NA	4.514	1.977	2.459	NA	NA	NA	NA	NA	NA	NA	2.546	NA	NA	NA	NA	NA	NA	NA	NA
1670	NA	NA	NA	NA	NA	NA	4.756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.227	3.293	NA	NA	NA	NA	4.373	1.863	2.186	NA	NA	NA	NA	NA	NA	NA	2.365	NA	NA	NA	NA	NA	NA	NA	NA
1671	NA	NA	NA	NA	NA	NA	3.947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.688	2.805	NA	NA	2.335	NA	5.145	1.808	1.887	NA	NA	NA	NA	NA	NA	NA	2.027	NA	NA	NA	NA	NA	NA	NA	NA
1672	NA	NA	NA	NA	NA	NA	3.173	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	2.152	2.774	NA	NA	2.683	NA	4.824	1.874	1.812	NA	NA	NA	NA	NA	NA	NA	2.808	NA	NA	NA	NA	NA	NA	NA	NA
1673	NA	NA	NA	NA	NA	NA	3.23	NA	NA	NA	1.516	NA	NA	NA	NA	NA	NA	1.455	2.304	NA	NA	2.72	NA	3.918	1.719	1.184	NA	NA	NA	NA	NA	NA	NA	2.191	NA	NA	NA	NA	NA	NA	NA	NA
1674	NA	NA	NA	NA	NA	NA	2.613	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	1.257	1.557	NA	NA	2.349	NA	4.184	1.177	0.966	NA	NA	NA	NA	NA	NA	NA	1.908	NA	NA	NA	NA	NA	NA	NA	NA
1675	NA	NA	NA	NA	NA	NA	2.924	NA	NA	NA	1.925	NA	NA	NA	NA	NA	NA	1.091	2.066	NA	NA	2.502	NA	4.026	1.602	1.186	NA	NA	NA	NA	NA	NA	NA	1.946	NA	NA	NA	NA	NA	NA	NA	NA
1676	NA	NA	NA	NA	NA	NA	2.949	1.098	NA	NA	1.919	NA	NA	NA	NA	NA	NA	0.777	1.227	NA	NA	2.294	NA	3.936	0.97	1.034	NA	NA	NA	NA	NA	NA	NA	1.708	NA	NA	NA	NA	NA	NA	NA	NA
1677	NA	NA	NA	NA	NA	NA	2.708	0.853	NA	NA	1.816	NA	NA	NA	NA	NA	NA	1.128	1.73	NA	NA	1.703	NA	3.205	1.144	0.774	NA	NA	NA	NA	1.025	NA	NA	1.371	NA	NA	NA	NA	NA	NA	NA	2.723
1678	NA	NA	NA	NA	NA	NA	2.915	1.257	NA	NA	1.963	NA	NA	NA	NA	NA	NA	1.033	1.431	NA	NA	2.353	NA	3.482	1.375	0.964	NA	NA	NA	NA	1.362	NA	NA	1.323	NA	NA	NA	NA	NA	NA	NA	3.023
1679	NA	NA	1.448	NA	NA	NA	2.445	1.533	NA	NA	1.605	NA	NA	NA	NA	NA	NA	1.264	1.83	NA	NA	1.193	NA	3.488	0.73	0.532	NA	NA	NA	NA	1.264	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	2.166
1680	NA	NA	1.615	NA	NA	NA	2.173	1.237	NA	NA	1.657	NA	NA	NA	NA	NA	NA	1.23	1.43	NA	NA	1.29	NA	2.174	0.409	0.637	NA	NA	NA	NA	1.126	NA	NA	1.471	NA	NA	NA	NA	NA	NA	NA	1.77
1681	NA	NA	1.917	NA	NA	NA	3.896	2.07	NA	NA	2.454	NA	NA	NA	NA	NA	NA	1.07	2.183	NA	NA	2.066	NA	4.672	0.823	0.971	NA	NA	NA	NA	2.187	NA	NA	1.664	NA	NA	NA	NA	NA	NA	NA	2.029
1682	NA	NA	1.112	NA	NA	NA	2.391	1.335	NA	NA	1.73	NA	NA	NA	NA	NA	NA	1.402	1.333	NA	NA	1.366	NA	3.478	0.902	0.698	NA	NA	NA	NA	1.253	NA	NA	2.037	NA	NA	NA	NA	NA	NA	NA	1.529
1683	NA	NA	1.476	NA	NA	NA	3.024	2.023	NA	NA	1.928	NA	NA	NA	NA	NA	NA	1.283	1.196	NA	NA	1.011	NA	2.857	0.758	0.946	NA	NA	NA	NA	1.433	NA	NA	1.571	NA	NA	NA	NA	NA	NA	NA	1.673
1684	NA	NA	1.297	NA	NA	NA	2.441	1.519	NA	NA	2.393	NA	NA	NA	NA	NA	NA	0.892	1.647	NA	NA	1.04	NA	3.104	0.618	0.924	NA	NA	NA	NA	1.462	NA	NA	1.366	NA	NA	NA	NA	NA	NA	NA	1.334
1685	NA	NA	1.981	1.214	NA	NA	2.312	1.866	NA	NA	2.282	NA	NA	NA	NA	NA	NA	1.332	1.285	NA	NA	1.31	NA	3.307	1.031	0.764	NA	NA	NA	NA	1.709	NA	NA	1.61	NA	NA	NA	NA	NA	NA	NA	1.83
1686	NA	NA	2.584	1.5	NA	NA	2.416	1.366	NA	NA	2.767	NA	NA	NA	NA	NA	NA	1.836	1.891	NA	NA	1.515	NA	3.951	1.602	1.159	NA	NA	NA	NA	1.957	NA	NA	2.432	NA	NA	NA	NA	NA	NA	NA	2.036
1687	NA	NA	2.606	2.432	NA	NA	1.772	1.767	NA	NA	2.635	NA	NA	NA	NA	NA	NA	1.2	1.266	NA	NA	1.063	NA	3.679	0.993	0.645	NA	NA	NA	NA	2.524	NA	NA	1.475	NA	NA	NA	NA	NA	NA	NA	2.117
1688	NA	NA	2.065	0.892	NA	NA	1.776	1.474	NA	NA	2.259	NA	NA	NA	NA	NA	NA	0.696	1.354	NA	NA	0.757	NA	2.771	0.552	0.586	NA	NA	NA	NA	1.893	NA	NA	1.069	NA	NA	NA	NA	NA	NA	NA	1.388
1689	NA	NA	2.942	0.968	NA	NA	1.36	1.449	NA	NA	2.114	NA	NA	NA	NA	NA	NA	1.107	1.389	NA	NA	0.99	NA	3.402	0.791	0.61	NA	NA	NA	NA	2.115	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	1.023
1690	NA	NA	2.737	1.021	NA	NA	1.948	1.139	NA	NA	1.857	NA	NA	NA	NA	NA	NA	1.112	1.546	NA	NA	1.182	0.965	2.866	0.466	0.847	NA	NA	NA	NA	1.33	NA	NA	0.991	NA	NA	NA	NA	NA	NA	NA	1.159
1691	NA	NA	2.275	1.176	NA	NA	1.21	1.29	NA	NA	1.795	NA	NA	NA	NA	NA	NA	0.874	1.177	NA	NA	0.953	1.54	3.381	0.917	0.998	NA	NA	NA	NA	1.29	NA	NA	0.851	NA	NA	NA	NA	NA	NA	NA	1.095
1692	NA	NA	2.649	1.254	NA	NA	1.661	1.532	NA	NA	2.294	NA	NA	NA	NA	NA	NA	1.213	1.548	NA	NA	1.326	1.489	3.15	1.117	1.178	NA	NA	NA	NA	1.828	NA	NA	1.598	NA	NA	NA	NA	NA	NA	NA	1.427
1693	NA	NA	3.392	1.469	NA	NA	1.854	1.428	NA	NA	2.491	NA	NA	NA	NA	NA	NA	1.285	1.46	NA	NA	0.969	1.927	3.399	0.891	1.064	NA	NA	NA	NA	2.021	NA	NA	1.243	NA	NA	NA	NA	NA	NA	NA	1.187
