# Maxwell - Meltzer Woods - FRNI - ITRDB IN022
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30567
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30567.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in022-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in022-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in022.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in022.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Maxwell - Meltzer Woods - FRNI - ITRDB IN022
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Strange, B.M.; Matheus, T.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Streamflow, Eastern Deciduous Forest NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Brandon M. Strange, Justin T. Maxwell, Scott M. Robeson, Grant L. Harley, Matthew D. Therrell, Darren L. Ficklin
#   Journal_Name: Journal of Hydrology
#   Published_Title: Comparing three approaches to reconstructing streamflow using tree rings in the Wabash River basin in the Midwestern, US.
#   Published_Date_or_Year: 2020
#   Volume: 573
#   Pages: 829-840
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.jhydrol.2019.03.057
#   Full_Citation: None
#   Abstract: Tree-ring reconstructions of streamflow can provide long-term perspectives of flow variability that may be useful in management strategies for water resources. Relative to other portions of the United States, there is a dearth of tree-ring based streamflow reconstructions in the Midwest. The Wabash River is an important water resource in Indiana and Illinois where many sectors rely on it. Here, to better understand the historic hydroclimate within the Wabash River Basin, we reconstructed June-September streamflow for a tributary of the Wabash River using three statistical approaches: the traditional basin approach, and the recently-developed climate-footprint, and drought-reconstruction approaches. Our reconstructions explained 53-71% of the variance for the common period (1941-1984). We find that in our three reconstructions, there are extreme droughts and pluvials that exceed those during the instrumental period, including a sustained five-decade low-flow event in the early 19th century. Overall, we find that the traditional basin approach produced the most robust model but had the shortest reconstruction length of the three approaches, as it requires the predictor chronologies to be derived from within the basin. Our results indicate that there are merits and drawbacks to each approach with the general pattern of sacrificing variance explained for reconstruction length.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Meltzer Woods
#   Location: Indiana
#   Northernmost_Latitude: 39.505057
#   Southernmost_Latitude: 39.505057
#   Easternmost_Longitude: -85.669107
#   Westernmost_Longitude: -85.669107
#   Elevation_m: 259
#--------------------
# Data_Collection
#   Collection_Name: IN022
#   First_Year: 1819
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Fraxinus nigra Marsh.
#   Common_Name: black ash
#   Tree_Species_Code: FRNI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWN01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWN010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWN010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWN01A_raw	MWN01B_raw	MWN02A_raw	MWN02B_raw	MWN03A_raw	MWN03B_raw	MWN04A_raw	MWN04B_raw	MWN05A_raw	MWN05B_raw	MWN06A_raw	MWN07A_raw	MWN07B_raw	MWN08A_raw	MWN08B_raw	MWN09A_raw	MWN09B_raw	MWN010A_raw	MWN010B_raw
1819	NA	NA	NA	NA	NA	NA	0.874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	1.663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	2.418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	2.051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	2.563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	2.523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	1.733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	1.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	2.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	2.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	1.692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	1.766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	NA	0.745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	NA	0.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	0.869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	0.778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	NA	NA	NA	1.111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	NA	NA	NA	NA	0.767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	NA	NA	NA	NA	0.731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	NA	NA	NA	NA	0.679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	0.787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	0.892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	0.778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	0.941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.522	NA
1846	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.411	NA
1847	NA	NA	NA	NA	NA	NA	0.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.455	NA
1848	NA	NA	NA	NA	NA	NA	0.542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.449	NA
1849	NA	NA	NA	NA	NA	NA	0.674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.293	NA
1850	NA	NA	NA	NA	NA	NA	0.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.313	NA
1851	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.229	NA
1852	NA	NA	NA	NA	NA	NA	0.295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.234	NA
1853	NA	NA	NA	NA	NA	NA	0.358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.223	NA
1854	NA	NA	NA	NA	NA	NA	0.528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA
1855	NA	NA	NA	NA	0.031	NA	0.507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.332	NA
1856	NA	NA	NA	NA	0.444	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.154	NA
1857	NA	NA	NA	NA	1.011	NA	0.431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA
1858	NA	NA	NA	NA	0.718	NA	0.672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.789	NA
1859	NA	NA	NA	NA	1.228	NA	0.795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.236	NA
1860	NA	NA	NA	NA	0.998	NA	0.979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.424	NA
1861	NA	NA	NA	NA	1.374	0.045	0.892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.612	NA
1862	NA	NA	NA	NA	1.494	1.446	0.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.649	NA
1863	NA	NA	NA	NA	1.112	1.168	1.136	0.579	1.285	NA	NA	NA	NA	NA	NA	NA	NA	0.758	NA
1864	NA	NA	NA	NA	1.455	1.34	0.762	0.821	1.146	NA	NA	NA	NA	NA	NA	NA	NA	0.598	NA
1865	NA	NA	NA	NA	1.137	1.39	0.811	0.664	1.126	NA	NA	NA	NA	NA	NA	NA	NA	0.786	NA
1866	NA	NA	NA	NA	1.427	1.491	1.035	0.763	1.541	NA	NA	NA	NA	NA	NA	NA	NA	0.858	NA
1867	NA	NA	NA	NA	1.401	1.494	0.8	0.58	1.29	NA	NA	NA	NA	NA	NA	NA	NA	0.743	NA
1868	NA	NA	NA	NA	1.184	1.401	0.861	0.527	1.03	NA	NA	NA	NA	NA	NA	NA	NA	0.751	NA
1869	NA	NA	NA	NA	1.362	1.434	0.804	0.504	1.252	NA	NA	NA	NA	NA	NA	NA	NA	0.722	NA
1870	NA	NA	NA	NA	1.608	1.587	0.561	0.524	1.276	NA	NA	NA	NA	NA	0.441	NA	NA	0.853	NA
1871	NA	NA	NA	NA	1.095	1.225	0.616	0.397	0.785	NA	NA	NA	NA	NA	0.61	NA	NA	0.61	NA
1872	NA	NA	NA	NA	1.587	1.757	0.591	0.471	1.04	NA	NA	NA	NA	NA	0.528	NA	NA	1.306	NA
1873	NA	NA	NA	NA	1.651	1.576	0.714	0.547	1.153	NA	NA	NA	NA	NA	0.601	NA	NA	0.774	NA
1874	NA	NA	NA	NA	1.173	1.224	0.678	0.685	1.231	NA	NA	NA	NA	NA	0.484	NA	NA	0.515	NA
1875	NA	NA	NA	NA	1.741	1.734	1.566	1.338	1.582	NA	NA	NA	NA	NA	0.625	NA	NA	0.74	NA
1876	NA	NA	NA	NA	1.2	1.422	1.515	1.246	1.085	NA	NA	NA	NA	NA	0.519	NA	NA	0.74	NA
1877	NA	NA	NA	NA	1.446	1.179	0.97	0.753	1.099	NA	NA	NA	NA	NA	0.577	NA	NA	0.555	NA
1878	NA	NA	NA	NA	1.754	2.155	1.11	1.236	0.995	NA	NA	NA	NA	NA	0.619	NA	NA	0.66	NA
1879	NA	NA	NA	NA	1.825	1.709	0.824	0.9	0.708	NA	NA	NA	NA	NA	0.473	NA	NA	0.947	NA
1880	NA	NA	NA	NA	1.702	1.559	1.068	1.355	1.026	NA	NA	NA	NA	NA	0.538	NA	NA	1.087	NA
1881	NA	NA	NA	NA	1.578	1.404	0.825	1.099	0.882	NA	NA	NA	NA	NA	0.439	NA	NA	0.91	NA
1882	NA	NA	NA	NA	1.918	1.931	1.511	1.419	1.248	NA	NA	NA	NA	NA	0.485	NA	NA	1.129	NA
