# Graybill - Hidden Valley - PICO - ITRDB CO536
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3366
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3366.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co536-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co536-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co536.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co536.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - Hidden Valley - PICO - ITRDB CO536
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hidden Valley
#   Location: Colorado
#   Northernmost_Latitude: 40.4
#   Southernmost_Latitude: 40.4
#   Easternmost_Longitude: -105.63
#   Westernmost_Longitude: -105.63
#   Elevation_m: 2828
#--------------------
# Data_Collection
#   Collection_Name: CO536
#   First_Year: 1860
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus contorta Douglas ex Loudon
#   Common_Name: lodgepole pine
#   Tree_Species_Code: PICO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HIL011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HIL162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HIL162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HIL011_raw	HIL012_raw	HIL031_raw	HIL032_raw	HIL051_raw	HIL052_raw	HIL091_raw	HIL092_raw	HIL101_raw	HIL102_raw	HIL111_raw	HIL112_raw	HIL131_raw	HIL132_raw	HIL141_raw	HIL142_raw	HIL151_raw	HIL152_raw	HIL161_raw	HIL162_raw
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	3.49
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	4.66
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09	4.37
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.57	4.01	NA	NA	NA	NA	2.83	5.17
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.55	4.31	2.95	3.81	NA	NA	NA	NA	2.79	4.5
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4	5.52	4.02	4.15	NA	NA	NA	NA	3.34	5.62
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.71	4.83	4.13	4.17	NA	NA	NA	NA	3.27	4.45
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.76	5.87	4.04	4.3	NA	NA	NA	NA	3.58	4.91
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.44	5.81	5.35	4.96	NA	NA	NA	NA	2.78	5.37
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.55	4.79	4.36	4.05	NA	NA	NA	NA	2.5	4.27
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98	3.52	3.17	2.8	1.86	2.59	NA	NA	2.88	4.19
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.19	4.15	3.54	3.09	1.87	3.07	NA	NA	2.36	3.95
1869	NA	NA	NA	NA	NA	NA	NA	NA	1.94	2.13	3.1	4.29	3.65	4.49	1.82	3.72	NA	NA	2.69	4.3
1870	2.06	2.16	NA	NA	2.27	2.83	NA	NA	2.61	2.26	3.42	3.97	4.24	4.37	1.94	3.65	NA	NA	2.45	3.96
1871	1.94	1.98	NA	NA	2.17	2.9	1.05	1.14	1.9	1.57	2.78	3.31	3.25	3.66	1.88	2.66	NA	NA	1.76	3.86
1872	1.37	1.31	NA	NA	2.32	3.44	0.97	1.24	2.64	2.34	3.22	3.61	2.82	3.73	1.38	3.04	NA	NA	1.85	3.88
1873	1.3	1.85	NA	NA	2.33	2.82	0.78	1.15	1.9	2.05	2.51	2.85	3.19	3.81	2.41	2.56	NA	NA	1.64	3.12
1874	2.17	2.11	NA	NA	2.25	3.23	0.95	1.28	1.78	1.84	2.33	2.88	3.13	3.68	2.29	2.75	NA	NA	1.67	3.87
1875	2.19	2.35	NA	NA	2.43	3.77	1	1.39	2.04	1.82	1.9	2.39	3.13	3.24	1.53	3.05	2.68	NA	1.84	3.54
1876	2.22	2.71	NA	NA	2.62	4	1.11	1.32	2.18	1.58	2.31	3.79	2.35	3.1	1.79	3.4	3.3	NA	1.85	3.62
1877	1.78	1.88	NA	NA	2.59	3.22	0.81	1.15	1.51	1.34	2.47	3.06	2.05	2.69	1.14	1.83	2.35	NA	1.78	2.62
1878	1.99	2.04	NA	NA	3.07	3.99	1.03	1.23	1.74	1.18	2.33	4.06	2.12	3.37	1.55	1.91	2.26	3.88	1.84	2.91
1879	1.59	1.71	2.52	NA	2.9	3.62	1.25	1.4	1.92	1.34	2.01	2.85	2.06	3.56	1.67	2.08	3.01	3.26	1.42	2.97
1880	1.18	1.59	2.8	3.05	2.01	3.08	0.97	0.96	1.29	0.93	1.6	2.07	1.92	2.68	1.17	1.42	2.47	2.14	1.08	2.27
1881	1.19	1.47	2.75	3.14	2.42	3.86	1.13	1.03	1.58	1.01	1.45	2.21	2.02	2.35	1.34	1.68	3.21	2.42	1.28	2.35
1882	1.48	1.97	2.59	2.02	2.35	4.1	1.12	1.24	1.72	1.05	2.03	2.79	1.86	2.56	1.83	2.14	3.79	3	1.41	2.51
1883	1.58	2.14	3.02	2	2.04	3.61	1.21	1.31	2.35	1.17	1.76	3.2	1.68	2.49	1.88	2.47	3.83	3.08	1.21	1.88
1884	1.33	2.52	3.29	1.63	2.39	3.75	1.21	1.32	2.01	1.39	1.35	2.34	1.62	2.47	1.65	2.39	2.82	3.19	1.26	1.22
1885	1.57	3.23	3.12	1.94	2.98	4.87	1.71	1.64	2.51	1.62	1.69	3.62	2.45	3.05	2.15	3.02	4.3	3.23	1.56	2.16
1886	1.31	2.79	2.98	2.19	2.6	4.09	1.43	1.23	2.41	1.42	1.33	2.54	1.76	2.33	2.07	2.51	3.13	2.99	0.43	2.13
1887	1.5	2.74	2.95	2.68	2.3	4.42	1.25	1.09	2.84	1.73	1.38	2.46	2.17	2.63	1.93	2.61	3.1	3.03	0.92	1.79
1888	1.52	2.35	2.47	2.58	2.17	3.5	1.39	1.2	2.4	1.9	1.33	2.1	2	2.2	1.87	2.96	2.89	3.01	0.79	1.75
1889	1.44	2.26	2.22	1.9	2.23	4.18	1.43	1.39	2.79	1.81	1.62	2.48	1.36	2.69	2.19	3.08	2.25	2.82	0.98	1.2
1890	1.35	2.23	2.22	1.7	1.75	3.52	1.18	1.17	2.85	1.52	1.13	1.92	1.44	1.59	1.72	2.49	2.67	3	0.86	1.46
1891	1.46	2.81	2.51	1.96	2.08	3.57	1.73	1.87	2.89	1.87	1.33	2.34	1.76	1.99	2.07	2.53	2.55	2.91	1.17	1.6
1892	1.63	2.31	2.79	2.43	2.14	3.55	1.66	1.71	2.47	1.29	1.3	2.22	1.85	2.24	1.54	2.36	1.62	2.76	1	1.44
1893	1.01	1.61	2.4	1.7	1.6	2.4	1.04	1.1	1.79	0.51	1.24	1.98	1.25	1.39	0.91	0.98	0.81	1.79	0.83	1.19
1894	1.63	2.76	4.16	2.48	2.18	3.94	1.96	2.14	3.66	0.95	1.94	2.84	2.25	2.34	1.75	1.88	2.13	3.68	1.17	1.59
1895	1.63	3	3.13	2.13	1.9	4.04	1.81	1.87	2.96	1.64	1.98	2	2.04	2.15	1.33	1.95	1.8	3.08	1.01	1.28
1896	1.55	2.3	3.12	2.38	2.05	3.63	1.41	1.67	2.89	1.69	1.6	2.12	1.79	1.71	1.38	1.69	1.57	2.48	0.9	1.17
1897	1.59	2.41	2.52	2.01	2	2.8	1.66	1.45	2.82	1.66	1.32	1.44	1.24	1.44	1.38	1.82	1.37	2.49	0.85	0.87
1898	1.91	2.46	2.51	2.29	2.17	2.7	1.64	1.33	3.03	2	1.77	2.19	1.88	1.65	1.73	2.09	1.12	3.18	1.03	1.07
1899	1.68	2.3	3.27	2.63	1.96	2.51	1.61	1.13	2.57	1.8	1.87	2.5	2.24	1.3	1.66	2.25	2.16	2.64	0.89	1.38
1900	1.57	2.26	2.78	2.28	1.96	2.25	1.5	1.28	2.32	1.55	1.34	2.34	1.63	1.33	1.69	1.76	1.58	2.68	0.72	1.32
