# Larson - Mahoney - QUMA - ITRDB WI042
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33943
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33943.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi042-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi042-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi042.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi042.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Mahoney - QUMA - ITRDB WI042
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mahoney
#   Location: Wisconsin
#   Northernmost_Latitude: 42.734
#   Southernmost_Latitude: 42.734
#   Easternmost_Longitude: -90.489
#   Westernmost_Longitude: -90.489
#   Elevation_m: 299
#--------------------
# Data_Collection
#   Collection_Name: WI042
#   First_Year: 1827
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MHN001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHN001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHN002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHN002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHN002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHN002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHN003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHN003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHN003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHN003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHN004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHN004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHN004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHN004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHN005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHN005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHN005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHN005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHN006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHN006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MHN001A_raw	MHN002A_raw	MHN002B_raw	MHN003A_raw	MHN003B_raw	MHN004A_raw	MHN004B_raw	MHN005A_raw	MHN005B_raw	MHN006A_raw
1827	1.094	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	0.739	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	0.597	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	0.675	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	0.796	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	1.973	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	2.032	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	0.995	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	0.677	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	1.058	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	0.995	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	0.656	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	0.783	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	0.762	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	0.614	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	0.593	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	0.635	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	0.741	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	0.931	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	1.947	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	1.821	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	1.376	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	1.524	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	1.143	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	1.143	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	1.185	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	1.461	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	1.566	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	1.524	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	1.693	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	1.312	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	1.101	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	1.439	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	1.418	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	1.503	NA	NA	NA	NA	1.046	NA	NA	NA	NA
1862	1.376	NA	NA	NA	NA	0.75	NA	NA	NA	NA
1863	1.185	NA	NA	NA	NA	0.652	NA	NA	NA	NA
1864	0.952	NA	NA	NA	NA	0.62	NA	NA	NA	NA
1865	1.143	NA	NA	NA	NA	0.706	NA	NA	NA	NA
1866	1.228	NA	NA	NA	NA	0.735	NA	NA	NA	NA
1867	1.418	NA	NA	NA	NA	0.72	NA	NA	NA	NA
1868	1.757	NA	NA	NA	NA	0.668	NA	NA	NA	NA
1869	1.778	NA	NA	NA	NA	0.655	NA	NA	NA	NA
1870	2.265	NA	NA	NA	NA	0.56	NA	NA	NA	NA
1871	2.392	NA	NA	NA	NA	0.677	NA	NA	NA	NA
1872	1.799	NA	NA	NA	NA	0.758	NA	NA	NA	NA
1873	1.376	NA	NA	NA	NA	0.869	NA	NA	NA	NA
1874	1.842	NA	NA	NA	NA	0.951	NA	NA	NA	NA
1875	1.609	NA	NA	NA	NA	1.101	NA	NA	NA	NA
1876	3.619	NA	NA	NA	NA	1.46	NA	NA	NA	NA
1877	2.879	NA	NA	NA	NA	1.185	NA	NA	NA	NA
1878	3.366	NA	NA	NA	NA	1.291	NA	NA	NA	NA
1879	2.582	NA	NA	NA	NA	1.841	NA	NA	NA	NA
1880	2.752	NA	NA	NA	NA	2.053	NA	NA	NA	NA
1881	2.9	NA	NA	NA	NA	2.074	NA	NA	NA	NA
1882	2.074	NA	NA	NA	NA	2.032	NA	NA	NA	NA
1883	2.477	NA	NA	NA	NA	2.561	NA	NA	NA	NA
1884	2.138	NA	NA	NA	1.991	2.265	NA	NA	NA	NA
1885	3.09	NA	NA	NA	3.28	2.561	NA	2.49	NA	NA
1886	2.201	NA	NA	NA	2.265	1.312	NA	1.531	NA	NA
1887	2.731	NA	NA	NA	2.095	1.609	NA	1.647	NA	NA
1888	3.408	NA	NA	NA	2.265	2.138	NA	3.36	NA	NA
1889	2.519	NA	NA	NA	1.693	1.609	NA	3.842	3.342	NA
1890	2.222	NA	NA	NA	1.672	0.974	NA	3.302	4.926	NA
1891	1.735	NA	NA	NA	1.164	1.672	NA	1.566	2.921	NA
1892	3.175	NA	NA	NA	1.736	2.54	NA	2.371	2.561	NA
1893	3.323	NA	NA	NA	2.117	1.926	NA	2.498	1.841	NA
1894	2.879	NA	NA	NA	2.519	2.138	NA	2.709	2.604	NA
1895	1.693	NA	NA	NA	4.043	1.482	NA	1.948	2.858	NA
1896	2.032	NA	NA	NA	5.08	2.709	NA	4.043	3.238	NA
1897	2.223	NA	NA	NA	3.45	2.73	NA	3.302	3.514	NA
1898	3.112	NA	NA	NA	2.963	3.196	NA	3.768	3.895	NA
1899	3.154	NA	NA	NA	4.106	2.963	NA	3.006	4.212	NA
1900	2.117	NA	NA	NA	2.815	2.222	NA	4.657	4.149	NA
1901	2.646	NA	NA	NA	3.344	2.286	NA	2.985	3.725	NA
1902	3.599	NA	NA	NA	3.535	3.26	NA	3.895	3.81	NA
1903	4.889	NA	NA	NA	3.027	2.815	NA	3.514	3.514	NA
1904	4.466	NA	NA	NA	4.445	3.429	NA	3.112	3.238	NA
1905	3.26	NA	NA	2.604	3.747	1.799	NA	2.138	2.582	NA
1906	3.535	NA	NA	2.984	2.498	1.884	NA	2.117	3.429	NA
1907	4.022	NA	NA	3.514	2.582	3.365	NA	3.429	3.916	NA
1908	3.281	NA	NA	3.429	2.646	3.048	2.795	3.196	3.831	NA
1909	3.281	NA	NA	2.583	2.117	1.736	2.454	2.519	3.006	NA
1910	2.582	NA	NA	3.598	3.006	1.863	2.011	2.392	2.434	NA
1911	3.069	NA	NA	3.535	3.365	2.244	2.878	3.239	3.154	NA
1912	3.514	NA	NA	3.725	3.239	3.027	3.726	4.064	3.916	NA
1913	3.704	NA	9.468	4.233	3.598	3.006	3.958	3.387	3.238	NA
1914	3.09	NA	4.759	3.514	3.366	3.175	3.344	3.026	2.963	NA
1915	3.958	NA	7.733	3.429	2.667	2.667	3.979	3.281	3.302	NA
1916	3.196	NA	6.372	4.403	3.323	2.815	3.535	4.043	3.979	NA
1917	1.566	NA	8.779	3.006	2.222	1.969	2.498	3.07	2.773	NA
1918	1.672	NA	5.905	3.112	2.582	1.778	2.582	2.349	2.519	NA
1919	2.074	NA	4.297	4.064	2.984	2.667	3.45	2.71	2.731	NA
1920	2.328	NA	3.683	4.212	2.921	3.027	3.768	2.963	2.9	NA
