# Cook - Northern New Jersey Region historical oak - QUSP - ITRDB NJ009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13952
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13952.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nj009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nj009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nj009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nj009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-01-05
#--------------------
# File_Last_Modified_Date
#   Date: 2013-01-05
#--------------------
# Title
#   Study_Name: Cook - Northern New Jersey Region historical oak - QUSP - ITRDB NJ009
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176); Krusic, P.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: This collection of Quercus subgenera Leucobalanus raw ring widths was made from historical timbers and structures by E. Cook in and around the greater northern New Jersey region. Many of the samples are likely Quercus alba, but there could be some Q. montana (formerly Q. prinus) in this collection. We cannot say anything about forest conditions from which these samples originally grew. However, there are growth release patterns in some series that are similar to those seen in trees from dense forest. Therefore, it might be useful to consider detrending these raw data with closed-canopy or forest interior conditions in mind.
# # 
# # These data were combined with the Uttertown chestnut oak (Q. montana/prinus) data recently deposited into the ITRDB.
# #  NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Northern New Jersey Region
#   Location: New Jersey
#   Northernmost_Latitude: 41.0
#   Southernmost_Latitude: 41.0
#   Easternmost_Longitude: -74.5
#   Westernmost_Longitude: -74.5
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: NJ009
#   First_Year: 1491
#   Last_Year: 1737
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PAL1C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAL1C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAL1D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAL1D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAL2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAL2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAL3A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAL3A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAL3B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAL3B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAL3C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAL3C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PH1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PH1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PH2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PH2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PH3A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PH3A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PH3B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PH3B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHC1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHC1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHC2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHC2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHC3A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHC3A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHC5A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHC5A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PHC7A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PHC7A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PAL7A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PAL7A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PAL1C_raw	PAL1D_raw	PAL2A_raw	PAL3A_raw	PAL3B_raw	PAL3C_raw	PH1A_raw	PH2A_raw	PH3A_raw	PH3B_raw	PHC1A_raw	PHC2A_raw	PHC3A_raw	PHC5A_raw	PHC7A_raw	PAL7A_raw
1491	0.59	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1492	1.1	1.1	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1493	0.89	0.85	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1494	0.77	0.89	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1495	0.75	0.82	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1496	0.57	0.4	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1497	0.51	0.55	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1498	0.44	0.55	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1499	0.41	0.59	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1500	0.54	0.63	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1501	0.48	0.52	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1502	0.41	0.51	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1503	0.38	0.37	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1504	0.38	0.42	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1505	0.27	0.19	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1506	0.25	0.24	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1507	0.19	0.2	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1508	0.31	0.3	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1509	0.17	0.19	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1510	0.29	0.27	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1511	0.33	0.21	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1512	0.36	0.38	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1513	0.47	0.41	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1514	0.41	0.46	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1515	0.45	0.47	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1516	0.41	0.4	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1517	0.49	0.52	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1518	0.3	0.25	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1519	0.35	0.38	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1520	0.5	0.47	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1521	0.42	0.48	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1522	0.59	0.44	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA
1523	0.64	0.59	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA
1524	0.49	0.54	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA
1525	0.6	0.57	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA
1526	0.67	0.76	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA
1527	0.75	0.73	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA
1528	0.73	0.79	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA
1529	0.78	0.77	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA
1530	0.88	0.91	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA
1531	0.65	0.66	0.71	NA	1.54	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA
1532	0.66	0.62	0.63	NA	1.53	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA
1533	0.75	0.57	0.69	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA
1534	0.67	0.6	0.79	NA	1.63	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA
1535	0.83	0.75	0.83	NA	1.92	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA
1536	0.74	0.65	0.94	NA	2.06	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA
1537	0.87	0.76	1.05	NA	2.52	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA
1538	0.8	0.67	0.87	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1539	0.78	0.64	0.77	NA	2.28	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA
1540	0.78	0.82	1.01	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA
1541	0.91	0.66	0.85	NA	1.71	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA
1542	0.97	0.78	0.94	NA	1.66	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA
1543	1.01	0.82	1.02	NA	2.24	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA
1544	0.62	0.57	0.69	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA
1545	0.46	0.46	0.4	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA
1546	0.7	0.72	0.72	NA	1.52	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1547	0.8	0.78	0.74	NA	2.06	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA
1548	0.72	0.61	0.61	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA
1549	0.47	0.57	0.51	NA	1.52	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA
1550	0.49	0.47	0.46	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA
1551	0.62	0.49	0.63	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA
1552	0.74	0.65	0.62	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA
1553	0.8	0.71	0.81	NA	2.02	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA
1554	0.83	0.73	0.83	NA	1.58	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA
1555	0.74	0.76	0.76	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA
1556	0.76	0.68	0.89	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1557	0.73	0.67	0.77	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA
1558	0.7	0.69	0.72	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA
1559	0.9	0.96	0.94	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA
1560	0.83	0.88	0.81	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA
1561	0.83	0.76	0.83	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1562	0.9	0.76	0.79	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA
1563	1.12	0.96	0.98	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA
1564	0.93	0.84	0.81	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA
1565	0.76	0.84	0.76	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA
