# King - Moreau River - PPDE - ITRDB SD020
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3714
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3714.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd020-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; sd020-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd020.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/sd020.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-04-04
#--------------------
# File_Last_Modified_Date
#   Date: 2007-04-04
#--------------------
# Title
#   Study_Name: King - Moreau River - PPDE - ITRDB SD020
#--------------------
# Investigators
#   Investigators: King, J.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Moreau River
#   Location: South Dakota
#   Northernmost_Latitude: 45.28
#   Southernmost_Latitude: 45.28
#   Easternmost_Longitude: -100.73
#   Westernmost_Longitude: -100.73
#   Elevation_m: 501
#--------------------
# Data_Collection
#   Collection_Name: SD020
#   First_Year: 1840
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Populus deltoides Bartr. ex Marsh.
#   Common_Name: eastern cottonwood
#   Tree_Species_Code: PPDE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## mra101a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra101a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mra101b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra101b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mra102a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra102a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mra102b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra102b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mra103a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra103a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mra103b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra103b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mra105a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra105a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mra106a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra106a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mra106b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra106b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mra107b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra107b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mra108b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mra108b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrb101b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrb101b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrb102b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrb102b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrb104a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrb104a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrb105a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrb105a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrb106b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrb106b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrb107b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrb107b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrb108b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrb108b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrb109a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrb109a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrb111a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrb111a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrb112a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrb112a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrc101b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrc101b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrc102a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrc102a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrc105b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrc105b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrc106a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrc106a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mrc106b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mrc106b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	mra101a_raw	mra101b_raw	mra102a_raw	mra102b_raw	mra103a_raw	mra103b_raw	mra105a_raw	mra106a_raw	mra106b_raw	mra107b_raw	mra108b_raw	mrb101b_raw	mrb102b_raw	mrb104a_raw	mrb105a_raw	mrb106b_raw	mrb107b_raw	mrb108b_raw	mrb109a_raw	mrb111a_raw	mrb112a_raw	mrc101b_raw	mrc102a_raw	mrc105b_raw	mrc106a_raw	mrc106b_raw
1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.681	NA	NA	NA	NA	NA
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.749	NA	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.521	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.634	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.587	NA	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326	NA	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.374	NA	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.353	NA	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.334	NA	NA	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.417	NA	NA	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.411	NA	NA	NA	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.012	NA	NA	NA	NA	NA
1852	NA	NA	4.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.214	NA	NA	NA	NA	NA
1853	NA	NA	4.325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.535	NA	NA	NA	NA	NA
1854	NA	NA	2.517	2.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	NA	NA
1855	NA	NA	3.653	2.512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.339	NA	NA	NA	NA	NA
1856	NA	NA	2.569	2.041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.193	NA	NA	NA	NA	NA
1857	NA	NA	2.02	1.014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA
1858	NA	NA	1.153	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.777	NA	NA	NA	NA	NA
1859	NA	NA	1.205	1.165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.241	NA	NA	NA	NA	NA
1860	NA	NA	2.101	2.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.435	NA	NA	NA	NA	NA
1861	NA	NA	1.726	1.642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.465	NA	NA	1.367	NA	NA
1862	NA	NA	1.733	1.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.157	NA	NA	1.267	NA	NA
1863	NA	NA	0.82	0.615	NA	NA	NA	NA	NA	1.901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.593	NA	NA	0.521	NA	NA
1864	NA	NA	2.221	2.923	NA	NA	NA	NA	NA	1.915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.925	NA	NA	0.974	NA	NA
1865	NA	NA	1.94	1.856	NA	NA	NA	NA	NA	1.155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.084	NA	NA	0.345	NA	NA
1866	NA	NA	2.857	1.964	NA	NA	NA	NA	NA	3.667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.26	NA	NA	0.92	NA	NA
1867	NA	NA	3.101	1.206	NA	NA	NA	NA	NA	3.384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5	NA	NA	1.561	NA	NA
1868	NA	NA	1.468	1.036	NA	NA	NA	NA	NA	1.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.051	NA	NA	0.979	NA	NA
1869	NA	NA	0.787	0.472	NA	NA	NA	NA	NA	0.485	NA	NA	NA	NA	NA	NA	NA	2.05	NA	NA	0.988	NA	NA	0.568	NA	NA
1870	NA	NA	1.139	0.631	NA	NA	NA	NA	NA	0.994	NA	NA	NA	NA	NA	NA	NA	2.36	NA	NA	0.962	NA	NA	0.96	NA	NA
1871	NA	NA	1.373	0.875	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	2.922	NA	NA	1.1	NA	NA	0.741	NA	NA
1872	NA	NA	0.911	1.182	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	3.03	NA	NA	1.158	NA	NA	0.903	NA	NA
1873	NA	NA	0.476	0.687	NA	NA	NA	NA	NA	0.694	NA	NA	NA	NA	NA	NA	NA	2.206	NA	NA	0.787	NA	NA	0.202	NA	NA
1874	NA	NA	0.216	0.63	NA	NA	NA	NA	NA	0.187	NA	NA	NA	NA	NA	NA	NA	2.642	NA	NA	1.346	NA	NA	0.409	NA	NA
1875	NA	NA	0.758	1.295	NA	NA	NA	NA	NA	0.235	NA	NA	NA	NA	NA	NA	NA	4.345	NA	NA	2.919	NA	NA	0.886	NA	NA
1876	NA	NA	2.019	1.974	NA	NA	NA	NA	NA	0.841	NA	NA	NA	NA	NA	NA	NA	4.769	6.2	NA	3.086	NA	NA	0.925	NA	NA
1877	NA	NA	1.296	1.519	NA	NA	NA	NA	NA	0.753	NA	NA	NA	NA	NA	NA	NA	3.023	3.513	NA	2.053	NA	NA	1.213	NA	NA
1878	NA	NA	2.489	1.665	NA	NA	NA	NA	NA	1.337	NA	NA	NA	NA	NA	NA	NA	5.068	5.828	NA	3.293	NA	NA	1.798	NA	NA
1879	NA	NA	2.368	1.729	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	2.516	4.869	NA	2.091	NA	NA	1.402	2.85	NA
1880	NA	NA	2.93	2.495	NA	NA	NA	NA	NA	1.904	NA	NA	NA	NA	NA	NA	NA	4.2	4.067	NA	2.649	NA	NA	0.928	3.169	NA
1881	NA	NA	3.965	4.476	NA	NA	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA	4.697	6.938	NA	3.338	NA	NA	1.75	3.13	NA
1882	NA	NA	2.867	5.142	5.759	NA	NA	NA	NA	1.552	NA	NA	NA	NA	NA	NA	NA	7.051	7.827	NA	2.148	NA	NA	1.771	2.559	0.372
1883	NA	NA	1.825	2.573	3.51	NA	NA	NA	NA	2.613	NA	NA	NA	NA	NA	NA	NA	3.816	5.122	NA	1.764	NA	NA	1.172	2.142	0.915
1884	NA	NA	2.295	1.879	5.52	NA	NA	NA	NA	1.867	NA	NA	NA	NA	NA	NA	NA	3.714	6.091	NA	2.244	NA	NA	1.353	2.762	0.657
1885	NA	NA	3.45	3.032	5.873	NA	NA	NA	NA	3.516	NA	NA	NA	NA	NA	NA	NA	3.497	6.54	NA	4.071	NA	NA	1.458	3.173	0.903
1886	NA	NA	2.204	1.064	2.123	NA	NA	NA	NA	3.441	NA	NA	NA	NA	NA	NA	NA	2.541	3.163	NA	2.293	NA	NA	0.769	1.522	0.757
1887	NA	NA	0.736	0.282	3.243	NA	NA	NA	NA	3.99	NA	NA	NA	NA	NA	NA	NA	2.975	3.785	NA	2.491	NA	NA	0.946	1.678	1.316
