# Patterson - Lower Truckee River Site N - PPFR - ITRDB NV526
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38302
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38302.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nv526-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nv526.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nv526.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-07-13
#--------------------
# File_Last_Modified_Date
#   Date: 2023-07-13
#--------------------
# Title
#   Study_Name: Patterson - Lower Truckee River Site N - PPFR - ITRDB NV526
#--------------------
# Investigators
#   Investigators: Patterson, Noelle(https://orcid.org/0000-0002-6418-5548); Dong, Xiaoli(https://orcid.org/0000-0003-3303-0735); Lane, Belize(https://orcid.org/0000-0003-2331-7038); Csank, Adam(https://orcid.org/0000-0002-7001-4470); Rood, Stewart(https://orcid.org/0000-0003-1340-1172); Sandoval-Solis, Samuel (https://orcid.org/0000-0003-0329-3243)
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: UC Davis College of Agricultural and Environmental Sciences
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Lower Truckee River
#   Location: Nevada
#   Northernmost_Latitude: 39.7262
#   Southernmost_Latitude: 39.5255
#   Easternmost_Longitude: -119.3043
#   Westernmost_Longitude: -119.6133
#   Elevation_m: 1250
#--------------------
# Data_Collection
#   Collection_Name: NV526
#   First_Year: 1897
#   Last_Year: 2020
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Populus fremontii Wats.
#   Common_Name: Fremont cottonwood
#   Tree_Species_Code: PPFR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## N20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	N20_raw	N202_raw	N5_raw	N171_raw	N172_raw	N6_raw	N141_raw	N142_raw	N13_raw	N15_raw	N7_raw	N19_raw	N4_raw	N3_raw	N18_raw	N102_raw	N110_raw	N12_raw	N121_raw	N122_raw	N16_raw	N9_raw	N111_raw	N2_raw	N8_raw
1897	NA	NA	NA	NA	NA	NA	NA	NA	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	5.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	3.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	3.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	4.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	4.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	4.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	4.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	3.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	4.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	3.06	NA	3.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	1.84	NA	4.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	7.28	NA	NA	NA	NA	NA	2.83	NA	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	8.35	NA	NA	NA	NA	NA	2.01	NA	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	7.15	NA	NA	NA	NA	NA	4.2	NA	2.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	5.79	NA	NA	NA	NA	NA	2	NA	2.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	2.95	NA	NA	NA	NA	NA	2	NA	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	2.23	NA	NA	NA	NA	NA	2.53	NA	2.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	2.17	NA	NA	NA	NA	NA	1.54	NA	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	1.76	NA	NA	NA	NA	NA	1.57	NA	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	1.65	NA	NA	NA	NA	NA	1.72	NA	3.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	2.5	NA	NA	5.26	NA	NA	1.77	NA	2.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	3.41	NA	NA	4.53	NA	NA	1	NA	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	4.08	NA	NA	2.91	NA	NA	1.55	NA	2.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	4.1	NA	NA	2.22	NA	NA	1.33	NA	2.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	3.8	NA	NA	2.28	NA	NA	1.57	NA	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	2.77	NA	NA	2.53	NA	NA	1.21	NA	2.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	3.31	NA	NA	1.18	NA	NA	0.95	NA	2.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	2.9	NA	NA	1.77	NA	NA	1.42	NA	2.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	3.33	NA	NA	0.96	NA	NA	1.11	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	2.54	NA	NA	1.44	NA	NA	1.59	NA	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	2.3	NA	NA	1.48	NA	NA	1.02	NA	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	NA	NA	1.89	NA	NA	1.27	NA	NA	0.99	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	NA	NA	1.75	NA	NA	1.58	NA	NA	1.13	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1931	NA	NA	1.62	NA	NA	1.17	NA	NA	0.93	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	1.52	NA	NA	1.42	NA	NA	0.92	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	NA	NA	1.45	NA	NA	1.08	NA	NA	0.68	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1934	NA	NA	1.14	7.18	NA	0.73	NA	NA	0.56	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1935	NA	NA	0.7	10.12	NA	0.61	NA	NA	0.59	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1936	NA	NA	0.84	13.92	12.92	0.67	NA	NA	0.53	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1937	NA	NA	1.45	10.84	10.66	1.12	NA	NA	0.85	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1938	NA	8.81	2.29	12.3	11.84	2.2	NA	14.57	1.49	NA	3.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1939	NA	5.2	1.52	8.87	9.16	1.51	13.97	7.64	1.14	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1940	6.21	5.71	1.53	8.65	8.62	1.55	9.42	4.93	0.94	NA	2.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1941	4.62	5	1.65	8.07	8	1.49	5.23	9.38	0.69	13.52	2.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1942	4.3	4.42	1.67	7.67	7.55	1.82	10.52	7	1.25	11.29	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1943	6.94	7.43	0.83	8.31	8.27	1.98	6.98	6.7	0.78	11.88	1.74	NA	NA	NA	5.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1944	5.54	6.04	1.34	7.63	7.36	1.22	6.84	4.58	0.76	9.65	1.4	NA	NA	NA	5.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
