# Peterson - San Bernardino Mountains N - PSMA - ITRDB CA549
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4186
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4186.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca549-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ca549-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca549.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca549.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Peterson - San Bernardino Mountains N - PSMA - ITRDB CA549
#--------------------
# Investigators
#   Investigators: Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: San Bernardino Mountains N
#   Location: California
#   Northernmost_Latitude: 34.17
#   Southernmost_Latitude: 34.17
#   Easternmost_Longitude: -116.97
#   Westernmost_Longitude: -116.97
#   Elevation_m: 1600
#--------------------
# Data_Collection
#   Collection_Name: CA549
#   First_Year: 1885
#   Last_Year: 1988
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pseudotsuga macrocarpa (Vasey) Mayr
#   Common_Name: bigcone Douglas-fir
#   Tree_Species_Code: PSMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BC2901B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2901B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2902A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2902A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2903B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2903B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2904B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2904B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2905A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2905A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2906B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2906B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2907B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2907B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2908B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2908B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2909A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2909A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2910B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2910B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2911A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2911A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2912B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2912B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2913B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2913B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2914B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2914B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2915A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2915A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2916B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2916B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2917A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2917A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2918B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2918B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2919B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2919B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC2920A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC2920A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BC2901B_raw	BC2902A_raw	BC2903B_raw	BC2904B_raw	BC2905A_raw	BC2906B_raw	BC2907B_raw	BC2908B_raw	BC2909A_raw	BC2910B_raw	BC2911A_raw	BC2912B_raw	BC2913B_raw	BC2914B_raw	BC2915A_raw	BC2916B_raw	BC2917A_raw	BC2918B_raw	BC2919B_raw	BC2920A_raw
1885	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42
1886	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6
1887	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32
1888	NA	NA	NA	1.19	NA	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06
1889	NA	NA	NA	1.19	NA	1.38	NA	NA	NA	NA	NA	NA	NA	1.93	NA	NA	NA	NA	NA	1.21
1890	NA	NA	NA	1.64	NA	1.33	NA	NA	NA	NA	NA	NA	1.66	2.44	NA	NA	NA	NA	NA	1.72
1891	NA	NA	NA	1.96	NA	0.95	NA	NA	NA	NA	NA	NA	1.84	2.77	NA	NA	2.66	NA	NA	1.95
1892	NA	NA	NA	2.12	NA	1.59	NA	NA	NA	NA	NA	NA	1.58	2.54	2.97	NA	2.65	NA	NA	1.81
1893	NA	NA	NA	1.54	NA	0.79	NA	NA	NA	NA	NA	NA	1.3	2.22	2.49	NA	2.27	NA	NA	1.5
1894	NA	NA	NA	1.11	NA	0.86	NA	NA	NA	NA	NA	NA	1.19	1.59	1.61	NA	1.38	NA	NA	0.85
1895	NA	NA	NA	0.9	NA	1.04	NA	NA	NA	NA	NA	NA	1.04	1.65	2.65	NA	1.72	NA	NA	1.43
1896	NA	NA	NA	0.38	NA	0.49	NA	NA	NA	NA	NA	NA	0.71	1.08	0.99	NA	0.93	NA	NA	0.7
1897	NA	NA	NA	1.03	NA	0.53	NA	NA	NA	NA	NA	NA	1.28	1.75	2.83	NA	1.58	NA	NA	1.53
1898	NA	NA	NA	1.73	NA	1.12	NA	NA	NA	NA	NA	NA	1.3	2.64	2.67	NA	2.2	NA	NA	1.32
1899	NA	NA	NA	1.03	NA	0.43	NA	NA	NA	NA	NA	NA	0.47	1.07	1	NA	0.92	NA	NA	0.5
1900	NA	NA	NA	1.26	NA	0.85	NA	NA	NA	NA	NA	NA	0.92	1.81	1.93	NA	1.66	NA	NA	1
1901	NA	NA	NA	1.47	NA	0.92	NA	NA	NA	NA	NA	NA	1.58	2.17	2.42	NA	1.98	2.16	NA	1.03
1902	NA	NA	NA	1.54	NA	0.95	NA	NA	NA	NA	NA	NA	1.59	2.19	2.27	NA	1.86	1.43	NA	1.2
1903	NA	NA	NA	1.71	1.71	1.31	NA	NA	NA	NA	NA	NA	1.72	2.49	2.22	NA	1.68	2.2	NA	1.58
1904	0.91	NA	1.16	1.5	1.49	1.02	NA	NA	NA	NA	NA	NA	1.37	2.28	1.99	NA	1.43	1.36	NA	1.25
1905	1.42	NA	1.81	1.6	2.22	1.74	NA	NA	NA	NA	NA	NA	2.06	2.89	2.66	NA	2.17	2.2	NA	1.76
1906	2.5	NA	2.12	2.04	2.55	1.86	NA	NA	NA	NA	NA	NA	2.45	3.2	3.59	NA	2.53	2.71	1.7	2.16
1907	2.42	2.33	2.04	1.95	2.15	1.64	NA	NA	NA	NA	NA	NA	2.42	3.23	3.5	NA	2.55	2.43	1.71	1.88
1908	2.29	2.35	2.51	2.46	3.13	2.72	NA	NA	NA	NA	NA	4.78	3.31	3.92	2.95	NA	3.19	2.89	2.69	2.59
1909	1.11	1.69	2.22	2.42	2.79	2.51	NA	NA	NA	1.41	NA	4.42	3.13	3.29	2.66	NA	2.7	3.01	2.38	2.57
1910	1.46	1.79	1.74	2.3	2.75	1.83	NA	NA	1.39	1.53	NA	4.14	2.88	2.36	2.27	3.46	2.74	2.14	2.93	2.65
1911	2.1	1.91	1.99	2.34	2.34	2.36	NA	NA	1.36	1.72	NA	3.53	2.37	2.81	2.53	2.79	3.42	2.31	1.66	2.38
1912	2.46	2.21	2.03	2.11	2.31	2.1	NA	NA	1.79	1.83	NA	3.21	2.66	2.59	2.44	2.68	2.46	1.6	2.67	2.26
1913	2.66	1.98	1.75	2.02	2.41	2.07	4.07	NA	1.52	1.61	NA	4.08	2.67	2.64	2.61	3.11	2.06	1.12	1.83	2.17
1914	3.39	1.88	1.81	2.06	3.23	2.57	3.16	NA	2.21	2.27	NA	3.9	2.91	3.25	2.87	3.06	2.68	1.99	2.26	2.47
1915	3.15	2.05	1.48	2.09	2.64	2.6	2.39	NA	1.76	2.35	NA	4.15	2.97	3.12	2.78	3.1	2.89	3.03	2.47	2.59
1916	2.52	1.44	1.37	2.36	2	2.96	1.76	NA	1.54	1.53	NA	4.31	3.06	3.38	2.79	2.9	2.69	2.37	2.33	2.62
1917	3.15	1.82	2.2	2.78	2.55	3.08	2.62	1.54	1.75	3	NA	4.46	2.83	3.86	3.18	3.74	2.71	2.57	2.25	2.84
1918	2.61	1.51	1.66	2.27	2.19	2.47	2.18	1.14	1.78	2.5	2.26	3.88	3.01	3.02	2.63	3.05	2.47	1.85	2.67	2.3
1919	2.49	1.8	1.79	1.99	1.89	2.44	2.35	0.99	1.76	1.98	3.19	3.55	2.62	2.58	2.1	2.54	1.49	1.43	2.48	2.2
1920	3.48	2.33	2.06	2.5	2.43	3.36	2.54	1.1	2.07	2.42	3.66	4.27	3.04	3.76	3.41	3.23	2.39	2.73	2.85	3.28
1921	4.17	1.98	2.04	3	2.93	2.92	2.84	1.35	2.31	1.8	4	4.63	3.12	3.58	2.44	3.39	2.31	2.93	2.79	3.38
1922	3	2.03	1.88	2.25	2.81	2.86	2.65	0.96	2.17	2.37	3.24	3.5	2.47	3.2	3.79	3.41	1.99	2.55	2.66	3.25
1923	3.21	2.13	1.72	2.81	2.8	3.07	2.62	1.61	2.56	2.7	3.4	3.79	2.56	3.32	2.98	3.21	1.98	2.51	2.61	3.57
1924	2.37	1.67	1.34	1.71	1.62	1.69	1.68	1.21	1.69	1.86	2.45	2.41	1.56	2.31	1.72	2.16	1.34	1.64	2.14	2.06
1925	3.35	1.85	1.88	1.87	2.27	2.08	2.48	1.24	2.02	2.21	2.57	3.43	1.63	2.75	1.65	2.64	1.24	1.69	2.78	2.48
1926	2.5	1.76	1.84	1.8	2.25	2.42	2.11	1.54	2.12	2.69	2.86	3.68	1.54	2.63	1.53	3.14	1.94	2.24	3.12	2.64
1927	2.26	1.67	1.72	2.06	2.09	2.57	1.92	1.43	2.11	2.71	3.19	3.67	2.42	2.76	1.56	2.54	2.6	2.58	3.16	2.81
1928	1.48	1.52	1.36	1.27	1.76	2.06	1.84	1.21	2.22	2.02	2.61	2.43	1.58	1.94	1.3	1.67	1.37	1.39	2.1	1.81
1929	2.56	2.09	1.76	1.9	2.43	2.97	2.24	1.49	2.73	2.53	2.89	3.92	2.92	2.98	2.81	3.25	2.27	2.64	2.88	3.74
1930	2.3	1.72	1.6	1.65	2.57	2.41	1.84	1.09	2.02	1.91	2.29	2.84	1.84	2.18	1.96	2.29	1.91	1.52	1.71	2.74
1931	1.2	1.45	2.06	2.1	2.97	1.95	2.73	0.99	1.65	2.42	2.68	3.18	0.62	2.49	2.06	2.56	2.08	1.98	1.38	2.58
