# Wertz - Welles Park - QUMA - ITRDB MN030
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16766
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16766.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn030-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mn030-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn030.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mn030.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-01
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-01
#--------------------
# Title
#   Study_Name: Wertz - Welles Park - QUMA - ITRDB MN030
#--------------------
# Investigators
#   Investigators: Wertz, E.; St. George, S.; Zeleznik, J.; Smoter, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Erika L. Wertz, Scott St. George and Joseph D. Zeleznik
#   Journal_Name: Water Resources Research
#   Published_Title: Vessel anomalies in Quercus macrocarpa tree rings associated with recent floods along the Red River of the North, United States
#   Published_Date_or_Year: 2013
#   Volume: 49
#   Pages: 630-634
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1029/2012WR012900
#   Full_Citation: None
#   Abstract: Estimates of future flood risks are based on the observations of past floods, but instrumental records of basin hydrology are often too short to assess potential changes in the frequency or magnitude of extreme floods over time. In this study, we show that bur oak (Quercus macrocarpa Michx.) growing along the Red River of the North in North Dakota and Minnesota preserve evidence of past floods within their annual growth rings. Rings formed during major floods often displayed (i) marked reductions in the size of their earlywood vessels or (ii) a more diffuse distribution of vessels throughout the increment. Because of the correspondence between major floods and widespread anatomical anomalies within riparian oaks, we suggest that these features can be described as "flood rings." The frequency of flood-ring formation varied substantially along the river, which implies that this evidence can only provide an accurate estimate of flood history when it is obtained from many trees sampled across a dense network of sites. The rate of flood-ring formation is primarily influenced by flood magnitude but is also controlled by the timing and duration of inundation relative to the period of cambial growth. Although flood-affected oaks are imperfect recorders of past floods, this approach offers significant potential as a means to estimate the preinstrumental flood history of the Red River within the United States.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Welles Park
#   Location: Minnesota
#   Northernmost_Latitude: 46.265
#   Southernmost_Latitude: 46.265
#   Easternmost_Longitude: -96.5966
#   Westernmost_Longitude: -96.5966
#   Elevation_m: 290
#--------------------
# Data_Collection
#   Collection_Name: MN030
#   First_Year: 1868
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## W-WEL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W-WEL16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W-WEL16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	W-WEL02_raw	W-WEL03_raw	W-WEL04_raw	W-WEL05_raw	W-WEL06_raw	W-WEL07_raw	W-WEL08_raw	W-WEL09_raw	W-WEL10_raw	W-WEL11_raw	W-WEL12_raw	W-WEL13_raw	W-WEL14_raw	W-WEL15_raw	W-WEL16_raw
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.895	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.24	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.551	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.008	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.058	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.35	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.818	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.475	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.106	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.497	NA
1879	NA	NA	NA	NA	NA	3.27	NA	NA	NA	NA	NA	NA	NA	1.465	NA
1880	NA	NA	NA	NA	NA	3.23	NA	NA	NA	NA	NA	NA	NA	1.27	NA
1881	NA	NA	NA	NA	NA	4.25	NA	NA	NA	NA	NA	NA	NA	1.005	NA
1882	NA	NA	NA	NA	NA	3.768	NA	NA	NA	NA	NA	NA	NA	1.549	NA
1883	NA	NA	NA	1.412	NA	3.202	NA	NA	NA	NA	NA	NA	NA	1.283	NA
1884	NA	NA	NA	1.385	NA	4.233	2.285	NA	NA	NA	NA	NA	NA	1.696	NA
1885	NA	NA	NA	2.258	NA	6.117	3.85	NA	NA	NA	NA	NA	NA	2.034	NA
1886	NA	NA	NA	1.745	NA	5.359	3.99	NA	NA	NA	1.249	NA	NA	1.85	NA
1887	NA	NA	NA	1.116	NA	1.806	0.941	NA	NA	NA	0.84	NA	NA	1.217	NA
1888	NA	NA	NA	1.246	NA	2.168	1.762	NA	2.304	NA	1.167	NA	NA	1.64	NA
1889	NA	NA	NA	1.565	2.277	1.766	2.449	NA	2.341	NA	1.534	NA	NA	1.489	NA
1890	NA	NA	NA	1.188	1.944	1.685	1.842	NA	2.367	NA	1.483	NA	NA	1.012	NA
1891	NA	NA	NA	1.435	1.859	2.398	2.185	NA	3.359	NA	1.355	NA	NA	1.049	NA
1892	NA	NA	NA	2.365	2.494	3.375	3.051	NA	2.354	NA	1.968	NA	NA	1.52	NA
1893	NA	NA	NA	1.78	1.255	2.319	1.787	NA	1.229	NA	1.111	NA	NA	1.3	NA
1894	NA	NA	NA	1.498	1.411	2.277	2.94	NA	1.212	NA	1.912	NA	NA	1.834	NA
1895	NA	NA	NA	1.271	1.255	5.17	3.009	NA	2.265	NA	3.989	NA	NA	0.894	NA
1896	NA	NA	NA	1.653	2.596	5.086	2.184	NA	2.946	NA	4.821	NA	NA	1.136	NA
1897	NA	NA	NA	1.245	2.94	1.284	1.764	NA	3.385	NA	3.277	NA	NA	0.885	NA
1898	NA	NA	NA	2.331	2.539	1.068	3.143	NA	1.85	NA	2.492	NA	NA	0.933	NA
1899	NA	NA	NA	2.041	2.562	2.02	2.488	NA	1.89	NA	4.154	NA	NA	0.753	NA
1900	NA	NA	NA	1.968	1.744	1.686	1.483	NA	1.517	NA	2.967	NA	NA	0.691	NA
1901	NA	2.232	NA	2.954	3.742	2.544	2.341	NA	2.021	NA	3.412	NA	NA	0.929	NA
1902	NA	2.681	NA	2.907	3.772	2.137	2.432	NA	1.922	NA	3.219	NA	NA	0.79	NA
1903	NA	2.504	NA	2.355	3.077	1.433	1.592	3.418	1.786	NA	2.545	NA	NA	0.886	NA
1904	NA	2.425	2.401	2.934	4.2	1.645	2.068	4.224	2.245	NA	3.228	NA	NA	1.571	NA
1905	NA	2.29	2.919	2.742	4.559	1.44	1.86	3.985	2.732	NA	2.555	NA	NA	1.466	NA
1906	NA	1.394	1.846	1.897	1.907	1.517	1.59	3.811	2.151	NA	2.073	NA	2.277	1.047	NA
1907	NA	1.428	2.191	1.849	2.323	1.231	1.423	2.51	1.271	1.672	1.582	NA	2.285	1.132	NA
1908	NA	1.553	2.305	1.536	2.748	1.403	1.396	3.049	1.171	1.442	1.791	NA	1.777	0.824	NA
1909	NA	1.593	2.433	2.202	2.911	1.064	1.188	3.309	1.386	1.953	1.853	NA	2.21	1.331	NA
1910	NA	1.93	2.044	1.772	2.463	1.105	1.258	2.303	0.91	1.632	1.4	NA	1.419	1.009	NA
1911	NA	1.413	1.337	0.754	1.232	0.716	0.944	1.306	0.562	1.13	1.775	NA	0.98	0.814	NA
1912	NA	2.107	1.853	2.421	1.996	1.635	2.529	2.319	1.243	1.933	3.081	NA	2.839	1.183	NA
1913	NA	1.636	2.068	2.488	2.715	0.989	1.965	2.273	1.377	2.001	3.426	NA	2.769	0.932	NA
1914	NA	1.991	2.354	2.822	2.806	1.167	1.977	2.652	1.048	2.142	2.843	NA	1.265	1.439	NA
1915	NA	2.256	2.731	1.808	2.049	0.701	1.565	2.584	1.193	2.304	2.51	NA	1.744	1.613	2.488
1916	NA	1.395	2.426	1.694	2.019	0.529	0.986	2.386	1.551	1.565	1.418	NA	1.783	1.208	2.175
1917	NA	1.068	1.687	1.231	1.375	0.611	0.654	1.106	1.702	1.365	1.202	NA	1.275	1.193	1.298
1918	NA	1.318	1.439	1.314	0.854	0.614	0.698	1.366	1.695	1.133	1.607	NA	1.053	1.096	1.747
1919	NA	1.508	1.699	1.812	1.418	0.609	0.883	2.174	2.342	1.316	2.056	NA	1.405	1.53	2.512
1920	NA	1.349	2.144	1.666	1.559	0.941	0.938	2.322	1.258	1.388	1.556	1.324	0.917	1.483	2.279
1921	NA	1.454	1.321	0.81	0.875	0.717	0.803	1.74	1.164	1.363	1.531	0.822	0.623	1.07	2.085
1922	NA	2.741	2.338	1.751	1.382	1.339	1.27	2.911	2.229	2.31	2.333	1.364	0.944	1.632	2.919
1923	NA	2.728	2.115	2.051	1.558	1.759	1.606	2.695	1.901	2.282	3.025	1.225	1.06	1.304	3.232
1924	NA	2.958	2.305	1.607	1.473	1.081	1.691	2.618	1.625	2.075	2.554	1.387	0.815	1.275	2.141
1925	NA	2.778	1.917	1.791	1.871	1.031	2.485	2.266	1.872	2.556	2.769	1.231	1.405	1.107	2.161
1926	NA	2.517	2.065	1.746	1.729	0.917	1.835	1.679	1.466	2.357	2.202	1.265	1.132	0.791	1.809
1927	NA	2.405	2.07	1.159	1.199	0.603	1.587	1.956	1.596	2.889	1.735	1.431	1.78	1.555	1.946
1928	NA	2.362	2.616	2.141	1.842	1.106	2.888	2.6	2.885	2.914	2.146	1.743	2.763	1.756	3.165
1929	NA	1.888	2.112	1.413	1.63	0.814	2.631	1.749	2.052	2.867	1.67	1.675	1.624	1.455	2.373
1930	NA	1.957	1.948	1.438	1.118	0.687	2.309	1.979	1.253	2.342	1.652	1.363	0.965	1.529	2.264
1931	NA	2.334	1.537	0.952	0.771	0.825	1.787	1.912	1.124	2.632	1.789	1.118	0.964	1.683	2.039
1932	NA	1.979	1.454	0.708	0.472	0.835	2.326	1.801	0.742	2.108	1.792	1.142	0.886	1.258	2.318
