# Marcinkowski - Bagley Lakes - TSME - ITRDB WA143
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/24470
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-24470.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa143-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa143-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa143.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa143.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2018-06-22
#--------------------
# File_Last_Modified_Date
#   Date: 2018-06-22
#--------------------
# Title
#   Study_Name: Marcinkowski - Bagley Lakes - TSME - ITRDB WA143
#--------------------
# Investigators
#   Investigators: Marcinkowski, K.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Kailey Marcinkowski and David L. Peterson
#   Journal_Name: Northwest Science
#   Published_Title: A 350-Year Reconstruction of the Response of South Cascade Glacier to Interannual and Interdecadal Climatic Variability
#   Published_Date_or_Year: 2015
#   Volume: 89
#   Pages: 14-33
#   Issue: 1
#   Report_Number: 
#   DOI: 10.3955/046.089.0102
#   Full_Citation: None
#   Abstract: Mountain hemlock growth chronologies were used to reconstruct the mass balance of South Cascade Glacier, an alpine glacier in the North Cascade Range of Washington State. The net balance reconstruction spans 350 years, from 1659 to 2009. Summer and winter balances were reconstructed for 1346-2009 and 1615-2009, respectively. Relationships between mass balance and winter precipitation, temperature, the Pacific Decadal Oscillation index, and the El Nino Southern Oscillation index indicate that these influence glacier balance at various temporal scales. Above-average net, summer, and winter mass balance occurred mainly in 1690-1710, 1810-1820, 1845-1860, 1865-1890, and 1975-1990, and below-average balance periods include 1680-1690, 1790-1810, 1820-1840, and 1930-1960. Above- and below-average reconstructed mass balances at South Cascade Glacier were concurrent with similar periods from other glacier balance reconstructions in the Pacific Northwest region of North America. Agreement among these records suggests that changes in South Cascade Glacier mass balance are good indicators of regional balance fluctuations, and glaciers in the Pacific Northwest are responding similarly to regional external forcings. The current rate of decline, from 2000 to 2009, in the reconstructed balance record has been faster than any decline in a century. This decreasing trend is projected to continue with increasing temperatures, and will likely affect glacier-influenced water resources in the Pacific Northwest.
#--------------------
#   Authors: Kailey Marcinkowski, David L. Peterson, Gregory J. Ettl
#   Journal_Name: Canadian Journal of Forest Research
#   Published_Title: Nonstationary temporal response of mountain hemlock growth to climatic variability in the North Cascade Range, Washington, USA
#   Published_Date_or_Year: 2015
#   Volume: 45
#   Pages: 676-688
#   Issue: 6
#   Report_Number: 
#   DOI: 10.1139/cjfr-2014-0231
#   Full_Citation: None
#   Abstract: A stationary response of tree radial growth to climatic variables is assumed as a basis for climatic reconstructions and future growth projections in response to climate change. Mountain hemlock (Tsuga mertensiana (Bong.) Carriere) trees on the western slopes of the North Cascade Range (Washington, USA) were examined for stability in growth response to climatic influences at a small spatial scale. Moving correlation functions demonstrate that climate-growth interactions are nonstationary over time, alternating between periods of significant and nonsignificant responses. Correlations between growth and winter precipitation have weakened, becoming statistically insignificant in the last decade, but correlations with spring temperature and previous-year summer temperature have strengthened, becoming statistically significant. The Pacific Decadal Oscillation influences patterns in climate-growth correlations but does not seem to account for the most recent changes in correlation strength. At an interannual scale, growth differs between El Nino Southern Oscillation phases, specifically between El Nino and La Nina years and between La Nina and neutral phase years. The variability in growth response to climate at interannual and interdecadal time frames, especially with the climate changes emerging in recent decades, will challenge the reliability and accuracy of reconstruction and predictive models.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Geological Survey
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bagley Lakes
#   Location: Washington
#   Northernmost_Latitude: 48.860692
#   Southernmost_Latitude: 48.860692
#   Easternmost_Longitude: -121.685031
#   Westernmost_Longitude: -121.685031
#   Elevation_m: 1297
#--------------------
# Data_Collection
#   Collection_Name: WA143
#   First_Year: 1659
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MB08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB19b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB19b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB18b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB18b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MB05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MB05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MB08a_raw	MB20a_raw	MB04a_raw	MB06b_raw	MB01b_raw	MB12a_raw	MB09b_raw	MB13a_raw	MB10b_raw	MB02b_raw	MB14a_raw	MB15b_raw	MB16a_raw	MB19b_raw	MB18b_raw	MB17a_raw	MB07a_raw	MB11a_raw	MB05b_raw
1659	NA	NA	NA	NA	NA	NA	1.332	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA
1660	NA	NA	NA	NA	NA	NA	1.325	NA	NA	NA	NA	NA	NA	0.845	NA	NA	NA	NA	NA
1661	NA	NA	NA	NA	NA	NA	1.374	NA	NA	NA	NA	NA	NA	0.976	NA	NA	NA	NA	NA
1662	NA	NA	NA	NA	NA	NA	1.291	1.106	NA	NA	NA	NA	NA	0.773	NA	NA	1.045	NA	NA
1663	NA	NA	NA	NA	NA	NA	1.028	1.322	NA	NA	NA	NA	NA	0.2	NA	NA	0.654	NA	NA
1664	NA	NA	NA	NA	NA	NA	0.91	1.281	NA	NA	NA	NA	NA	0.363	NA	NA	0.887	NA	NA
1665	NA	NA	NA	NA	NA	NA	0.827	1.039	NA	NA	NA	NA	NA	0.54	NA	NA	0.413	NA	NA
1666	NA	NA	NA	NA	NA	NA	0.538	0.932	NA	NA	NA	NA	NA	0.523	NA	NA	0.354	NA	NA
1667	NA	NA	NA	NA	NA	NA	0.531	0.989	NA	NA	NA	NA	NA	0.744	NA	NA	0.698	NA	NA
1668	NA	NA	NA	NA	NA	NA	0.599	0.712	NA	NA	NA	NA	NA	0.436	NA	NA	0.743	NA	NA
1669	NA	NA	NA	NA	NA	NA	0.76	1.21	NA	NA	NA	NA	NA	0.799	NA	NA	0.777	NA	NA
1670	NA	NA	NA	NA	NA	NA	1.078	1.002	NA	NA	NA	NA	NA	0.505	NA	NA	0.776	NA	NA
1671	NA	NA	NA	NA	NA	NA	0.841	1.358	NA	NA	NA	NA	NA	0.867	NA	NA	0.828	NA	NA
1672	NA	NA	NA	NA	NA	NA	0.001	0.786	NA	NA	NA	NA	NA	0.502	0.975	NA	0.707	NA	NA
1673	NA	NA	NA	NA	NA	NA	1.177	1.233	NA	NA	NA	NA	NA	0.882	1.148	NA	0.885	NA	NA
1674	NA	NA	NA	NA	NA	NA	1.109	0.919	NA	NA	NA	NA	NA	0.697	1.054	NA	0.984	NA	NA
1675	NA	NA	NA	NA	NA	NA	0.987	0.831	NA	NA	NA	NA	NA	0.47	1.162	NA	0.875	NA	NA
1676	NA	NA	NA	NA	NA	NA	0.725	0.985	NA	NA	NA	NA	NA	0.538	0.772	NA	0.828	NA	NA
1677	NA	NA	NA	NA	NA	NA	0.843	1.071	NA	NA	NA	NA	NA	0.574	0.882	NA	0.877	NA	NA
1678	NA	NA	NA	NA	NA	NA	0.666	0.692	NA	NA	NA	NA	NA	0.494	0.967	NA	0.857	NA	NA
1679	NA	NA	NA	NA	NA	NA	0.865	0.829	NA	NA	NA	NA	NA	0.648	1.208	NA	0.721	NA	NA
1680	NA	NA	NA	NA	NA	NA	0.859	0.648	NA	NA	NA	NA	NA	0.474	0.716	NA	0.836	NA	NA
1681	NA	NA	NA	NA	NA	NA	0.569	0.895	NA	NA	NA	NA	NA	0.359	0.642	NA	0.872	NA	NA
1682	NA	NA	NA	NA	NA	NA	1.019	0.648	NA	NA	NA	NA	NA	0.63	0.961	NA	0.686	NA	NA
1683	NA	NA	NA	NA	NA	NA	1.03	1.106	NA	NA	NA	NA	NA	0.541	1.143	NA	0.917	NA	NA
1684	NA	NA	NA	NA	NA	NA	0.76	0.913	NA	NA	NA	NA	NA	0.262	0.615	1.098	0.8	NA	NA
1685	NA	NA	NA	NA	NA	NA	0.831	0.934	NA	NA	NA	NA	NA	0.225	0.639	1.187	0.975	NA	NA
1686	NA	NA	NA	NA	NA	NA	0.792	0.601	NA	NA	NA	NA	NA	0.291	0.465	0.51	0.806	NA	NA
1687	NA	NA	NA	NA	NA	NA	1.217	0.505	NA	NA	NA	NA	NA	0.552	0.541	1.139	0.899	NA	NA
1688	NA	NA	NA	NA	NA	NA	0.813	0.694	NA	NA	NA	NA	NA	0.564	0.576	0.692	0.69	NA	NA
1689	NA	NA	NA	NA	NA	NA	0.969	0.813	NA	NA	NA	NA	NA	0.705	0.853	0.716	0.76	NA	NA
1690	NA	NA	NA	NA	NA	NA	0.587	0.909	NA	NA	NA	NA	NA	0.675	0.997	0.737	0.746	NA	NA
1691	NA	NA	NA	NA	NA	NA	0.574	1.143	NA	NA	NA	NA	NA	0.767	0.676	0.499	0.721	0.569	NA
1692	NA	NA	NA	NA	NA	NA	1.013	0.852	NA	NA	NA	NA	NA	0.618	0.668	1.886	0.732	0.705	NA
1693	NA	NA	NA	NA	NA	NA	0.636	1.053	NA	NA	NA	NA	NA	0.457	0.267	1.056	0.428	0.855	NA
1694	NA	NA	NA	NA	NA	NA	1.138	0.693	NA	NA	NA	NA	NA	0.525	0.235	0.745	0.52	1.508	NA
1695	NA	NA	NA	NA	NA	NA	1.035	0.808	NA	NA	NA	NA	NA	0.409	0.384	0.925	0.605	0.703	NA
1696	NA	NA	NA	NA	NA	NA	0.771	0.379	NA	NA	NA	NA	NA	0.315	0.43	0.319	0.905	0.813	NA
1697	NA	NA	NA	NA	NA	NA	0.731	0.484	NA	NA	NA	NA	NA	0.484	0.601	0.171	0.725	0.896	0.494
1698	NA	NA	NA	NA	NA	NA	0.759	0.422	NA	NA	NA	NA	NA	0.768	0.741	0.146	0.001	0.51	0.401
1699	NA	NA	NA	NA	NA	NA	0.721	0.61	NA	NA	NA	NA	NA	0.504	0.984	0.355	0.773	0.278	0.675
1700	NA	NA	NA	NA	NA	NA	0.697	0.519	NA	NA	NA	NA	NA	0.001	0.774	0.475	0.001	0.789	0.695
1701	NA	NA	NA	NA	NA	NA	0.653	0.893	NA	NA	NA	NA	NA	0.453	0.878	0.59	0.981	1.332	0.847
1702	NA	NA	NA	NA	NA	NA	0.916	1.153	NA	NA	NA	NA	NA	0.599	1.122	1.627	0.779	1.421	1.481
1703	NA	NA	NA	NA	NA	NA	0.729	0.775	NA	NA	NA	NA	NA	0.635	0.672	0.638	0.878	0.634	0.874
1704	NA	NA	NA	NA	NA	NA	0.747	0.936	NA	NA	NA	NA	NA	0.76	0.863	1.529	1.263	0.809	1.642
1705	NA	NA	NA	NA	NA	NA	0.714	0.973	NA	NA	NA	NA	NA	1.238	0.773	1.225	1.121	1.271	1.922
1706	NA	NA	NA	NA	NA	NA	0.537	0.779	NA	NA	NA	NA	NA	0.937	0.795	0.564	1.013	1.422	0.941
1707	NA	NA	NA	NA	NA	NA	0.672	0.818	NA	NA	NA	NA	NA	0.942	0.853	0.545	0.909	1.325	1.109
1708	NA	NA	NA	NA	NA	NA	0.672	0.701	NA	NA	NA	NA	NA	1.001	0.983	0.596	0.954	1.077	1.17
1709	NA	NA	NA	NA	NA	NA	0.711	0.939	NA	NA	NA	NA	NA	0.77	0.716	0.313	1.051	0.648	0.856
1710	NA	NA	NA	NA	NA	NA	1.058	1.192	NA	NA	NA	NA	NA	1.165	1	0.434	0.954	1.301	0.997
1711	NA	NA	NA	NA	NA	NA	1.221	1.544	NA	NA	1.452	NA	NA	0.797	0.574	0.306	0.897	1.079	1.04
1712	NA	NA	NA	NA	NA	NA	1.318	0.951	NA	NA	1.826	NA	NA	0.99	0.804	0.575	0.894	2.098	1.932
1713	NA	NA	NA	NA	NA	NA	1.316	0.58	NA	NA	1.865	NA	NA	0.824	0.637	0.312	0.902	1.305	1.46
1714	NA	NA	NA	NA	NA	NA	1.161	0.502	1.349	1.556	1.729	NA	NA	0.935	0.855	0.764	0.81	0.695	1.412
1715	NA	NA	NA	NA	NA	NA	0.826	0.546	1.013	0.85	1.371	NA	NA	0.605	0.322	0.609	0.001	0.867	0.492
1716	NA	NA	NA	NA	NA	NA	1.395	0.839	1.614	1.373	1.332	NA	NA	0.709	0.861	0.766	0.878	1.202	1.334
1717	NA	NA	NA	NA	NA	NA	1.916	0.849	1.424	1.521	1.147	NA	NA	0.758	1.141	0.784	1.065	0.981	1.179
1718	NA	NA	NA	NA	NA	NA	2.016	0.862	1.704	1.3	1.606	NA	NA	0.746	0.8	0.379	0.801	1.415	1.072
1719	NA	NA	NA	NA	NA	NA	1.891	1.137	1.659	1.096	1.485	NA	NA	0.68	1.076	0.886	1.01	1.965	0.768
1720	NA	NA	NA	NA	NA	NA	1.613	1.11	1.92	1.105	1.84	NA	NA	0.789	0.972	0.956	0.792	1.773	0.74
1721	NA	NA	NA	NA	NA	NA	1.577	0.841	1.985	1.46	1.153	NA	NA	1.021	0.593	1.742	0.673	1.747	1.301
1722	NA	NA	NA	NA	NA	NA	0.936	0.695	1.964	1	1.343	NA	NA	0.651	0.893	0.538	0.804	2.172	1.044
1723	NA	NA	NA	NA	NA	NA	0.937	0.509	1.572	1.197	1.646	NA	NA	0.38	1.057	0.677	0.761	1.234	0.38
1724	NA	NA	NA	NA	NA	NA	0.653	0.673	1.021	0.72	1.084	NA	NA	0.736	0.59	0.492	0.699	1.234	0.001
1725	NA	NA	NA	NA	NA	NA	0.554	0.901	1.345	1.007	1.026	NA	NA	0.884	0.752	0.481	0.679	1.503	0.403
1726	NA	NA	NA	NA	NA	NA	0.921	0.608	1.462	1.021	1.541	NA	NA	0.848	1.079	0.578	0.818	1.379	0.714
1727	NA	NA	NA	NA	2.532	NA	1.646	0.556	1.655	1.272	1.121	NA	NA	1.248	1.223	0.743	0.798	1.548	0.81
