# Griffin - Tejon Valley Transect Low Riparian - QULO - ITRDB CA730
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39041
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39041.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca730-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca730.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca730.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-02-13
#--------------------
# File_Last_Modified_Date
#   Date: 2024-02-13
#--------------------
# Title
#   Study_Name: Griffin - Tejon Valley Transect Low Riparian - QULO - ITRDB CA730
#--------------------
# Investigators
#   Investigators: Griffin, Daniel; Trumper, Matthew L.; White, Michael D.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Trumper et al. 2024. Landscape position mediates drought vulnerability in California valley oak (Quercus lobata). Environmental Research Letters, In minor revision
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: #1903504
#--------------------
# Site_Information
#   Site_Name: Tejon Valley Transect Low Riparian
#   Location: California
#   Northernmost_Latitude: 35.063
#   Southernmost_Latitude: 35.063
#   Easternmost_Longitude: 118.745
#   Westernmost_Longitude: 118.745
#   Elevation_m: 376
#--------------------
# Data_Collection
#   Collection_Name: CA730
#   First_Year: 1842
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus lobata Née
#   Common_Name: valley oak
#   Tree_Species_Code: QULO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TVTA140A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA140A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA140C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA140C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA141A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA141A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA141C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA141C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA142A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA142A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA142C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA142C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA144A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA144A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA144C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA144C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA145A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA145A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA146A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA146A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA146C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA146C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA147A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA147A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA147C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA147C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA148A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA148A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA149A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA149A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA151C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA151C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA152A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA152A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA153A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA153A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTA154A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTA154A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TVTA140A_raw	TVTA140C_raw	TVTA141A_raw	TVTA141C_raw	TVTA142A_raw	TVTA142C_raw	TVTA144A_raw	TVTA144C_raw	TVTA145A_raw	TVTA146A_raw	TVTA146C_raw	TVTA147A_raw	TVTA147C_raw	TVTA148A_raw	TVTA149A_raw	TVTA151C_raw	TVTA152A_raw	TVTA153A_raw	TVTA154A_raw
1842	NA	2.649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	4.575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	1.857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	1.739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	1.527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	1.214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	2.271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	1.858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	1.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	3.016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	3.216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	3.251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	2.826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	3.262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	2.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	2.194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	2.467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	3.488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	6.476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	4.815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	5.622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	3.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	7.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	3.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	3.698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	2.208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	3.404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	3.553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	4.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	5.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	3.544	NA	NA	NA	NA	NA	3.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	3.364	NA	NA	NA	NA	NA	3.549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	2.304	NA	NA	NA	NA	NA	5.388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	1.799	NA	NA	NA	NA	NA	5.143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	1.82	NA	NA	NA	NA	NA	5.621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	2.526	NA	NA	NA	NA	NA	6.447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	1.7	NA	NA	NA	NA	NA	5.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	1.658	NA	NA	NA	NA	NA	5.992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	1.748	NA	NA	NA	NA	NA	5.921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	1.757	NA	NA	NA	NA	NA	5.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	1.639	1.48	NA	NA	NA	NA	NA	7.193	3.836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	1.618	1.577	NA	NA	NA	NA	NA	6.108	4.053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	1.943	1.687	NA	NA	NA	NA	NA	8.995	5.585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	1.584	2.198	NA	NA	NA	NA	NA	6.833	4.961	NA	5.958	NA	NA	NA	NA	NA	NA	NA	2.86
1886	2.068	2.851	NA	NA	NA	NA	5.744	6.625	3.786	NA	6.08	NA	NA	NA	NA	NA	NA	NA	3.332
1887	1.965	2.091	NA	NA	NA	NA	5.477	5.737	3.602	NA	5.878	NA	NA	NA	NA	NA	NA	NA	3.18
1888	1.866	2.04	NA	NA	NA	NA	6.597	5.555	3.195	NA	5.341	NA	NA	NA	NA	NA	NA	NA	1.92
1889	1.747	2.273	NA	NA	NA	NA	4.15	5.135	2.986	NA	3.822	NA	NA	NA	NA	NA	NA	NA	1.857
1890	1.748	1.718	NA	NA	NA	6.226	5.007	3.293	3.022	NA	4.394	NA	NA	NA	NA	NA	NA	NA	2.262
1891	1.651	1.951	NA	NA	NA	7.136	4.558	3.38	2.709	NA	4.411	NA	NA	NA	NA	NA	NA	NA	1.663
1892	1.724	2.059	NA	NA	NA	7.612	5.309	3.98	3.707	NA	3.916	NA	NA	NA	NA	NA	NA	NA	1.469
1893	1.881	1.791	NA	NA	NA	5.997	4.783	3.818	2.593	NA	3.583	NA	NA	NA	NA	NA	4.048	NA	1.758
1894	1.995	1.743	NA	NA	NA	5.817	4.346	3.356	2.755	NA	4.406	NA	NA	NA	NA	NA	8.76	NA	2.026
1895	1.403	1.629	NA	1.646	NA	5.484	4.41	2.946	2.233	NA	2.723	NA	NA	NA	NA	NA	6.256	NA	2.059
1896	1.455	1.637	NA	1.456	NA	7.045	4.349	2.667	3.22	NA	2.426	NA	NA	NA	NA	NA	6.914	NA	2.282
1897	1.427	1.13	NA	1.287	NA	6.225	4.677	3.047	2.651	NA	2.109	NA	NA	NA	NA	NA	7.529	NA	2.511
