# Larson - Yellowstone State Park - QUMA - ITRDB WI060
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33962
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33962.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi060-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi060-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi060.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi060.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Yellowstone State Park - QUMA - ITRDB WI060
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Yellowstone State Park
#   Location: Wisconsin
#   Northernmost_Latitude: 42.76
#   Southernmost_Latitude: 42.76
#   Easternmost_Longitude: -89.96
#   Westernmost_Longitude: -89.96
#   Elevation_m: 279
#--------------------
# Data_Collection
#   Collection_Name: WI060
#   First_Year: 1775
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## YSP001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YSP010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YSP010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	YSP001A_raw	YSP001B_raw	YSP002A_raw	YSP002B_raw	YSP003A_raw	YSP003B_raw	YSP004A_raw	YSP004B_raw	YSP005A_raw	YSP005B_raw	YSP006A_raw	YSP006B_raw	YSP007A_raw	YSP007B_raw	YSP008A_raw	YSP008B_raw	YSP009A_raw	YSP009B_raw	YSP010A_raw	YSP010B_raw
1775	1.133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	0.797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.397	NA	NA	NA	NA	NA
1777	0.652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.987	NA	NA	NA	NA	NA
1778	0.847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA
1779	1.143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.908	NA	NA	NA	NA	NA
1780	1.566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.943	NA	NA	NA	NA	NA
1781	1.217	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.705	NA	NA	NA	NA	NA
1782	1.196	NA	NA	NA	1.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.734	NA	NA	NA	NA	NA
1783	1.164	NA	NA	NA	0.822	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.144	NA	NA	NA	NA	NA
1784	1.228	NA	NA	NA	1.818	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.419	NA	NA	NA	NA	NA
1785	1.365	NA	NA	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.387	NA	NA	NA	NA	NA
1786	1.005	NA	NA	NA	1.27	1.571	NA	NA	NA	NA	NA	NA	NA	NA	0.846	NA	NA	NA	NA	NA
1787	0.635	NA	NA	NA	1.651	1.86	NA	NA	NA	NA	NA	NA	NA	NA	1.376	NA	NA	NA	NA	NA
1788	0.741	NA	NA	NA	0.591	1.611	NA	NA	NA	NA	NA	NA	NA	NA	1.122	NA	NA	NA	NA	NA
1789	1.09	NA	NA	NA	1.335	1.258	NA	NA	NA	NA	NA	NA	NA	NA	1.101	NA	NA	NA	NA	NA
1790	1.026	NA	NA	0.183	1.736	1.869	NA	NA	NA	NA	NA	NA	NA	NA	0.847	NA	NA	NA	NA	NA
1791	0.635	NA	NA	0.274	0.868	2.307	NA	NA	NA	NA	NA	NA	NA	NA	0.751	NA	NA	NA	NA	NA
1792	0.37	NA	NA	0.253	1.482	2.032	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA
1793	0.667	NA	NA	0.446	1.878	2.117	NA	NA	NA	NA	NA	NA	NA	NA	0.868	NA	NA	NA	NA	NA
1794	0.836	NA	NA	0.58	1.354	0.889	NA	NA	NA	NA	NA	NA	NA	NA	0.953	NA	NA	NA	NA	NA
1795	1.111	NA	NA	0.832	1.779	1.545	NA	NA	NA	NA	NA	NA	NA	NA	1.619	NA	NA	NA	NA	NA
1796	0.741	NA	NA	0.247	0.742	0.974	NA	NA	NA	NA	NA	NA	NA	NA	1.271	NA	NA	NA	NA	NA
1797	0.878	NA	NA	0.152	0.74	0.974	NA	NA	NA	NA	NA	NA	NA	NA	1.365	NA	NA	NA	NA	NA
1798	0.72	NA	NA	0.205	0.471	0.444	NA	NA	NA	NA	NA	NA	NA	NA	0.953	NA	NA	NA	NA	NA
1799	0.529	NA	NA	0.178	0.388	0.487	NA	NA	NA	NA	NA	NA	NA	NA	0.815	NA	NA	NA	NA	NA
1800	0.688	NA	NA	0.226	0.286	0.698	NA	NA	NA	NA	NA	NA	NA	NA	0.582	NA	NA	NA	NA	NA
1801	0.667	NA	NA	0.247	0.325	0.339	NA	NA	NA	NA	NA	NA	NA	NA	0.624	NA	NA	NA	NA	NA
1802	0.793	NA	NA	0.176	0.563	0.487	NA	NA	NA	0.401	NA	NA	NA	NA	0.794	NA	NA	NA	NA	NA
1803	0.868	NA	NA	0.282	0.555	0.656	NA	NA	NA	0.323	NA	NA	NA	NA	0.783	NA	NA	NA	NA	NA
1804	0.836	NA	NA	0.849	0.333	0.487	NA	NA	NA	0.515	NA	NA	NA	0.694	0.699	NA	NA	NA	NA	NA
1805	0.942	NA	NA	0.356	0.361	0.699	NA	NA	NA	0.271	NA	NA	NA	0.55	0.804	NA	NA	NA	NA	NA
1806	0.847	NA	NA	0.518	0.301	0.635	NA	NA	NA	0.428	NA	NA	NA	0.449	0.656	NA	NA	NA	NA	NA
1807	0.879	NA	NA	0.285	0.409	0.529	NA	NA	NA	0.354	NA	NA	NA	0.594	0.72	NA	NA	NA	NA	NA
1808	0.794	NA	NA	0.265	0.404	0.402	NA	NA	NA	0.381	NA	NA	NA	0.445	0.699	NA	NA	NA	NA	NA
1809	0.942	NA	NA	0.339	0.409	0.974	NA	NA	NA	0.361	NA	NA	NA	0.749	0.995	NA	NA	NA	NA	NA
1810	0.953	NA	NA	0.424	0.599	1.207	NA	NA	NA	0.496	NA	NA	NA	1.373	0.888	NA	NA	NA	NA	NA
1811	1.207	NA	NA	0.804	0.72	0.931	NA	NA	NA	0.471	NA	NA	NA	1.269	1.46	NA	NA	NA	NA	NA
1812	1.334	NA	NA	0.529	0.466	0.762	NA	NA	0.637	0.369	NA	NA	NA	0.92	0.804	NA	NA	NA	NA	NA
1813	1.344	NA	NA	0.794	0.381	0.699	NA	NA	0.424	0.283	NA	NA	NA	1.175	1.112	NA	NA	NA	NA	NA
1814	1.566	NA	NA	1.99	0.381	0.719	NA	NA	0.57	0.393	NA	1.619	NA	1.132	1.64	NA	NA	NA	NA	NA
1815	1.747	NA	NA	1.44	0.402	0.572	NA	NA	0.491	0.417	NA	1.738	NA	0.932	1.599	NA	NA	NA	NA	NA
1816	1.577	NA	NA	1.143	0.305	0.783	NA	NA	0.57	0.487	NA	0.992	NA	0.687	1.386	NA	NA	NA	NA	NA
1817	1.439	NA	NA	1.704	0.5	0.698	NA	NA	0.62	0.385	NA	1.618	NA	0.878	1.206	NA	NA	NA	NA	NA
1818	1.238	NA	NA	1.587	0.444	0.677	NA	NA	0.474	0.381	NA	0.804	NA	0.892	1.058	1.016	NA	NA	NA	NA
1819	1.217	NA	NA	1.302	0.344	0.741	NA	NA	0.542	0.468	NA	1.354	NA	0.876	1.069	0.857	NA	NA	NA	NA
1820	1.344	NA	NA	1.492	0.291	0.656	NA	NA	0.56	0.44	NA	0.953	NA	0.572	1.174	0.942	NA	NA	NA	NA
1821	1.301	NA	NA	1.651	0.402	0.804	NA	NA	0.639	0.55	NA	1.164	NA	0.698	1.059	1.042	NA	NA	NA	NA
1822	1.535	NA	NA	2.773	0.296	0.741	NA	NA	0.675	0.527	NA	1.482	NA	0.962	1.344	0.926	NA	NA	NA	NA
1823	1.44	NA	NA	2.149	0.433	0.889	NA	NA	0.544	0.552	NA	1.154	NA	0.973	1.323	0.986	NA	NA	NA	NA
1824	1.789	1.532	NA	2.318	0.526	0.762	NA	NA	0.678	0.651	NA	1.28	NA	1.208	1.694	2.072	NA	NA	NA	NA
1825	1.683	1.22	NA	2.614	0.48	0.592	NA	NA	0.511	0.523	NA	1.396	NA	1.396	1.333	1.291	NA	NA	NA	1.213
1826	2.508	1.22	NA	3.196	0.684	0.72	NA	NA	1.189	0.898	NA	1.397	NA	1.461	1.81	1.545	NA	NA	NA	1.517
1827	2.783	1.151	NA	2.476	0.646	0.974	NA	NA	0.889	0.817	NA	1.185	NA	1.409	1.809	1.461	NA	NA	NA	1.651
1828	2.085	1.407	NA	2.053	0.628	0.974	NA	NA	0.616	0.59	NA	1.313	NA	1.448	1.609	1.343	NA	NA	NA	1.904
1829	1.683	1.465	NA	1.863	0.561	0.762	NA	NA	0.413	0.387	NA	0.529	NA	1.048	1.228	1.165	NA	NA	NA	3.006
1830	2.359	1.317	NA	2.117	0.91	1.016	NA	NA	0.448	0.389	NA	0.668	NA	1.364	1.481	1.196	NA	NA	NA	2.139
1831	2.34	1.167	NA	2.053	0.546	0.635	NA	NA	0.343	0.361	NA	0.39	NA	0.921	1.058	0.91	NA	NA	NA	2.141
1832	2.719	1.312	NA	2.085	0.788	0.805	NA	NA	0.428	0.355	NA	0.529	NA	1.715	1.197	0.91	NA	NA	NA	2.051
1833	3.006	1.56	NA	1.927	0.496	0.614	NA	NA	0.397	0.424	NA	0.583	NA	1.936	0.867	0.688	NA	NA	NA	1.851
1834	2.626	1.501	1.408	2.138	0.544	0.677	NA	NA	0.332	0.323	NA	0.646	NA	1.26	0.72	0.582	NA	NA	NA	1.894
1835	2.804	1.871	1.992	2.085	0.476	0.699	NA	NA	0.656	0.419	NA	0.359	NA	0.91	0.699	0.55	NA	NA	NA	1.376
1836	1.682	2.117	2.373	1.82	0.497	0.656	NA	NA	0.489	0.529	NA	0.551	NA	1.069	0.879	0.773	NA	NA	NA	1.176
