# Duvick - Lower Rock Creek - PIEC - ITRDB MO006
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3170
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3170.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mo006-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mo006-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mo006.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mo006.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Duvick - Lower Rock Creek - PIEC - ITRDB MO006
#--------------------
# Investigators
#   Investigators: Duvick, D.N.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lower Rock Creek
#   Location: Missouri
#   Northernmost_Latitude: 37.5
#   Southernmost_Latitude: 37.5
#   Easternmost_Longitude: -90.5
#   Westernmost_Longitude: -90.5
#   Elevation_m: 300
#--------------------
# Data_Collection
#   Collection_Name: MO006
#   First_Year: 1766
#   Last_Year: 1981
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus echinata Mill.
#   Common_Name: shortleaf pine
#   Tree_Species_Code: PIEC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## K3N01Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N01Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N01Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N01Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N02Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N02Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N02Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N02Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N03Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N03Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N03Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N03Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N04Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N04Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N04Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N04Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N05Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N05Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N05Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N05Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N06Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N06Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N06Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N06Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N07Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N07Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N07Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N07Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N08Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N08Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N08Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N08Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N09Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N09Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N09Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N09Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N10Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N10Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N10Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N10Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N11Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N11Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N11Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N11Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N12Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N12Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N12Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N12Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N13Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N13Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N13Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N13Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N14Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N14Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N14Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N14Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N15Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N15Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K3N15Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K3N15Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	K3N01Y_raw	K3N01Z_raw	K3N02Y_raw	K3N02Z_raw	K3N03Y_raw	K3N03Z_raw	K3N04Y_raw	K3N04Z_raw	K3N05Y_raw	K3N05Z_raw	K3N06Y_raw	K3N06Z_raw	K3N07Y_raw	K3N07Z_raw	K3N08Y_raw	K3N08Z_raw	K3N09Y_raw	K3N09Z_raw	K3N10Y_raw	K3N10Z_raw	K3N11Y_raw	K3N11Z_raw	K3N12Y_raw	K3N12Z_raw	K3N13Y_raw	K3N13Z_raw	K3N14Y_raw	K3N14Z_raw	K3N15Y_raw	K3N15Z_raw
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
1779	NA	NA	NA	NA	NA	2.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA
1780	NA	NA	NA	NA	2.2	2.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA
1781	NA	NA	NA	NA	2.15	2.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA
1782	NA	NA	NA	1.52	1.8	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	NA	NA
1783	NA	NA	NA	1.25	2.22	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	NA
1784	NA	NA	NA	1.95	1.01	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA
1785	NA	NA	NA	2.01	1.09	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	NA	NA
1786	NA	NA	NA	1.16	0.83	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA
1787	NA	NA	NA	0.94	1.33	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA
1788	NA	NA	NA	1.05	1.29	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA
1789	NA	NA	NA	1.29	0.65	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA
1790	NA	NA	NA	0.7	1.47	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA
1791	NA	NA	NA	0.64	1.26	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA
1792	NA	NA	NA	1.08	1.03	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA
1793	NA	NA	NA	0.72	1.02	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA
1794	NA	NA	NA	1.14	1.24	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA
1795	NA	NA	NA	0.65	0.87	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA
1796	NA	NA	NA	0.72	0.87	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA
1797	NA	NA	NA	0.36	0.5	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA
1798	NA	NA	NA	0.76	0.4	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA
1799	NA	NA	NA	0.62	0.54	0.41	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.35	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA
1800	NA	NA	NA	1.08	1.15	0.71	NA	NA	NA	NA	NA	NA	NA	NA	0.73	0.46	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1801	NA	NA	NA	1.26	1.35	0.79	NA	NA	NA	NA	NA	NA	NA	NA	0.97	0.91	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA
1802	NA	NA	NA	0.73	0.66	0.52	NA	NA	NA	NA	NA	NA	NA	NA	0.79	0.51	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA
1803	NA	NA	NA	0.12	0.14	0	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.41	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1804	NA	NA	NA	0.12	0.23	0.29	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.15	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	NA	NA
1805	NA	NA	NA	0.66	0.44	0.34	NA	NA	NA	NA	NA	NA	NA	NA	0.61	0.37	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA
1806	NA	NA	NA	0.38	0.79	0.34	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.46	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA
1807	NA	NA	NA	0.4	0.44	0.33	NA	NA	NA	NA	NA	NA	NA	NA	0.65	0.41	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA
1808	NA	NA	NA	0.33	0.63	0.3	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.32	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1809	NA	NA	NA	0.47	0.47	0.36	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.32	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA
1810	NA	NA	NA	0.64	0.5	0.38	NA	NA	NA	NA	NA	NA	NA	NA	1.07	0.62	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA
1811	NA	NA	NA	0.74	0.41	0.41	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.34	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA
1812	NA	NA	NA	0.59	0.7	0.29	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.29	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA
