# Larson - Oxbow - QUSP - ITRDB MI030
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33698
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33698.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi030-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mi030-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi030.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mi030.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-01
#--------------------
# Title
#   Study_Name: Larson - Oxbow - QUSP - ITRDB MI030
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Rawling, J.E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2021-08-05.
#--------------------
# Publication
#   Authors: Evan R. Larson, J. Elmo Rawling III
#   Journal_Name: Journal of Great Lakes Research
#   Published_Title: Developing new sources of proxy climate data from historical structures in the Lake Michigan-Huron Basin
#   Published_Date_or_Year: 2016
#   Volume: 42
#   Pages: 328-335
#   Issue: 2
#   Report_Number: 
#   DOI: 10.1016/j.jglr.2015.12.010
#   Full_Citation: None
#   Abstract: The need to understand lake level variability in the Great Lakes is underscored by record low stands in 2012 followed by a quick shift back to the historic averages by 2014 in the Michigan-Huron basins. These rapid changes have important implications for near-shore ecology, sedimentology, water management, tourism, and industrial commerce throughout the Great Lakes region. Attempts to reconstruct climatic controls of lake level variability from tree rings have either been based on spatially and temporally limited tree-ring data sets or tree--ring records from sites in the Pacific Northwest teleconnected to Great Lakes climate. The necessary local tree-ring chronologies to develop more robust reconstructions of climate and its relation to Great Lakes levels simply do not exist. A particularly evident gap in available data exists in Lower Michigan, where logging in the 1800s removed most old growth forests. Here we report the development of three new tree-ring chronologies derived from a pier near the mouth of the Kalamazoo River that was constructed ca. 1871. The new chronologies include multi-century Pinus resinosa (1673-1878), Quercus spp. (1628-1847), and Tsuga canadensis (1643-1864) tree-ring data that exhibit patterns of correlation among reference chronologies of the same species indicative of origins within the Great Lakes Region, and possibly Lower Michigan. Our results illustrate the excellent potential to develop a more complete network of sites with tree-ring data throughout the Michigan-Huron Basin by utilizing wood incorporated into historical structures.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Oxbow
#   Location: Michigan
#   Northernmost_Latitude: 42.675565
#   Southernmost_Latitude: 42.675565
#   Easternmost_Longitude: -86.211856
#   Westernmost_Longitude: -86.211856
#   Elevation_m: 177
#--------------------
# Data_Collection
#   Collection_Name: MI030
#   First_Year: 1628
#   Last_Year: 1847
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OXB005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB037_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB037; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB038_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB038; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB039_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB039; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB043_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB043; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB044_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB044; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB045_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB045; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB046_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB046; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB050A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB050A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OXB005_raw	OXB006_raw	OXB013_raw	OXB014_raw	OXB031_raw	OXB032_raw	OXB037_raw	OXB038_raw	OXB039_raw	OXB040_raw	OXB041_raw	OXB042_raw	OXB043_raw	OXB044_raw	OXB045_raw	OXB046_raw	OXB050A_raw
1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.058
1629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.948
1630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.035
1631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.072
1632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.927
1633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.863
1634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.936
1635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.815
1636	NA	NA	NA	NA	NA	0.943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.883
1637	NA	NA	NA	NA	NA	1.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.084
1638	NA	NA	NA	1.056	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.979
1639	NA	NA	NA	0.43	NA	0.884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.728
1640	NA	NA	NA	0.417	NA	0.746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76
1641	NA	NA	NA	1.07	NA	1.674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.124
1642	NA	NA	NA	1.015	NA	1.382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.318
1643	NA	NA	NA	0.592	NA	1.061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.199
1644	NA	NA	NA	0.853	NA	0.918	2.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.165
1645	NA	NA	NA	1.415	NA	1.549	1.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.044
1646	NA	NA	NA	0.912	NA	0.804	1.031	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.952
1647	NA	NA	0.785	1.794	NA	0.869	1.958	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.901
1648	NA	NA	0.818	1.099	NA	0.808	1.281	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.858
1649	NA	NA	1.441	1.249	NA	0.639	1.256	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.791
1650	NA	NA	1.059	0.988	NA	0.743	1.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.506
1651	NA	NA	1.16	1.195	NA	0.903	1.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.713
1652	1.277	NA	0.76	1.445	NA	0.927	1.342	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527
1653	3.066	NA	0.989	1.128	NA	1.215	1.693	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799
1654	1.906	NA	1.277	1.018	NA	0.965	1.557	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.932
1655	1.677	NA	1.322	1.007	NA	0.603	0.944	NA	NA	NA	NA	NA	0.837	0.643	NA	NA	0.905
1656	1.017	NA	0.946	0.74	NA	1.073	1.052	NA	NA	NA	NA	NA	1.784	0.803	0.826	NA	0.952
1657	2.299	NA	1.132	0.909	NA	1.021	0.976	NA	NA	NA	NA	NA	1.387	0.924	0.994	NA	0.892
1658	1.01	NA	1.204	0.806	NA	0.778	1.297	NA	NA	NA	NA	NA	0.895	1.143	1.016	NA	0.805
1659	1.293	NA	1.296	1.078	NA	0.98	1.402	NA	NA	NA	NA	NA	0.656	1.085	1.076	NA	0.951
1660	1.197	NA	0.817	1.203	NA	0.981	1.411	NA	NA	NA	NA	NA	0.541	1.003	0.781	NA	0.72
1661	1.374	NA	0.931	0.925	NA	1.254	1.174	NA	NA	NA	NA	NA	0.51	1.009	0.844	NA	0.827
1662	0.942	NA	0.985	0.872	NA	0.979	1.244	NA	NA	NA	NA	NA	0.452	0.967	0.984	NA	0.783
1663	0.885	NA	1.227	0.874	NA	1.234	1.414	NA	NA	NA	NA	NA	0.452	0.739	0.653	NA	1.165
1664	0.851	NA	1.027	0.721	NA	1.105	1.008	NA	NA	NA	NA	NA	0.264	0.767	0.458	NA	1.019
1665	0.695	NA	1.074	0.834	NA	0.958	0.919	NA	NA	NA	NA	NA	0.558	0.436	0.357	NA	0.997
1666	0.739	NA	0.871	0.696	NA	0.938	1.067	NA	NA	NA	NA	NA	0.437	0.674	0.503	NA	0.911
1667	1.184	NA	0.853	0.885	NA	1.161	1.231	NA	NA	NA	NA	NA	0.591	0.871	0.798	NA	0.867
1668	1.193	NA	1.08	1.04	NA	1.542	1.266	NA	NA	NA	NA	NA	0.614	0.86	0.839	NA	1.116
1669	1.28	NA	1.189	0.987	NA	1.16	1.579	NA	NA	NA	NA	NA	0.627	0.717	0.935	NA	1.012
1670	0.746	NA	0.963	0.729	NA	0.966	1.042	NA	NA	NA	NA	NA	0.633	0.526	0.998	NA	0.865
1671	1.086	NA	0.911	0.727	NA	0.769	0.98	NA	NA	NA	NA	NA	0.741	0.598	1.243	NA	0.823
1672	1.042	NA	1.058	0.75	NA	0.743	1.112	NA	NA	NA	NA	NA	0.596	0.809	0.961	NA	0.737
1673	1.293	NA	1.123	0.913	NA	1.265	1.18	NA	NA	NA	NA	NA	0.931	0.876	1.001	NA	1.166
1674	0.86	NA	0.96	0.673	NA	1.251	0.906	NA	NA	NA	NA	NA	0.645	0.658	0.522	NA	1.056
1675	0.962	NA	1.179	0.739	NA	0.937	1.188	NA	NA	NA	NA	NA	0.951	0.588	0.905	NA	1.035
1676	1.057	NA	1.23	0.983	NA	1.229	1.233	NA	NA	NA	NA	NA	0.793	0.657	0.714	NA	1.377
1677	1.277	NA	1.11	1.32	NA	1.221	1.002	NA	NA	NA	NA	NA	0.985	0.776	0.947	NA	1.124
1678	1.088	NA	1.194	1.392	NA	1.396	1.294	NA	NA	NA	NA	NA	0.833	0.761	0.821	NA	1.206
1679	0.476	NA	0.854	1.12	NA	0.893	0.892	NA	NA	NA	NA	NA	0.811	0.733	0.775	NA	0.936
1680	0.579	NA	0.585	0.824	NA	0.864	1.244	NA	NA	NA	NA	NA	0.753	1.165	0.675	NA	0.931
1681	1.027	NA	0.944	0.834	NA	0.752	0.836	NA	NA	NA	NA	NA	0.921	1.911	0.59	NA	0.993
1682	1.003	NA	0.681	0.791	NA	0.805	0.855	NA	NA	NA	NA	NA	1.02	1.448	0.548	1.184	0.612
1683	1.365	NA	1.062	1.234	NA	1.289	1.233	1.132	NA	NA	NA	NA	1.409	1.8	0.676	1.115	1.227
1684	0.948	NA	1.502	0.616	NA	0.822	1.09	1.261	NA	NA	NA	NA	0.854	1.281	0.464	0.982	0.995
1685	0.524	NA	1.214	0.368	NA	0.679	0.959	0.922	NA	NA	NA	NA	0.957	1.408	0.358	1.17	0.636
1686	0.566	NA	0.912	0.858	NA	0.923	0.983	0.894	NA	NA	NA	NA	1.343	1.307	0.57	1.453	0.72
1687	0.549	NA	0.833	0.682	NA	0.641	0.871	1.177	NA	NA	NA	NA	0.822	1.391	0.671	1.266	0.529
1688	0.713	NA	0.615	0.741	NA	0.816	0.914	0.556	NA	NA	NA	NA	1.069	1.292	0.624	1.242	0.614
1689	0.524	NA	0.49	0.557	1.341	0.647	0.76	0.762	NA	0.77	NA	NA	0.804	1.141	0.503	0.972	0.836
1690	0.504	1.297	0.719	0.869	1.415	0.909	0.959	0.751	NA	0.43	NA	NA	0.907	1.479	0.603	1.354	0.655
