# Ackerman - Kuparuk Riparian - SAPC - ITRDB AK151
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22053
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22053.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak151-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak151-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak151.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak151.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-04-04
#--------------------
# File_Last_Modified_Date
#   Date: 2017-04-04
#--------------------
# Title
#   Study_Name: Ackerman - Kuparuk Riparian - SAPC - ITRDB AK151
#--------------------
# Investigators
#   Investigators: Ackerman, D.; Griffin, D.(https://orcid.org/0000-0002-1547-3615); Hobbie, S.E.; Finlay, J.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: Each sample represents mean of 4 radii measured throughout the stem of the individual.  NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Daniel Ackerman, Daniel Griffin, Sarah E. Hobbie and Jacques C. Finlay
#   Journal_Name: Global Change Biology
#   Published_Title: Arctic shrub growth trajectories differ across soil moisture levels
#   Published_Date_or_Year: 2017
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/gcb.13677
#   Full_Citation: None
#   Abstract: The circumpolar expansion of woody deciduous shrubs in arctic tundra alters key ecosystem properties including carbon balance and hydrology. However, landscape-scale patterns and drivers of shrub expansion remain poorly understood, inhibiting accurate incorporation of shrub effects into climate models. Here, we use dendroecology to elucidate the role of soil moisture in modifying the relationship between climate and growth for a dominant deciduous shrub, Salix pulchra, on the North Slope of Alaska, USA. We improve upon previous modeling approaches by using ecological theory to guide model selection for the relationship between climate and shrub growth. Finally, we present novel dendroecology-based estimates of shrub biomass change under a future climate regime, made possible by recently developed shrub allometry models. We find that S. pulchra growth has responded positively to mean June temperature over the past 2.5 decades at both a dry upland tundra site and an adjacent mesic riparian site. For the upland site, including a negative second-order term in the climate-growth model significantly improved explanatory power, matching theoretical predictions of diminishing growth returns to increasing temperature. A first-order linear model fit best at the riparian site, indicating consistent growth increases in response to sustained warming, possibly due to lack of temperature-induced moisture limitation in mesic habitats. These contrasting results indicate that S. pulchra in mesic habitats may respond positively to a wider range of temperature increase than S. pulchra in dry habitats. Lastly, we estimate that a 2C increase in current mean June temperature will yield a 19% increase in aboveground S. pulchra biomass at the upland site and a 36% increase at the riparian site. Our method of biomass estimation provides an important link toward incorporating dendroecology data into coupled vegetation and climate models.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 455541, 1048361, 00039202
#--------------------
# Site_Information
#   Site_Name: Kuparuk Riparian
#   Location: Alaska
#   Northernmost_Latitude: 68.662
#   Southernmost_Latitude: 68.662
#   Easternmost_Longitude: -149.43
#   Westernmost_Longitude: -149.43
#   Elevation_m: 717
#--------------------
# Data_Collection
#   Collection_Name: AK151
#   First_Year: 1972
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Salix pulchra Cham.
#   Common_Name: Tealeaf Willow
#   Tree_Species_Code: SAPC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## kri01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## kri25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: kri25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	kri01_raw	kri02_raw	kri03_raw	kri04_raw	kri05_raw	kri06_raw	kri07_raw	kri08_raw	kri09_raw	kri10_raw	kri11_raw	kri12_raw	kri13_raw	kri14_raw	kri15_raw	kri16_raw	kri17_raw	kri18_raw	kri19_raw	kri20_raw	kri21_raw	kri22_raw	kri23_raw	kri24_raw	kri25_raw
1972	NA	NA	NA	NA	NA	0.14	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	0.59	NA	NA	NA	NA
1973	NA	NA	NA	NA	NA	0.16	NA	0.21	NA	NA	NA	NA	NA	0.45	0.79	NA	0.18	NA	NA	NA	0.46	NA	NA	NA	NA
1974	NA	NA	NA	NA	NA	0.23	NA	0.56	NA	NA	NA	NA	NA	0.46	0.37	NA	0.23	NA	NA	0.5	0.44	NA	NA	NA	NA
1975	NA	NA	NA	NA	NA	0.1	NA	0.76	NA	NA	NA	NA	NA	0.35	0.74	NA	0.34	0.92	NA	0.55	0.6	NA	NA	NA	NA
1976	NA	NA	NA	NA	NA	0.17	NA	0.55	NA	NA	NA	NA	0.28	0.29	0.34	NA	0.24	0.34	NA	0.5	0.4	NA	NA	NA	NA
1977	NA	NA	NA	NA	NA	0.27	NA	0.37	NA	NA	NA	NA	0.2	0.14	0.41	NA	0.16	0.29	NA	0.3	0.19	NA	NA	NA	NA
1978	NA	NA	NA	NA	NA	0.3	NA	0.42	NA	NA	NA	NA	0.4	0.2	0.18	NA	0.2	0.41	NA	0.37	0.24	NA	NA	NA	NA
1979	NA	NA	NA	NA	NA	0.29	NA	0.62	NA	0.6	NA	NA	0.57	0.2	0.53	NA	0.18	0.52	NA	0.69	0.2	NA	NA	NA	NA
1980	NA	NA	NA	NA	NA	0.31	NA	0.57	NA	0.51	NA	NA	0.38	0.3	0.61	NA	0.24	0.6	NA	0.91	0.46	NA	NA	NA	NA
1981	NA	NA	NA	NA	NA	0.14	0.22	0.25	NA	0.27	NA	NA	0.29	0.16	0.29	NA	0.1	0.22	NA	0.3	0.51	NA	NA	NA	NA
1982	NA	NA	NA	NA	NA	0.63	0.5	0.62	NA	0.23	NA	NA	0.61	0.36	0.63	NA	0.28	0.38	NA	1.02	0.79	NA	NA	NA	NA
1983	NA	NA	NA	NA	NA	0.31	0.74	0.37	NA	0.28	NA	NA	0.32	0.37	0.25	NA	0.2	0.36	NA	0.34	0.39	NA	NA	NA	NA
1984	NA	NA	NA	NA	NA	0.25	0.45	0.39	NA	0.29	NA	NA	0.13	0.22	0.46	NA	0.07	0.26	0.46	0.23	0.19	NA	NA	NA	NA
1985	NA	NA	NA	NA	NA	0.3	0.22	0.16	NA	0.12	NA	NA	0.06	0.07	0.23	0.23	0.03	0.1	0.31	0.12	0.22	NA	NA	NA	NA
1986	NA	NA	NA	NA	NA	0.29	0.49	0.36	NA	0.21	NA	NA	0.16	0.23	0.55	0.39	0.12	0.25	0.38	0.16	0.43	NA	NA	NA	NA
1987	NA	NA	NA	NA	NA	0.32	0.2	0.16	0.47	0.2	NA	NA	0.08	0.13	0.23	0.38	0.07	0.11	0.17	0.15	0.14	NA	NA	NA	NA
1988	NA	NA	NA	NA	NA	0.17	0.21	0.26	0.51	0.25	NA	NA	0.17	0.19	0.31	0.51	0.1	0.17	0.59	0.2	0.22	NA	NA	NA	NA
1989	NA	NA	NA	NA	NA	0.1	0.16	0.25	0.23	0.2	NA	NA	0.26	0.27	0.19	0.46	0.12	0.13	0.38	0.14	0.26	NA	NA	1.21	NA
1990	NA	NA	NA	0.55	NA	0.16	0.27	0.43	0.51	0.31	NA	NA	0.44	0.26	0.65	0.47	0.13	0.31	0.45	0.27	0.38	NA	NA	1.1	0.18
1991	NA	NA	NA	0.31	NA	0.15	0.31	0.29	0.39	0.27	NA	NA	0.22	0.28	0.25	0.32	0.08	0.18	0.33	0.12	0.29	NA	NA	0.91	0.18
1992	NA	NA	NA	0.41	NA	0.14	0.36	0.42	0.8	0.25	NA	NA	0.29	0.31	0.61	0.35	0.1	0.2	0.48	0.1	0.53	NA	NA	0.82	0.31
1993	NA	NA	NA	0.36	NA	0.16	0.31	0.56	0.4	0.16	NA	NA	0.38	0.23	0.65	0.23	0.03	0.22	0.34	0.11	0.69	NA	NA	1.02	0.19
1994	NA	NA	NA	0.49	NA	0.41	0.34	0.55	0.24	0.12	NA	NA	0.26	0.29	0.84	0.22	0.04	0.13	0.32	0.1	0.67	0.62	NA	1.25	0.15
1995	NA	NA	NA	0.4	NA	0.3	0.28	0.5	0.39	0.27	NA	NA	0.19	0.19	0.78	0.15	0.08	0.1	0.18	0.1	0.38	0.53	NA	1.55	0.08
1996	NA	NA	NA	0.71	NA	0.28	0.45	0.76	0.41	0.49	NA	NA	0.68	0.2	0.63	0.24	0.1	0.15	0.46	0.27	0.71	0.66	NA	2.28	0.28
1997	NA	NA	0.43	0.39	NA	0.17	0.38	0.69	0.29	0.23	NA	NA	0.6	0.29	0.9	0.14	0.09	0.09	0.29	0.03	0.53	0.56	NA	1.86	0.27
1998	NA	NA	0.7	0.65	NA	0.3	0.34	0.63	0.44	0.17	NA	NA	0.77	0.35	1.26	0.23	0.15	0.17	0.41	0.34	0.74	1.06	NA	1.62	0.4
1999	NA	NA	0.25	0.78	NA	0.26	0.71	0.42	0.6	0.35	NA	0.96	0.67	0.34	0.83	0.24	0.15	0.19	0.39	0.29	0.8	0.56	NA	1.69	0.33
2000	NA	NA	0.55	0.68	0.47	0.31	0.56	0.66	0.14	0.34	NA	0.66	0.49	0.2	0.55	0.13	0.23	0.19	0.29	0.18	0.57	0.74	NA	1.3	0.34
2001	NA	NA	0.19	0.26	0.19	0.17	0.36	0.65	0.31	0.29	0.53	0.29	0.62	0.14	0.14	0.12	0.14	0.21	0.23	0.06	0.24	0.55	NA	0.93	0.23
2002	NA	NA	0.14	0.06	0.11	0.21	0.13	0.15	0.01	0.11	0.66	0.1	0.14	0.07	0.15	0.11	0.03	0.11	0.11	0.06	0.09	0.35	NA	0.17	0.12
2003	NA	NA	0.34	0.25	0.5	0.1	0.52	0.28	0.32	0.18	0.8	0.35	0.65	0.07	0.27	0.08	0.25	0.16	0.39	0.07	0.27	0.5	NA	0.5	0.61
2004	NA	NA	0.43	0.1	0.37	0.49	0.82	0.74	0.54	0.33	0.64	0.35	1.22	0.19	0.47	0.1	0.32	0.21	0.44	0.13	0.62	0.38	NA	0.61	0.79
2005	0.66	0.81	0.12	0.22	0.25	0.16	0.4	0.28	0.2	0.17	0.39	0.34	0.51	0.08	0.18	0.12	0.14	0.12	0.19	0.08	0.37	0.2	0.57	0.31	0.35
2006	0.72	0.84	0.24	0.27	0.25	0.44	0.38	0.39	0.23	0.19	0.21	0.32	0.46	0.13	0.2	0.11	0.18	0.18	0.23	0.12	0.46	0.16	0.76	0.36	0.32
2007	0.59	0.75	0.44	0.56	0.3	0.68	0.61	0.49	0.11	0.29	0.32	0.27	0.73	0.09	0.11	0.18	0.17	0.21	0.4	0.14	0.32	0.21	1.05	0.19	0.34
2008	0.74	0.54	0.21	0.62	0.19	0.5	0.53	0.29	0.39	0.24	0.25	0.52	0.64	0.24	0.24	0.06	0.1	0.18	0.23	0.22	0.3	0.19	0.87	0.18	0.27
2009	0.69	0.52	0.13	0.54	0.28	0.28	0.12	0.16	0.37	0.22	0.16	0.05	0.34	0.14	0.13	0.04	0.03	0.12	0.2	0.19	0.2	0.14	0.42	0.36	0.13
2010	0.74	0.56	0.35	0.69	0.44	0.28	0.37	0.25	0.47	0.18	0.29	0.47	0.49	0.1	0.15	0.08	0.15	0.16	0.4	0.05	0.33	0.27	0.73	0.31	0.23
2011	0.32	0.55	0.23	0.4	0.34	0.24	0.9	0.61	0.9	0.53	0.58	0.38	0.41	0.2	0.12	0.08	0.14	0.19	0.32	0.38	0.29	0.19	0.66	0.54	0.19
2012	0.68	0.59	0.55	0.64	0.5	0.48	1	0.76	1.27	0.6	1.04	0.36	0.65	0.26	0.11	0.12	0.18	0.3	0.43	0.32	0.24	0.45	0.66	0.58	0.59
2013	0.96	0.34	0.37	0.33	0.61	0.6	0.67	0.36	1.8	0.04	0.67	0.6	0.82	0.35	0.14	0.12	0.26	0.27	0.28	0.01	0.4	0.49	0.56	0.41	0.63
2014	1.18	0.21	0.28	0.25	0.3	0.23	0.48	0.34	1.35	0.04	0.14	0.3	0.31	0.07	0.03	0.11	0.14	0.33	0.13	NA	0.28	0.27	0.17	0.19	0.16
2015	0.24	0.06	0.25	0.29	0.58	NA	NA	0.06	0.61	NA	NA	0.55	0.28	0.1	NA	0.07	0.1	0.3	0.14	NA	NA	0.24	0.15	0.07	0.38
