# Wertz - Pembina Golf Course - QUMA - ITRDB ND007
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16767
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16767.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nd007-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nd007-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nd007.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nd007.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-01
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-01
#--------------------
# Title
#   Study_Name: Wertz - Pembina Golf Course - QUMA - ITRDB ND007
#--------------------
# Investigators
#   Investigators: Wertz, E.; St. George, S.; Zeleznik, J.; Smoter, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Erika L. Wertz, Scott St. George and Joseph D. Zeleznik
#   Journal_Name: Water Resources Research
#   Published_Title: Vessel anomalies in Quercus macrocarpa tree rings associated with recent floods along the Red River of the North, United States
#   Published_Date_or_Year: 2013
#   Volume: 49
#   Pages: 630-634
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1029/2012WR012900
#   Full_Citation: None
#   Abstract: Estimates of future flood risks are based on the observations of past floods, but instrumental records of basin hydrology are often too short to assess potential changes in the frequency or magnitude of extreme floods over time. In this study, we show that bur oak (Quercus macrocarpa Michx.) growing along the Red River of the North in North Dakota and Minnesota preserve evidence of past floods within their annual growth rings. Rings formed during major floods often displayed (i) marked reductions in the size of their earlywood vessels or (ii) a more diffuse distribution of vessels throughout the increment. Because of the correspondence between major floods and widespread anatomical anomalies within riparian oaks, we suggest that these features can be described as "flood rings." The frequency of flood-ring formation varied substantially along the river, which implies that this evidence can only provide an accurate estimate of flood history when it is obtained from many trees sampled across a dense network of sites. The rate of flood-ring formation is primarily influenced by flood magnitude but is also controlled by the timing and duration of inundation relative to the period of cambial growth. Although flood-affected oaks are imperfect recorders of past floods, this approach offers significant potential as a means to estimate the preinstrumental flood history of the Red River within the United States.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Pembina Golf Course
#   Location: North Dakota
#   Northernmost_Latitude: 48.9648
#   Southernmost_Latitude: 48.9648
#   Easternmost_Longitude: -97.2386
#   Westernmost_Longitude: -97.2386
#   Elevation_m: 236
#--------------------
# Data_Collection
#   Collection_Name: ND007
#   First_Year: 1856
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## P-PGC01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## P-PGC20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: P-PGC20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	P-PGC01_raw	P-PGC02_raw	P-PGC03_raw	P-PGC04_raw	P-PGC05_raw	P-PGC06_raw	P-PGC07_raw	P-PGC08_raw	P-PGC09_raw	P-PGC10_raw	P-PGC11_raw	P-PGC12_raw	P-PGC13_raw	P-PGC14_raw	P-PGC15_raw	P-PGC16_raw	P-PGC17_raw	P-PGC18_raw	P-PGC19_raw	P-PGC20_raw
1856	NA	NA	NA	NA	NA	NA	NA	1.228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	1.766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	1.809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	2.128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	2.671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	3.294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	1.87	3.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	1.478	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	1.526	1.861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	1.702	1.967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	2.012	1.678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	1.844	2.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	1.279	1.233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	0.961	0.695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	1.532	1.802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	1.449	2.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	1.877	2.101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	1.539	1.763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	1.323	1.316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	1.752	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	2.301	1.789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	1.985	1.796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	2.115	1.656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	1.95	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	5.522	2.221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	6.062	2.383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	1.805	NA	3.334	2.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	1.118	NA	2.226	1.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	1.364	NA	2.04	2.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	2.23	NA	3.729	2.342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	1.244	NA	2.785	1.736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	2.681	1.641	NA	3.389	2.048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	2.83	1.878	NA	4.734	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	1.634	1.09	NA	3.263	1.491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	3.225	1.911	NA	2.882	2.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	2.795	1.492	NA	2.689	2.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	3.718	2.354	NA	2.865	3.289	NA	NA	NA	NA	0.694	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	3.656	2.503	NA	3.16	3.677	NA	NA	NA	NA	0.454	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	2.696	2.434	NA	2.734	2.13	NA	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	2.3	2.148	NA	3.602	1.646	NA	NA	NA	NA	0.993	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	3.055	2.659	NA	3.014	2.35	NA	NA	NA	NA	2.484	NA	NA	1.776	NA	NA	NA	NA
1897	NA	NA	NA	2.2	1.967	NA	2.057	1.507	NA	NA	NA	NA	1.13	NA	NA	1.43	NA	NA	NA	NA
1898	NA	NA	NA	2.714	2.649	NA	2.108	2.074	NA	NA	NA	NA	2.273	NA	NA	1.719	NA	NA	NA	NA
1899	NA	NA	NA	3.116	2.967	NA	1.889	1.728	NA	NA	NA	NA	1.945	NA	NA	2.312	NA	NA	NA	NA
1900	NA	NA	NA	2.466	1.822	NA	1.348	1.724	NA	NA	NA	NA	1.568	NA	NA	1.775	NA	NA	NA	NA
1901	NA	NA	NA	4.521	3.296	NA	2.777	2.574	NA	NA	NA	NA	2.995	NA	NA	3.384	NA	NA	NA	NA
1902	NA	NA	NA	3.419	3.064	NA	2.394	2.5	NA	NA	NA	NA	3.233	NA	NA	3.757	NA	NA	NA	NA
1903	NA	NA	NA	2.408	2.579	NA	1.736	1.696	2.144	NA	NA	NA	2.482	NA	NA	2.703	NA	NA	NA	3.969
1904	NA	NA	NA	3.101	2.55	NA	2.491	2.198	3.001	NA	NA	NA	2.669	NA	NA	3.642	NA	NA	NA	6.025
1905	NA	NA	NA	2.983	2.982	NA	2.08	2.26	3.509	NA	NA	NA	3.029	NA	NA	2.934	NA	NA	NA	4.509
1906	NA	NA	NA	2.857	2.511	NA	1.802	1.798	2.825	NA	NA	NA	1.953	NA	NA	2.002	NA	NA	NA	4.516
1907	NA	NA	NA	2.554	2.646	NA	1.546	1.468	2	NA	NA	NA	1.699	NA	NA	2.852	NA	NA	NA	4.183
1908	NA	NA	NA	2.616	3.187	NA	1.494	1.463	3.22	NA	NA	NA	1.359	NA	NA	2.625	NA	NA	NA	3.629
1909	NA	NA	NA	3.12	4.647	NA	1.605	2.046	3.239	NA	NA	NA	1.916	NA	NA	3.787	NA	NA	NA	4.721
1910	NA	NA	NA	2.183	3.135	NA	1.197	1.16	1.721	NA	NA	NA	1.11	NA	NA	1.972	NA	NA	NA	3.3
1911	5.087	NA	NA	2.992	3.719	NA	1.303	1.71	2.921	NA	NA	NA	1.898	NA	NA	3.681	NA	NA	NA	4.008
1912	5.125	NA	NA	4.11	4.169	NA	2.029	2.971	3.021	NA	NA	NA	2.473	NA	NA	4.568	NA	NA	4.782	4.513
1913	3.766	NA	NA	3.49	3.98	NA	1.809	2.784	2.965	NA	NA	NA	1.366	NA	NA	3.565	NA	NA	3.973	3.002
1914	3.604	NA	NA	2.47	3.485	NA	1.547	2.477	2.275	NA	NA	NA	1.179	NA	NA	2.861	NA	NA	4.325	2.257
1915	2.835	NA	NA	1.189	1.714	NA	0.875	1.44	1.935	NA	NA	NA	0.813	NA	NA	2.117	NA	NA	3.614	1.701
1916	6.239	NA	NA	2.803	3.285	NA	1.051	2.156	3.01	NA	NA	NA	1.403	NA	NA	3.392	NA	NA	4.702	3.786
