# Larson - Duquette General Store - QURU - ITRDB MN032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33701
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33701.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn032-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mn032-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mn032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mn032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-01
#--------------------
# Title
#   Study_Name: Larson - Duquette General Store - QURU - ITRDB MN032
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Elliott, G.P.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2021-08-05.
#--------------------
# Publication
#   Authors: Grant P. Elliott and Evan R. Larson
#   Journal_Name: Geographical Bulletin
#   Published_Title: Disturbance and Successional Dynamics in an Old-Growth White Pine-Mixed Hardwood Forest in the Great Lakes Region of Minnesota
#   Published_Date_or_Year: 2021
#   Volume: 50
#   Pages: 
#   Issue: 1
#   Report_Number: 
#   DOI:
#   Full_Citation: None
#   Abstract: Concern exists regarding the decline of Eastern white pine (Pinus strobus L.) in the pine-mixed hardwood forests of the Great Lakes region. Using dendroecological techniques, we reconstructed the disturbance history and successional dynamics of an isolated old-growth white pine-mixed hardwood forest in northeastern Minnesota. The oldest trees in the stand were white pine, but a transition to late-successional species began in the mid-1800s prior to extensive anthropogenic influences in the region. This was facilitated by a change in the dominant disturbance type from fire to a combination of wind throw and white-tailed deer browsing. This transition appears to have occurred under natural conditions and will continue to favor both the establishment and continued dominance of late-successional species. This study highlights the importance of studying the natural range of variability of white pine forests in the Great Lakes region of Minnesota.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Duquette General Store
#   Location: Minnesota
#   Northernmost_Latitude: 46.3697
#   Southernmost_Latitude: 46.3697
#   Easternmost_Longitude: -92.5533
#   Westernmost_Longitude: -92.5533
#   Elevation_m: 349
#--------------------
# Data_Collection
#   Collection_Name: MN032
#   First_Year: 1813
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus rubra L.
#   Common_Name: red oak
#   Tree_Species_Code: QURU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DGS901b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS901b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS903A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS903A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS903b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS903b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS904a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS904a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS904b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS904b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS906a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS906a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS906b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS906b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS907a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS907a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS907b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS907b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS908a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS908a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS908b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS908b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS910a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS910a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS910b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS910b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS911a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS911a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS911b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS911b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS144_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS144; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGS201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGS201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DGScab_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DGScab; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DGS901b_raw	DGS903A_raw	DGS903b_raw	DGS904a_raw	DGS904b_raw	DGS906a_raw	DGS906b_raw	DGS907a_raw	DGS907b_raw	DGS908a_raw	DGS908b_raw	DGS910a_raw	DGS910b_raw	DGS911a_raw	DGS911b_raw	DGS141_raw	DGS144_raw	DGS201_raw	DGScab_raw
1813	NA	NA	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	0.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	0.309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	0.263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	0.253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	0.275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	0.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	0.396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	0.404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	0.205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	0.279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	0.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	0.455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	0.453	NA	NA	NA	1.291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	0.546	NA	NA	NA	1.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	0.771	NA	NA	NA	1.299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	0.449	NA	NA	NA	1.464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	0.425	NA	NA	NA	0.609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	0.577	NA	NA	NA	0.936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	0.489	NA	NA	NA	0.831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	0.634	NA	NA	NA	0.805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	0.516	NA	NA	NA	1.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	0.758	NA	NA	NA	0.973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	0.747	NA	NA	NA	0.838	NA	NA	NA	0.724	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	0.922	NA	NA	NA	1.652	NA	NA	NA	1.121	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	0.534	NA	NA	NA	1.002	NA	NA	NA	0.926	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	0.518	NA	NA	NA	0.943	NA	NA	NA	1.035	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	0.555	NA	NA	NA	0.777	NA	NA	NA	0.726	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	0.667	NA	NA	NA	0.641	NA	NA	NA	1.116	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	0.513	NA	NA	NA	0.539	NA	NA	NA	0.974	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	0.533	NA	NA	NA	0.652	NA	NA	NA	1.027	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	0.74	NA	NA	NA	0.764	NA	NA	NA	1.059	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	0.684	NA	NA	NA	0.738	NA	NA	NA	1.327	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	0.746	NA	NA	NA	0.876	NA	NA	NA	1.719	NA	NA	NA	NA	NA	NA	0.794	NA
1851	NA	NA	0.694	NA	NA	NA	1.247	NA	NA	NA	1.847	NA	NA	NA	NA	NA	NA	0.697	NA
1852	NA	NA	0.9	NA	NA	NA	1.221	NA	NA	NA	2.033	NA	NA	0.759	NA	0.438	NA	0.508	1.538
1853	NA	NA	0.67	NA	NA	NA	1.155	NA	NA	NA	1.984	NA	NA	0.799	NA	0.389	NA	0.459	1.577
1854	NA	NA	0.724	NA	NA	NA	0.722	NA	NA	NA	1.847	NA	NA	0.54	NA	0.267	NA	0.996	1.531
1855	NA	NA	0.644	NA	NA	NA	1.021	NA	NA	NA	2.081	NA	NA	0.667	NA	0.339	NA	0.882	1.54
1856	NA	NA	0.641	NA	NA	NA	0.962	NA	NA	NA	2.198	NA	NA	0.442	NA	0.374	NA	1.114	1.533
1857	NA	NA	0.646	NA	NA	NA	0.935	NA	NA	NA	1.809	NA	NA	0.443	NA	0.241	NA	0.612	1.077
1858	NA	NA	0.524	NA	NA	NA	0.721	NA	NA	NA	1.654	NA	NA	0.479	NA	0.255	NA	0.684	1.318
1859	NA	NA	0.737	NA	NA	NA	1.01	NA	NA	NA	2.311	NA	NA	0.566	NA	0.513	NA	0.842	1.573
1860	NA	NA	0.626	NA	NA	NA	1.096	NA	NA	NA	2.198	NA	NA	0.565	NA	0.507	NA	1.501	1.7
1861	NA	NA	0.99	NA	NA	NA	1.303	NA	NA	NA	2.126	NA	NA	0.605	NA	0.156	NA	1.326	1.798
1862	NA	NA	0.549	NA	NA	NA	1.099	NA	NA	NA	1.715	NA	NA	0.427	NA	0.241	NA	1.755	0.952
1863	NA	NA	0.623	NA	NA	NA	1.182	NA	NA	NA	1.77	NA	NA	0.526	NA	0.201	NA	1.49	1.561
1864	NA	NA	0.926	NA	NA	NA	1.2	NA	NA	NA	2.148	NA	NA	0.666	NA	0.209	NA	1.815	1.498
1865	NA	NA	0.83	NA	NA	NA	0.905	NA	NA	NA	1.99	NA	0.64	0.789	NA	0.271	0.875	1.736	1.422
1866	NA	NA	0.942	NA	NA	NA	1.303	NA	NA	NA	2.709	NA	0.594	0.613	NA	0.32	1.27	2.28	1.654
1867	NA	NA	0.807	NA	NA	NA	1.657	NA	NA	NA	3.246	NA	0.56	0.884	NA	0.403	1.741	2.185	2.06
1868	NA	NA	0.483	NA	NA	NA	1.41	NA	NA	NA	2.472	NA	0.875	0.531	NA	0.265	1.594	0.621	1.857
1869	NA	NA	0.612	NA	NA	NA	1.323	NA	NA	NA	2.451	NA	0.841	0.748	NA	0.39	0.759	0.358	2.012
1870	NA	NA	0.605	NA	NA	NA	1.112	NA	NA	NA	2.378	NA	1.046	0.829	NA	0.384	0.982	0.452	2.043
1871	NA	NA	0.817	NA	NA	NA	1.544	NA	NA	NA	2.102	NA	0.962	1.161	NA	0.393	1.427	0.242	2.221
1872	NA	NA	0.694	NA	NA	NA	1.572	NA	NA	NA	2.2	NA	0.752	1.027	0.947	0.395	1.494	0.352	2.003
