# Maxwell - Wesselman Woods - LITU - ITRDB IN028
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30573
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30573.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in028-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in028-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in028.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in028.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Maxwell - Wesselman Woods - LITU - ITRDB IN028
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Streamflow, Eastern Deciduous Forest NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Brandon M. Strange, Justin T. Maxwell, Scott M. Robeson, Grant L. Harley, Matthew D. Therrell, Darren L. Ficklin
#   Journal_Name: Journal of Hydrology
#   Published_Title: Comparing three approaches to reconstructing streamflow using tree rings in the Wabash River basin in the Midwestern, US.
#   Published_Date_or_Year: 2020
#   Volume: 573
#   Pages: 829-840
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.jhydrol.2019.03.057
#   Full_Citation: None
#   Abstract: Tree-ring reconstructions of streamflow can provide long-term perspectives of flow variability that may be useful in management strategies for water resources. Relative to other portions of the United States, there is a dearth of tree-ring based streamflow reconstructions in the Midwest. The Wabash River is an important water resource in Indiana and Illinois where many sectors rely on it. Here, to better understand the historic hydroclimate within the Wabash River Basin, we reconstructed June-September streamflow for a tributary of the Wabash River using three statistical approaches: the traditional basin approach, and the recently-developed climate-footprint, and drought-reconstruction approaches. Our reconstructions explained 53-71% of the variance for the common period (1941-1984). We find that in our three reconstructions, there are extreme droughts and pluvials that exceed those during the instrumental period, including a sustained five-decade low-flow event in the early 19th century. Overall, we find that the traditional basin approach produced the most robust model but had the shortest reconstruction length of the three approaches, as it requires the predictor chronologies to be derived from within the basin. Our results indicate that there are merits and drawbacks to each approach with the general pattern of sacrificing variance explained for reconstruction length.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Wesselman Woods
#   Location: Indiana
#   Northernmost_Latitude: 37.984732
#   Southernmost_Latitude: 37.984732
#   Easternmost_Longitude: -87.512485
#   Westernmost_Longitude: -87.512485
#   Elevation_m: 152
#--------------------
# Data_Collection
#   Collection_Name: IN028
#   First_Year: 1891
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Liriodendron tulipifera L.
#   Common_Name: tuliptree
#   Tree_Species_Code: LITU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WWT01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WWT10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WWT10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WWT01A_raw	WWT01B_raw	WWT02A_raw	WWT02B_raw	WWT03A_raw	WWT03B_raw	WWT04A_raw	WWT04B_raw	WWT05A_raw	WWT05B_raw	WWT06a_raw	WWT06B_raw	WWT08A_raw	WWT08B_raw	WWT09A_raw	WWT10A_raw	WWT10B_raw
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.662	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.125	NA	NA	7.867
1893	NA	NA	6.984	NA	NA	NA	2.956	NA	NA	NA	7.234	NA	NA	8.666	NA	NA	5.855
1894	6.563	NA	6.149	NA	NA	NA	3.361	NA	NA	NA	6.28	NA	NA	6.448	NA	NA	4.743
1895	5.206	NA	5.995	0.596	NA	NA	3.509	NA	NA	NA	8.413	NA	NA	8.2	NA	NA	6.226
1896	4.766	NA	11.879	0.978	NA	NA	4.507	NA	NA	NA	11.625	NA	NA	9.616	NA	NA	7.815
1897	4.962	NA	11.458	9.479	NA	NA	5.481	NA	NA	NA	8.899	NA	7.902	8.483	NA	NA	5.687
1898	2.731	NA	7.314	6.532	NA	NA	5.69	NA	NA	NA	7.666	NA	6.356	6.993	NA	NA	6.213
1899	4.344	NA	5.804	6.875	NA	NA	5.437	NA	NA	NA	9.526	NA	5.343	7.907	NA	NA	4.55
1900	6.647	NA	8.628	10.949	5.004	4.365	6.012	NA	NA	NA	12.338	NA	7.923	8.312	NA	7.596	6.921
1901	4.293	NA	4.416	5.894	3.631	2.854	3.89	4.733	NA	NA	5.018	NA	4.294	4.629	NA	7.414	4.045
1902	3.584	NA	4.024	6.532	3.488	3.177	5.205	5.02	NA	NA	3.661	NA	3.341	3.843	NA	5.877	3.254
1903	4.655	NA	5.317	7.523	3.428	3.504	5.162	4.724	NA	3.685	4.721	NA	4.049	6.873	NA	8.821	4.261
1904	4.48	NA	5.488	5.724	4.564	5.331	4.764	4.982	NA	4.418	6.185	NA	4.241	8.027	NA	5.036	4.75
1905	5.806	NA	2.573	5.666	5.253	3.633	5.709	5.813	NA	3.429	7.322	NA	4.477	6.122	NA	4.458	4.341
1906	6.263	NA	3.77	5.363	5.34	4.224	6.372	6.472	NA	2.993	8.752	7.796	5.88	4.863	NA	5.807	4.705
1907	4.721	NA	4.884	6.067	5.782	4.308	5.135	5.285	NA	3.784	7.334	7.134	5.35	4.782	NA	5.545	5.532
1908	3.559	5.22	5.144	5.919	3.444	3.641	4.002	3.835	NA	3.174	5.269	2.076	3.65	5.21	NA	5.323	5.15
1909	3.573	7.975	5.977	4.527	6.705	8.205	5.786	5.993	NA	3.63	8.62	6.947	3.138	5.012	NA	5.752	4.641
1910	6.071	11.291	7.448	6.656	7.264	5.885	6.073	6.028	NA	3.1	7.812	14.363	4.403	8.572	NA	5.613	5.445
1911	3.997	5.162	6.136	6.453	5.386	2.514	3.923	4.03	5.076	2.312	6.144	7.813	3.392	5.014	NA	5.665	3.71
1912	6.626	7.786	6.197	7.227	7.897	5.331	6.72	6.85	7.768	5.704	9.013	10.31	6.971	5.28	NA	5.128	5.292
1913	3.829	3.026	4.486	5.243	4.784	3.284	3.165	3.1	4.903	3.716	4.117	4.656	4.786	2.668	NA	5.312	4.312
1914	2.544	1.866	4.146	4.745	3.842	4.44	2.738	2.574	4.208	2.93	2.328	3.643	1.073	1.014	NA	4.617	2.602
1915	4.702	4.633	6.391	7.274	5.885	8.866	4.129	4.014	5.574	4.875	4.746	9.777	2.554	2.152	NA	4.259	4.606
1916	2.877	4.814	3.284	4.643	5.875	7.366	4.651	4.395	3.229	5.413	5.79	9.155	2.061	3.74	NA	2.452	3.579
1917	1.717	3.646	2.238	3.831	5.948	5.93	4.169	3.888	4.293	5.111	5.301	4.657	1.704	4.893	NA	4.302	2.629
1918	1.244	2.404	1.293	1.946	5.281	5.163	3.878	3.95	3.709	2.598	2.715	1.497	1.353	3.815	NA	4.878	2.118
1919	2.571	3.746	1.62	1.827	6.086	6.703	3.787	4.627	5.164	4.84	3.851	3.003	4.174	5.078	NA	3.915	3.176
1920	4.53	5.596	1.91	1.634	3.52	6.159	4.513	3.944	4.018	5.34	3.266	4.589	4.136	3.193	NA	3.896	3.328
1921	4.119	3.837	3.339	1.485	2.924	4.635	2.818	2.979	3.483	2.785	3.01	2.937	3.576	2.739	NA	4.217	3.628
1922	7.435	7.157	9.174	3.84	5.313	6.872	4.045	4.002	3.721	2.816	3.347	7.956	3.672	5.793	NA	4.129	4.82
1923	2.994	4.392	5.743	4.706	6.044	5.018	4.07	4.951	3.309	3.387	3.456	7.503	2.517	6.246	NA	5.234	3.809
1924	3.339	4.362	4.024	5.298	6.757	4.925	4.51	4.806	3.498	3.817	3.006	7.533	1.576	5.52	1.987	5.328	3.544
1925	1.271	4.365	1.94	3.619	4.988	5.076	2.929	3.003	2.723	3.059	2.663	4.1	1.264	3.554	2.124	4.29	2.354
1926	0.731	3.336	1.054	1.941	6.287	3.148	1.927	1.944	2.921	2.053	1.664	1.63	0.671	1.556	1.075	3.158	1.216
1927	2.265	9.792	2.551	3.387	7.194	6.062	5.142	5.621	4.701	5.252	2.763	4.109	1.333	5.468	0.145	4.108	2.371
1928	3.846	9.063	3.347	3.659	7.83	7.508	4.953	5.111	5.276	6.406	4.917	6.854	1.648	5.469	0.417	4.385	3.148
1929	2.501	5.306	1.963	2.165	4.4	4.732	3.784	3.627	5.887	5.338	4.738	5.272	2.088	4.616	1.194	3.658	2.302
1930	1.566	1.958	1.384	1.39	3.547	3.785	1.706	2.006	4.043	3.02	2.816	3.342	1.224	1.686	1.209	1.933	1.801
1931	2.012	1.782	1.259	0.753	3.586	3.856	2.024	1.962	4.503	3.724	2.995	2.391	0.913	1.006	1.791	1.172	1.568
1932	3.617	2.371	2.326	0.985	2.975	1.975	2.224	2.536	4.791	4.814	1.189	3.54	1.373	1.902	0.778	1.101	2.335
1933	1.783	1.548	2.941	1.061	1.433	1.095	4.785	3.894	5.201	4.172	1.439	3.524	2.061	1.5	1.101	1.954	2.174
1934	3.928	6.664	4.764	4.321	5.015	2.141	3.11	2.324	4.698	3.76	8.115	5.474	2.074	1.456	1.267	3.569	3.414
1935	1.207	1.85	3.459	6.267	6.064	4.382	3.656	3.479	5.656	4.098	7.001	5.535	3.285	4.366	2.38	2.287	1.321
1936	0.686	0.883	1.176	2.121	2.378	2.109	1.154	0.946	1.826	2.042	1.652	2.622	1.288	0.995	1.005	0.794	0.807
1937	1.117	1.026	1.048	1.657	4.187	2.643	1.797	1.98	2.714	1.835	2.148	1.316	1.245	1.189	2.306	1.751	0.709
1938	1.515	2.268	3.259	3.925	9.701	3.694	2.135	2.147	5.638	5.565	5.775	4.105	1.56	4.905	3.732	4.228	4.652
1939	2.274	2.895	4.183	2.36	4.437	7.407	3.963	5.182	3.151	5.948	7.48	3.022	1.46	5.661	3.013	4.056	4.466
1940	1.487	1.536	3.261	1.737	3.435	5.349	2.77	3.143	2.095	3.08	4.826	2.28	0.841	4.733	1.574	1.77	2.812
1941	0.975	1.967	3.02	2.286	3.235	3.69	1.87	1.765	1.579	2.918	2.86	2.83	0.696	3.159	2.157	0.796	1.03
1942	0.499	3.924	4.011	2.619	2.858	5.406	2.582	2.775	2.857	3.338	3.276	2.299	1.253	5.299	3.811	0.722	0.691
1943	2.391	6.453	4.195	4.86	3.943	5.585	3.242	3.815	2.614	3.474	5.008	4.441	2.52	6.355	3.833	1.373	0.563
1944	1.132	2.707	1.649	2.496	2.5	2.553	2.11	2.451	1.803	2.843	2.33	2.468	0.895	2.168	3.285	0.694	0.564
1945	0.923	2.474	1.178	1.964	5.576	4.205	2.94	3.398	3.334	3.712	2.114	2.02	1.765	2.746	4.133	1.913	0.558
1946	2.497	8.06	3.003	5.243	6.932	9.993	4.548	4.834	5.393	4.957	3.591	4.774	4.503	4.766	4.061	3.132	2.694
1947	4.426	9.237	2.416	4.492	5.515	9.837	4.306	4.695	5.954	4.563	4.393	3.653	3.849	4.355	3.591	3.312	3.594
