# Maxwell - Riddle State Nature Preserve - QUAL - ITRDB OH017
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34673
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34673.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/oh017-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; oh017-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/oh017.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/oh017.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Riddle State Nature Preserve - QUAL - ITRDB OH017
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Matheus, T.J.; Strange, B.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Density of tree-ring network influence on drought reconstruction NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Justin T. Maxwell, Grant L. Harley, Trevis J. Matheus, Brandon M. Strange, Kayla Van Aken, Tsun Fung Au, Joshua C. Bregy
#   Journal_Name: Climate of the Past
#   Published_Title: Sampling density and date along with species selection influence spatial representation of tree-ring reconstructions
#   Published_Date_or_Year: 2020
#   Volume: 16
#   Pages: 1901-1916
#   Issue: 5
#   Report_Number: 
#   DOI: 10.5194/cp-16-1901-2020
#   Full_Citation: None
#   Abstract: Our understanding of the natural variability of hydroclimate before the instrumental period (ca. 1900 CE in the United States) is largely dependent on tree-ring-based reconstructions. Large-scale soil moisture reconstructions from a network of tree-ring chronologies have greatly improved our understanding of the spatial and temporal variability in hydroclimate conditions, particularly extremes of both drought and pluvial (wet) events. However, certain regions within these large-scale network reconstructions in the US are modeled by few tree-ring chronologies. Further, many of the chronologies currently publicly available on the International Tree-Ring Data Bank (ITRDB) were collected in the 1980s and 1990s, and thus our understanding of the sensitivity of radial growth to soil moisture in the US is based on a period that experienced multiple extremely severe droughts and neglects the impacts of recent, rapid global change. In this study, we expanded the tree-ring network of the Ohio River valley in the US, a region with sparse coverage. We used a total of 72 chronologies across 15 species to examine how increasing the density of the tree-ring network influences the representation of reconstructing the Palmer Meteorological Drought Index (PMDI). Further, we tested how the sampling date and therefore the calibration period influenced the reconstruction models by creating reconstructions that ended in the year 1980 and compared them to reconstructions ending in 2010 from the same chronologies. We found that increasing the density of the tree-ring network resulted in reconstructed values that better matched the spatial variability of instrumentally recorded droughts and, to a lesser extent, pluvials. By extending the calibration period to 2010 compared to 1980, the sensitivity of tree rings to PMDI decreased in the southern portion of our region where severe drought conditions have been absent over recent decades. We emphasize the need of building a high-density tree-ring network to better represent the spatial variability of past droughts and pluvials. Further, chronologies on the ITRDB need updating regularly to better understand how the sensitivity of tree rings to climate may vary through time.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Riddle State Nature Preserve
#   Location: Ohio
#   Northernmost_Latitude: 39.349399
#   Southernmost_Latitude: 39.349399
#   Easternmost_Longitude: -82.072414
#   Westernmost_Longitude: -82.072414
#   Elevation_m: 288
#--------------------
# Data_Collection
#   Collection_Name: OH017
#   First_Year: 1825
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RNA01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNA10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RNA10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RNA01A_raw	RNA01B_raw	RNA02A_raw	RNA02B_raw	RNA03A_raw	RNA03B_raw	RNA04A_raw	RNA04B_raw	RNA05A_raw	RNA05B_raw	RNA06A_raw	RNA06B_raw	RNA07A_raw	RNA07B_raw	RNA08A_raw	RNA09A_raw	RNA09B_raw	RNA10A_raw	RNA10B_raw
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.727	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.619	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.826	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.898	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.492	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.864	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.658	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.833	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.614	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.278	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.796	NA	NA
1836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.761	NA	NA
1837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.569	NA	NA
1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.315	NA	NA
1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.648	NA	NA
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672	NA	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.798	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.773	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.562	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.565	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.776	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.786	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.739	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.752	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	0.779	NA	NA	NA	NA	NA	NA	NA	NA	0.496	NA	NA
1853	NA	NA	0.026	NA	NA	NA	NA	0.854	NA	NA	NA	NA	NA	NA	NA	NA	0.878	NA	NA
1854	NA	NA	0.407	NA	NA	NA	NA	0.702	NA	NA	NA	NA	NA	NA	NA	NA	0.658	NA	NA
1855	NA	NA	0.808	NA	NA	NA	NA	0.982	NA	NA	NA	NA	NA	NA	NA	NA	1.039	NA	NA
1856	NA	NA	0.743	NA	NA	NA	NA	0.836	NA	NA	NA	NA	NA	NA	NA	NA	0.695	NA	NA
1857	NA	NA	0.654	NA	NA	NA	NA	0.461	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1858	NA	NA	0.987	NA	NA	NA	NA	0.673	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA
1859	NA	NA	0.672	NA	NA	NA	NA	0.689	NA	NA	NA	NA	NA	NA	NA	NA	0.886	NA	NA
1860	NA	NA	0.734	NA	NA	NA	NA	0.508	NA	NA	NA	NA	NA	NA	NA	NA	1.371	NA	NA
1861	NA	NA	0.631	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	1.464	NA	NA
1862	NA	NA	0.878	NA	NA	NA	NA	0.626	NA	NA	NA	NA	NA	NA	NA	NA	1.656	NA	NA
1863	NA	NA	0.847	NA	NA	NA	NA	0.592	NA	NA	NA	NA	NA	NA	NA	NA	1.221	NA	NA
1864	NA	NA	0.931	NA	NA	NA	NA	2.381	NA	NA	NA	NA	NA	NA	NA	NA	1.414	NA	NA
1865	NA	NA	1.203	NA	NA	NA	NA	3.88	NA	NA	NA	NA	NA	NA	NA	NA	1.335	NA	NA
1866	NA	NA	1.043	NA	4.13	NA	NA	2.871	NA	NA	NA	NA	NA	NA	NA	NA	1.053	NA	NA
1867	NA	NA	0.824	NA	3.475	NA	NA	2.022	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA
1868	NA	NA	0.695	NA	2.352	NA	NA	1.642	NA	NA	NA	NA	NA	NA	NA	NA	1.614	NA	NA
1869	NA	NA	0.697	NA	2.543	NA	NA	1.977	NA	NA	NA	NA	NA	NA	NA	NA	2.396	NA	NA
1870	NA	NA	0.276	NA	1.454	NA	1.835	2.277	NA	NA	NA	NA	NA	NA	NA	NA	1.472	NA	NA
1871	NA	NA	0.335	NA	1.706	NA	1.66	1.955	NA	NA	NA	NA	NA	NA	NA	NA	1.131	NA	NA
1872	NA	NA	0.576	NA	2.273	NA	2.161	1.989	NA	NA	NA	NA	NA	NA	NA	NA	1.907	NA	NA
1873	NA	NA	0.637	NA	1.841	NA	2.242	2.025	NA	NA	NA	NA	NA	NA	NA	NA	2.487	NA	NA
1874	NA	NA	0.536	NA	0.973	NA	1.252	1.117	NA	NA	NA	NA	NA	NA	NA	NA	2.199	NA	NA
1875	1.548	NA	0.755	NA	1.987	NA	2.211	2.394	NA	NA	NA	NA	NA	NA	NA	NA	3.716	NA	NA
1876	1.02	NA	0.711	NA	1.404	NA	2.572	2.756	NA	NA	NA	NA	NA	NA	NA	2.309	4.277	NA	NA
1877	0.786	NA	1.148	NA	1.795	NA	1.947	2.154	NA	NA	NA	NA	NA	NA	NA	4.357	4.475	NA	NA
1878	0.829	NA	0.366	NA	1.268	NA	1.369	2.045	NA	NA	NA	NA	NA	NA	NA	4.809	4.482	NA	NA
1879	0.955	NA	0.629	NA	1.221	NA	1.173	1.367	NA	NA	NA	NA	NA	NA	NA	3.409	3.245	NA	NA
1880	0.899	NA	0.613	NA	1.193	NA	1.155	1.1	NA	NA	NA	NA	NA	NA	NA	5.063	2.863	NA	NA
1881	1.057	NA	0.582	NA	1.268	NA	1.236	1.125	NA	NA	NA	NA	NA	NA	NA	2.867	2.986	NA	NA
1882	1.604	NA	0.803	NA	1.413	NA	2.122	1.686	NA	NA	NA	NA	NA	NA	NA	5.493	5.074	NA	NA
1883	1.554	NA	0.773	NA	1.225	NA	1.816	1.941	NA	NA	NA	NA	NA	NA	NA	3.861	4.467	NA	NA
1884	1.578	NA	0.577	NA	1.044	NA	1.281	1.288	NA	NA	NA	NA	NA	NA	NA	4.174	2.371	NA	NA
1885	1.705	NA	0.542	NA	0.99	NA	1.52	1.459	NA	NA	NA	NA	NA	NA	NA	3.95	2.804	NA	NA
1886	1.414	NA	0.772	NA	1.034	NA	1.817	1.597	NA	NA	NA	NA	NA	NA	NA	2.605	3.63	NA	NA
1887	1.118	NA	0.562	NA	0.598	NA	1.341	1.282	NA	NA	NA	NA	NA	NA	NA	4.794	3.291	NA	NA
1888	0.683	NA	0.325	0.368	0.68	NA	1.244	1.12	NA	NA	NA	NA	NA	NA	NA	3.52	1.545	NA	NA
1889	1.366	NA	0.668	0.553	0.711	NA	1.844	1.557	NA	NA	NA	NA	NA	NA	NA	4.029	4.677	NA	NA
1890	1.128	NA	0.441	0.435	0.624	NA	1.557	1.288	NA	NA	NA	NA	NA	NA	NA	2.85	3.084	NA	NA
1891	0.636	NA	0.601	0.84	0.904	NA	1.833	1.542	NA	NA	NA	NA	NA	NA	NA	5.177	3.428	NA	NA
1892	0.809	NA	0.629	0.712	0.698	NA	1.842	1.532	NA	NA	NA	NA	NA	NA	NA	4.124	3.844	NA	NA
