# Peterson - Lake Minotaur Medium - ABLA - ITRDB WA114
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4149
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4149.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa114-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa114-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa114.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa114.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Lake Minotaur Medium - ABLA - ITRDB WA114
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lake Minotaur Medium
#   Location: Washington
#   Northernmost_Latitude: 47.83
#   Southernmost_Latitude: 47.83
#   Easternmost_Longitude: -121.0
#   Westernmost_Longitude: -121.0
#   Elevation_m: 1465
#--------------------
# Data_Collection
#   Collection_Name: WA114
#   First_Year: 1863
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FMLM01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMLM20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMLM20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FMLM01A_raw	FMLM02A_raw	FMLM03A_raw	FMLM04A_raw	FMLM05A_raw	FMLM06A_raw	FMLM07A_raw	FMLM08A_raw	FMLM09A_raw	FMLM10A_raw	FMLM11A_raw	FMLM12A_raw	FMLM13A_raw	FMLM14A_raw	FMLM16A_raw	FMLM17A_raw	FMLM19A_raw	FMLM20A_raw
1863	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	1.72	NA	NA	NA	1.41	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA
1868	2.03	NA	NA	NA	2.29	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA
1869	2.56	NA	NA	NA	2.33	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	1.69
1870	1.88	NA	NA	2.35	1.64	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA	NA	NA	1.81
1871	2.24	NA	NA	2.07	1.95	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	1.57
1872	2.53	NA	NA	1.37	1.94	NA	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	1.87
1873	2.75	NA	NA	1.81	1.14	NA	NA	NA	NA	1.52	NA	0.9	NA	NA	NA	NA	NA	2.45
1874	1.86	NA	NA	2.57	1.71	NA	1.67	NA	NA	1.73	NA	1.77	NA	NA	NA	NA	NA	2.24
1875	1.67	NA	NA	2.07	1.52	NA	1.66	1.65	NA	1.68	NA	1.02	NA	NA	2.1	1.46	1.8	2.43
1876	1.44	NA	NA	1.85	1.12	NA	1.59	1.11	NA	1.7	NA	0.97	NA	NA	1.58	1.08	1.42	2.73
1877	2.42	NA	NA	2.59	2.21	NA	2.01	1.86	NA	2.63	NA	1.39	NA	NA	3.22	2.37	2.49	2.81
1878	1.99	NA	NA	2.22	2.15	NA	1.63	1.71	NA	2.11	NA	1.26	NA	NA	2.46	2.05	2.52	2.41
1879	1.81	NA	1.02	1.58	1.33	NA	1.14	0.82	NA	1.13	NA	0.85	NA	NA	1.09	0.47	1.08	1.89
1880	1.36	NA	0.64	1.03	0.72	NA	1.08	0.76	0.97	1.34	NA	0.68	NA	NA	0.82	0.63	1.58	1.74
1881	1.88	NA	0.68	1.84	1.67	NA	1.03	1.21	1.53	2.07	NA	1.2	NA	NA	0.72	0.77	1.83	1.61
1882	2.04	NA	0.89	2.35	1.75	1.77	1.34	1.56	1.6	1.33	NA	0.91	NA	NA	0.72	1.35	2.16	2.35
1883	2.47	NA	1.73	2.25	1.83	1.43	1.41	1.44	1.35	1.21	NA	0.93	NA	NA	0.93	0.91	1.83	2.13
1884	2.58	NA	2.39	2.37	2.39	1.5	1.88	1.9	2.01	2.54	NA	1.93	1.24	NA	1.34	0.84	2.07	2.48
1885	2.76	NA	2.77	2.35	2.46	2.04	1.62	1.66	2.88	2.95	NA	2.05	1.62	NA	1.78	0.79	2.35	2.21
1886	2.17	NA	2.04	1.54	1.56	1.71	1.47	1.75	2.05	2.54	NA	1.68	1.4	NA	1.78	0.9	1.65	1.54
1887	2.01	NA	1.74	1.61	1.47	1.52	0.98	1.02	1.26	1.8	NA	1.17	0.59	NA	0.77	0.39	0.96	1.38
1888	2.5	NA	2.01	2.35	2.58	1.92	1.41	1.66	1.37	2.27	NA	1.58	1.16	NA	1.75	1.01	1.34	2.13
1889	3.09	NA	1.92	1.98	2.04	1.54	1.74	2.02	2.22	3.3	NA	1.05	1.96	NA	2.32	2.17	1.77	2.29
1890	2.84	NA	1.66	1.72	1.72	1.47	2.15	2.6	2.46	2.32	NA	1.12	2.48	NA	2.54	1.8	2.04	2.22
1891	2.11	NA	1.56	1.67	1.6	1.13	1.88	2.54	2.87	1.74	NA	1.22	1.74	NA	2.4	1.32	1.61	1.93
1892	1.81	NA	1.34	1.38	1.38	0.99	1.2	1.74	1.65	1.3	NA	1.13	0.97	NA	1.5	0.55	1.31	1.48
1893	1.73	NA	1.16	1.16	1.31	1.29	0.81	1.35	1.53	0.95	NA	1.08	0.69	NA	1.04	0.48	1.18	1.55
1894	1.9	NA	1.26	1.23	1.42	1.61	0.78	1.45	1.31	1.26	NA	1.15	0.58	NA	0.68	0.38	1.56	1.58
1895	2.4	NA	1.61	1.6	1.89	1.83	1.34	1.7	1.72	2.24	NA	1.63	1.34	NA	0.98	0.8	2.09	1.94
1896	2.15	NA	1.2	1.32	1.54	1.1	1.26	1.58	1.07	1.98	NA	1.39	1.18	NA	0.66	0.92	1.36	1.52
1897	2.49	NA	1.75	1.67	1.61	1.62	1.34	2.37	1.67	2.7	NA	1.58	1.38	NA	1.22	1.38	1.76	1.45
1898	2.58	NA	1.91	1.65	1.75	2.08	1.4	2.1	2.16	2.21	NA	1.71	1.2	NA	1.28	0.99	1.85	1.94
1899	1.75	NA	1.23	1.04	1.13	1.3	0.78	1.12	0.96	1.91	NA	1.19	0.68	NA	0.74	0.59	1.36	1.18
1900	2.6	1.48	1.98	2.53	1.62	2.11	1.28	1.9	1.88	3.23	NA	1.86	1.45	NA	1.45	1.72	2.33	2.06
1901	3.01	1.6	1.89	2.32	1.34	1.29	1.41	1.71	1.96	2.6	NA	1.62	1.27	NA	1.33	1.45	1.9	1.73
1902	2.56	1.49	1.51	1.73	1.31	1.25	1.37	1.28	1.22	1.71	NA	1.17	1.15	NA	1.25	1.48	1.72	1.05
1903	2.56	1.93	1.73	1.68	1.27	1.46	1.4	1.14	1.58	1.7	1.09	1.34	1.08	NA	1.25	1.49	1.73	1.3
1904	3.38	2.09	1.87	2.57	1.53	1.92	1.62	1.75	1.63	1.87	1.18	1.87	1.29	NA	1.69	1.43	1.96	2.13
1905	3.01	1.65	1.7	1.52	0.87	1.33	1.15	1.37	1.33	1.36	0.83	1.18	0.89	NA	1.06	1.32	1.89	1.59
1906	3.04	2.04	1.77	1.55	1.18	1.32	1.17	1.53	2	1.96	0.94	1.43	1.06	NA	1.3	1.97	1.87	1.46
1907	2.48	1.92	1.65	1.61	1.2	1.22	1.35	1.31	1.23	2	1.1	1.32	1.07	NA	1.26	2.07	1.92	1.08
1908	2.97	1.96	1.26	1.51	1.31	1.21	1.42	1.29	1.89	1.6	1.15	1.47	1.28	NA	1.08	1.14	1.65	0.99
1909	2.08	1.79	1.37	1.35	0.8	1.1	1.16	1.44	1.54	0.96	1.05	1.08	1.12	1.15	0.76	1.09	1.14	0.53
1910	2.27	2.19	1.6	1.11	0.95	1.19	1.28	1.49	1.46	1.28	1.28	1.19	1.21	1.24	0.61	1.28	1.51	0.75
1911	2.39	1.88	1.3	1.22	1.11	1.08	1.59	1.26	1.39	1.4	1.27	1.16	1.15	1.03	1.13	1.07	1.67	1.17
1912	1.91	1.33	1.21	1.01	0.84	0.89	1.37	1.08	1.1	1.12	0.84	0.67	0.97	1.19	0.82	1.35	1.42	0.84
