# Maxwell - Oppenheim Woods - CYOV - ITRDB IN040
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34649
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34649.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in040-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in040-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in040.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in040.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Oppenheim Woods - CYOV - ITRDB IN040
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Matheus, T.J.; Strange, B.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Density of tree-ring network influence on drought reconstruction NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Justin T. Maxwell, Grant L. Harley, Trevis J. Matheus, Brandon M. Strange, Kayla Van Aken, Tsun Fung Au, Joshua C. Bregy
#   Journal_Name: Climate of the Past
#   Published_Title: Sampling density and date along with species selection influence spatial representation of tree-ring reconstructions
#   Published_Date_or_Year: 2020
#   Volume: 16
#   Pages: 1901-1916
#   Issue: 5
#   Report_Number: 
#   DOI: 10.5194/cp-16-1901-2020
#   Full_Citation: None
#   Abstract: Our understanding of the natural variability of hydroclimate before the instrumental period (ca. 1900 CE in the United States) is largely dependent on tree-ring-based reconstructions. Large-scale soil moisture reconstructions from a network of tree-ring chronologies have greatly improved our understanding of the spatial and temporal variability in hydroclimate conditions, particularly extremes of both drought and pluvial (wet) events. However, certain regions within these large-scale network reconstructions in the US are modeled by few tree-ring chronologies. Further, many of the chronologies currently publicly available on the International Tree-Ring Data Bank (ITRDB) were collected in the 1980s and 1990s, and thus our understanding of the sensitivity of radial growth to soil moisture in the US is based on a period that experienced multiple extremely severe droughts and neglects the impacts of recent, rapid global change. In this study, we expanded the tree-ring network of the Ohio River valley in the US, a region with sparse coverage. We used a total of 72 chronologies across 15 species to examine how increasing the density of the tree-ring network influences the representation of reconstructing the Palmer Meteorological Drought Index (PMDI). Further, we tested how the sampling date and therefore the calibration period influenced the reconstruction models by creating reconstructions that ended in the year 1980 and compared them to reconstructions ending in 2010 from the same chronologies. We found that increasing the density of the tree-ring network resulted in reconstructed values that better matched the spatial variability of instrumentally recorded droughts and, to a lesser extent, pluvials. By extending the calibration period to 2010 compared to 1980, the sensitivity of tree rings to PMDI decreased in the southern portion of our region where severe drought conditions have been absent over recent decades. We emphasize the need of building a high-density tree-ring network to better represent the spatial variability of past droughts and pluvials. Further, chronologies on the ITRDB need updating regularly to better understand how the sensitivity of tree rings to climate may vary through time.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Oppenheim Woods
#   Location: Indiana
#   Northernmost_Latitude: 41.339479
#   Southernmost_Latitude: 41.339479
#   Easternmost_Longitude: -85.763455
#   Westernmost_Longitude: -85.763455
#   Elevation_m: 274
#--------------------
# Data_Collection
#   Collection_Name: IN040
#   First_Year: 1830
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Carya ovata (Mill.) K. Koch
#   Common_Name: shagbark hickory
#   Tree_Species_Code: CYOV
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OWO01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OWO10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OWO10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OWO01A_raw	OWO01B_raw	OWO02A_raw	OWO02B_raw	OWO03A_raw	OWO03B_raw	OWO04A_raw	OWO04B_raw	OWO05A_raw	OWO05B_raw	OWO06A_raw	OWO06B_raw	OWO07A_raw	OWO07B_raw	OWO08A_raw	OWO08B_raw	OWO09A_raw	OWO09B_raw	OWO10A_raw	OWO10B_raw
1830	0.998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	0.561	NA	NA	NA	NA	NA	NA	NA	NA	0.827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	0.993	1.161	NA	NA	NA	NA	NA	NA	NA	1.172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	1.021	1.201	NA	NA	NA	NA	1.383	NA	NA	1.327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	1.213	1.41	NA	NA	NA	NA	1.799	NA	NA	1.521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	1.548	1.577	NA	NA	NA	NA	1.311	NA	NA	1.503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	1.122	1.23	NA	NA	NA	NA	1.223	NA	NA	1.992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	1.299	1.148	NA	NA	NA	NA	1.269	NA	NA	1.3	1.142	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	0.625	0.16	NA	NA	NA	NA	1.082	NA	NA	1.47	1.055	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	1.331	1.161	NA	NA	NA	NA	1.384	1.054	NA	1.289	1.275	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	1.383	1.12	NA	NA	NA	NA	1.734	1.063	NA	1.066	1.699	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	1.346	1.648	NA	NA	NA	NA	1.705	1.114	NA	1.13	1.562	1.847	NA	NA	NA	NA	NA	NA	NA	NA
1843	1.109	1.095	NA	NA	NA	NA	1.309	1.102	NA	1.291	1.119	1.075	NA	NA	NA	NA	NA	NA	NA	NA
1844	0.653	0.659	NA	NA	NA	NA	0.255	0.871	NA	1.428	0.461	0.398	NA	NA	NA	NA	NA	NA	NA	NA
1845	0.707	0.783	NA	NA	NA	NA	0.398	0.506	NA	1.003	0.447	0.481	NA	NA	NA	NA	NA	NA	NA	NA
1846	0.82	1.159	NA	NA	NA	NA	0.797	0.583	NA	0.984	1.066	0.957	NA	NA	NA	NA	NA	NA	NA	NA
1847	0.816	1.432	NA	NA	NA	NA	1.253	1.146	NA	0.972	1.331	1.4	NA	NA	NA	NA	NA	NA	NA	NA
1848	0.861	1.305	NA	NA	NA	NA	1.975	1.471	NA	1.226	1.503	1.439	NA	NA	NA	NA	NA	NA	NA	NA
1849	0.747	0.994	NA	0.567	NA	NA	1.622	1.14	NA	1.487	1.9	1.51	NA	NA	NA	NA	NA	NA	NA	NA
1850	0.75	1.235	NA	0.74	NA	NA	1.423	0.866	NA	1.367	1.673	1.422	NA	NA	NA	NA	NA	NA	NA	NA
1851	0.934	1.639	NA	0.881	NA	NA	1.182	0.909	NA	1.26	1.991	1.782	NA	1.711	NA	NA	NA	1.106	NA	NA
1852	0.62	0.7	NA	0.766	NA	NA	1.335	1.291	NA	1.186	0.369	0.365	NA	1.041	NA	NA	NA	0.518	NA	NA
1853	0.947	1.079	NA	0.682	NA	NA	0.732	0.577	NA	0.898	0.677	0.662	NA	0.987	NA	NA	NA	0.665	NA	NA
1854	0.642	1.169	NA	0.883	NA	NA	0.57	0.476	NA	0.505	1.061	1.143	NA	0.914	NA	NA	NA	0.977	NA	NA
1855	1.122	1.087	NA	0.928	NA	1.189	0.495	0.451	NA	0.388	1.068	1.352	NA	0.62	NA	NA	NA	1.223	NA	NA
1856	0.754	0.6	NA	0.769	NA	1.458	0.655	0.441	NA	0.249	0.954	1.188	NA	0.517	1.314	NA	NA	0.81	NA	NA
1857	1.158	1.306	NA	0.876	NA	1.769	0.723	0.475	NA	0.256	1.292	1.409	NA	0.78	1.537	NA	NA	1.301	NA	NA
1858	0.675	0.847	NA	0.786	NA	1.441	0.475	0.281	NA	0.354	1	1.21	NA	0.555	1.484	NA	NA	1.239	NA	NA
1859	1.164	1.519	NA	0.472	NA	1.251	0.498	0.319	NA	0.244	1.167	1.444	NA	0.574	0.783	NA	NA	1.237	0.756	NA
1860	0.95	1.515	NA	0.416	NA	1.387	0.738	0.712	NA	0.346	1.297	1.455	NA	0.823	1.079	NA	NA	1.246	0.712	NA
1861	0.864	1.144	NA	0.762	NA	1.295	0.631	0.586	NA	0.933	1.389	1.819	NA	1.161	1.429	NA	NA	1.083	0.622	NA
1862	0.828	1.195	NA	0.98	NA	1.329	0.88	0.632	NA	2.062	1.899	2.214	NA	1.39	1.49	NA	NA	1.346	0.525	NA
1863	0.641	0.73	0.983	1.472	NA	1.256	0.758	0.61	NA	1.103	1.706	1.748	NA	0.998	1.493	NA	NA	1.05	0.47	NA
1864	0.602	0.703	1.199	1.048	NA	1.135	0.632	0.462	NA	0.778	1.255	1.411	NA	1.517	1.06	NA	NA	0.837	0.471	NA
1865	0.63	0.599	1.231	0.733	NA	0.865	0.44	0.392	NA	0.809	0.927	1.192	NA	1.358	1.061	NA	NA	0.849	0.327	NA
1866	0.483	0.609	1.668	1.222	NA	1.263	0.556	0.44	NA	1.283	1.312	1.714	NA	1.059	0.897	NA	NA	0.95	0.572	NA
1867	0.428	0.553	1.632	1.059	NA	1.375	0.741	0.599	NA	1.205	1.28	1.6	NA	1.212	0.824	NA	NA	0.983	0.371	NA
1868	0.491	0.532	1.589	1.311	NA	1.468	0.853	0.621	NA	1.371	1.224	1.15	NA	1.721	0.779	NA	NA	1.078	0.622	NA
1869	0.567	0.983	1.902	1.655	NA	1.384	1.345	0.808	NA	1.066	1.835	1.842	NA	1.193	0.957	0.672	NA	1.1	1.079	NA
1870	0.464	0.5	1.43	1.391	NA	1.44	1.246	0.948	NA	0.901	1.356	1.407	NA	1.041	0.972	0.747	NA	0.971	0.729	NA
1871	0.476	0.594	1.776	1.634	NA	1.248	1.442	0.919	NA	1.068	1.541	1.865	NA	1.244	0.859	0.648	NA	0.991	0.627	NA
1872	0.534	0.669	1.838	1.317	NA	0.979	1.193	1.028	NA	1.072	1.318	1.417	NA	1.261	0.752	0.691	NA	0.654	0.583	NA
1873	0.508	0.52	1.787	1.272	NA	1.34	1.481	1.132	NA	1.022	1.408	1.378	NA	1.199	0.997	0.806	NA	0.506	0.597	NA
1874	0.492	0.611	1.299	1.255	NA	1.153	1.45	1.036	NA	0.745	1.144	1.439	NA	0.91	0.58	0.579	NA	0.718	0.561	NA
1875	0.62	0.737	1.329	1.203	NA	1.007	1.161	0.713	NA	0.789	1.207	1.273	NA	1.085	0.723	0.645	NA	0.87	0.858	NA
1876	0.381	0.634	1.334	1.055	NA	1.103	0.959	0.818	NA	0.582	1.166	0.77	NA	1.073	0.556	0.648	0.878	0.612	0.805	NA
1877	0.532	0.633	1.594	1.364	2.424	1.328	1.389	1.083	NA	0.544	1.555	1.184	NA	0.952	0.451	0.525	0.996	1.004	0.781	NA
1878	0.725	0.61	1.158	1.461	1.585	1.219	1.133	0.942	NA	0.551	1.037	0.852	NA	0.8	0.573	0.699	0.845	0.741	0.881	NA
1879	0.736	0.886	1.18	1.089	1.489	1.484	1.095	1.146	NA	0.433	1.146	1.863	0.954	0.798	0.665	1.003	1.052	0.91	1.581	NA
1880	0.987	0.821	1.617	1.647	2.022	1.58	1.241	1.176	NA	0.415	1.428	2.78	1.004	0.889	0.623	0.683	1.22	0.712	1.343	1.396
1881	0.813	0.907	1.3	1.368	2.016	1.653	1.582	1.158	NA	0.482	1.062	1.661	1.062	0.823	0.491	0.602	1.047	0.913	1.243	1.705
1882	0.69	0.768	1.514	1.671	1.675	1.509	1.233	1.137	NA	0.483	0.879	1.841	0.798	0.807	0.575	0.793	1.049	0.874	1.302	1.276
1883	0.576	0.739	1.151	1.321	1.973	1.605	1.065	1.036	NA	0.526	0.647	1.018	0.642	0.949	0.598	0.682	1.154	0.793	0.941	1.078
1884	0.53	0.568	1.389	1.297	2.182	1.889	1.067	1.133	0.576	0.58	0.545	1.032	0.673	0.718	0.496	0.533	0.958	0.908	0.806	1.309
1885	0.51	0.619	1.303	1.169	1.748	1.657	1.135	1.1	0.816	0.364	0.673	0.957	0.53	0.569	0.7	0.811	1.072	0.856	1.101	1.299
1886	1.027	1.146	1.314	1.073	2.481	1.755	1.419	1.93	0.682	0.825	0.678	0.887	0.636	0.618	0.491	0.572	1.153	1.104	2.042	2.561
1887	2.398	2.089	2.192	2.049	3.185	1.64	2.409	3.221	1.08	1.262	1.315	1.023	1.444	1.453	1.211	0.789	1.296	1.28	4.659	4.497
1888	1.579	1.911	2.032	1.83	2.984	1.353	2.547	2.908	0.933	1.403	1.294	1.167	1.488	1.34	0.998	0.84	1.752	1.37	3.989	3.916
