# Larson - Czajkowski - QUMA - ITRDB WI026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33927
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33927.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi026-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi026-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Czajkowski - QUMA - ITRDB WI026
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Czajkowski
#   Location: Wisconsin
#   Northernmost_Latitude: 43.091
#   Southernmost_Latitude: 43.091
#   Easternmost_Longitude: -91.007
#   Westernmost_Longitude: -91.007
#   Elevation_m: 316
#--------------------
# Data_Collection
#   Collection_Name: WI026
#   First_Year: 1760
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CZJ001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ004A2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ004A2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ004A3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ004A3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ005C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ005C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ006C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ006C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ011A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ011A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ011B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ011B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ012A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ012A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ012B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ012B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ021A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ021A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CZJ021B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CZJ021B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CZJ001A_raw	CZJ001B_raw	CZJ002A_raw	CZJ002B_raw	CZJ003A_raw	CZJ003B_raw	CZJ004A_raw	CZJ004A2_raw	CZJ004A3_raw	CZJ005B_raw	CZJ005C_raw	CZJ006A_raw	CZJ006B_raw	CZJ006C_raw	CZJ007A_raw	CZJ008A_raw	CZJ009A_raw	CZJ009B_raw	CZJ010A_raw	CZJ011A_raw	CZJ011B_raw	CZJ012A_raw	CZJ012B_raw	CZJ021A_raw	CZJ021B_raw
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	NA	NA	NA	3.035	NA	2.648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	NA	2.41	NA	1.808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	2.303	NA	1.832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79	NA	1.782	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	4.409	NA	1.868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.714	NA	0.723	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	2.081	NA	1.864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	0.932	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	2.276	NA	1.882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.038	NA	0.937	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	1.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.544	NA	0.539	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	1.474	NA	1.536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	NA	0.604	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	1.71	NA	1.891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.374	NA	0.409	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	2.063	NA	1.818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.376	NA	1.334	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	1.014	NA	1.403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.615	NA	1.545	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	0.761	NA	1.044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.638	NA	1.438	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	0.635	NA	1.108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.065	NA	2.101	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	0.824	NA	1.294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.697	NA	1.701	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	0.998	NA	1.602	NA	1.096	NA	NA	NA	NA	NA	NA	NA	NA	1.796	NA	1.634	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	0.889	NA	1.639	NA	1.109	1.372	NA	NA	NA	NA	NA	NA	NA	2.034	NA	1.815	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	0.833	NA	1.778	NA	0.638	0.777	NA	NA	NA	NA	NA	NA	NA	1.432	NA	1.495	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	0.886	NA	1.724	NA	0.655	0.602	NA	NA	NA	NA	NA	NA	NA	1.576	NA	1.554	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA	2.55	NA	0.437	0.516	NA	NA	NA	NA	NA	NA	NA	0.997	NA	0.97	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	1.572	NA	2.489	NA	0.62	0.767	NA	NA	NA	NA	NA	NA	NA	1.094	NA	1.114	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	2.074	NA	0.701	0.764	NA	NA	NA	NA	NA	NA	NA	0.889	NA	1.026	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	1.161	NA	2.638	NA	0.642	0.919	NA	NA	NA	NA	NA	NA	NA	1.162	NA	1.067	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	1.576	NA	2.961	NA	0.533	0.798	NA	NA	NA	NA	NA	NA	NA	1.408	NA	1.49	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	1.714	NA	0.879	1.136	NA	NA	NA	NA	NA	NA	NA	1.154	NA	1.154	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	1.317	NA	2.307	NA	0.618	0.681	NA	NA	NA	NA	NA	NA	NA	1.123	NA	1.045	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	0.773	NA	1.395	NA	0.326	0.401	NA	NA	NA	NA	NA	NA	NA	0.83	NA	0.855	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	1.037	NA	1.482	NA	0.501	0.473	NA	NA	NA	NA	NA	NA	NA	1.397	NA	1.289	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	0.924	NA	1.941	NA	1.143	0.748	NA	NA	NA	NA	NA	NA	NA	2.181	NA	2.249	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	0.889	NA	1.65	NA	1.033	0.645	NA	NA	NA	NA	NA	NA	NA	1.529	NA	1.565	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	1.168	NA	1.672	NA	0.861	0.672	NA	NA	NA	NA	NA	NA	NA	1.62	NA	1.664	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	1.355	NA	1.546	NA	0.664	0.697	NA	NA	NA	NA	NA	NA	NA	1.512	NA	1.427	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	1.161	NA	1.797	NA	0.86	0.622	NA	NA	NA	NA	NA	NA	NA	1.426	NA	1.5	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	1.139	NA	1.715	NA	0.909	0.718	NA	NA	NA	NA	NA	NA	NA	1.268	NA	1.261	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	1.327	NA	1.777	NA	1.115	1.063	NA	NA	NA	NA	NA	NA	NA	1.227	NA	1.236	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	0.871	NA	1.058	NA	0.698	0.521	NA	NA	NA	NA	NA	NA	NA	0.989	NA	0.979	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	1.2	NA	0.678	0.844	NA	NA	NA	NA	NA	NA	NA	0.895	NA	0.892	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	1.84	NA	1.863	NA	1.111	1.27	NA	NA	NA	NA	NA	NA	NA	0.828	NA	0.783	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	1.309	NA	1.437	NA	1.056	1.197	NA	NA	NA	NA	NA	NA	NA	0.751	NA	0.794	NA
1804	NA	NA	NA	NA	NA	NA	0.852	NA	1.691	NA	1.925	NA	0.759	1.012	NA	NA	NA	NA	NA	NA	NA	0.575	NA	0.557	NA
1805	NA	NA	NA	NA	NA	NA	1.309	NA	1.645	NA	1.863	NA	0.807	1.069	NA	NA	NA	NA	NA	NA	NA	0.664	NA	0.66	NA
1806	NA	NA	NA	NA	NA	NA	0.692	NA	1.354	NA	1.756	NA	0.773	0.824	NA	NA	NA	NA	NA	NA	NA	0.619	NA	0.56	NA
1807	NA	NA	NA	NA	NA	NA	0.808	NA	1.603	NA	2.2	NA	0.83	0.852	NA	NA	NA	NA	NA	NA	NA	0.647	NA	0.665	NA
1808	NA	NA	NA	NA	NA	NA	1.131	NA	1.552	NA	1.501	NA	0.834	1.115	NA	NA	NA	NA	NA	NA	NA	0.688	NA	0.693	NA
1809	NA	NA	NA	NA	NA	NA	0.995	NA	1.644	NA	1.733	NA	1.182	1.217	NA	NA	NA	NA	NA	NA	NA	0.677	NA	0.67	NA
1810	NA	NA	NA	NA	NA	NA	0.766	NA	2.022	NA	1.772	NA	1.768	1.8	NA	NA	NA	NA	NA	NA	NA	1.14	NA	1.119	NA
1811	NA	NA	NA	NA	NA	NA	1.247	NA	2.045	NA	1.815	NA	1.296	1.359	NA	NA	NA	NA	NA	NA	NA	1.058	NA	1.121	NA
1812	NA	NA	NA	NA	NA	NA	0.545	NA	1.649	NA	1.459	NA	1.245	1.014	NA	NA	NA	NA	NA	NA	NA	0.844	NA	0.844	NA
1813	NA	NA	NA	NA	NA	NA	0.602	NA	1.236	NA	1.247	NA	0.837	0.834	NA	NA	NA	NA	NA	NA	NA	0.589	NA	0.589	NA
1814	NA	NA	NA	NA	NA	NA	0.726	NA	1.102	NA	1.639	NA	1.036	0.853	NA	NA	NA	NA	NA	NA	NA	0.461	NA	0.461	NA
1815	NA	NA	NA	NA	NA	NA	0.551	NA	1.474	NA	1.387	NA	1.182	0.736	NA	NA	NA	NA	NA	NA	NA	0.465	NA	0.465	NA
1816	NA	NA	NA	NA	NA	NA	0.451	NA	1.259	NA	1.346	NA	0.894	0.696	NA	NA	NA	NA	NA	NA	NA	0.38	NA	0.38	NA
1817	NA	NA	NA	NA	NA	NA	0.653	NA	1.817	NA	1.877	NA	1.339	0.957	NA	NA	NA	NA	NA	NA	NA	0.444	NA	0.444	NA
1818	NA	NA	NA	NA	NA	NA	0.686	NA	1.564	NA	1.667	NA	0.895	0.694	NA	NA	NA	NA	NA	NA	NA	0.55	NA	0.55	NA
