# Peltier - Southwest Ecological Memory Project Site J1-P5 - JUOS - ITRDB CO685
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35504
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35504.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co685-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co685-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co685.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co685.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-01-31
#--------------------
# File_Last_Modified_Date
#   Date: 2022-01-31
#--------------------
# Title
#   Study_Name: Peltier - Southwest Ecological Memory Project Site J1-P5 - JUOS - ITRDB CO685
#--------------------
# Investigators
#   Investigators: Peltier, D.M.P.(https://orcid.org/0000-0003-3271-9055); Yocom, L.L.; Nguyen, P.; Bangs, M.; Wilson, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: These tree ring data were collected to assess the climate memory of tree growth around the southwestern US in "ecologically sampled" trees. Trees were from a range of size classes and vigors, but were all dominant or co-dominant. Sites J1 (Juniper) and P5 (Pinyon) are co-located NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Drew M.P. Peltier, Jessica Guo, Phiyen Nguyen, Michael Bangs, Michelle Wilson, Kimberly Samuels-Crow, Larissa L. Yocom, Yao Liu, Michael K. Fell, John D. Shaw, David Auty, Christopher Schwalm, William R.L. Anderegg, George W. Koch, Marcy E. Litvak, Kiona Ogle
#   Journal_Name: Tree Physiology
#   Published_Title: Temperature memory and non-structural carbohydrates mediate legacies of a hot drought in trees across the southwestern USA
#   Published_Date_or_Year: 2022
#   Volume: 42
#   Pages: 71-85
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1093/treephys/tpab091
#   Full_Citation: None
#   Abstract: Trees are long-lived organisms that integrate climate conditions across years or decades to produce secondary growth. This integration process is sometimes referred to as 'climatic memory.' While widely perceived, the physiological processes underlying this temporal integration, such as the storage and remobilization of non-structural carbohydrates (NSC), are rarely explicitly studied. This is perhaps most apparent when considering drought legacies (perturbed post-drought growth responses to climate), and the physiological mechanisms underlying these lagged responses to climatic extremes. Yet, drought legacies are likely to become more common if warming climate brings more frequent drought. To quantify the linkages between drought legacies, climate memory and NSC, we measured tree growth (via tree ring widths) and NSC concentrations in three dominant species across the southwestern USA. We analyzed these data with a hierarchical mixed effects model to evaluate the time-scales of influence of past climate (memory) on tree growth. We then evaluated the role of climate memory and the degree to which variation in NSC concentrations were related to forward-predicted growth during the hot 2011-2012 drought and subsequent 4-year recovery period. Populus tremuloides exhibited longer climatic memory compared to either Pinus edulis or Juniperus osteosperma, but following the 2011-2012 drought, P. tremuloides trees with relatively longer memory of temperature conditions showed larger (more negative) drought legacies. Conversely, Pinus edulis trees with longer temperature memory had smaller (less negative) drought legacies. For both species, higher NSC concentrations followed more negative (larger) drought legacies, though the relevant NSC fraction differed between P. tremuloides and P. edulis. Our results suggest that differences in tree NSC are also imprinted upon tree growth responses to climate across long time scales, which also underlie tree resilience to increasingly frequent drought events under climate change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 1458867, 1643245
#--------------------
# Site_Information
#   Site_Name: Southwest Ecological Memory Project Site J1-P5
#   Location: Colorado
#   Northernmost_Latitude: 38.2
#   Southernmost_Latitude: 38.2
#   Easternmost_Longitude: -108.4
#   Westernmost_Longitude: -108.4
#   Elevation_m: 1962
#--------------------
# Data_Collection
#   Collection_Name: CO685
#   First_Year: 1850
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Juniperus osteosperma (Torr.) Little
#   Common_Name: Utah juniper
#   Tree_Species_Code: JUOS
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## COJ0101A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0101A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0101C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0101C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0102A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0102A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0102C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0102C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0103C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0103C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0104B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0104B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0105C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0105C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0106B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0106B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0107B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0107B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0108A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0108B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0108B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0109A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0109A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0109B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0109B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0110A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0110A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0110B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0110B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0111A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0111A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0111B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0111B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0112A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0112A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0112B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0112B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0113A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0113A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0113B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0113B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0114A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0114A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0114B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0114B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0115A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0115A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COJ0115B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COJ0115B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	COJ0101A_raw	COJ0101C_raw	COJ0102A_raw	COJ0102C_raw	COJ0103A_raw	COJ0103C_raw	COJ0104A_raw	COJ0104B_raw	COJ0105A_raw	COJ0105C_raw	COJ0106A_raw	COJ0106B_raw	COJ0107A_raw	COJ0107B_raw	COJ0108A_raw	COJ0108B_raw	COJ0109A_raw	COJ0109B_raw	COJ0110A_raw	COJ0110B_raw	COJ0111A_raw	COJ0111B_raw	COJ0112A_raw	COJ0112B_raw	COJ0113A_raw	COJ0113B_raw	COJ0114A_raw	COJ0114B_raw	COJ0115A_raw	COJ0115B_raw
1850	NA	NA	0.244	NA	0.416	0.645	NA	0.427	0.335	0.232	NA	NA	NA	NA	NA	NA	0.505	0.45	0.847	0.99	NA	0.508	0.366	0.348	0.266	0.23	NA	NA	NA	NA
1851	NA	NA	0.04	NA	0	0.072	NA	0	0	0	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	NA
1852	NA	NA	0.226	NA	0.589	0.778	NA	0.564	0.443	0.298	NA	NA	NA	NA	NA	NA	0.507	0.488	0.18	0.381	NA	0.708	0.354	0.342	0.334	0.279	NA	NA	NA	NA
1853	NA	NA	0.065	NA	0.098	0.206	NA	0.123	0.117	0.052	NA	NA	NA	NA	NA	NA	0.023	0.047	0.057	0.149	NA	0.135	0.136	0.137	0.119	0.12	NA	NA	NA	NA
1854	NA	NA	0.157	NA	0.798	0.948	NA	0.636	0.603	0.406	NA	NA	NA	NA	NA	NA	0.58	0.499	0.753	1.123	NA	0.908	0.482	0.465	0.289	0.232	NA	NA	NA	NA
1855	NA	NA	0.186	NA	0.355	0.441	NA	0.658	0.293	0.211	NA	NA	NA	NA	NA	NA	0.445	0.418	0.609	0.786	0.534	0.541	0.332	0.309	0.219	0.144	NA	NA	NA	NA
1856	NA	NA	0.214	NA	0.762	0.634	NA	0.725	0.382	0.236	NA	NA	NA	NA	NA	NA	0.529	0.496	0.753	1.003	0.969	0.825	0.307	0.325	0.278	0.208	NA	NA	NA	NA
1857	NA	NA	0.203	NA	0.361	0.393	NA	0.423	0.216	0.13	NA	NA	NA	NA	NA	NA	0.256	0.216	0.336	0.432	0.378	0.336	0.254	0.228	0.15	0.094	NA	NA	NA	NA
1858	NA	NA	0.142	NA	0.207	0.208	NA	0.11	0.091	0.056	NA	NA	NA	NA	NA	NA	0.158	0.179	0.138	0.211	0.156	0.115	0.13	0.097	0.091	0.057	NA	NA	NA	NA
1859	NA	NA	0.255	NA	0.552	0.667	NA	0.699	0.42	0.303	NA	NA	NA	NA	NA	NA	0.563	0.595	0.526	0.791	1.023	0.926	0.33	0.356	0.291	0.207	NA	NA	NA	NA
1860	NA	NA	0.147	NA	0.191	0.221	NA	0.927	0.314	0.198	NA	NA	NA	NA	0.602	NA	0.671	0.737	0.238	0.417	0.444	0.391	0.123	0.176	0.23	0.112	NA	NA	0.453	0.369
1861	NA	NA	0	NA	0.077	0.079	NA	0.133	0.035	0	NA	NA	NA	NA	0	NA	0.039	0.035	0.083	0.065	0	0	0	0	0.068	0.205	NA	NA	0.138	0.147
1862	NA	NA	0.283	NA	0.748	0.573	NA	0.872	0.528	0.293	NA	NA	NA	NA	0.334	NA	0.651	0.81	0.554	0.513	0.854	0.719	0.3	0.232	0.285	0.326	NA	NA	0.588	0.785
1863	NA	NA	0.364	NA	0.76	0.632	NA	1.437	0.591	0.387	NA	NA	NA	NA	0.505	NA	0.977	1.422	0.555	0.683	1.201	1.104	0.454	0.473	0.411	0.384	NA	NA	0.869	0.773
1864	NA	NA	0	NA	0	0	NA	0	0	0	NA	NA	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
1865	NA	0.629	0.418	NA	0.794	0.817	NA	1.261	0.619	0.411	NA	NA	NA	NA	0.709	NA	1.008	1.402	0.642	0.835	1.066	1.076	0.418	0.374	0.453	0.262	NA	NA	0.841	0.771
1866	0.465	0.428	0.389	NA	0.935	0.823	NA	0.87	0.529	0.293	NA	1.443	NA	NA	0.558	NA	0.825	1.403	0.54	0.647	1.322	1.192	0.25	0.263	0.497	0.104	NA	NA	1.172	0.725
1867	0.557	0.429	0.38	NA	0.554	0.658	NA	0.816	0.457	0.259	NA	0.978	NA	NA	0.943	NA	0.549	0.809	0.62	0.636	0.72	0.669	0.298	0.312	0.323	0.304	NA	NA	1.055	0.737
1868	0.16	0.145	0.138	NA	0.23	0.327	NA	0.294	0.149	0.077	NA	0.288	NA	NA	0.212	NA	0.231	0.282	0.175	0.168	0.216	0.209	0.093	0.083	0.185	0.096	NA	NA	0.615	0.338
1869	0.263	0.234	0.205	NA	0.344	0.349	NA	0.576	0.302	0.179	NA	0.257	NA	NA	0.362	NA	0.321	0.416	0.369	0.338	0.406	0.372	0.16	0.183	0.281	0.271	NA	NA	0.396	0.355
1870	0.454	0.423	0.245	NA	0.576	0.784	0.629	0.663	0.4	0.325	NA	0.56	NA	NA	0.482	NA	0.471	0.625	0.547	0.468	0.599	0.595	0.314	0.284	0.387	0.281	0.447	0.334	0.75	0.661
1871	0.312	0.313	0.11	NA	0.247	0.392	0.383	0.407	0.273	0.194	NA	0.313	NA	NA	0.273	NA	0.237	0.415	0.261	0.251	0.268	0.337	0.138	0.175	0.236	0.187	0.335	0	0.404	0.286
1872	0.521	0.454	0.266	NA	0.539	0.612	0.564	0.591	0.47	0.324	NA	0.455	NA	NA	0.361	NA	0.383	0.602	0.482	0.447	0.811	0.862	0.263	0.246	0.365	0.251	0.275	0.32	0.576	0.494
1873	0.214	0.193	0.1	NA	0.186	0.253	0.258	0.277	0.239	0.124	NA	0.081	NA	NA	0.115	NA	0.15	0.252	0.132	0.158	0.176	0.17	0.136	0.138	0.153	0.1	0.112	0.068	0.378	0.24
1874	0.341	0.314	0.218	NA	0.326	0.429	0.431	0.476	0.3	0.188	NA	0.183	NA	NA	0.294	NA	0.307	0.485	0.282	0.291	0.403	0.482	0.26	0.264	0.38	0.304	0.137	0.157	0.493	0.376
1875	0.539	0.498	0.358	NA	0.546	0.613	0.561	0.591	0.482	0.299	NA	0.501	NA	NA	0.354	NA	0.445	0.601	0.478	0.567	0.69	0.782	0.334	0.349	0.441	0.389	0.177	0.244	0.673	0.599
1876	0.511	0.51	0.352	NA	0.734	0.871	0.715	0.562	0.527	0.305	NA	0.572	NA	NA	0.452	NA	0.402	0.624	0.442	0.46	1.025	1.077	0.331	0.331	0.335	0.347	0.083	0.107	0.668	0.646
1877	0.425	0.369	0.206	0.343	0.318	0.264	0.494	0.554	0.266	0.241	NA	0.38	NA	NA	0.28	0.257	0.34	0.53	0.327	0.36	0.524	0.512	0.256	0.242	0.33	0.312	0.097	0.134	0.424	0.336
1878	0.485	0.408	0.242	0.317	0.48	0.455	0.411	0.505	0.443	0.187	NA	0.401	NA	NA	0.402	0.326	0.24	0.437	0.429	0.469	0.588	0.663	0.284	0.308	0.346	0.336	0.119	0.128	0.361	0.305
1879	0.355	0.329	0.227	0.284	0.359	0.345	0.45	0.438	0.397	0.175	NA	0.374	NA	NA	0.271	0.241	0.258	0.419	0.387	0.428	0.572	0.601	0.254	0.212	0.205	0.185	0.238	0.192	0.342	0.26
1880	0.395	0.339	0.19	0.265	0.534	0.489	0.51	0.474	0.517	0.322	NA	0.295	NA	NA	0.254	0.151	0.229	0.403	0.307	0.337	0.634	0.687	0.281	0.273	0.238	0.183	0.323	0.384	0.421	0.293
1881	0.122	0.126	0.053	0.135	0.193	0.129	0.152	0.132	0.158	0.047	NA	0.07	NA	NA	0.072	0.06	0.035	0.072	0.084	0.124	0.193	0.176	0.075	0.057	0.138	0.082	0.17	0.173	0.421	0.13
1882	0.685	0.572	0.42	0.643	0.906	0.833	0.781	0.752	0.675	0.449	NA	0.197	NA	NA	0.637	0.42	0.464	0.699	0.624	0.654	0.949	0.959	0.478	0.419	0.572	0.464	0.349	0.302	0.68	0.423
1883	0.963	0.83	0.544	0.822	0.938	1.005	0.992	0.934	0.72	0.569	1.035	0.602	NA	NA	0.981	0.721	0.616	1.358	0.669	0.804	1.483	1.351	0.609	0.545	0.739	0.626	0.176	0.196	0.784	0.599
1884	0.478	0.303	0.239	0.36	0.521	0.519	0.516	0.636	0.38	0.279	0.475	0.902	NA	NA	0.53	0.401	0.354	0.731	0.431	0.508	0.57	0.551	0.305	0.326	0.375	0.333	0.255	0.29	0.564	0.306
1885	0.108	0.154	0.285	0.091	0.221	0.179	0.167	0.204	0.203	0.146	0.149	0	NA	NA	0.202	0.225	0.103	0.214	0.099	0.121	0.172	0.187	0.153	0.15	0.219	0.221	0.388	0.487	0.276	0.127
1886	0.239	0.255	0.29	0.384	0.523	0.535	0.412	0.528	0.375	0.235	0.413	0.336	NA	NA	0.343	0.3	0.278	0.401	0.327	0.316	0.47	0.491	0.305	0.336	0.434	0.396	0.493	0.492	0.442	0.266
1887	0	0	0	0	0	0	0	0	0	0	0.107	0.073	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0
1888	0.308	0.367	0.322	0.287	0.392	0.297	0.371	0.477	0.41	0.278	0.332	0.319	NA	NA	0.439	0.424	0.298	0.428	0.279	0.332	0.577	0.533	0.25	0.201	0.331	0.365	0.238	0.287	0.591	0.336
1889	0.517	0.423	0.381	0.369	0.651	0.607	0.639	0.841	0.615	0.366	0.864	0.288	NA	NA	0.801	0.622	0.327	0.533	0.542	0.565	0.979	0.839	0.418	0.361	0.377	0.457	0.108	0.117	0.741	0.504
1890	0.63	0.509	0.35	0.438	0.607	0.554	0.461	0.712	0.687	0.346	0.715	0.48	NA	NA	0.811	0.531	0.45	0.633	0.606	0.488	0.761	0.748	0.278	0.233	0.412	0.339	0.189	0.189	0.518	0.46
1891	0	0	0	0	0	0	0	0	0	0	0.255	0.415	NA	NA	0	0	0.041	0.071	0	0	0	0	0	0	0	0	0.14	0.144	0	0
1892	0.419	0.551	0.347	0.393	0.54	0.542	0.678	0.788	0.561	0.274	0.871	0.488	NA	1.11	0.864	0.506	0.638	0.738	0.654	0.533	0.855	0.881	0.355	0.34	0.507	0.47	0.285	0.366	0.631	0.576
1893	0.2	0.218	0.113	0.118	0.237	0.229	0.274	0.36	0.233	0.112	0.251	0.085	NA	0.306	0.238	0.143	0.181	0.202	0.198	0.188	0.266	0.298	0.116	0.114	0.263	0.212	0.354	0.344	0.202	0.201
1894	0.271	0.276	0.251	0.293	0.426	0.349	0.416	0.478	0.37	0.21	0.444	0.218	NA	0.554	0.33	0.235	0.356	0.451	0.476	0.324	0.41	0.41	0.148	0.132	0.395	0.312	0.417	0.357	0.29	0.214
1895	0.337	0.337	0.281	0.291	0.354	0.468	0.411	0.486	0.435	0.184	0.456	0.228	NA	1.094	0.37	0.159	0.378	0.44	0.376	0.261	0.557	0.57	0.168	0.162	0.33	0.275	0.069	0.055	0.24	0.184
1896	0.34	0.318	0.166	0.197	0.335	0.375	0.447	0.437	0.344	0.2	0.279	0.126	NA	0.331	0.312	0.208	0.421	0.452	0.37	0.293	0.434	0.427	0.146	0.127	0.281	0.245	0.097	0.059	0.237	0.166
1897	0.467	0.412	0.271	0.393	0.76	0.87	0.557	0.617	0.581	0.235	0.852	0.534	NA	1.165	0.469	0.287	0.688	0.574	0.534	0.406	0.973	0.753	0.236	0.25	0.393	0.325	0.128	0.126	0.246	0.273
1898	0.534	0.482	0.274	0.355	0.336	0.42	0.513	0.537	0.402	0.328	0.557	0.404	NA	0.996	0.448	0.39	0.591	0.565	0.516	0.376	0.577	0.518	0.229	0.237	0.332	0.285	0.101	0.072	0.294	0.365
1899	0	0	0	0	0	0	0	0	0	0	0.067	0.04	NA	0	0	0	0	0	0	0.047	0	0	0	0	0	0	0	0	0	0.018
