# Stambaugh - Nye Homestead - QUSP - ITRDB IA034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15169
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15169.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia034-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ia034-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia034.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ia034.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-09-04
#--------------------
# File_Last_Modified_Date
#   Date: 2013-09-04
#--------------------
# Title
#   Study_Name: Stambaugh - Nye Homestead - QUSP - ITRDB IA034
#--------------------
# Investigators
#   Investigators: Stambaugh, M.C.; Guyette, R.P.; Marschall, J.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # Event - fire
# # 
# # Cores Stored at:
# # Missouri Tree-Ring Laboratory, Department of Forestry, 21 ABNR Building, 
# # University of Missouri at Columbia, Columbia, MO 65211 USA.
# # Tel: (573) 884-9262 NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Joint Fire Science Program
#   Published_Title: Developing and using fire scar histories in the southern and eastern United States
#   Published_Date_or_Year: 2010
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Guyette, R.P., M.C. Stambaugh, and J.M. Marschall. 2010. 
Developing and using fire scar histories in the southern and eastern United States. 
Final Report to the Joint Fire Science Program. 46 pp.
#   Abstract: Land managers developing fire management plans in the eastern and southern United States lack quantitative information on historic fire regimes. Twelve new fire histories were developed from dated fire scars on trees from regions where no fire scar history data had existed before in the states of Alabama, Louisiana, Kentucky, Iowa, Wisconsin, and Michigan. Sites represent highly variable climates from extreme cold (with long snow cover duration) to subtropical. All sites utilized oak or pine recorder species that were collected from closed forest to open savanna structures. Pre-industrial mean fire intervals ranged from 3 to more than 35 years at sites that typically encompassed less than 2 km2 in area. The most frequent fire regime was found in Louisiana's Kisatchie National Forest (MFI = 3 yrs) while the longest fire intervals were at inland sites near the shore of Lake Superior (MFI > 35 yrs) some 1900 kilometers to the north. The subtropical site in Louisiana is perhaps the only site in the U.S. where fires are documented to have occurred more than once a year. The history of fire at sites in Wisconsin, Louisiana, and Michigan showed distinct temporal progressions in changes in fire frequency that we attributed to changing human population. Sites in Wisconsin showed potential for very large fires associated with drought years. Fire history data analyses and summaries were presented at multiple venues (workshops, conferences) and have been published in scientific journals and reports to regional land managers. Fire history data has also been made publicly available through the International Multiproxy Paleofire Databank (IMPD).# New fire history data from this project combined with previously collected fire history data from the Missouri Tree-Ring Laboratory and published fire histories in North America were used to parameterize and calibrate a continental fire frequency model based on climate. The most important contribution of this model is towards understanding climate forcing of fire regimes across the continental U.S. We have developed a suite of climate-based fire frequency models for the continental U.S. that show to be highly robust. Models and calibrations were validated with empirical fire history data during pre-industrial periods so to minimize non-climate influences associated with U.S. settlement (land conversion, changing cultures). Fire frequency models follow theoretical concepts from physical chemistry, utilize spatially-explicit fire and climate data, and were parameterized and validated using statistical methods. Data from fire history studies were accumulated from 37 states and include data based on fire scars (n = 168), expert estimates (n = 7) and charcoal (n = 3). Historic mean fire interval (MFI) models were parameterized using mean maximum temperature, precipitation, their interaction, and estimated population density (anthropogenic ignitions). Models are being used to: assess the role of climate in forcing fire frequency, map coarse-scale historic fire frequency for the continental U.S., and assess departures in fire regimes and smoke emissions.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nye Homestead
#   Location: Iowa
#   Northernmost_Latitude: 41.4333
#   Southernmost_Latitude: 41.4333
#   Easternmost_Longitude: -90.9167
#   Westernmost_Longitude: -90.9167
#   Elevation_m: 198
#--------------------
# Data_Collection
#   Collection_Name: IA034
#   First_Year: 1702
#   Last_Year: 1857
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PGC001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PGC001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PCG01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PCG01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NYE04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NYE04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PGC001_raw	NYE005_raw	NYE07b_raw	NYE02a_raw	NYE02b_raw	NYE11b_raw	NYE06a_raw	NYE06b_raw	NYE04b_raw	PCG01B_raw	NYE001_raw	NYE003_raw	NYE08a_raw	NYE08b_raw	NYE10a_raw	NYE04a_raw
1702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03
1703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12
1704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89
1705	NA	NA	NA	NA	NA	NA	NA	NA	2.06	NA	NA	NA	1.79	NA	NA	2.11
1706	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	1.4	1	NA	1.24
1707	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	1.76	0.96	NA	0.73
1708	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	2	2.12	NA	0.85
1709	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	2.65	2.03	NA	1.44
1710	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	2.81	2.05	NA	0.56
1711	2.56	NA	3	NA	NA	NA	NA	NA	0.61	NA	NA	NA	2.25	2.16	NA	0.7
1712	2.05	NA	2.17	NA	NA	NA	NA	NA	0.83	NA	NA	NA	1.28	1.28	NA	0.86
1713	1.71	NA	1.31	NA	NA	NA	NA	NA	0.48	NA	NA	NA	1.3	1.16	NA	0.58
1714	1.63	NA	2.5	NA	NA	NA	NA	NA	0.35	NA	NA	NA	1.62	1.36	NA	0.8
1715	1.8	NA	2.42	NA	NA	1.36	NA	NA	0.98	NA	NA	NA	1.88	1.55	NA	1.43
1716	1.42	NA	1.44	NA	NA	1.13	NA	NA	0.74	NA	NA	NA	0.93	1.14	0.91	0.85
1717	1.42	NA	1.31	NA	NA	1.35	NA	NA	0.6	NA	NA	NA	1.15	1.12	0.91	0.64
1718	1.24	NA	1.69	NA	NA	2.51	NA	NA	0.57	NA	NA	NA	0.88	1.09	0.75	0.54
1719	1.43	NA	1.44	NA	NA	2.82	NA	NA	0.97	NA	NA	NA	1.61	1.83	0.51	0.76
1720	3.06	NA	1.01	NA	NA	1.18	NA	NA	1.08	NA	NA	NA	1.93	2.3	0.41	1.27
1721	1.81	NA	0.76	NA	NA	2.86	NA	NA	0.41	NA	NA	NA	1.22	1.41	0.43	0.49
1722	2.74	NA	1.3	NA	NA	2.1	NA	NA	1.1	NA	NA	NA	2.07	2.3	0.3	0.92
1723	2.07	NA	1.18	NA	NA	1.38	NA	NA	1.4	NA	NA	NA	1.66	2.02	0.31	1.19
1724	1.4	NA	0.84	NA	NA	1.36	NA	NA	0.63	NA	NA	NA	1.34	0.91	0.65	0.67
1725	1.62	NA	0.85	NA	NA	1.15	NA	NA	0.83	NA	NA	NA	2.57	1.73	1	0.88
1726	1.65	NA	0.96	NA	NA	1.43	NA	NA	0.71	NA	NA	NA	2.22	1.71	0.89	0.61
1727	1.56	NA	1.02	NA	NA	1.51	NA	NA	0.43	NA	NA	NA	1.71	1.58	1.61	0.48
1728	1.55	NA	0.86	NA	NA	1.64	NA	NA	0.52	NA	NA	NA	1.83	1.76	1	0.52
1729	1	NA	0.71	NA	NA	1.09	NA	NA	0.81	NA	NA	NA	1.49	1.18	0.81	0.63
1730	0.93	NA	0.53	NA	NA	0.63	1.24	1.28	0.83	NA	NA	NA	1.67	1.32	0.73	0.84
1731	0.87	NA	0.6	NA	NA	0.61	1.15	1.18	0.68	NA	NA	NA	1.35	1.26	0.52	0.78
1732	1.22	NA	0.76	NA	NA	0.6	1.74	1.59	0.89	NA	NA	NA	1.57	1.49	1.04	1.08
1733	1.18	NA	0.76	NA	NA	0.3	2	2.15	1.52	NA	NA	NA	1.31	1.13	1.01	1.37
1734	1.43	NA	0.52	NA	NA	0.39	2.94	3.01	1.05	NA	NA	NA	0.82	0.72	0.75	0.64
1735	0.9	NA	0.72	NA	NA	0.32	1.17	1.15	0.63	NA	NA	NA	0.51	0.61	0.82	0.53
1736	1.05	NA	0.77	NA	NA	0.45	1	0.94	0.44	NA	NA	NA	0.72	0.64	1.56	0.48
1737	1.11	NA	0.68	NA	NA	0.47	1.49	1.79	0.74	NA	NA	NA	0.67	1.03	1.24	0.68
1738	0.99	NA	1.04	NA	NA	0.59	1.86	1.83	0.66	NA	NA	NA	0.92	1.08	1.4	0.48
1739	1.33	NA	0.79	NA	NA	0.57	1.85	1.69	1.15	NA	NA	NA	1.3	1.25	1.14	1.25
1740	1.36	NA	1	NA	NA	0.28	1.91	1.69	0.58	NA	NA	1.94	1.35	1.28	1.18	0.75
1741	1.03	0.81	0.92	NA	NA	0.19	1.13	1.12	0.41	NA	NA	1.68	1.23	1.08	1.13	0.42
1742	1.11	1.02	1.05	NA	NA	0.22	1.52	1.36	0.34	NA	NA	1.14	1.49	1.19	1.41	0.29
1743	0.91	1.11	1.16	NA	NA	0.29	1.1	0.92	0.6	NA	NA	1.58	1.19	1.01	0.78	0.43
1744	1.25	1	1.32	NA	NA	0.32	1.23	1.13	0.78	NA	NA	2.02	1.7	1.23	1.24	0.79
1745	1.23	1.71	1.23	NA	NA	0.29	1.48	1.43	1.26	NA	NA	1.52	1.5	1.15	0.88	1.54
1746	1.17	0.85	1.2	NA	NA	0.45	1.28	1.11	1.1	NA	NA	1.34	1.25	0.94	1.55	0.76
1747	1.2	0.95	1.28	NA	NA	0.21	1.52	1.39	1.56	NA	NA	1.12	1.29	1.16	1.17	1.47
1748	0.81	0.92	1.08	NA	NA	0.26	0.98	1.09	1.06	NA	NA	1.12	0.8	0.76	1.27	0.95
1749	1.03	0.72	1.27	NA	NA	0.17	0.59	0.76	1.23	NA	NA	1.2	0.67	0.95	1.57	1.22
1750	1.1	1.19	1.69	NA	NA	0.4	1.05	1.13	1.3	NA	NA	1.62	1.29	1.28	1.92	1.46
1751	1.13	1.19	1.81	1.41	1.58	0.67	1.25	1.48	1.03	NA	NA	1.22	2.01	1.22	1.99	1.29
1752	1.11	0.68	0.96	1.01	1	0.36	0.57	0.7	0.63	NA	NA	1.48	1.37	0.7	0.77	0.51
1753	1.09	0.53	1.17	1.22	1.35	1.01	1.23	1.12	0.78	NA	NA	1.44	1.73	0.81	1.29	0.61
1754	1.07	0.92	1.23	1.55	1.59	1.66	1.5	1.35	1.3	NA	NA	1.47	2.11	1.15	1.7	1.24
1755	1.18	1.78	1.12	1.46	1.85	1.66	1.42	1.35	1.12	1.73	NA	1.25	1.68	1.26	1.52	1.39
1756	1.17	2.02	1.14	0.95	1.01	1.09	1.05	1.03	0.92	1.9	NA	1.06	1.34	1.22	2.05	0.96
1757	1.01	1.96	1.14	0.94	0.94	0.91	1.6	1.07	1.03	1.1	NA	1.13	1.34	1.26	1.75	1.16
1758	1.05	1.2	1.04	0.94	1.26	0.72	0.93	0.88	0.86	1.53	NA	1.22	1.35	0.98	1.14	0.88
1759	1.24	0.69	1.36	1.16	1.43	0.88	1.01	0.82	0.89	1.71	NA	1	1.69	0.92	1.23	1.01
1760	1.13	1.08	0.79	0.82	0.76	0.56	0.77	0.64	0.79	1.05	NA	1.29	1.26	1.03	0.77	0.67
1761	1.19	0.8	1.17	1.21	1.03	0.57	0.69	0.86	0.86	1.28	NA	1.39	1.3	1.25	1.31	0.85
1762	1.17	1.01	1.02	1.03	1.26	0.38	0.85	0.87	0.75	1	NA	1.28	1.1	1.8	0.84	0.75
1763	1.23	0.93	1.31	0.91	1.03	0.48	0.73	0.86	0.59	1.07	NA	1.05	1.15	1.56	0.8	0.63
1764	1.32	1.1	1.66	0.93	1.07	0.8	1.06	1.08	0.64	1.33	NA	0.76	1.27	1.26	0.72	0.7
1765	1.28	1.51	1.87	1.1	1.05	0.72	0.96	0.76	0.58	1.26	NA	1.06	1.54	1.57	0.77	0.68
1766	1.39	1.2	2.01	1.14	1.12	0.82	0.88	0.81	0.8	1.33	NA	1.12	1.72	1.54	1.07	0.64
1767	1.21	1.12	1.86	0.63	0.75	0.75	0.52	0.68	0.64	1.37	NA	0.95	1.45	1.25	0.74	0.59
1768	1.14	1.54	1.86	0.58	0.64	0.73	0.66	0.6	0.61	1.48	NA	0.97	1.44	1.43	0.77	0.39
1769	0.84	1.26	1.49	1.28	1.41	0.52	0.58	0.67	0.69	1.4	NA	0.86	1.29	1.3	0.51	0.61
1770	1.03	0.78	1.49	0.59	0.88	0.59	0.78	0.69	0.38	1.13	NA	0.86	1.41	1.1	0.61	0.39
1771	1.09	0.78	1.5	1.06	1.12	0.67	0.65	0.67	0.9	1.59	NA	0.79	1.23	1.35	0.53	0.59
1772	0.79	1.14	0.94	0.74	0.72	0.54	0.63	0.67	0.47	1.02	0.39	0.76	0.97	0.88	0.41	0.42
1773	0.89	0.71	1.18	0.79	1.03	1.07	0.75	0.74	0.59	0.99	0.55	0	1.34	1.1	0.71	0.41
