# Larson - Cathedral Pines Campground - PIRE - ITRDB ME049
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33694
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33694.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me049-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; me049-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me049.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/me049.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-01
#--------------------
# Title
#   Study_Name: Larson - Cathedral Pines Campground - PIRE - ITRDB ME049
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Flinner, N.L.; Labarge, S.G.; Wilding, T.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2021-08-05.
#--------------------
# Publication
#   Authors: Larson, E.R. Allen, S., Flinner, N.L., Labarge, S.G., Wilding, T.C.
#   Journal_Name: Tree-Ring Research
#   Published_Title: The need and means to update chronologies in a dynamic environment
#   Published_Date_or_Year: 2013
#   Volume: 69
#   Pages: 21-27
#   Issue: 1
#   Report_Number: 
#   DOI:
#   Full_Citation: None
#   Abstract: The International Tree-Ring Data Bank (ITRDB) provides public access to over 3000 tree-ring data sets collected over the past century, yet 809 of these sites have end dates between AD 1950 and 1980. These data cannot be calibrated with at least the past 30-40 years of instrumental data when used in climate reconstructions. We developed new tree-ring data sets at five sites in Maine, USA, to update earlier collections. Four of the five collections were successfully updated, with environmental changes at the fifth site limiting our success. Our results highlight the limits to tree longevity in a dynamic world and the need to increase and formalize efforts toward updating chronologies. We initiate a discussion to set forth explicit guidelines that help create consistent efforts to updating chronologies and provide a guide to beginning dendrochronologists who are particularly well suited to contribute to this area of work. The research was carried out through an introductory dendrochronology course taught at the University of Wisconsin-Platteville and offers a model to help direct the increasing availability of human resources to the rapidly growing field of dendrochronology.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cathedral Pines Campground
#   Location: Maine
#   Northernmost_Latitude: 45.18672
#   Southernmost_Latitude: 45.18672
#   Easternmost_Longitude: -70.457568
#   Westernmost_Longitude: -70.457568
#   Elevation_m: 350
#--------------------
# Data_Collection
#   Collection_Name: ME049
#   First_Year: 1792
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus resinosa Aiton
#   Common_Name: red pine
#   Tree_Species_Code: PIRE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## cpc001a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc001a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc001b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc001b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc002a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc002a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc002b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc002b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc003b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc003b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc003a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc003a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc004a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc004a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc004b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc004b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc005a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc005a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc005b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc005b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc006a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc006a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc006b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc006b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc007b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc007b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc007a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc007a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc008b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc008b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc010b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc010b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc010a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc010a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc011b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc011b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc011a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc011a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc012b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc012b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc012a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc012a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc014a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc014a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc014b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc014b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc015b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc015b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc015a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc015a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc016b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc016b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc016a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc016a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc017b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc017b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc018b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc018b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc018a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc018a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc019a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc019a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc020a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc020a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cpc020b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cpc020b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	cpc001a_raw	cpc001b_raw	cpc002a_raw	cpc002b_raw	cpc003b_raw	cpc003a_raw	cpc004a_raw	cpc004b_raw	cpc005a_raw	cpc005b_raw	cpc006a_raw	cpc006b_raw	cpc007b_raw	cpc007a_raw	cpc008b_raw	cpc010b_raw	cpc010a_raw	cpc011b_raw	cpc011a_raw	cpc012b_raw	cpc012a_raw	cpc014a_raw	cpc014b_raw	cpc015b_raw	cpc015a_raw	cpc016b_raw	cpc016a_raw	cpc017b_raw	cpc018b_raw	cpc018a_raw	cpc019a_raw	cpc020a_raw	cpc020b_raw
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.225	NA	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.39	NA	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.41	NA	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	2.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.273	NA	NA	NA
1796	NA	NA	NA	NA	2.433	NA	NA	NA	NA	1.445	NA	1.858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.08	NA	NA	NA
1797	NA	NA	NA	NA	1.918	NA	NA	NA	NA	2.251	NA	1.814	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.221	NA	NA	NA	NA	NA	NA	NA	2.52	NA	NA	NA
1798	NA	NA	NA	NA	2.716	NA	NA	NA	NA	2.635	NA	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.57	NA	NA	3.248	NA	3.258	NA	2.134	2.991	NA	NA	NA
1799	NA	NA	3.03	NA	3.009	NA	NA	2.749	NA	3.082	NA	3.287	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.287	NA	NA	4.096	NA	5.603	NA	2.28	3.038	NA	NA	NA
1800	NA	3.164	3.502	NA	2.527	NA	2.467	3.123	NA	3.017	NA	2.941	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.077	NA	7.528	2.764	NA	3.988	NA	2.274	2.775	NA	NA	NA
1801	3.95	3.129	3.39	NA	2.436	3.563	2.398	3	2.448	2.846	4.879	3.364	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.383	NA	4.231	2.391	NA	4.152	NA	2.693	2.993	NA	NA	NA
1802	2.116	2.873	2.272	NA	2.406	2.154	1.581	2.354	2.186	2.11	3.352	2.841	NA	NA	NA	NA	NA	NA	NA	3.942	NA	2.636	NA	4.062	2.611	NA	3.487	NA	2.481	2.702	2.775	2.868	2.425
1803	3.089	2.194	2.013	NA	2.472	3.493	2.274	2.055	2.279	2.199	3.028	2.528	NA	NA	NA	NA	NA	NA	NA	3.727	NA	3.049	NA	4.942	2.099	NA	3.71	NA	2.607	2.355	2.685	2.219	1.825
1804	3.576	2.644	1.638	NA	2.469	2.71	2.151	1.863	1.939	2.222	3.408	2.47	NA	NA	NA	NA	NA	NA	NA	3.293	NA	3.731	NA	4.45	1.709	3.77	3.196	2.562	2.685	3.031	3.057	2.457	2.037
1805	3.118	2.968	1.553	NA	2.416	2.353	2.226	2.026	3.58	2.836	3.268	2.614	NA	NA	NA	NA	NA	4.992	NA	3.652	NA	4.51	NA	4.854	3.805	4.24	3.545	3.241	3.237	3.947	2.886	3.074	2.198
1806	2.323	2.714	1.37	NA	1.52	1.707	1.636	1.621	2.431	2.027	2.494	2.072	NA	NA	NA	NA	NA	3.143	NA	2.899	NA	4.088	NA	2.91	2.333	3.294	2.722	2.563	2.348	3.058	2.607	2.966	1.899
1807	2.061	2.784	1.944	NA	2.222	2.489	1.937	1.46	2.228	2.318	2.834	2.041	NA	NA	NA	NA	NA	3.639	NA	3.29	NA	4.183	NA	3.97	3.047	4.471	3.672	2.737	2.595	3.501	3.101	1.935	1.708
1808	2.376	2.56	2.155	NA	1.995	2.393	2.083	1.602	1.917	2.516	3.082	2.825	NA	NA	NA	NA	NA	3.939	NA	3.288	NA	4.18	NA	3.893	2.77	3.413	3.58	2.426	2.963	3.792	2.661	1.855	1.847
1809	1.796	1.901	2.291	3.95	1.836	1.602	2.775	1.467	1.443	1.734	2.771	1.862	NA	NA	NA	NA	NA	2.412	NA	3.075	NA	2.601	NA	3.815	3.068	2.313	2.76	2.032	2.338	2.77	5.956	1.069	0.926
1810	1.926	1.819	1.674	2.975	1.408	1.773	2.466	1.206	2.269	2.095	3.1	2.427	NA	NA	NA	NA	NA	2.726	NA	3.126	3.66	3.441	2.105	3.916	2.486	3.302	3.056	2.801	2.278	3.629	6.91	1.317	1.02
1811	2.101	2.45	2.252	2.54	2.783	2.237	2.135	1.494	2.814	3.466	3.096	3.111	NA	NA	NA	NA	NA	2.477	NA	3.759	2.566	2.604	1.762	3.331	2.918	3.367	3.629	3.594	2.565	3.103	4.505	0.939	1.43
1812	1.781	1.973	2.008	1.799	2.473	1.73	1.91	1.531	1.755	2.071	3.072	2.22	NA	NA	NA	NA	NA	2.377	NA	3.082	2.297	2.227	1.325	2.095	2.551	2.886	2.707	2.083	2.076	1.921	2.754	0.609	1.272
1813	1.648	1.803	1.84	1.436	2.078	1.451	1.696	0.972	2.204	1.968	1.804	1.742	NA	NA	NA	NA	NA	2.271	NA	2.268	2.946	1.972	1.61	2.413	2.165	2.084	2.454	2.027	2.126	1.602	1.349	0.403	0.852
1814	2.251	1.771	1.565	1.353	2.123	1.611	1.683	0.74	2.588	1.746	1.716	1.973	0.754	NA	NA	NA	NA	2.41	NA	2.632	2.444	2.966	2.895	2.773	2.977	3.093	2.482	2.023	2.219	1.788	1.915	0.855	0.972
1815	1.832	1.547	1.224	1.049	2.233	1.757	1.426	0.952	2.049	1.975	1.911	2.282	0.891	NA	NA	NA	NA	1.999	NA	2.711	3.218	3.033	2.11	2.921	2.331	4.233	2.38	1.965	2.256	1.76	1.926	0.917	0.739
1816	1.847	1.482	1.398	1.723	2.244	2.398	1.333	1.002	1.854	2.031	2.204	1.994	0.939	NA	NA	NA	NA	1.952	NA	3.295	2.737	2.132	2.148	2.172	2.412	2.886	2.64	2.241	2.22	2.235	2.212	1.14	1.051
1817	1.512	1.146	1.142	1.124	1.645	2.223	1.238	0.67	1.384	1.692	1.775	1.895	1.344	NA	NA	NA	NA	1.962	NA	2.001	2.424	2.158	1.919	2.727	2.353	2.313	2.431	1.879	1.919	2.091	1.956	0.693	1.03
1818	1.366	0.935	0.897	1.221	1.681	2.148	0.852	0.67	1.237	1.599	1.265	1.846	0.998	NA	NA	NA	NA	1.594	NA	2.419	2.18	1.946	1.548	2.295	1.829	1.989	2.101	1.769	1.167	1.506	1.669	0.496	0.841
1819	1.307	1.532	1.156	1.437	1.756	1.845	1.153	1.002	1.29	1.569	2.049	1.855	0.866	0.766	NA	NA	NA	1.966	NA	2.572	2.991	2.073	2.739	2.647	1.759	2.429	2.213	2.098	1.338	1.611	1.639	0.703	1.014
1820	1.35	1.325	0.925	1.127	1.782	1.346	1.353	0.937	1.337	1.388	1.393	1.534	1.143	1.478	NA	NA	NA	1.682	2.479	2.243	2.226	1.438	1.991	2.233	2.234	2.465	1.893	1.557	1.168	1.548	1.267	0.818	1.114
1821	1.199	1.328	0.735	1.15	1.765	1.267	1.249	0.902	1.526	1.206	1.243	1.683	1.255	0.916	NA	NA	NA	2.022	1.686	1.567	2.038	1.163	1.972	1.24	1.663	2.047	1.522	1.972	1.346	1.172	0.963	0.522	1.108
1822	1.715	1.559	0.967	1.409	2.058	1.7	1.573	1.155	1.846	1.63	1.686	2.349	1.331	1.789	NA	NA	NA	1.92	3.417	2.043	2.105	1.883	2.674	3.246	2.188	3.328	2.363	2.56	1.302	1.727	2.533	0.519	1.373
1823	1.299	1.519	1.009	1.417	1.046	1.263	1.184	0.775	1.532	1.482	1.471	1.64	1.726	2.378	NA	NA	NA	1.877	2.38	2.051	2.426	1.417	1.638	2.041	1.854	1.63	1.703	1.578	1.239	1.533	2.087	0.439	1.191
1824	1.129	1.167	0.779	0.573	0.43	0.563	1.02	0.712	1.582	1.203	0.824	0.705	1.438	1.787	NA	NA	NA	1.41	2.24	1.276	1.943	1.736	1.672	1.666	1.351	1.776	1.118	1.346	1.197	0.808	1.524	0.553	0.804
1825	1.313	1.391	0.739	0.435	0.826	1.049	1.164	1.432	1.318	0.803	1.09	1.418	0.147	0.24	NA	NA	NA	2.002	1.953	1.49	2.49	1.438	0.921	1.578	0.875	1.697	1.009	1.888	1.099	0.598	1.762	0.62	1.043
1826	1.34	1.219	0.74	0.434	1.376	1.581	1.744	1.573	1.359	0.668	1.176	1.841	0.239	0.463	NA	NA	NA	2.362	2.804	1.51	2.643	1.312	1.173	0.956	0.561	1.564	0.907	1.657	0.68	0.454	1.36	1.081	1.241
1827	2.359	1.88	1.079	1.088	2.752	3.735	2.872	1.658	1.916	0.832	1.414	1.621	0.381	0.843	NA	NA	NA	2.57	3.787	2.206	2.867	1.439	1.385	1.585	0.878	1.539	1.158	2.038	1.136	0.662	2.042	2.212	1.912
1828	2.344	2.29	1.354	1.265	3.101	5.62	2.45	1.439	2.143	1.206	1.741	2.041	0.888	1.3	NA	NA	NA	2.917	4.126	2.652	2.982	1.798	1.511	2.262	1.498	1.444	1.794	2.493	1.443	1.55	3.315	2.589	2.715
1829	2.811	2.941	2.465	1.517	4.398	5.141	1.975	2.087	1.635	1.657	1.888	3.233	2.588	2.103	NA	NA	NA	3.121	3.208	2.942	3.877	1.985	1.853	2.309	1.573	2.085	1.973	2.706	2.004	2.324	3.524	1.935	3.131
1830	2.828	3.132	3.183	2.466	4.81	4.964	2.448	2.433	3.057	2.606	2.563	2.952	2.89	2.796	NA	NA	NA	3.482	2.544	3.556	3.815	2.64	3.565	1.901	1.846	3.162	2.349	3.194	1.8	2.831	3.317	1.542	2.644
1831	2.197	2.152	2.72	2.226	4.947	5.024	2.611	1.629	2.739	3.229	2.656	2.356	2.527	3.586	NA	NA	NA	3.043	2.719	2.857	3.6	2.007	2.939	2.09	1.614	2.06	1.242	2.922	2.068	2.064	3.744	1.424	2.367
1832	1.987	2.132	2.577	2.11	4.693	4.103	3.136	2.327	2.099	2.722	2.749	2.541	1.937	2.682	NA	NA	NA	2.561	2.985	2.318	4.073	2.391	2.235	2.1	2.408	2.329	2.151	3.752	1.966	2.19	2.972	1.7	2.745
1833	2.748	2.091	2.452	2.668	3.521	2.879	4.528	3.153	3.067	1.737	2.108	3.274	2.49	2.522	0.701	NA	NA	2.698	3.12	2.076	4.157	2.265	2.275	2.439	2.154	2.909	2.297	3.408	2.305	2.232	3.201	1.977	2.704
