# Wertz - Lincoln Park - QUMA - ITRDB ND009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16769
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16769.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nd009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nd009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nd009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nd009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-01
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-01
#--------------------
# Title
#   Study_Name: Wertz - Lincoln Park - QUMA - ITRDB ND009
#--------------------
# Investigators
#   Investigators: Wertz, E.; St. George, S.; Zeleznik, J.; Smoter, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Erika L. Wertz, Scott St. George and Joseph D. Zeleznik
#   Journal_Name: Water Resources Research
#   Published_Title: Vessel anomalies in Quercus macrocarpa tree rings associated with recent floods along the Red River of the North, United States
#   Published_Date_or_Year: 2013
#   Volume: 49
#   Pages: 630-634
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1029/2012WR012900
#   Full_Citation: None
#   Abstract: Estimates of future flood risks are based on the observations of past floods, but instrumental records of basin hydrology are often too short to assess potential changes in the frequency or magnitude of extreme floods over time. In this study, we show that bur oak (Quercus macrocarpa Michx.) growing along the Red River of the North in North Dakota and Minnesota preserve evidence of past floods within their annual growth rings. Rings formed during major floods often displayed (i) marked reductions in the size of their earlywood vessels or (ii) a more diffuse distribution of vessels throughout the increment. Because of the correspondence between major floods and widespread anatomical anomalies within riparian oaks, we suggest that these features can be described as "flood rings." The frequency of flood-ring formation varied substantially along the river, which implies that this evidence can only provide an accurate estimate of flood history when it is obtained from many trees sampled across a dense network of sites. The rate of flood-ring formation is primarily influenced by flood magnitude but is also controlled by the timing and duration of inundation relative to the period of cambial growth. Although flood-affected oaks are imperfect recorders of past floods, this approach offers significant potential as a means to estimate the preinstrumental flood history of the Red River within the United States.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lincoln Park
#   Location: North Dakota
#   Northernmost_Latitude: 47.9009
#   Southernmost_Latitude: 47.9009
#   Easternmost_Longitude: -97.0218
#   Westernmost_Longitude: -97.0218
#   Elevation_m: 254
#--------------------
# Data_Collection
#   Collection_Name: ND009
#   First_Year: 1854
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## G-LCN01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G-LCN20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G-LCN20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	G-LCN01_raw	G-LCN02_raw	G-LCN03_raw	G-LCN04_raw	G-LCN05_raw	G-LCN06_raw	G-LCN07_raw	G-LCN08_raw	G-LCN09_raw	G-LCN10_raw	G-LCN11_raw	G-LCN12_raw	G-LCN13_raw	G-LCN14_raw	G-LCN15_raw	G-LCN16A_raw	G-LCN16B_raw	G-LCN17_raw	G-LCN18_raw	G-LCN19_raw	G-LCN20_raw
1854	NA	NA	NA	NA	NA	NA	1.123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	1.243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	1.792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	1.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	1.306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	1.029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	2.347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	0.643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	0.603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	0.454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	0.496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	0.442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	0.763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	0.349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	0.555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	0.887	NA	NA	NA	NA	NA	NA	NA	NA	1.481	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	1.229	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	1.615	NA	NA	NA	NA	NA	NA	NA	NA	1.998	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	1.243	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	0.876	NA	NA	NA	NA	NA	NA	NA	NA	1.967	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	1.095	NA	NA	NA	NA	NA	NA	NA	NA	2.465	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	1.093	NA	NA	NA	NA	NA	NA	NA	NA	2.272	NA	NA	NA	NA	NA
1878	NA	2.161	NA	NA	NA	NA	1.011	NA	NA	NA	NA	NA	NA	NA	NA	1.872	NA	NA	NA	NA	NA
1879	NA	2.111	NA	NA	NA	NA	0.894	NA	NA	NA	NA	NA	NA	NA	NA	2.435	NA	NA	NA	NA	NA
1880	NA	1.855	NA	NA	NA	NA	0.612	NA	NA	NA	NA	NA	NA	1.413	NA	2.568	1.817	NA	NA	NA	NA
1881	NA	2.356	NA	NA	NA	NA	0.774	NA	NA	NA	NA	NA	NA	2.561	NA	2.494	1.749	NA	NA	NA	NA
1882	NA	2.837	NA	NA	NA	NA	0.808	NA	NA	NA	NA	NA	NA	3.263	NA	3.126	1.979	NA	NA	NA	NA
1883	NA	1.727	NA	NA	NA	NA	1.126	NA	NA	NA	NA	NA	NA	2.52	NA	1.751	0.986	NA	NA	NA	NA
1884	NA	2.495	NA	NA	NA	NA	1.666	NA	NA	NA	NA	NA	NA	2.327	NA	2.298	1.615	NA	NA	NA	NA
1885	NA	3.989	NA	NA	NA	NA	2.762	NA	NA	NA	NA	NA	NA	2.508	NA	3.923	2.793	NA	NA	NA	NA
1886	NA	2.385	NA	NA	NA	NA	1.108	NA	NA	NA	NA	NA	NA	1.911	NA	2.515	1.75	NA	NA	NA	NA
1887	NA	1.722	NA	NA	NA	NA	1.258	NA	NA	NA	NA	NA	NA	1.394	NA	1.735	1.35	NA	NA	NA	NA
1888	NA	1.64	NA	NA	NA	NA	1.794	NA	NA	NA	NA	NA	NA	2.858	NA	2.173	1.779	NA	NA	NA	NA
1889	NA	1.907	NA	2.77	NA	NA	1.682	NA	NA	NA	NA	NA	NA	1.488	NA	2.598	1.987	NA	NA	NA	NA
1890	NA	2.336	NA	2.596	NA	NA	1.822	NA	2.902	NA	NA	NA	NA	2.293	NA	1.887	1.61	NA	NA	NA	NA
1891	NA	3.187	NA	2.712	NA	NA	1.84	NA	3.221	NA	NA	NA	NA	1.854	NA	2.284	2.027	NA	NA	NA	NA
1892	NA	3.74	NA	2.049	NA	NA	2.423	NA	3.655	NA	NA	NA	NA	2.44	NA	2.383	1.952	NA	NA	NA	NA
1893	NA	3.139	NA	1.736	NA	NA	2.734	NA	4.505	NA	NA	NA	NA	2.653	NA	2.749	2.129	NA	NA	NA	NA
1894	NA	2.222	NA	1.961	NA	NA	2.531	NA	4.86	NA	NA	2.532	NA	1.921	NA	2.081	1.501	NA	NA	NA	NA
1895	NA	2.105	NA	0.839	NA	NA	1.484	NA	3.688	NA	NA	3.513	NA	1.075	NA	1.295	1.023	NA	NA	NA	NA
1896	NA	3.534	NA	1.401	NA	NA	3.01	NA	5.104	NA	NA	4.345	NA	2.472	NA	2.693	2.208	NA	NA	NA	NA
1897	NA	2.173	NA	0.582	NA	NA	1.129	NA	1.752	NA	NA	2.039	NA	1.049	NA	1.88	1.406	NA	NA	0.806	NA
1898	NA	2.907	NA	0.902	NA	NA	1.743	NA	2.011	NA	NA	2.293	NA	1.61	NA	1.66	2.004	NA	NA	2.008	NA
1899	NA	2.787	NA	1.058	NA	NA	2.086	NA	1.712	NA	NA	2.283	NA	1.527	NA	1.554	1.583	NA	NA	2.938	NA
1900	NA	0.977	NA	0.334	NA	NA	0.975	NA	0.685	NA	NA	0.849	NA	0.595	NA	0.922	0.825	NA	NA	1.299	NA
1901	NA	2.745	NA	1.2	NA	NA	2.172	NA	0.649	NA	NA	1.132	NA	1.723	NA	1.31	1.588	NA	NA	3.507	NA
1902	NA	2.882	NA	2.539	NA	NA	2.877	NA	2.205	NA	NA	2.348	NA	2.878	NA	1.571	1.297	NA	NA	3.62	NA
1903	NA	1.639	NA	1.383	NA	NA	1.384	NA	1.834	NA	NA	1.899	NA	1.941	NA	1.529	1.284	NA	NA	2.298	NA
1904	NA	3.543	NA	2.597	NA	NA	2.321	NA	2.131	6.103	NA	2.865	NA	2.655	1.824	2.49	2.464	NA	NA	2.835	NA
1905	NA	2.205	NA	2.24	NA	NA	1.223	NA	0.539	3.934	2.528	1.831	NA	1.67	1.204	1.976	1.897	NA	NA	2.502	NA
1906	NA	2.028	NA	1.462	NA	NA	1.043	NA	0.386	3.998	1.716	2.073	NA	0.979	0.786	1.588	1.287	NA	NA	1.456	NA
1907	4.682	1.974	NA	1.503	NA	NA	1.915	NA	0.477	4.725	1.931	2.026	NA	1.398	0.939	1.821	1.446	NA	NA	2.191	NA
1908	3.644	1.491	NA	1.511	NA	NA	2.286	NA	0.453	4.912	1.583	1.502	NA	1.208	1.009	1.389	0.934	NA	NA	2.3	NA
1909	3.787	1.259	NA	1.722	NA	NA	2.126	NA	0.409	4.334	1.885	1.65	NA	1.052	1.51	1.357	1.131	NA	NA	2.789	NA
1910	2.117	1.088	NA	1.062	NA	NA	2.027	NA	0.594	3.988	1.182	1.418	NA	1.091	0.824	0.843	0.663	NA	NA	1.707	NA
1911	3.586	1.44	NA	1.742	NA	NA	2.559	NA	0.914	3.037	1.484	1.747	NA	1.53	1.373	1.453	1.112	NA	0.962	2.526	NA
1912	4.279	1.174	NA	1.731	NA	NA	1.488	NA	1.402	3.809	2.493	2.989	NA	2.309	1.709	1.461	0.966	NA	1.068	2.729	NA
