# Lloyd - Fox River Bank - PCGL - ITRDB AK034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3889
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3889.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak034-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak034-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak034.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak034.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-23
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-23
#--------------------
# Title
#   Study_Name: Lloyd - Fox River Bank - PCGL - ITRDB AK034
#--------------------
# Investigators
#   Investigators: Lloyd, A.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Fox River Bank
#   Location: Alaska
#   Northernmost_Latitude: 64.82
#   Southernmost_Latitude: 64.82
#   Easternmost_Longitude: -163.7
#   Westernmost_Longitude: -163.7
#   Elevation_m: 61
#--------------------
# Data_Collection
#   Collection_Name: AK034
#   First_Year: 1795
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B5B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B5B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B9B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B9B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B29_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B29; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B8A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B8A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B30_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B30; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B31_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B31; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B6RE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B6RE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B28RE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B28RE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B24ARE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B24ARE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	B2_raw	B4_raw	B5B_raw	B9B_raw	B10_raw	B14_raw	B15A_raw	B18_raw	B19_raw	B20_raw	B21_raw	B22A_raw	B23_raw	B25_raw	B26_raw	B29_raw	B7_raw	B8A_raw	B11_raw	B13_raw	B16A_raw	B17_raw	B27_raw	B30_raw	B31_raw	B6RE_raw	B12_raw	B28RE_raw	B24ARE_raw
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.356	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.473	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.018	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.523	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.428	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.345	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.416	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.501	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.438	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.303	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.307	NA	NA	NA	NA	NA	NA	NA	0.706
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.277	NA	NA	NA	NA	0.267	NA	NA	NA	NA	NA	NA	NA	0.398
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.261	NA	NA	NA	NA	0.281	NA	NA	NA	NA	NA	NA	NA	0.602
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.177	NA	NA	NA	NA	0.216	NA	NA	NA	NA	NA	NA	NA	0.55
1812	NA	NA	NA	NA	NA	NA	NA	0.216	NA	NA	NA	NA	NA	NA	NA	0.163	NA	NA	NA	NA	0.416	NA	NA	NA	NA	NA	NA	NA	0.582
1813	NA	NA	NA	NA	NA	NA	NA	0.527	NA	NA	NA	NA	NA	NA	NA	0.167	NA	NA	NA	NA	0.443	NA	NA	NA	NA	NA	NA	0.244	0.708
1814	NA	NA	NA	NA	NA	NA	NA	0.429	NA	NA	NA	NA	NA	NA	NA	0.281	NA	NA	NA	NA	0.334	NA	NA	NA	NA	NA	NA	0.24	0.748
1815	NA	NA	NA	NA	NA	NA	NA	0.294	NA	NA	NA	NA	NA	NA	NA	0.274	NA	NA	NA	NA	0.359	NA	NA	NA	NA	NA	NA	0.248	0.792
1816	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	0.412	NA	NA	0.282	NA	NA	NA	NA	0.291	0.293	NA	NA	NA	NA	NA	0.286	0.728
1817	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	0.797	NA	NA	0.31	NA	NA	NA	NA	0.266	0.336	NA	NA	NA	NA	NA	0.5	0.908
1818	NA	NA	NA	NA	NA	NA	NA	0.494	NA	NA	NA	NA	0.875	NA	NA	0.357	NA	NA	NA	NA	0.317	0.243	NA	NA	NA	NA	NA	0.472	0.938
1819	NA	NA	NA	NA	NA	NA	NA	0.516	NA	NA	NA	NA	0.732	NA	NA	0.357	NA	NA	NA	NA	0.387	0.339	NA	NA	NA	NA	NA	0.592	0.864
1820	NA	NA	NA	NA	NA	NA	NA	0.418	NA	NA	NA	NA	0.636	NA	NA	0.392	NA	NA	NA	NA	0.567	0.429	NA	NA	NA	NA	NA	0.666	1.324
1821	NA	NA	NA	NA	NA	NA	NA	0.249	NA	NA	NA	NA	0.431	NA	NA	0.2	NA	NA	NA	NA	0.345	0.229	NA	NA	NA	NA	NA	0.602	0.868
1822	NA	NA	NA	NA	NA	NA	NA	0.221	NA	NA	NA	NA	0.262	NA	NA	0.111	NA	NA	NA	NA	0.258	0.266	NA	NA	NA	NA	NA	0.326	0.48
1823	NA	NA	NA	NA	NA	NA	NA	0.352	NA	NA	NA	NA	0.344	NA	NA	0.147	NA	NA	NA	NA	0.167	0.224	NA	NA	NA	NA	NA	0.56	0.606
1824	NA	NA	NA	NA	NA	NA	NA	0.155	NA	NA	NA	NA	0.545	NA	NA	0.137	NA	NA	NA	NA	0.265	0.209	NA	NA	NA	NA	NA	0.648	0.7
1825	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	0.47	NA	NA	0.189	NA	NA	NA	NA	0.19	0.325	NA	NA	NA	NA	NA	0.432	0.652
1826	NA	NA	NA	NA	NA	NA	NA	0.096	NA	NA	NA	NA	0.304	NA	NA	0.173	NA	NA	NA	NA	0.213	0.317	NA	NA	NA	NA	NA	0.408	0.266
1827	NA	NA	NA	NA	NA	NA	NA	0.139	NA	NA	NA	NA	0.436	NA	NA	0.157	NA	NA	NA	NA	0.229	0.25	0.399	NA	NA	NA	NA	0.44	0.438
1828	NA	NA	NA	NA	NA	NA	NA	0.234	NA	NA	NA	NA	0.349	0.155	NA	0.122	NA	NA	NA	NA	0.219	0.178	0.286	NA	NA	NA	NA	0.458	0.436
1829	NA	NA	NA	NA	NA	NA	NA	0.221	NA	NA	NA	NA	0.311	0.142	NA	0.112	NA	NA	NA	NA	0.282	0.242	0.439	NA	NA	NA	NA	0.328	0.692
1830	NA	NA	NA	NA	NA	NA	NA	0.293	NA	NA	NA	NA	0.364	0.128	NA	0.132	NA	NA	NA	NA	0.278	0.091	0.75	NA	NA	NA	NA	0.738	0.702
1831	NA	NA	NA	NA	NA	NA	NA	0.232	NA	NA	NA	NA	0.367	0.144	NA	0.141	NA	NA	NA	NA	0.303	0.127	0.624	NA	NA	NA	NA	0.978	0.786
1832	NA	NA	NA	NA	NA	NA	0.908	0.234	NA	NA	NA	NA	0.339	0.118	NA	0.109	NA	NA	NA	NA	0.33	0.137	0.519	NA	NA	NA	NA	0.844	0.816
1833	NA	NA	NA	NA	NA	NA	0.917	0.481	NA	NA	NA	NA	0.476	0.184	NA	0.122	NA	NA	NA	NA	0.259	0.14	0.494	NA	NA	NA	NA	0.664	0.686
1834	NA	NA	NA	NA	NA	NA	0.493	0.248	NA	NA	NA	NA	0.348	0.275	NA	0.047	NA	NA	NA	NA	0.157	0.132	0.307	NA	NA	NA	NA	0.596	0.37
1835	NA	NA	NA	NA	NA	NA	0.582	0.236	NA	NA	NA	NA	0.411	0.315	NA	0.075	NA	NA	NA	NA	0.223	0.117	0.275	NA	NA	NA	NA	0.558	0.488
1836	NA	NA	NA	NA	NA	NA	0.419	0.196	NA	NA	NA	NA	0.305	0.31	NA	0.114	NA	NA	NA	NA	0.178	0.099	0.263	NA	NA	NA	NA	0.696	0.348
1837	NA	NA	NA	NA	NA	NA	0.492	0.087	NA	NA	NA	NA	0.291	0.188	NA	0.112	NA	NA	NA	NA	0.179	0.136	0.254	NA	NA	NA	NA	1.032	0.606
1838	NA	NA	NA	NA	NA	NA	0.676	0.145	NA	NA	NA	NA	0.416	0.173	NA	0.1	NA	NA	NA	NA	0.362	0.144	0.347	NA	NA	NA	NA	0.992	0.676
