# Miles - Coffin House Newbury - QUSP - ITRDB MA004
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4024
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4024.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ma004-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ma004-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ma004.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ma004.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-12
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-12
#--------------------
# Title
#   Study_Name: Miles - Coffin House Newbury - QUSP - ITRDB MA004
#--------------------
# Investigators
#   Investigators: Miles, D.W.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Coffin House Newbury
#   Location: Massachusetts
#   Northernmost_Latitude: 42.77
#   Southernmost_Latitude: 42.77
#   Easternmost_Longitude: -70.85
#   Westernmost_Longitude: -70.85
#   Elevation_m: 12
#--------------------
# Data_Collection
#   Collection_Name: MA004
#   First_Year: 1527
#   Last_Year: 1677
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## chn1a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn1a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn1b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn1b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn1c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn1c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn4a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn4a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn4b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn4b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn4c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn4c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn6a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn6a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn6b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn6b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## chn13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: chn13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	chn1a_raw	chn1b_raw	chn1c_raw	chn3_raw	chn4a_raw	chn4b_raw	chn4c_raw	chn5_raw	chn6a_raw	chn6b_raw	chn11a_raw	chn11b_raw	chn13_raw
1527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43
1528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04
1529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39
1530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26
1531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66
1532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36
1533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16
1534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66
1535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5
1536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66
1537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47
1538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7
1539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72
1540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66
1541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61
1542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41
1543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61
1544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76
1545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55
1546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33
1547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3
1548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35
1549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29
1550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23
1551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25
1552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39
1553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33
1554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26
1555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33
1556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34
1557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47
1558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43
1559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27
1560	NA	NA	NA	NA	NA	NA	NA	1.11	1.91	NA	NA	NA	0.29
1561	NA	NA	NA	NA	NA	NA	NA	0.58	1.45	NA	NA	NA	0.29
1562	NA	NA	NA	NA	1.08	NA	1.3	0.77	0.84	NA	NA	NA	0.3
1563	NA	NA	NA	NA	1.11	NA	1.17	1.15	0.49	NA	NA	NA	0.41
1564	NA	NA	NA	NA	1.27	NA	1.64	1.47	0.67	NA	NA	NA	0.4
1565	NA	NA	NA	NA	1.62	NA	1.04	1.65	1.63	NA	NA	NA	0.31
1566	NA	NA	NA	NA	1.66	NA	1.86	2.06	2.05	NA	NA	NA	0.11
1567	NA	NA	NA	NA	1.68	NA	2.06	1.02	1.7	NA	NA	NA	0.36
1568	NA	NA	NA	NA	1.51	NA	1.38	1.02	1.36	NA	NA	NA	0.23
1569	NA	NA	NA	NA	1.5	NA	1.38	1.76	1.42	NA	NA	NA	0.33
1570	NA	NA	NA	NA	1.3	NA	1.02	1.2	1.4	NA	NA	NA	0.2
1571	NA	NA	NA	NA	0.95	NA	0.69	0.88	0.48	NA	NA	NA	0.2
1572	NA	NA	NA	NA	0.68	NA	0.55	0.74	0.97	NA	NA	NA	0.15
1573	NA	NA	NA	NA	0.39	NA	0.58	2.1	1.14	NA	NA	NA	0.13
1574	NA	NA	NA	NA	0.94	NA	1.33	1.36	2.04	NA	NA	NA	0.12
1575	NA	NA	NA	NA	0.52	NA	0.87	1.3	1.33	NA	NA	NA	0.23
1576	NA	NA	NA	NA	0.58	NA	1.36	1.43	1.37	NA	NA	NA	0.22
1577	NA	NA	NA	NA	0.81	NA	0.65	1.36	1.76	NA	NA	NA	0.23
1578	NA	NA	NA	NA	0.79	NA	0.98	1.29	1.22	NA	NA	NA	0.2
1579	NA	NA	NA	NA	0.75	NA	0.9	1.09	1.04	NA	NA	NA	0.16
1580	1.53	NA	NA	NA	0.76	NA	0.83	1.26	1.08	NA	NA	NA	0.2
1581	2.44	NA	NA	NA	0.65	NA	0.7	1.29	2.01	NA	NA	NA	0.18
1582	1.73	NA	NA	NA	0.63	NA	0.77	1.4	1.73	NA	NA	NA	0.26
1583	2.14	NA	NA	NA	0.62	NA	1.04	1.94	1.63	NA	NA	NA	0.33
1584	1.89	NA	NA	2.55	0.73	NA	1.05	1.64	1.66	NA	NA	NA	0.4
1585	1.92	NA	NA	2.55	0.93	NA	0.95	1.48	1.36	NA	NA	NA	0.45
1586	1.8	NA	NA	1.52	1.13	NA	0.77	2.09	1.93	NA	NA	NA	0.65
1587	1.56	NA	NA	2.65	1.2	NA	1.08	1.97	0.82	NA	NA	NA	0.48
1588	1.57	NA	NA	2.13	1.11	NA	0.97	1.86	1.63	NA	NA	NA	0.38
1589	1.1	NA	NA	1.55	0.87	NA	0.74	1.27	0.57	NA	NA	NA	0.18
