# Wickman - Lookout Mountain - PIPO - ITRDB OR035
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5235
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5235.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or035-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; or035-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or035.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or035.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Wickman - Lookout Mountain - PIPO - ITRDB OR035
#--------------------
# Investigators
#   Investigators: Wickman, B.E.; Swetnam, T.W.(https://orcid.org/0000-0001-7268-2184); Baisan, C.H.(https://orcid.org/0000-0002-7362-1591)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lookout Mountain
#   Location: Oregon
#   Northernmost_Latitude: 45.83
#   Southernmost_Latitude: 45.83
#   Easternmost_Longitude: -117.8
#   Westernmost_Longitude: -117.8
#   Elevation_m: 1372
#--------------------
# Data_Collection
#   Collection_Name: OR035
#   First_Year: 1665
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LO201A3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO201A3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO201B3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO201B3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO202A3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO202A3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO203A3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO203A3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO203B3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO203B3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO204A3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO204A3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO204B3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO204B3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO205A3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO205A3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO205B3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO205B3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO206A3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO206A3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO206B3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO206B3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO207A3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO207A3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO207B3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO207B3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO208A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO208A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO208B3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO208B3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO209A3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO209A3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO209B3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO209B3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO210A3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO210A3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LO210B3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LO210B3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LO201A3_raw	LO201B3_raw	LO202A3_raw	LO203A3_raw	LO203B3_raw	LO204A3_raw	LO204B3_raw	LO205A3_raw	LO205B3_raw	LO206A3_raw	LO206B3_raw	LO207A3_raw	LO207B3_raw	LO208A1_raw	LO208B3_raw	LO209A3_raw	LO209B3_raw	LO210A3_raw	LO210B3_raw
1665	NA	NA	NA	NA	NA	3.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1666	NA	NA	NA	NA	NA	5.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1667	NA	NA	NA	NA	NA	6.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1668	NA	NA	NA	NA	NA	4.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.01	NA
1669	NA	NA	NA	NA	NA	4.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.02	NA
1670	NA	NA	NA	NA	NA	4.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	NA
1671	NA	NA	NA	NA	NA	2.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.85	NA	2.4	NA
1672	NA	NA	NA	NA	NA	3.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.21	NA	2.01	NA
1673	NA	NA	NA	NA	NA	4.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.33	NA	1.41	NA
1674	NA	NA	NA	NA	NA	3.79	NA	NA	NA	4.94	NA	NA	NA	NA	NA	3.72	NA	1.46	NA
1675	NA	NA	NA	NA	NA	3.1	NA	NA	NA	4.22	NA	NA	NA	NA	NA	2.44	NA	1.83	NA
1676	NA	NA	NA	NA	NA	2.84	NA	NA	NA	3.35	NA	NA	NA	NA	NA	2.3	NA	1.67	NA
1677	NA	NA	NA	NA	NA	1.92	NA	NA	NA	3.33	NA	NA	NA	NA	NA	2.64	NA	1.11	NA
1678	NA	NA	NA	NA	NA	2.3	NA	NA	NA	4.05	NA	NA	NA	NA	NA	2.86	NA	1.45	NA
1679	NA	NA	NA	NA	NA	2.87	NA	NA	NA	3.98	NA	NA	NA	NA	NA	3.02	NA	1.84	NA
1680	NA	NA	NA	NA	NA	2.36	NA	NA	NA	3.91	NA	NA	NA	NA	NA	2.47	NA	1.12	1.49
1681	NA	NA	NA	NA	NA	2.19	NA	NA	NA	4.39	NA	NA	NA	NA	NA	3.36	NA	1.29	2.91
1682	NA	NA	NA	NA	NA	2.03	NA	NA	NA	3.76	NA	NA	NA	NA	NA	2.37	NA	1.7	2.4
1683	NA	NA	NA	NA	NA	2.09	3.25	NA	NA	4	NA	NA	NA	NA	NA	2.03	NA	1.36	2.22
1684	NA	NA	NA	NA	NA	1.96	3.86	NA	NA	3.86	NA	NA	NA	NA	NA	2.36	NA	1.18	1.97
1685	NA	NA	NA	NA	NA	1.88	3.72	NA	NA	4.2	4.26	NA	NA	NA	NA	2.4	NA	0.92	2.21
1686	NA	NA	NA	NA	NA	2.2	3.25	NA	NA	3.59	4.29	NA	NA	NA	NA	2.4	NA	1.42	2.52
1687	NA	NA	NA	NA	NA	2	2.87	NA	NA	3.23	4.03	NA	NA	NA	NA	1.99	NA	1.07	2.16
1688	NA	3.29	NA	NA	NA	1.84	3.23	NA	NA	3.05	3.03	NA	NA	NA	NA	1.99	NA	1.44	2.19
1689	NA	2.12	NA	NA	NA	1.8	2.69	NA	NA	2.61	3.19	NA	NA	NA	NA	1.62	NA	1.26	2.12
1690	NA	2.47	NA	NA	NA	1.77	3.06	NA	NA	3.31	3.71	NA	NA	NA	NA	1.98	NA	1.69	2.33
1691	2.79	2.54	NA	NA	NA	1.55	3.11	NA	NA	3.88	3.42	NA	NA	NA	NA	1.83	NA	1.9	2.43
1692	3.01	1.87	NA	NA	2.38	1.57	3.03	NA	NA	3.14	3.34	NA	NA	NA	NA	1.87	NA	2.38	2.67
1693	3.38	2.54	NA	NA	2.32	1.5	2.72	NA	NA	3.65	3.07	NA	NA	NA	NA	1.55	NA	1.34	2.43
1694	3.59	2.71	NA	NA	1.92	1.39	2.49	NA	NA	3.03	3.14	NA	NA	NA	NA	1.85	NA	1.68	2.51
1695	3.97	1.63	NA	NA	1.51	0.72	1.59	NA	NA	1.62	1.79	NA	NA	NA	NA	1.02	NA	1.17	2.09
1696	3.56	1.93	NA	NA	1.38	0.77	1.1	NA	NA	1.17	1.12	NA	NA	NA	NA	0.9	NA	1.17	2.21
1697	4.05	3.24	NA	NA	1.23	1	2.21	NA	NA	1.39	0.85	NA	NA	NA	NA	1.16	NA	1.1	1.99
1698	3.6	2.41	NA	NA	1.17	0.84	1.38	2.25	2.79	0.84	0.69	NA	NA	NA	NA	1.13	NA	1.04	1.54
1699	4.59	2.42	NA	NA	1.24	0.87	1.49	2.2	2.02	0.8	0.93	NA	NA	NA	NA	1.51	NA	1.32	1.62
1700	3.91	2.55	NA	NA	0.95	0.96	1.84	2.3	2.35	0.92	1.17	NA	NA	NA	NA	1.9	NA	1.45	1.28
1701	4.99	2.03	NA	NA	0.61	0.5	1.26	1.93	2.66	0.99	1.09	NA	NA	NA	NA	2.02	NA	1.16	1.3
1702	5.58	2.69	NA	NA	1.24	1.22	1.42	2.69	2.37	1.19	1.46	NA	NA	NA	NA	1.67	NA	1.02	1.35
1703	5.5	2.46	NA	NA	1.86	1.27	1.6	2.47	3.06	1.62	1.97	NA	NA	NA	NA	1.82	NA	1.11	1.86
1704	5.26	2.58	NA	NA	1.43	0.89	1.49	2.52	3.54	1.33	1.19	NA	NA	NA	NA	1.72	NA	1.37	1.65
1705	4.39	2.02	NA	NA	0.84	1.28	1.94	1.75	2.91	0.96	1.42	NA	NA	NA	NA	1.44	NA	0.93	1.42
1706	3.05	1.7	NA	NA	1.03	0.89	1.54	2.32	2.44	1.38	1.45	NA	NA	NA	NA	1.17	NA	0.86	1.47
1707	2.53	1.32	NA	NA	0.9	0.78	1.93	2.32	2.92	1.79	1.78	NA	NA	NA	NA	1.45	NA	0.84	1.31
1708	2.6	1.26	NA	NA	0.68	0.75	1.36	1.67	2.57	1.43	1.54	NA	NA	NA	NA	1.02	NA	0.6	0.8
1709	2.6	0.84	NA	NA	0.72	0.59	1.18	1.8	2.24	1.6	1.21	NA	NA	NA	NA	1.04	NA	0.72	1
1710	2.27	0.94	NA	NA	0.88	0.88	1.38	2.13	2.16	1.74	1.34	NA	NA	NA	NA	1.47	NA	0.88	1.61
1711	2.23	1.24	NA	NA	0.77	0.88	1.52	2.13	2.22	1.71	1.63	NA	NA	NA	NA	1.23	NA	1.11	1.51
1712	2.78	1.54	NA	NA	1.15	0.9	1.58	3.27	2.51	1.59	1.21	NA	NA	NA	NA	1.37	NA	1.22	1.46
1713	2.61	1.48	NA	NA	0.89	1.08	1.33	3.13	4.1	2.28	1.39	NA	NA	NA	NA	1.17	NA	0.91	1.31
1714	2.12	1.57	NA	NA	0.82	1.19	1.25	2.39	3.69	2.22	1.48	NA	NA	NA	NA	1.08	NA	0.89	1.77
1715	2.67	1.35	NA	NA	1.07	0.93	1.3	3.14	2.7	2.14	1.3	NA	NA	NA	NA	1.19	NA	0.97	1.74
1716	1.9	1.46	NA	NA	1.07	1.27	1.88	2.88	3.37	1.75	1.47	NA	NA	NA	NA	1.35	NA	1.23	1.45
