# Jacoby - Windy Wolf - PCGL - ITRDB AK072
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3619
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3619.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak072x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak072x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak072x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak072x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2006-04-26
#--------------------
# Title
#   Study_Name: Jacoby - Windy Wolf - PCGL - ITRDB AK072
#--------------------
# Investigators
#   Investigators: Jacoby, G.C.; Davi, N.K.(https://orcid.org/0000-0002-4529-5418); Wiles, G.(https://orcid.org/0000-0001-7977-5383)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Windy Wolf
#   Location: Alaska
#   Northernmost_Latitude: 61.77
#   Southernmost_Latitude: 61.77
#   Easternmost_Longitude: -141.63
#   Westernmost_Longitude: -141.63
#   Elevation_m: 1036
#--------------------
# Data_Collection
#   Collection_Name: AK072
#   First_Year: 1573
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WW01S.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW01S.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW02SW.S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW02SW.S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW02E.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW02E.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW02W.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW02W.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW03B.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW03B.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW04E.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW04E.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW04W.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW04W.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW5N.SEL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW5N.SEL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW21E.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW21E.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW21W.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW21W.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW22.SEL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW22.SEL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW26.SEL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW26.SEL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW31NE.S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW31NE.S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW35N.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW35N.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW35NW.S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW35NW.S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW38NW.S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW38NW.S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW38NW2._raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW38NW2.; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW52.SEL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW52.SEL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW55.SEL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW55.SEL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW71N.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW71N.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW71S.SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW71S.SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW72LIVE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW72LIVE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW73.SEL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW73.SEL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW75.SEL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW75.SEL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW82NW.S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW82NW.S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WW88NE.S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WW88NE.S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WW01S.SE_raw	WW02SW.S_raw	WW02E.SE_raw	WW02W.SE_raw	WW03B.SE_raw	WW04E.SE_raw	WW04W.SE_raw	WW5N.SEL_raw	WW21E.SE_raw	WW21W.SE_raw	WW22.SEL_raw	WW26.SEL_raw	WW31NE.S_raw	WW35N.SE_raw	WW35NW.S_raw	WW38NW.S_raw	WW38NW2._raw	WW52.SEL_raw	WW55.SEL_raw	WW71N.SE_raw	WW71S.SE_raw	WW72LIVE_raw	WW73.SEL_raw	WW75.SEL_raw	WW82NW.S_raw	WW88NE.S_raw
1573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA
1574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA
1575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA
1576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA
1577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA
1578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA
1579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA
1580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA
1581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA
1582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA
1583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA
1584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA
1585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA
1586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA
1587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA
1588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA
1589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA
1590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA
1591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA
1592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA
1593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA
1594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA
1595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA
1596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA
1597	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA
1598	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA
1599	NA	NA	1.03	1.03	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA
1600	NA	NA	1.02	1.02	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	0.37
1601	NA	NA	1.03	1.02	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	0.47
1602	NA	NA	0.93	0.97	NA	NA	0.63	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	0.39
1603	NA	NA	0.85	0.97	NA	NA	0.6	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	0.3
1604	NA	NA	0.96	0.96	NA	NA	0.48	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	0.24
1605	NA	NA	0.99	0.99	NA	NA	0.51	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	0.25
1606	NA	NA	0.99	0.83	NA	NA	0.47	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	0.27
1607	NA	NA	1.09	0.96	NA	NA	0.65	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	0.33
1608	NA	NA	1.01	0.99	NA	NA	0.65	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	0.26
1609	NA	NA	1.12	1.04	NA	NA	0.54	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	0.29
1610	NA	NA	1.13	1	NA	NA	0.58	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	0.28
1611	NA	NA	1.07	1.04	NA	NA	0.56	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0.26
1612	NA	NA	1.07	0.99	NA	NA	0.64	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	0.27
1613	NA	NA	1.07	0.99	NA	NA	0.66	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	0.27
1614	NA	NA	0.98	0.94	NA	NA	0.7	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	0.28
1615	NA	NA	0.95	0.96	NA	NA	0.64	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	0.34
1616	NA	NA	0.92	0.99	NA	NA	0.76	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	0.28
1617	NA	NA	0.89	0.93	NA	NA	0.74	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	0.26
1618	NA	NA	0.87	0.89	NA	NA	0.55	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	0.25
1619	NA	NA	0.93	0.93	NA	NA	0.56	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	0.31
1620	NA	NA	0.89	0.87	NA	NA	0.56	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	0.3
1621	NA	NA	0.91	0.86	NA	NA	0.5	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	0.34
1622	NA	NA	0.82	0.89	NA	NA	0.59	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	0.24
1623	NA	NA	0.86	0.89	NA	NA	0.6	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	0.3
