# Wager - Millcreek Alexander Basin - PSME - ITRDB UT571
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37967
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37967.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ut571-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ut571.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ut571.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-04-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-04-17
#--------------------
# Title
#   Study_Name: Wager - Millcreek Alexander Basin - PSME - ITRDB UT571
#--------------------
# Investigators
#   Investigators: Wager, David J.; DeRose, R. Justin; Jess, Ryan
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Wager, David J; F A Baker
#   Published_Date_or_Year: 2003
#   Published_Title: Potential effects of ozone, climate, and spruce budworm on Douglas-fir growth in the Wasatch Mountains
#   Journal_Name: Can. J. For. Res.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1139/x02-211
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Millcreek Alexander Basin
#   Location: Utah
#   Northernmost_Latitude: 40.693
#   Southernmost_Latitude: 40.693
#   Easternmost_Longitude: -111.673
#   Westernmost_Longitude: -111.673
#   Elevation_m: 2150
#--------------------
# Data_Collection
#   Collection_Name: UT571
#   First_Year: 1854
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MAB-01E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-01E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-01W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-01W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-02E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-02E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-02W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-02W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-03E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-03E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-03W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-03W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-04E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-04E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-04W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-04W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-05E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-05E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-05W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-05W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-06E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-06E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-06W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-06W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-07E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-07E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-07W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-07W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-08E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-08E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-08W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-08W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-09E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-09E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-09W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-09W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-10E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-10E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-10W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-10W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-11E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-11E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-11W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-11W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-12E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-12E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-12W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-12W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-13E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-13E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAB-13W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAB-13W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MAB-01E_raw	MAB-01W_raw	MAB-02E_raw	MAB-02W_raw	MAB-03E_raw	MAB-03W_raw	MAB-04E_raw	MAB-04W_raw	MAB-05E_raw	MAB-05W_raw	MAB-06E_raw	MAB-06W_raw	MAB-07E_raw	MAB-07W_raw	MAB-08E_raw	MAB-08W_raw	MAB-09E_raw	MAB-09W_raw	MAB-10E_raw	MAB-10W_raw	MAB-11E_raw	MAB-11W_raw	MAB-12E_raw	MAB-12W_raw	MAB-13E_raw	MAB-13W_raw
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.368	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.818	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.784	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.968	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	0.781	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.086	0.912	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.154	1.007	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.136	1.183	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.093	1.511	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.839	1.698	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.991	1.262	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.062	1.417	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.148	1.288	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.269	1.303	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.435	1.719	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.344	1.662	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.848	1.019	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.914	0.961	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.722	1.008	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.956	1.153	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.068	1.435	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.967	1.272	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.103	1.169	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	1.333	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.044	1.377	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.727	0.99	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.988	1.352	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.246	1.469	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.469	1.493	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.478	1.647	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.521	NA	NA	NA	NA	NA	2.098	1.809	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.551	NA	NA	NA	NA	NA	1.611	NA	NA	NA	NA	NA	1.461	1.658	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.495	NA	NA	NA	NA	NA	1.556	NA	NA	NA	NA	NA	1.093	1.063	NA	NA
1888	NA	2.025	NA	NA	NA	NA	NA	NA	NA	NA	1.978	2.523	NA	NA	NA	NA	2.261	NA	NA	NA	NA	NA	1.215	1.188	NA	NA
1889	2.033	1.868	NA	NA	NA	NA	NA	NA	NA	NA	1.727	2.643	NA	NA	NA	NA	2.219	NA	NA	NA	NA	NA	1.193	1.055	NA	NA
1890	1.419	0.743	NA	NA	NA	NA	NA	1.702	NA	NA	2.124	3.363	NA	NA	NA	NA	1.799	NA	NA	NA	NA	NA	0.857	0.73	NA	NA
1891	1.578	2.112	NA	NA	NA	NA	NA	2.463	NA	NA	2.317	3.12	NA	NA	NA	NA	1.789	NA	NA	NA	NA	NA	1.107	0.826	NA	NA
1892	1.758	2.073	NA	NA	NA	1.301	NA	1.538	NA	NA	2.461	3.509	NA	NA	NA	NA	1.693	2.279	NA	NA	NA	NA	1.252	1.221	NA	NA
1893	1.542	1.718	NA	NA	NA	1.187	NA	1.409	NA	1.108	2.477	3.174	NA	NA	NA	NA	1.582	1.718	NA	NA	NA	NA	1.032	0.982	NA	NA
1894	2.288	1.663	NA	NA	1.955	1.227	NA	2.96	NA	0.941	3.066	3.606	NA	NA	NA	NA	2.358	3.124	NA	NA	NA	NA	1.761	1.448	NA	NA
1895	1.769	2.399	NA	2.745	1.086	1.829	4.291	2.292	NA	1.478	2.722	3.079	NA	NA	NA	NA	2.968	2.497	NA	NA	NA	NA	2.053	2.125	NA	NA
1896	1.453	1.389	1.865	2.531	0.786	1.291	2.988	2.594	NA	1.109	2.714	2.524	NA	NA	NA	NA	2.59	2.362	NA	NA	NA	NA	1.6	1.502	NA	NA
1897	1.873	1.62	1.582	1.772	1.133	0.978	3.094	2.638	NA	1.445	2.937	2.15	NA	NA	NA	NA	2.586	3.048	NA	NA	NA	NA	1.546	1.755	NA	NA
1898	1.525	1.897	1.875	2.646	1.158	1.677	2.589	2.086	NA	1.772	2.957	2.494	NA	NA	NA	NA	2.463	2.567	NA	NA	NA	NA	1.814	1.604	NA	NA
1899	1.113	1.261	1.1	1.703	0.928	0.85	1.875	1.534	NA	1.225	2.234	2.103	1.724	1.498	2.353	NA	1.309	2.261	NA	NA	NA	NA	0.985	1.394	NA	NA
1900	0.866	1.667	1.623	1.83	1.207	1.47	2.649	2.091	NA	1.412	2.485	2.052	2.109	1.72	1.92	NA	1.795	2.84	NA	2.618	NA	NA	0.968	1.283	NA	NA
1901	1.507	1.526	1.542	1.575	1.196	1.625	2.482	2.044	NA	1.26	2.3	1.722	1.869	1.697	1.753	3.502	2.43	2.666	NA	2.389	NA	NA	1.321	1.086	NA	NA
1902	1.867	1.793	1.776	1.717	1.175	1.762	2.574	2.055	NA	1.826	2.927	1.903	2.004	1.663	1.662	3.569	2.487	2.808	NA	2.869	NA	NA	1.335	1.462	NA	NA
