# Jackson - West-Adkisson Cabin - QUST - ITRDB TX048
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3585
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3585.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tx048-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; tx048-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tx048.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tx048.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-09-25
#--------------------
# File_Last_Modified_Date
#   Date: 2006-09-25
#--------------------
# Title
#   Study_Name: Jackson - West-Adkisson Cabin - QUST - ITRDB TX048
#--------------------
# Investigators
#   Investigators: Jackson, J.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: West-Adkisson Cabin
#   Location: Texas
#   Northernmost_Latitude: 30.5
#   Southernmost_Latitude: 30.5
#   Easternmost_Longitude: -97.78
#   Westernmost_Longitude: -97.78
#   Elevation_m: 274
#--------------------
# Data_Collection
#   Collection_Name: TX048
#   First_Year: 1648
#   Last_Year: 1853
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus stellata Wangenh.
#   Common_Name: post oak
#   Tree_Species_Code: QUST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WAD01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD01X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD01X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WAD07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WAD07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WAD01A_raw	WAD01X_raw	WAD01B_raw	WAD02A_raw	WAD02B_raw	WAD03A_raw	WAD03B_raw	WAD04A_raw	WAD04B_raw	WAD05A_raw	WAD06A_raw	WAD06B_raw	WAD07B_raw
1648	NA	NA	NA	NA	NA	NA	NA	0.6	1.13	NA	NA	NA	NA
1649	NA	NA	NA	NA	NA	NA	NA	1.58	2.22	NA	NA	NA	NA
1650	NA	NA	NA	NA	NA	NA	NA	1.5	3.2	NA	NA	NA	NA
1651	NA	NA	NA	NA	NA	NA	NA	0.81	1.24	NA	NA	NA	NA
1652	NA	NA	NA	1.21	1.41	NA	NA	0.42	0.79	NA	NA	NA	NA
1653	NA	NA	NA	1.22	1.51	NA	NA	0.76	1.36	NA	NA	NA	NA
1654	1.19	NA	1.23	0.66	0.85	1.06	0.7	0.47	0.59	NA	NA	NA	NA
1655	2.74	1.19	2.72	0.92	1.19	0.88	0.82	0.66	0.81	NA	NA	NA	NA
1656	2.54	2.74	2.28	0.47	0.56	0.94	1.14	0.24	0.22	NA	NA	NA	NA
1657	2.14	2.54	2	0.38	0.74	1.21	1.38	0.2	0.28	NA	NA	NA	NA
1658	3.43	2.14	3.33	1.13	1.63	1.79	2.65	0.77	0.74	NA	NA	NA	NA
1659	1.58	3.43	1.79	0.55	0.76	0.79	0.89	0.53	0.36	NA	NA	NA	NA
1660	2.2	1.58	2.24	1.4	1.73	1.67	1.44	1.7	2.09	NA	NA	NA	NA
1661	0.87	2.2	1.17	0.64	0.64	0.66	0.82	0.54	0.5	NA	1.54	1.21	NA
1662	1.95	0.87	1.81	0.73	0.88	0.99	1.09	0.58	0.7	NA	1.57	0.89	NA
1663	1.72	1.95	2.06	0.31	0.37	0.49	0.75	0.68	0.68	NA	1.12	0.68	NA
1664	1.66	1.72	1.49	0.24	0.26	0.48	0.44	0.29	0.22	NA	0.69	0.35	NA
1665	1.71	1.66	1.93	0.66	0.56	0.8	0.78	0.61	0.74	NA	1.63	1	NA
1666	0.65	1.71	0.88	0.23	0.24	0.25	0.29	0.15	0.25	NA	0.62	0.34	NA
1667	0.65	0.65	0.58	0.22	0.27	0.27	0.42	0.22	0.26	NA	1.34	0.61	NA
1668	1.24	0.65	1.09	0.43	0.46	0.78	0.91	0.59	0.58	NA	2.04	0.79	NA
1669	1.84	1.24	1.32	0.73	0.66	0.66	1.15	0.76	1.03	NA	1.75	0.91	NA
1670	1.18	1.84	1.14	0.54	0.54	0.36	0.84	0.55	0.65	NA	1.42	0.83	NA
1671	0.99	1.18	1.43	0.94	0.76	0.87	1.26	0.81	1.07	NA	1.59	0.7	NA
1672	1.21	0.99	1.65	0.88	0.86	0.76	1.19	0.8	1.27	NA	1.19	0.56	NA
1673	1	1.21	1.32	0.61	0.65	0.49	1	0.51	0.76	NA	1.8	0.94	NA
1674	0.71	1	0.94	0.51	0.51	0.42	0.73	0.4	0.45	NA	1.26	0.56	NA
1675	0.46	0.71	0.6	0.3	0.29	0.24	0.45	0.25	0.29	NA	0.55	0.27	NA
1676	0.76	0.46	0.98	0.65	0.66	0.36	0.75	0.53	0.8	NA	1.4	0.76	NA
1677	1.18	0.76	1.31	0.83	0.72	0.46	0.93	0.68	0.94	NA	1.02	0.47	1.11
1678	0.72	1.18	0.88	0.74	0.57	0.37	0.6	0.58	0.88	NA	0.73	0.35	0.7
1679	0.61	0.72	0.74	0.34	0.31	0.29	0.34	0.25	0.34	NA	0.32	0.27	0.44
1680	0.67	0.61	1.36	0.78	0.8	0.46	0.57	0.6	0.91	NA	0.81	0.71	0.86
1681	0.87	0.67	1.05	0.33	0.49	0.47	0.68	0.2	0.52	NA	1.05	0.79	0.84
1682	0.84	0.87	1.08	0.39	0.51	0.41	0.62	0.28	0.61	NA	1.12	0.74	0.48
1683	1.19	0.84	1.63	0.86	1.06	0.88	1.45	1.18	1.49	NA	1.6	1.47	1.13
1684	0.89	1.19	1.15	0.59	0.67	0.57	0.72	0.62	0.87	NA	1.01	0.89	0.64
1685	0.89	0.89	1.29	0.55	0.63	0.58	0.51	0.72	0.74	NA	0.52	0.41	0.49
1686	1.39	0.89	1.45	0.92	1.05	0.62	0.81	0.97	1.61	NA	0.88	0.5	1.35
1687	0.82	1.39	0.9	0.56	0.73	0.43	0.71	0.87	0.9	NA	0.7	0.38	0.95
1688	0.77	0.82	0.92	0.45	0.66	0.45	0.75	0.68	0.8	NA	0.67	0.4	0.85
1689	0.97	0.77	1.26	0.51	0.6	0.55	0.79	0.66	0.66	NA	1.27	0.6	1.19
1690	0.7	0.97	0.92	0.52	0.54	0.48	0.6	0.52	0.63	NA	0.7	0.21	0.68
1691	0.85	0.7	1.03	0.56	0.59	0.5	0.63	0.47	0.56	NA	0.64	0.23	0.58
1692	1.07	0.85	1.26	0.62	0.88	0.52	0.42	0.63	0.89	NA	0.53	0.39	0.87
1693	1.06	1.07	1.27	1.06	1.28	0.75	0.83	1.13	1.51	NA	0.82	0.66	1.19
1694	1.2	1.06	1.57	1.71	1.79	1.51	1.76	1.88	2.22	NA	1.12	0.94	2.1
1695	1.01	1.2	1.39	1.23	1.31	1.39	1.8	1.52	1.68	NA	1.22	0.68	2.05
1696	0.88	1.01	1.02	0.52	0.48	0.66	0.88	0.53	0.62	NA	0.86	0.57	1.13
1697	0.98	0.88	1.39	0.39	0.51	0.8	1.02	0.51	0.9	NA	0.55	0.57	1.04
1698	0.83	0.98	1.1	0.37	0.47	0.46	0.56	0.54	0.54	NA	0.58	0.34	0.76
1699	0.59	0.83	1.03	0.3	0.35	0.34	0.4	0.34	0.42	NA	0.42	0.45	0.59
1700	0.65	0.59	0.92	0.49	0.54	0.43	0.72	0.63	0.75	NA	0.86	0.74	0.6
1701	1.03	0.65	1.21	0.92	1.12	0.77	1.23	1.01	1.01	NA	1.09	0.62	0.9
1702	0.88	1.03	0.93	0.64	1	0.53	0.88	0.85	1.39	NA	1.08	0.56	0.87
1703	0.81	0.88	0.77	0.52	0.81	0.39	0.65	0.8	1.03	NA	0.72	0.41	0.64
