# Graybill - Jefferson County Colorado - PIPO - ITRDB CO539
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3371
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3371.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co539-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co539-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co539.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co539.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - Jefferson County Colorado - PIPO - ITRDB CO539
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Jefferson County Colorado
#   Location: Colorado
#   Northernmost_Latitude: 39.68
#   Southernmost_Latitude: 39.68
#   Easternmost_Longitude: -105.2
#   Westernmost_Longitude: -105.2
#   Elevation_m: 1965
#--------------------
# Data_Collection
#   Collection_Name: CO539
#   First_Year: 1550
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JCO011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO033_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO033; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JCO122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JCO122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JCO011_raw	JCO012_raw	JCO021_raw	JCO022_raw	JCO031_raw	JCO032_raw	JCO033_raw	JCO041_raw	JCO042_raw	JCO051_raw	JCO052_raw	JCO061_raw	JCO062_raw	JCO071_raw	JCO072_raw	JCO081_raw	JCO082_raw	JCO091_raw	JCO092_raw	JCO101_raw	JCO102_raw	JCO111_raw	JCO112_raw	JCO121_raw	JCO122_raw
1548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
1549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0.8	NA	NA	NA	NA	NA	NA	NA	NA
1550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	0.67	NA	NA	NA	NA	NA	NA	NA	NA
1551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	0.66	NA	NA	NA	NA	NA	NA	NA	NA
1552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	0.43	NA	NA	NA	NA	NA	NA	NA	NA
1553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.64	NA	NA	NA	NA	NA	NA	NA	NA
1554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.55	NA	NA	NA	NA	NA	NA	NA	NA
1555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0.49	NA	NA	NA	NA	NA	NA	NA	NA
1556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	0.79	0.66	NA	NA	NA	NA	NA	NA	NA	NA
1557	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	0.78	0.77	NA	NA	NA	NA	NA	NA	NA	NA
1558	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	0.41	0.44	NA	NA	NA	NA	NA	NA	NA	NA
1559	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	1.37	1.04	NA	NA	NA	NA	NA	NA	NA	NA
1560	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	0.57	0.53	NA	NA	NA	NA	NA	NA	NA	NA
1561	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA	0.33	0.34	NA	NA	NA	1.75	NA	NA	NA	NA
1562	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	0.73	0.47	NA	NA	1.73	1.9	NA	NA	NA	NA
1563	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	0.24	0.2	NA	NA	1.22	1.11	NA	NA	NA	NA
1564	1.11	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	0.47	0.23	NA	NA	1.22	1.23	NA	NA	NA	NA
1565	1.2	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	0.43	0.39	NA	NA	0.81	1.51	NA	NA	NA	NA
1566	1.18	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	0.36	0.36	NA	NA	1.08	1.03	NA	NA	NA	NA
1567	0.56	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	0.07	0.16	NA	NA	0.52	0.7	NA	NA	NA	NA
1568	0.55	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	0.2	0.17	NA	NA	0.85	0.76	NA	NA	NA	NA
1569	0.91	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	0.46	0.48	NA	NA	0.96	1.2	NA	NA	NA	NA
1570	0.75	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	0.6	0.44	NA	NA	0.69	0.91	NA	NA	NA	NA
1571	0.86	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	0.31	0.23	NA	NA	0.66	0.62	NA	NA	NA	NA
1572	1.27	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA	0.57	0.57	NA	NA	0.71	0.79	NA	NA	NA	NA
1573	1.28	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	0.35	0.28	NA	NA	0.83	0.71	NA	NA	NA	NA
1574	0.72	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	0.27	0.26	NA	NA	0.76	0.89	NA	NA	NA	NA
1575	1.05	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	0.46	0.4	NA	NA	1.42	1.11	NA	NA	NA	NA
1576	0.79	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	0.06	0.11	NA	NA	0.2	0.21	NA	NA	NA	NA
1577	0.7	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA	0.09	0.09	NA	NA	0.18	0.24	NA	NA	NA	NA
1578	1.23	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	0.37	0.3	NA	NA	0.46	0.76	NA	NA	NA	NA
1579	0.29	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.49	NA	NA	0.11	0.16	NA	NA	0.18	0.2	NA	NA	NA	NA
1580	0.55	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.66	NA	NA	0.16	0.2	NA	NA	0.48	0.59	NA	NA	NA	NA
1581	0.41	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.58	NA	NA	0.15	0.2	NA	NA	0.65	0.31	NA	NA	NA	NA
1582	0.78	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.48	NA	NA	0.2	0.13	NA	NA	0.62	0.67	NA	NA	NA	NA
1583	0.67	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	0.38	NA	NA	0.2	0.15	NA	NA	0.64	0.56	NA	NA	NA	NA
1584	0.33	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	0.24	NA	NA	0.03	0.09	NA	NA	0.5	0.43	NA	NA	NA	NA
1585	0.49	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.51	NA	NA	0.23	0.27	NA	NA	0.72	0.67	NA	NA	NA	NA
1586	0.55	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.49	NA	NA	0.13	0.13	NA	NA	0.55	0.76	NA	NA	NA	NA
1587	0.41	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.29	NA	NA	0.1	0.06	NA	NA	0.2	0.52	NA	NA	NA	NA
1588	1	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.82	NA	NA	0.3	0.19	NA	NA	0.67	1.39	NA	NA	NA	NA
1589	1.37	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	0.97	NA	NA	0.55	0.37	NA	NA	0.75	1.35	NA	NA	NA	NA
1590	0.59	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	0.52	NA	NA	0.29	0.19	NA	NA	0.52	0.64	NA	NA	NA	NA
1591	0.31	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.54	NA	NA	0.21	0.13	NA	NA	0.34	0.53	NA	NA	NA	NA
1592	0.71	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	0.75	NA	NA	0.41	0.28	NA	NA	0.46	0.99	NA	NA	NA	NA
1593	0.68	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	1.16	NA	NA	0.45	0.56	NA	NA	0.48	1.25	NA	NA	NA	NA
1594	0.66	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	1.11	NA	NA	0.5	0.45	NA	NA	0.43	1.21	NA	NA	NA	NA
