# Touchan - Mesa Alta - PSME - ITRDB NM584
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/9697
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-9697.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: drought
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm584-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nm584-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm584.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nm584.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-10-30
#--------------------
# File_Last_Modified_Date
#   Date: 2010-10-30
#--------------------
# Title
#   Study_Name: Touchan - Mesa Alta - PSME - ITRDB NM584
#--------------------
# Investigators
#   Investigators: Touchan, R.; Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Meko, D.M.(https://orcid.org/0000-0002-5171-2724); Allen, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: International Journal of Climatology
#   Published_Title: Millennial precipitation reconstruction for the Jemez Mountains,  New Mexico, reveals changing drought signal
#   Published_Date_or_Year: 2010
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1002/joc.2117
#   Full_Citation: Touchan, R., C.A. Woodhouse, D.M. Meko, and C. Allen.  2010. Millennial precipitation reconstruction for the Jemez Mountains, 
New Mexico, reveals changing drought signal.  
Int. J. Climatol.  Published on line 23 March 2010
## MEA02A2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA02A2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA03A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA03A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA03A2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA03A2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA04A2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA04A2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA07B1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA07B1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA07B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA07B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA10A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA10A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA10A2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA10A2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA20C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA20C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA28_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA28; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA29_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA29; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA30_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA30; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA31_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA31; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA34_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA34; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA35B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA35B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA36_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA36; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA41A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA41A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA41B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA41B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA42A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA42A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA42B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA42B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA43A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA43A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA43B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA43B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA44A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA44A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA44B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA44B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA45A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA45A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA45B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA45B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA46A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA46A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA46B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA46B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA47A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA47A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA47B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA47B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA48A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA48A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA48B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA48B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA50A2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA50A2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA50B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA50B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA51A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA51A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA51B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA51B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA52A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA52A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA52B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA52B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA54A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA54A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA54B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA54B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA55A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA55A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA55B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA55B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA56A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA56A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA56B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA56B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA58A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA58A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA58B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA58B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA59A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA59A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA59B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA59B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA60A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA60A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA60B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA60B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA61A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA61A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MEA61B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MEA61B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MEA02A1_raw	MEA02A2_raw	MEA03A1_raw	MEA03A2_raw	MEA03B_raw	MEA04A2_raw	MEA04B_raw	MEA05A_raw	MEA05B_raw	MEA06A_raw	MEA06B_raw	MEA07B1_raw	MEA07B2_raw	MEA08A_raw	MEA08B_raw	MEA09A_raw	MEA10A1_raw	MEA10A2_raw	MEA10B_raw	MEA12A_raw	MEA12B_raw	MEA13A_raw	MEA15A_raw	MEA15B_raw	MEA16A_raw	MEA16B_raw	MEA17A_raw	MEA17B_raw	MEA18A_raw	MEA18B_raw	MEA20A_raw	MEA20B_raw	MEA20C_raw	MEA21_raw	MEA22A_raw	MEA23_raw	MEA25_raw	MEA26_raw	MEA28_raw	MEA29_raw	MEA30_raw	MEA31_raw	MEA32_raw	MEA34_raw	MEA35B_raw	MEA36_raw	MEA41A_raw	MEA41B_raw	MEA42A_raw	MEA42B2_raw	MEA43A_raw	MEA43B_raw	MEA44A_raw	MEA44B_raw	MEA45A_raw	MEA45B_raw	MEA46A_raw	MEA46B_raw	MEA47A_raw	MEA47B_raw	MEA48A_raw	MEA48B_raw	MEA50A2_raw	MEA50B_raw	MEA51A_raw	MEA51B_raw	MEA52A_raw	MEA52B_raw	MEA54A_raw	MEA54B_raw	MEA55A_raw	MEA55B_raw	MEA56A_raw	MEA56B_raw	MEA58A_raw	MEA58B_raw	MEA59A_raw	MEA59B_raw	MEA60A_raw	MEA60B_raw	MEA61A_raw	MEA61B_raw
644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
