# de Graauw - Rimer Cabin - QUAL - ITRDB VA041
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28230
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28230.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va041-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; va041-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/va041.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/va041.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-10-30
#--------------------
# File_Last_Modified_Date
#   Date: 2019-10-30
#--------------------
# Title
#   Study_Name: de Graauw - Rimer Cabin - QUAL - ITRDB VA041
#--------------------
# Investigators
#   Investigators: de Graauw, K.K.; Hessl, A.E.(https://orcid.org/0000-0002-2279-6260)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronology derived from log building (Rimer Cabin; RC). NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Kristen K. de Graauw and Amy E. Hessl
#   Journal_Name: Journal of Biogeography
#   Published_Title: Do historic log buildings provide evidence of reforestation following depopulation of Indigenous Peoples?
#   Published_Date_or_Year: 2020
#   Volume: 47
#   Pages: 630-642
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/jbi.13769
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rimer Cabin
#   Location: Virginia
#   Northernmost_Latitude: 38.45
#   Southernmost_Latitude: 38.45
#   Easternmost_Longitude: -79.53
#   Westernmost_Longitude: -79.53
#   Elevation_m: 788
#--------------------
# Data_Collection
#   Collection_Name: VA041
#   First_Year: 1675
#   Last_Year: 1840
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RCW104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCW104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCE210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCE210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCE106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCE106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCW210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCW210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCE103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCE103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCS210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCS210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCE209A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCE209A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCS105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCS105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCS103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCS103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCN104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCN104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCE104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCE104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCN211A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCN211A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCS209A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCS209A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCN105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCN105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCN209A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCN209A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RCW208A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RCW208A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RCW104A_raw	RCE210A_raw	RCE106A_raw	RCW210A_raw	RCE103A_raw	RCS210A_raw	RCE209A_raw	RCS105A_raw	RCS103A_raw	RCN104A_raw	RCE104A_raw	RCN211A_raw	RCS209A_raw	RCN105A_raw	RCN209A_raw	RCW208A_raw
1675	NA	NA	NA	NA	NA	0.504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1676	NA	NA	NA	NA	NA	0.805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1677	NA	NA	NA	NA	NA	0.865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1678	NA	NA	NA	NA	NA	0.905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1679	NA	NA	0.837	NA	NA	0.846	NA	NA	NA	0.901	NA	NA	NA	NA	NA	NA
1680	NA	NA	1.024	NA	NA	1.333	NA	NA	NA	1.289	NA	NA	NA	NA	NA	NA
1681	NA	NA	0.808	NA	NA	0.818	NA	NA	NA	0.791	NA	NA	NA	NA	NA	NA
1682	NA	NA	1.048	NA	NA	1.27	NA	NA	NA	0.908	NA	NA	NA	NA	NA	NA
1683	NA	NA	1.156	NA	NA	2.063	NA	NA	NA	1.431	NA	NA	NA	NA	NA	NA
1684	NA	NA	1.524	NA	NA	1.43	NA	NA	NA	1.361	NA	NA	NA	NA	NA	NA
1685	NA	NA	1.179	NA	NA	1.037	NA	NA	NA	1.167	NA	NA	NA	1.188	NA	NA
1686	NA	NA	1.433	NA	NA	1.247	NA	NA	NA	1.252	NA	NA	NA	1.727	NA	NA
1687	NA	NA	1.321	NA	NA	1.094	NA	NA	NA	0.814	NA	NA	0.726	1.308	0.835	NA
1688	NA	NA	0.807	NA	NA	1.025	NA	NA	NA	0.887	NA	NA	0.634	1.074	0.715	NA
1689	NA	NA	1.534	NA	NA	0.707	NA	NA	NA	1.143	NA	NA	0.962	1.386	1.205	NA
1690	NA	NA	0.794	NA	NA	0.482	NA	NA	NA	0.688	NA	NA	0.583	0.834	0.661	NA
1691	NA	1.328	1.068	NA	NA	0.781	NA	NA	NA	1.365	NA	NA	1.099	1.183	0.901	NA
1692	NA	1.532	0.733	NA	NA	1.209	NA	NA	NA	1.658	NA	NA	1.009	1.182	0.86	NA
1693	NA	1.941	1.202	NA	NA	1.189	NA	NA	NA	1.643	NA	NA	0.542	1.303	0.823	NA
1694	1.172	1.713	1.156	NA	NA	1.479	NA	NA	NA	1.46	NA	NA	0.77	0.975	0.898	NA
1695	1.122	1.339	1.067	1.407	NA	1.458	NA	NA	NA	0.998	NA	NA	0.66	0.868	0.79	NA
1696	1.113	1.26	1.028	1.251	NA	1.156	NA	NA	NA	1.636	NA	NA	0.899	0.875	0.895	NA
1697	0.913	0.905	0.799	1.108	NA	1.348	NA	NA	NA	1.17	NA	NA	0.622	0.802	0.737	NA
1698	1.111	0.917	0.712	1.213	NA	1.361	NA	NA	NA	1.251	NA	NA	0.554	0.783	0.72	NA
1699	0.809	0.786	0.756	1.08	NA	1.663	NA	NA	NA	1.161	NA	NA	0.525	0.803	0.922	1.571
1700	0.914	1.143	0.945	1.162	NA	1.623	NA	NA	NA	1.47	NA	NA	0.53	0.926	1.013	1.514
1701	0.927	0.644	0.795	0.998	NA	1.339	NA	NA	NA	1.146	NA	NA	0.381	0.615	0.723	1.108
1702	1.119	1.031	0.888	1.348	NA	1.33	NA	NA	NA	1.212	NA	NA	0.589	0.761	0.699	1.41
1703	0.79	1.07	0.732	1.171	NA	1.177	NA	NA	NA	0.98	NA	NA	0.384	0.428	0.636	1.074
1704	0.856	0.839	0.819	1.077	1.21	1.539	NA	NA	NA	1.048	NA	NA	0.558	0.41	0.665	1.057
1705	0.863	1.033	1.046	1.234	1.281	1.348	NA	NA	NA	1.066	NA	NA	0.747	0.577	0.734	1.073
1706	0.809	1.168	0.901	1.291	1.112	0.948	NA	NA	NA	1.003	NA	NA	0.615	0.602	0.73	1.053
1707	0.782	0.941	0.656	1.487	1.087	1.134	NA	NA	1.092	0.987	NA	NA	0.814	0.543	0.754	1.104
1708	0.778	0.709	0.595	1.034	0.827	0.986	NA	NA	0.935	0.709	1.26	NA	0.586	0.542	0.643	0.806
1709	0.797	0.623	0.849	0.855	0.86	0.901	NA	NA	1.092	0.898	1.016	NA	0.675	0.555	0.513	1.007
1710	0.89	0.705	0.981	1.317	1.457	0.987	NA	NA	1.487	1.378	1.181	NA	0.809	0.524	0.717	1.41
1711	0.813	0.848	0.775	0.96	1.087	0.615	NA	NA	1.26	0.966	0.92	NA	0.546	0.822	0.545	1.014
1712	0.748	0.62	0.42	1.133	0.718	0.644	NA	1.207	1.239	0.737	0.981	NA	0.737	0.502	0.62	0.662
1713	0.794	0.788	0.736	0.954	0.821	0.839	NA	1.254	1.206	0.921	0.998	1.731	0.732	0.584	0.855	0.87
1714	0.855	0.772	0.874	0.778	0.987	0.774	NA	1.168	1.07	0.859	1.072	1.109	0.828	0.708	0.886	0.919
1715	0.767	0.65	0.688	0.765	0.924	0.558	NA	1.154	0.989	0.858	1.012	0.874	0.655	0.551	0.44	0.622
1716	0.724	0.75	1.046	0.788	1.148	1.008	NA	1.463	1.038	1.321	1.142	1.136	0.934	0.572	0.673	0.931
1717	0.988	0.579	0.905	0.931	1.142	1.156	NA	1.072	1.094	1.068	1.343	0.843	0.93	0.73	0.898	1.007
1718	0.797	0.58	0.74	0.848	1.075	0.6	NA	0.878	0.777	0.832	0.933	0.952	0.89	0.425	0.818	0.448
1719	1.025	0.558	0.886	0.799	1.07	0.86	NA	0.931	1.232	0.924	1.46	1.067	0.995	0.63	1.069	0.604
1720	0.704	0.611	0.71	0.69	0.927	0.643	NA	0.64	0.966	0.686	1.139	0.469	0.634	0.589	0.834	0.707
1721	0.67	0.702	0.881	0.723	0.964	0.786	NA	0.841	1.166	0.749	1.473	0.571	0.588	0.751	0.814	0.767
1722	0.84	0.673	0.959	0.767	0.95	0.834	NA	0.834	1.257	0.92	1.153	0.814	0.891	0.82	0.827	0.9
1723	0.942	0.521	0.886	0.886	1.129	0.756	NA	0.785	1.164	0.731	1.187	0.777	0.911	0.936	0.825	0.696
1724	0.953	0.705	0.794	0.916	1.032	0.467	NA	0.946	1.421	0.921	1.285	0.608	0.977	1.025	0.948	0.822
1725	1.751	0.743	1.006	1.137	1.336	0.612	NA	1.356	1.304	1.667	1.811	1.305	1.087	1.512	1.213	0.824
1726	1.467	0.709	1.044	0.927	1.264	0.507	NA	1.315	1.347	1.134	1.718	1.302	0.989	1.249	0.936	0.988
1727	1.367	0.714	0.843	0.804	1.045	0.629	NA	1.144	1.165	1.17	1.703	2.033	0.867	1.257	1.342	0.68
1728	1.367	0.787	1.053	0.713	1.122	0.639	NA	1.169	1.315	1.259	1.474	2.097	1.127	0.933	1.277	0.845
