# Meriläinen - Sodankylä Church - PISY - ITRDB FINL048
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4013
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4013.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl048-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; finl048-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl048.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/finl048.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2004-03-09
#--------------------
# File_Last_Modified_Date
#   Date: 2004-03-09
#--------------------
# Title
#   Study_Name: Meriläinen - Sodankylä Church - PISY - ITRDB FINL048
#--------------------
# Investigators
#   Investigators: Meriläinen, J.; Lindholm, M.; Timonen, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sodankylä Church
#   Location: Lappi
#   Northernmost_Latitude: 67.4
#   Southernmost_Latitude: 67.4
#   Easternmost_Longitude: 26.6
#   Westernmost_Longitude: 26.6
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: FINL048
#   First_Year: 1484
#   Last_Year: 1688
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NGC0001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGC0010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGC0010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NGC0001A_raw	NGC0001B_raw	NGC0002A_raw	NGC0002B_raw	NGC0003A_raw	NGC0003B_raw	NGC0004A_raw	NGC0004B_raw	NGC0005A_raw	NGC0005B_raw	NGC0006A_raw	NGC0007A_raw	NGC0007B_raw	NGC0009A_raw	NGC0009B_raw	NGC0010A_raw	NGC0010B_raw
1484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36	NA	NA	NA	NA	NA	NA
1485	NA	2.79	NA	NA	NA	NA	NA	NA	NA	NA	3.32	NA	NA	NA	NA	NA	NA
1486	NA	2.15	NA	NA	NA	NA	NA	NA	NA	NA	2.47	NA	NA	NA	NA	NA	NA
1487	NA	2.17	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	NA	NA	NA
1488	NA	2.49	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA	NA
1489	NA	2.29	NA	NA	NA	NA	NA	NA	NA	NA	2.88	NA	NA	NA	NA	NA	NA
1490	NA	2.15	NA	NA	NA	NA	NA	NA	NA	NA	2.75	NA	NA	NA	NA	NA	NA
1491	NA	1.63	NA	NA	NA	NA	NA	NA	1.98	NA	2.4	NA	NA	NA	NA	NA	NA
1492	NA	1.34	NA	NA	NA	NA	NA	NA	2.47	NA	2.03	2.67	NA	NA	NA	NA	NA
1493	NA	1.17	NA	2.61	NA	NA	NA	NA	2.21	NA	2.32	2.02	NA	NA	NA	NA	NA
1494	NA	1.36	NA	3.42	NA	NA	NA	NA	2.3	NA	1.87	2.05	NA	NA	NA	NA	NA
1495	NA	0.92	1.85	2.33	NA	NA	NA	NA	1.99	NA	1.89	1.62	NA	NA	NA	NA	NA
1496	NA	1.16	2.53	3.15	NA	NA	NA	NA	2.15	NA	2.45	1.58	NA	NA	NA	NA	NA
1497	NA	1.1	2.29	2.74	NA	1.15	NA	NA	1.67	NA	2.05	1.64	NA	NA	2.06	NA	NA
1498	NA	1.18	2.78	2.83	NA	1.72	NA	NA	2.09	NA	2.56	1.71	NA	NA	2.33	NA	NA
1499	NA	0.84	1.5	2.11	NA	1.35	NA	NA	1.58	NA	2.09	1.47	NA	1.12	1.52	NA	NA
1500	NA	1.17	1.88	2.22	NA	1.65	NA	NA	1.7	NA	2.14	1.83	NA	1.66	1.76	1.52	NA
1501	NA	1.2	1.98	2.26	NA	1.69	NA	NA	1.56	NA	2.15	1.95	NA	2.11	1.78	1.68	NA
1502	NA	0.99	1.79	1.3	NA	1.72	NA	NA	1.16	NA	1.92	1.45	NA	2.11	1.6	1.23	NA
1503	NA	0.78	1.7	1.28	NA	1.34	NA	NA	1.12	NA	1.48	1.16	NA	1.63	1.24	1.14	NA
1504	NA	1.03	1.77	1.74	NA	1.76	NA	NA	1.84	NA	1.36	1.4	NA	1.95	1.73	1.26	NA
1505	NA	0.88	1.91	1.78	NA	1.58	NA	NA	1.79	NA	1.61	1.23	NA	1.67	1.89	1.1	NA
1506	NA	0.79	1.67	2	NA	1.31	NA	NA	1.67	NA	1.44	1.14	NA	1.75	1.84	0.95	NA
1507	NA	0.84	1.39	1.44	NA	1.33	NA	NA	1.47	NA	1.37	1.13	NA	1.13	1.15	0.96	NA
1508	NA	0.96	1.42	1.76	NA	1.34	NA	NA	1.44	NA	1.19	0.88	NA	1.35	1.04	0.94	NA
1509	NA	0.98	1.24	1.03	NA	1.28	NA	NA	1.09	NA	1.19	0.91	NA	1.3	0.83	0.84	NA
1510	NA	0.92	0.92	1.05	NA	0.87	NA	NA	0.97	NA	1.02	0.82	NA	1.02	0.67	0.7	NA
1511	NA	1.02	1.2	1.64	NA	1.19	NA	NA	1.01	NA	1	0.73	NA	1.45	0.93	0.96	NA
1512	NA	0.97	1.15	1.16	NA	1.25	NA	NA	0.91	NA	1.09	0.86	NA	1.25	0.8	0.79	NA
1513	NA	1.03	1.11	1.66	NA	1.44	NA	NA	1.27	NA	1.2	0.75	NA	1.38	1.03	0.82	NA
1514	NA	0.84	0.95	1.35	NA	1.24	NA	NA	0.92	NA	1.05	0.67	NA	1.36	0.96	0.66	NA
1515	NA	1.13	1.17	1.85	NA	1.63	NA	NA	1.37	NA	1.72	0.9	NA	1.35	1.6	0.78	NA
1516	NA	0.71	0.85	1.14	NA	1.01	NA	NA	0.87	NA	1.19	0.7	NA	0.95	0.93	0.7	NA
1517	NA	1.09	1.29	1.98	NA	1.59	NA	NA	1.16	NA	1.68	1	NA	1.41	1.46	0.86	NA
1518	NA	0.86	1.18	1.91	NA	1.42	NA	NA	1	NA	1.22	0.98	NA	1.08	1.44	0.82	NA
1519	NA	0.87	1.23	1.53	NA	1.26	NA	NA	0.91	NA	0.89	0.91	NA	1.06	1.52	0.7	1
1520	NA	0.68	0.78	0.88	NA	1.27	NA	NA	0.47	NA	0.59	0.61	NA	0.71	0.81	0.56	0.89
1521	NA	0.5	0.66	0.65	NA	1.4	NA	NA	0.34	NA	0.66	0.44	NA	0.41	0.7	0.52	0.63
1522	0.62	0.31	0.79	0.52	NA	1.38	NA	NA	0.26	NA	0.64	0.39	NA	0.37	0.76	0.43	0.52
1523	0.62	0.27	0.98	0.47	NA	1.32	NA	NA	0.28	NA	0.63	0.37	NA	0.4	0.69	0.42	0.32
1524	0.46	0.3	0.72	0.56	NA	1.12	NA	NA	0.28	NA	0.44	0.38	NA	0.35	0.53	0.32	0.3
1525	0.4	0.16	0.51	0.31	NA	1.17	NA	NA	0.19	NA	0.51	0.33	NA	0.27	0.52	0.24	0.52
1526	0.48	0.25	0.59	0.96	NA	1.42	NA	NA	0.35	NA	0.62	0.42	NA	0.38	0.58	0.43	0.39
1527	0.37	0.16	0.43	0.85	NA	1.15	NA	NA	0.41	NA	0.47	0.45	NA	0.34	0.39	0.34	0.3
1528	0.48	0.23	0.63	0.93	NA	1.38	NA	NA	0.47	NA	0.69	0.55	NA	0.4	0.45	0.33	0.29
1529	0.49	0.21	0.51	0.62	NA	0.91	NA	NA	0.33	NA	0.55	0.47	NA	0.34	0.46	0.32	0.21
1530	0.81	0.43	0.86	0.75	NA	1.14	NA	NA	0.53	NA	0.71	0.66	NA	0.61	0.86	0.46	0.4
1531	0.81	0.44	0.99	1.04	NA	1.31	NA	NA	0.7	NA	0.68	0.67	NA	0.82	0.87	0.36	0.31
1532	0.78	0.53	1.19	0.97	NA	1.65	NA	NA	0.61	NA	0.71	0.66	1.02	0.93	1.02	0.38	0.35
1533	0.96	0.69	1.02	0.96	NA	1.63	NA	NA	0.67	NA	0.68	0.86	1.12	1.17	1.25	0.54	0.48
1534	0.97	0.69	0.9	1.34	NA	1.92	NA	NA	0.93	NA	0.77	0.88	1.17	1.4	1.66	0.75	0.6
1535	1.19	0.84	0.7	1.77	NA	1.9	NA	NA	0.72	NA	0.71	0.9	1.07	1.29	1.32	0.81	0.72
1536	0.81	0.75	0.5	1.32	NA	1.61	NA	NA	0.75	NA	0.6	0.79	0.7	0.86	1.09	0.69	0.49
