# Wilson - Woody-Happy-Berg - PCAB - ITRDB GERM057
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5275
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5275.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ057-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ057-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ057.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ057.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-09-14
#--------------------
# File_Last_Modified_Date
#   Date: 2005-09-14
#--------------------
# Title
#   Study_Name: Wilson - Woody-Happy-Berg - PCAB - ITRDB GERM057
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Woody-Happy-Berg
#   Location: Bavaria
#   Northernmost_Latitude: 49.2
#   Southernmost_Latitude: 49.2
#   Easternmost_Longitude: 12.38
#   Westernmost_Longitude: 12.38
#   Elevation_m: 450
#--------------------
# Data_Collection
#   Collection_Name: GERM057
#   First_Year: 1864
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WHB01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBH14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBH14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WHB16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WHB16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WHB01A_raw	WHB01B_raw	WHB02A_raw	WHB03A_raw	WHB03B_raw	WHB04A_raw	WHB05A_raw	WHB05B_raw	WHB06A_raw	WHB06B_raw	WHB07A_raw	WHB07B_raw	WHB08A_raw	WHB08B_raw	WHB09A_raw	WHB09B_raw	WHB10A_raw	WHB10B_raw	WHB11A_raw	WHB11B_raw	WHB12A_raw	WHB12B_raw	WHB13A_raw	WHB13B_raw	WBH14A_raw	WHB14B_raw	WHB15A_raw	WHB15B_raw	WHB16A_raw	WHB16B_raw
1864	0.773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.173	3.756	NA	NA	NA	NA
1865	0.914	0.791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.746	1.493	NA	NA	NA	NA
1866	1.734	1.705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.409	NA	NA	2.014	3.306	NA	NA	NA	NA
1867	1.888	1.903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.304	1.848	NA	NA	1.839	3.132	NA	NA	NA	NA
1868	1.177	1.476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.885	1.174	NA	NA	1.256	1.868	0.986	1.12	NA	NA
1869	2.204	1.933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.873	1.34	NA	NA	2.581	3.29	1.546	1.952	NA	NA
1870	1.614	1.574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.858	NA	NA	NA	NA	NA	0.971	1.59	NA	NA	2.138	2.355	0.851	0.951	NA	NA
1871	2.86	2.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.575	2.733	NA	NA	NA	NA	1.5	1.98	NA	NA	3.005	3.097	1.561	1.945	NA	NA
1872	2.102	2.286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.006	2.999	NA	NA	NA	NA	1.919	2.335	NA	NA	2.951	3.372	1.359	1.613	NA	NA
1873	2.027	2.032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.173	2.513	NA	NA	NA	NA	1.722	2.211	NA	NA	3.003	3.401	1.268	1.503	NA	NA
1874	1.197	1.215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.787	1.593	NA	NA	NA	NA	1.788	2.446	NA	NA	2.289	2.437	0.859	1.089	NA	NA
1875	1.987	1.937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.594	1.651	NA	NA	NA	NA	2.504	3.036	NA	NA	2.161	2.76	1.079	1.553	NA	NA
1876	1.631	1.967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.587	1.309	NA	NA	NA	NA	1.614	1.68	1.131	0.964	2.251	2.054	1.202	1.111	NA	NA
1877	2.052	1.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.793	1.608	NA	NA	NA	NA	1.622	1.873	0.982	0.931	2.035	2.238	1.225	1.223	NA	NA
1878	2.241	2.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.852	2.479	NA	NA	NA	NA	2.032	2.246	1.142	1.291	3.023	3.298	1.451	2.571	NA	NA
1879	2.944	2.787	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.859	2.503	NA	NA	2.535	NA	1.919	2.262	1.507	1.516	3.965	2.782	1.687	2.52	NA	NA
1880	3.182	2.452	NA	NA	2.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.685	2.49	NA	NA	2.391	NA	1.807	1.928	1.676	1.552	3.344	2.974	1.368	2.211	1.702	1.174
1881	1.893	1.92	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.959	1.909	NA	NA	1.907	NA	1.713	2.019	1.565	1.502	2.326	2.224	1.198	1.222	1.974	1.486
1882	2.437	1.953	NA	NA	2.177	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.562	2.542	NA	NA	2.784	NA	2.299	2.274	1.715	1.606	2.841	2.965	1.319	1.449	2.092	1.588
1883	2.204	2.104	NA	NA	1.796	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.267	2.568	NA	NA	2.206	2.424	1.794	2.193	1.326	1.404	3.054	2.875	1.299	1.367	1.169	1.328
1884	1.615	1.375	NA	NA	1.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	1.641	2.375	NA	1.977	1.633	1.337	1.743	1.213	1.003	1.907	2.205	0.851	1.069	1.154	1.038
1885	1.27	1.157	NA	NA	0.821	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.202	1.34	1.978	NA	1.203	1.027	1.135	1.209	0.868	0.807	1.518	1.789	0.929	1.095	0.975	0.701
1886	1.396	1.395	NA	NA	1.085	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.251	1.445	2.24	NA	1.891	1.381	2.001	2.393	1.184	1.253	2.68	3	1.338	1.259	1.52	1.08
1887	0.995	0.959	NA	NA	0.914	NA	NA	NA	NA	NA	NA	NA	1.949	NA	1.393	1.395	1.811	NA	1.263	1.049	1.738	1.751	1.162	1.086	1.841	1.733	1.132	1.145	1.064	0.62
1888	1.447	1.633	NA	NA	1.644	NA	NA	NA	NA	NA	NA	NA	2.71	NA	2.053	1.774	2.637	NA	1.937	1.531	2.514	2.553	1.529	1.243	2.089	2.035	1.461	1.319	1.621	1.085
1889	1.317	1.778	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	1.858	NA	1.797	1.457	2.027	NA	1.664	1.465	1.911	2.256	1.315	1.214	2.31	2.013	1.107	0.885	1.234	0.762
1890	1.503	1.754	NA	NA	1.84	NA	NA	NA	1.919	NA	NA	NA	2.207	NA	1.812	1.672	2.326	NA	1.864	1.538	1.588	2.493	1.427	1.409	2.509	2.19	0.85	0.964	1.038	0.791
1891	1.663	1.791	NA	NA	1.999	NA	1.327	1.351	2.273	NA	NA	0.808	2.14	NA	2	2.119	2.649	NA	1.773	1.98	1.995	2.156	2.06	1.614	2.593	2.895	1.295	1.324	1.421	0.753
1892	1.402	1.333	NA	NA	1.35	NA	1.071	1.052	1.226	NA	NA	0.647	1.505	NA	1.086	1.141	1.335	NA	1.014	1.133	1.516	1.743	1.314	1.157	1.555	1.369	0.652	0.687	1.02	0.68
1893	0.937	1.072	NA	NA	1.184	1.381	0.969	1.036	0.758	NA	NA	0.632	1.246	NA	0.902	0.855	0.935	NA	0.76	0.751	1.426	1.603	0.916	0.685	1.291	1.435	0.493	0.86	1.211	0.574
1894	1.204	1.362	NA	NA	1.441	2.213	1.027	1.078	1.087	NA	NA	0.727	1.406	NA	1.406	1.383	1.266	NA	1.273	1.332	1.493	1.66	1.173	1.1	2.208	2.013	0.667	2.296	1.239	0.614
1895	1.171	1.09	NA	NA	1.778	1.991	1.098	1.113	1.416	NA	NA	0.654	1.542	NA	1.504	1.722	1.739	NA	1.389	1.38	1.634	1.951	1.26	1.243	2.472	1.962	0.922	2.075	1.128	0.736
1896	1.354	1.444	NA	NA	2.061	1.936	1.288	1.105	1.737	NA	NA	0.783	1.387	NA	1.631	1.629	1.926	NA	1.318	1.239	1.779	1.954	1.565	1.223	2.454	1.765	1.177	1.648	1.094	0.822
1897	1.816	1.513	NA	NA	2.567	1.998	1.483	1.287	2.316	NA	NA	0.97	1.343	NA	1.744	1.909	2.271	NA	1.336	1.409	1.923	2.572	2.096	2.053	2.466	1.72	1.306	1.477	1.732	1.119
1898	1.958	1.518	NA	NA	2.209	2.119	1.468	1.255	1.889	NA	NA	0.93	1.246	NA	1.893	1.479	2.121	NA	1.087	1.055	1.873	2.079	1.836	2.097	1.735	1.57	1.104	1.106	1.959	1.052
1899	0.893	0.742	NA	NA	1.277	0.957	0.9	0.956	0.796	NA	NA	0.63	0.841	NA	1.016	0.861	0.787	NA	0.599	0.622	1.347	1.46	0.913	0.944	0.901	0.74	0.677	0.708	1.427	0.667
1900	0.775	0.74	NA	NA	1.339	1.244	1.053	1.086	0.989	NA	NA	0.486	0.891	NA	1.342	0.927	0.97	NA	0.947	0.988	1.579	1.565	1.126	1.215	1.282	1.111	0.662	0.688	1.461	0.802
1901	1.055	0.905	NA	NA	1.824	1.507	0.833	1.078	1.274	NA	NA	0.447	0.952	2.599	1.17	0.951	1.497	NA	1.01	0.986	1.788	2.389	1.394	1.22	1.154	0.993	0.825	0.945	1.304	0.683
1902	1.001	0.897	NA	NA	1.545	1.352	0.793	0.847	1.322	NA	NA	0.351	0.76	2.72	1.362	1.232	1.663	NA	0.944	0.93	1.434	1.903	1.048	1.274	1.435	0.832	0.701	0.954	1.256	0.672
1903	0.723	0.639	NA	1.305	1.357	0.892	0.534	0.765	0.843	NA	NA	0.451	0.556	2.121	0.769	0.577	1.347	NA	0.702	0.642	1.171	1.586	0.937	0.93	0.932	0.718	0.57	0.777	1.076	0.476
1904	0.763	0.707	NA	1.525	1.564	1.322	0.743	0.89	1.243	NA	NA	0.44	0.709	1.825	1.062	0.821	1.237	NA	0.713	0.723	1.402	2.026	0.964	0.942	0.971	0.859	0.764	0.981	1.2	0.853
