# Ori - Monte Cantiere - PISP - ITRDB ITAL017
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4079
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4079.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/ital017-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ital017-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/ital017.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ital017.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Ori - Monte Cantiere - PISP - ITRDB ITAL017
#--------------------
# Investigators
#   Investigators: Ori, G.G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Monte Cantiere
#   Location: Italy
#   Northernmost_Latitude: 44.28
#   Southernmost_Latitude: 44.28
#   Easternmost_Longitude: 10.8
#   Westernmost_Longitude: 10.8
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: ITAL017
#   First_Year: 1881
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus spp. L.
#   Common_Name: pine
#   Tree_Species_Code: PISP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PIN18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PIN18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PIN22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PIN22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PIN34A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PIN34A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PIN34B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PIN34B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO28_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO28; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO29_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO29; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO30_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO30; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO33_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO33; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO35_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO35; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO36_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO36; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO37_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO37; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO38_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO38; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO39_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO39; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO40_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO40; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO41_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO41; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO42_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO42; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO43_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO43; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PINO6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PINO6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PIN18B_raw	PIN22A_raw	PIN34A_raw	PIN34B_raw	PINO13_raw	PINO14_raw	PINO15_raw	PINO16_raw	PINO17_raw	PINO18_raw	PINO19_raw	PINO20_raw	PINO21_raw	PINO22_raw	PINO23_raw	PINO24_raw	PINO25_raw	PINO26_raw	PINO27_raw	PINO28_raw	PINO29_raw	PINO30_raw	PINO32_raw	PINO33_raw	PINO35_raw	PINO36_raw	PINO37_raw	PINO38_raw	PINO39_raw	PINO40_raw	PINO41_raw	PINO42_raw	PINO43_raw	PINO5_raw	PINO6_raw
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.08	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.04	NA	14.47	NA	18.88	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.87	NA	NA	NA	NA	NA	NA	NA	15.33	NA	18.1	NA	14.32	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.28	NA	NA	NA	NA	NA	NA	15.93	10.73	NA	12.86	NA	11.12	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.57	NA	NA	NA	NA	NA	NA	11.88	10.04	NA	7.82	NA	19.15	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.59	NA	NA	NA	NA	NA	NA	12.22	8.64	NA	12.73	NA	17.05	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.04	NA	NA	NA	NA	NA	NA	13.24	15.23	NA	16.88	NA	13.93	13.31
1863	16.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.38	NA	NA	14.35	NA	NA	15.5	10.08	11.56	NA	19.47	NA	12.13	15.84
1864	15.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.77	NA	NA	13.91	NA	NA	12.7	11.75	11.42	NA	18.41	NA	10.99	13.24
1865	19.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8	NA	NA	12.71	19.27	NA	11.12	12.5	10.93	NA	16.81	NA	9.55	10.34
1866	10.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.54	NA	6.05	11.45	15.97	NA	NA	NA	11.15	9.75	NA	13.29	18.86	NA	11.28	11.57	10.63	NA	15.53	NA	12.2	8.13
1867	17.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.09	NA	6.61	11.2	10.84	NA	NA	NA	12.84	12.46	NA	13.77	17.4	NA	11.55	11.35	13.13	NA	13.13	NA	8.55	11.99
1868	13.54	NA	NA	NA	NA	NA	NA	NA	NA	10.66	NA	NA	NA	17.33	NA	9.37	11.99	11.36	NA	NA	NA	11.19	12.34	NA	16.02	18.44	NA	9.28	10.67	13.08	13.79	8.74	NA	10.54	12.46
1869	18.81	NA	NA	NA	NA	NA	NA	NA	NA	15.6	NA	NA	NA	12.96	NA	13.91	11.28	7.71	NA	NA	NA	10.09	16.21	NA	12.9	15.81	NA	9.29	8.59	11.37	13.33	7.03	NA	8.72	12.12
1870	16.29	NA	NA	NA	NA	NA	NA	NA	NA	13.32	NA	NA	NA	12.14	NA	10.74	11.1	11.94	NA	NA	NA	12.24	19.09	NA	10.26	12.21	NA	7.98	9.84	11.07	12.38	5.35	NA	10.57	8.52
1871	5.78	NA	NA	NA	NA	NA	NA	NA	NA	12.89	NA	19.2	19.2	12.8	NA	5.43	5.98	10.64	NA	NA	NA	9.84	18.1	9.03	10.36	11.7	NA	8.71	8.14	10.72	10.5	9.98	NA	11.44	10.08
1872	5.07	14.27	NA	NA	NA	NA	NA	NA	NA	19.16	NA	14.6	14.6	8.04	NA	5.84	3.46	11.05	NA	NA	NA	11.76	14.42	10.15	8.41	10.32	NA	8.76	6.85	11.28	9.63	9.41	NA	8.82	10.88
1873	5.05	16.07	13.15	NA	NA	NA	NA	NA	NA	7.02	NA	11.55	11.55	9.24	NA	8.02	9.09	10.66	NA	NA	NA	10.27	11.19	11.52	8.91	8.63	NA	9.66	7.32	10.03	7.48	6.44	NA	7.52	12.41
1874	6.55	13.17	10.94	NA	NA	NA	NA	NA	NA	4.05	26.19	13.64	13.64	8.69	6.87	11.17	8.85	11.94	NA	NA	NA	8.23	8.75	9.61	8.25	11.27	NA	8.51	7.71	9.29	9.86	8.66	18.75	11.58	10.07
1875	11.72	8.01	12.69	NA	11.3	NA	NA	NA	NA	5.49	20.97	11.08	11.08	7.67	5.44	12.14	8.15	8.26	NA	33.06	NA	8.13	11.55	12.54	4.8	8.53	NA	7.43	6.25	10.75	11.95	9.67	13.39	9.31	8.5
1876	11.09	11.19	8.02	NA	11.2	NA	NA	NA	NA	6.81	22.99	11.07	11.07	8.32	8.03	10.24	11.84	10.5	NA	28.59	NA	4.67	9.76	12.92	4.39	6.88	NA	7.71	5.07	7.65	7.73	7.76	11.96	7.18	9.2
1877	9.97	7.34	9.88	NA	8.34	NA	NA	NA	NA	13.03	11.79	6.43	6.43	6	5.02	10.04	5.42	6.05	NA	30.91	4.01	5.32	8.84	11.53	4.79	5.66	NA	6.92	4.92	6.47	8.83	7.23	9.96	4.8	10.35
1878	10.43	6.64	10.64	NA	8.39	NA	NA	NA	10.67	10.54	10.43	6.23	6.23	6.93	3.54	13.49	6.86	9.21	NA	29.16	4.37	5.05	11.25	15.82	3.55	3.65	NA	7.75	4.93	9.38	6.4	8.14	6.05	4.22	11.47
1879	9.64	7.36	9.95	NA	7.95	NA	7.9	NA	13.48	7.45	8.62	7.95	7.95	9.35	6.11	8.81	9.08	7.3	NA	41.43	13.27	6.45	5.9	14.99	3.74	4.71	NA	6.81	9.01	6.89	8.09	1.43	7.79	7.08	9.07
1880	10.87	9.18	8.77	12.53	7.47	NA	10.89	NA	13.14	7.3	10.53	7.73	7.73	12.48	13.91	12.18	11.73	9.17	NA	53.17	13.83	7.85	7.52	12.34	5.04	5.18	NA	9.59	10.47	6.92	6.87	1.03	12.22	7.17	8.97
1881	8.44	9.06	9.62	9.23	11.14	NA	12.88	NA	15.49	6.17	9.95	8.01	8.01	12.28	15.31	8.88	10.96	9.08	NA	34.04	14.2	8.9	5.4	10.17	7.49	6.9	NA	18.28	11.16	2.22	6.79	1.37	8.35	8.43	11.19
1882	7.51	19.16	7.54	12.43	12.14	NA	15.47	NA	11.39	10.13	9.3	11.58	11.58	15.06	11.49	10.53	14.9	12.6	NA	57.85	13.21	8.23	4.65	7.91	10.06	10.85	NA	30.67	10.08	1.16	8.62	2.05	11.43	9.88	8.43
1883	8.79	12.31	6.93	10.89	8.8	NA	12.22	NA	14.61	11.66	8.49	10.14	10.14	10.28	13.89	9.03	13.59	8.08	NA	37.63	17.64	7.47	4.96	8.58	12.37	12.02	NA	29.2	10.53	1.32	8.89	1.71	11.32	7.34	9.28
1884	14.61	7.91	5.96	9.56	7.76	10.93	13.92	NA	8.55	10.28	12.12	11.16	11.16	9.51	17.73	19.31	10.67	8.22	NA	33.37	17.6	7.66	5.95	8.55	12	12.54	NA	23.45	8.86	1.78	8.41	1.77	14.92	7.89	5.98
1885	6.83	9.15	7.46	8.92	8.08	9.74	13.18	NA	8.14	11.95	7.27	8.98	8.98	8.59	11.56	13.97	7.09	6.35	NA	30.55	11.79	6.06	8.23	6.44	12.52	7.38	NA	15.42	6.39	0.43	9.17	1.66	9.71	7.18	4.2
1886	9.89	7.76	5.58	7.55	7.11	9.55	8.08	NA	11.03	11.24	7.58	7.25	7.25	7.72	9.63	10.47	4.83	5.77	NA	19.98	11.43	7.25	9.81	8.61	9.8	9.09	NA	9.08	5.78	0.4	7.8	1.27	9.47	5.56	3.93
1887	9.7	6.87	7.93	5.76	9.77	8.93	7.53	NA	5.66	9	8.51	12.5	12.5	8.79	10.89	9.9	6.38	6.46	NA	23.19	12.57	8.03	9.15	5.12	6.4	11.48	NA	14.55	6.34	0.41	5.49	1.98	10.43	7.54	5.75
1888	6.63	6.38	11.04	5.51	11.42	8.87	6.98	NA	7	13.06	7.68	11.52	11.52	6.76	11.09	8.21	6.14	8.93	NA	21.59	9.74	8.55	10.06	4.09	6.07	7.11	NA	15.37	4.93	0.84	11.11	3.61	6.74	8.06	5.42
1889	6.47	11.18	14.36	5.25	13.93	9.41	8.26	NA	7.62	11.53	13.15	9.34	9.34	7.14	9.59	12.94	4.97	9.67	10.85	19.18	8.15	6.83	8.19	4.86	5.24	7.73	10.85	12.04	8.32	0.54	18.06	3.03	8.69	8.34	8.1
1890	9.66	9.71	13.25	5.5	16.25	4.93	11.22	NA	6.06	5.32	10.25	6.04	6.04	10.56	10.23	10.1	9.36	10.06	10.1	21.89	9.89	7.73	5.3	5.42	6.44	9.65	10.1	9.26	10.53	1.26	13.41	8.18	7.4	11.39	7.03
1891	7.21	12.44	11.73	6.34	11.7	13.56	12.29	11.97	8.43	8.62	4.87	8.94	8.94	10.32	10.06	9.67	12.41	11.11	6.17	32.83	7.8	6.72	5.96	8.09	5.92	7.46	6.17	8.15	11.36	1.28	20.4	9.21	4.92	7.16	7.85
1892	9.64	9.75	10.46	6.02	14.19	12.13	9.73	8.75	7.51	9.04	7.75	7.01	7.01	8.95	7.62	9.82	7	7.87	8.89	30.72	9.83	7.87	8.68	7.22	9.54	9.66	8.89	8.55	15.03	0.56	23.04	9.93	6.28	5.2	6.9
