# Pilcher - Chambord - QURO - ITRDB FRAN001
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4211
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4211.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran001-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran001-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran001.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran001.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Pilcher - Chambord - QURO - ITRDB FRAN001
#--------------------
# Investigators
#   Investigators: Pilcher, J.R.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Chambord
#   Location: Loir-et-Cher
#   Northernmost_Latitude: 47.57
#   Southernmost_Latitude: 47.57
#   Easternmost_Longitude: 1.5
#   Westernmost_Longitude: 1.5
#   Elevation_m: 100
#--------------------
# Data_Collection
#   Collection_Name: FRAN001
#   First_Year: 1732
#   Last_Year: 1979
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## Q 3775_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3775; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3776_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3776; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3777_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3777; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3778_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3778; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3779_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3779; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3780_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3780; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3781_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3781; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3782_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3782; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3783_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3783; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3784_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3784; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3785_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3785; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3786_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3786; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3787_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3787; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3788_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3788; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3790_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3790; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3791_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3791; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3793_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3793; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q 3794_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q 3794; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	Q 3775_raw	Q 3776_raw	Q 3777_raw	Q 3778_raw	Q 3779_raw	Q 3780_raw	Q 3781_raw	Q 3782_raw	Q 3783_raw	Q 3784_raw	Q 3785_raw	Q 3786_raw	Q 3787_raw	Q 3788_raw	Q 3790_raw	Q 3791_raw	Q 3793_raw	Q 3794_raw
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	0.92	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	0.91	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	1.37	NA	NA	NA	1.14	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	0.97	NA	NA	NA	0.85	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA	0.77	NA	NA	NA	1.06	NA	NA
1738	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	0.82	NA	NA	NA	0.95	NA	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	0.26	NA	NA	0.77	NA	NA	NA	0.83	NA	NA
1740	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	0.97	NA	NA	0.84	0.67	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	0.39	NA	NA	0.7	0.38	NA	NA
1742	NA	NA	NA	NA	0.6	NA	NA	NA	0.44	NA	NA	0.7	NA	NA	0.75	0.29	NA	NA
1743	NA	NA	NA	NA	1.09	NA	NA	NA	0.74	NA	NA	0.55	NA	NA	0.53	0.52	NA	NA
1744	NA	NA	NA	NA	0.68	NA	NA	NA	0.55	NA	NA	0.3	NA	NA	0.58	0.29	NA	NA
1745	NA	NA	NA	NA	1	NA	NA	NA	0.29	NA	NA	0.29	NA	NA	0.35	0.33	NA	NA
1746	NA	NA	NA	NA	1.12	NA	NA	NA	0.76	NA	NA	0.4	NA	NA	0.28	0.66	NA	NA
1747	NA	NA	NA	NA	1.25	NA	NA	NA	0.8	NA	NA	0.33	NA	NA	0.48	0.57	NA	NA
1748	NA	NA	NA	NA	1.34	NA	NA	NA	0.88	NA	NA	0.23	NA	NA	0.21	0.49	NA	NA
1749	NA	NA	NA	NA	1.08	NA	NA	NA	0.9	NA	NA	0.29	NA	NA	0.38	0.42	NA	NA
1750	NA	NA	NA	NA	0.97	NA	NA	NA	0.81	NA	NA	0.44	NA	NA	0.76	0.46	NA	NA
1751	NA	NA	NA	NA	0.79	NA	NA	NA	0.92	NA	NA	0.44	NA	NA	0.55	0.53	NA	NA
1752	NA	0.49	NA	NA	0.95	NA	NA	NA	0.86	NA	NA	0.61	NA	NA	0.39	0.63	NA	NA
1753	NA	0.51	NA	0.55	0.69	NA	NA	NA	0.91	NA	NA	0.49	NA	NA	0.49	0.51	NA	NA
1754	NA	0.77	NA	0.69	0.93	NA	NA	NA	1.12	NA	NA	0.89	NA	NA	0.57	0.95	NA	NA
1755	NA	0.56	NA	0.38	0.56	NA	NA	NA	0.75	NA	NA	0.41	NA	NA	0.42	0.58	NA	NA
1756	NA	0.74	NA	0.33	0.56	NA	NA	0.74	0.48	NA	NA	0.68	NA	NA	0.58	0.41	NA	NA
1757	NA	0.7	NA	0.46	0.69	NA	NA	0.76	0.64	NA	NA	0.56	NA	0.57	0.44	0.75	NA	NA
1758	NA	0.82	NA	0.54	0.76	NA	NA	0.62	0.77	NA	NA	0.55	0.4	0.6	0.45	0.61	NA	NA
1759	NA	0.66	NA	0.52	0.61	NA	NA	0.8	0.66	NA	NA	0.48	0.46	0.59	0.37	0.48	NA	NA
1760	0.31	0.34	NA	0.42	0.59	NA	NA	0.58	0.38	NA	NA	0.37	0.55	0.44	0.26	0.4	NA	NA
1761	0.39	0.26	NA	0.46	0.78	NA	NA	0.68	0.35	NA	NA	0.47	0.39	0.27	0.39	0.22	NA	NA
1762	0.36	0.38	NA	0.48	0.65	NA	NA	0.73	0.5	NA	NA	0.47	0.3	0.29	0.42	0.46	NA	NA
1763	0.68	0.68	NA	0.9	1.06	NA	NA	1.1	0.87	NA	NA	0.86	0.31	0.73	0.67	1.06	NA	NA
1764	0.42	0.61	NA	0.61	0.84	NA	NA	0.79	0.67	NA	NA	0.64	0.67	0.49	0.46	0.68	NA	NA
1765	0.41	0.95	NA	0.68	0.92	NA	NA	0.87	0.79	NA	NA	0.75	0.47	0.72	0.63	0.89	NA	NA
1766	0.53	1.1	NA	0.92	1.08	NA	NA	1.05	1	NA	NA	0.99	0.49	0.94	0.75	0.89	NA	NA
1767	0.31	0.77	NA	0.4	1.28	NA	NA	0.58	0.48	NA	NA	0.67	0.63	0.6	0.42	0.56	NA	NA
1768	0.57	1.37	NA	0.87	1.26	1.14	NA	1	1.02	NA	NA	1.3	0.46	0.88	0.78	1.16	NA	NA
1769	0.8	1.39	NA	0.93	1.03	1.16	NA	1.32	1.12	NA	NA	0.97	0.69	1.14	0.75	1.13	NA	NA
1770	1.01	2.06	NA	1.17	1.06	1.43	NA	1.36	1.14	NA	NA	1.09	0.88	1.53	0.83	1.51	NA	NA
1771	0.74	1.32	NA	0.75	0.76	1.08	NA	0.86	0.92	NA	NA	0.88	0.94	0.97	0.72	1.1	NA	NA
1772	0.63	1.2	NA	0.78	0.71	1	NA	1.03	0.71	NA	NA	0.78	0.75	1.03	0.61	0.86	NA	NA
1773	0.63	1.42	NA	0.88	0.79	1.21	NA	0.95	0.72	NA	NA	1.04	0.61	1.34	0.68	0.86	NA	NA
1774	0.83	1.45	0.89	0.91	0.62	1.15	NA	1.12	0.98	NA	NA	1.11	0.8	1.08	0.91	1.05	NA	NA
1775	0.52	0.86	0.71	0.64	0.39	0.79	NA	0.96	0.64	NA	NA	0.69	0.55	0.72	0.68	0.59	NA	NA
1776	0.48	0.95	0.84	0.62	0.34	0.94	NA	0.75	0.76	NA	NA	0.67	0.49	0.75	0.68	0.6	NA	NA
1777	0.71	1.26	0.92	0.97	0.32	1.17	NA	0.93	0.89	NA	NA	0.93	0.56	1.06	0.72	0.56	0.7	NA
1778	0.56	0.76	0.46	0.47	0.27	0.89	NA	0.76	0.88	NA	NA	0.69	0.42	0.53	0.64	0.31	0.6	NA
1779	0.46	0.58	0.53	0.34	0.23	0.7	NA	0.44	0.34	NA	NA	0.54	0.37	0.44	0.35	0.24	0.59	NA
1780	0.55	0.92	0.7	0.43	0.33	0.8	NA	0.65	0.56	NA	NA	0.62	0.52	0.47	0.49	0.39	1.02	NA
1781	0.72	1.21	0.86	0.65	0.37	0.84	NA	0.81	0.53	NA	NA	0.57	0.55	0.65	0.84	0.42	0.95	NA
1782	0.51	0.94	0.81	0.52	0.39	0.89	NA	0.72	0.54	NA	NA	0.5	0.43	0.58	0.64	0.52	0.8	NA
1783	0.67	1.05	0.88	0.59	0.36	0.7	NA	0.91	0.61	NA	NA	0.45	0.56	0.74	0.9	0.7	0.72	NA
