# Wilson - Regensburg Dom Historical Timbers - PCAB - ITRDB GERM109
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/12797
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-12797.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ109-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ109-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ109.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ109.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-23
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-23
#--------------------
# Title
#   Study_Name: Wilson - Regensburg Dom Historical Timbers - PCAB - ITRDB GERM109
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: International Journal of Climatology
#   Published_Title: A 500-Year Dendroclimatic Reconstruction of Spring/Summer  Precipitation from the Lower Bavarian Forest Region, Germany
#   Published_Date_or_Year: 2005
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1002/joc.1150
#   Full_Citation: Wilson, R.J.S., B.H. Luckman, and J. Esper. 2005. 
A 500-Year Dendroclimatic Reconstruction of Spring/Summer 
Precipitation from the Lower Bavarian Forest Region, Germany. 
International Journal of Climatology, 25: 611-630.

#   Abstract: This paper presents a 500 year March-August precipitation reconstruction for the Bavarian Forest region of southeast
# Germany based on a composite, well-replicated data set of 676 living and historical tree-ring width series from Norway
# spruce. Two versions of the chronology are developed. The cubic smoothing spline (SPL) chronology, standardized
# with a fixed 80 year spline function, retains decadal and higher frequency variation. The regional curve standardization
# (RCS) chronology uses regional curve standardization to retain additional lower frequency variation from the same
# data. Calibration (1879-1978) of these chronologies with March-August precipitation indicates they explain 40% (SPL)
# and 34% (RCS) of the variability in the instrumental precipitation record. The SPL reconstruction models the high frequency
# variation better, whereas the RCS reconstruction tracks the low-frequency trends more robustly. It suggests
# that spring-summer precipitation was above the long-term average for the periods 1730-1810 and 1870-2000, about
# average between 1560 and 1610 and that significantly drier periods occurred during 1510-60, 1610-35, 1660-1730 and
# 1830-70. The low-frequency trends of the RCS reconstruction during the 19th century were verified by comparison with a
# regional precipitation series derived from 14 long precipitation records from central Europe. Better verification results were
# obtained using the original (non-homogenized) records over this interval. These results suggest that some low-frequency
# variability may have been removed during correction of these early records. Periods of synchronous decadal variability
# were observed between the SPL series and independent dendroclimatic reconstructions from central Europe. The RCS
# reconstruction is the first dendroclimatic precipitation reconstruction in Europe to capture low-frequency information.
# These long-term trends, however, are difficult to verify owing to the paucity of other proxy precipitation records in
# central Europe that portray low-frequency information. Further verification and testing of the RCS reconstruction will
# require the development of additional reconstructions from tree-rings (or other proxy data series) that similarly target
# low-frequency variability.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Regensburg Dom Historical Timbers
#   Location: Bavaria
#   Northernmost_Latitude: 49.0167
#   Southernmost_Latitude: 49.0167
#   Easternmost_Longitude: 12.1
#   Westernmost_Longitude: 12.1
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: GERM109
#   First_Year: 1715
#   Last_Year: 1826
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DOM01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOM01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOM02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOM02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOM03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOM03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOM04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOM04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOM05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOM05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOM06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOM06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOM07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOM07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOM08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOM08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOM09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOM09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DOM10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DOM10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DOM01A_raw	DOM02A_raw	DOM03A_raw	DOM04A_raw	DOM05A_raw	DOM06A_raw	DOM07A_raw	DOM08A_raw	DOM09A_raw	DOM10A_raw
1715	NA	NA	NA	4.9	NA	NA	NA	NA	NA	NA
1716	NA	NA	NA	4.36	NA	NA	NA	NA	NA	NA
1717	NA	NA	NA	5.41	NA	NA	NA	NA	NA	NA
1718	NA	NA	NA	3.77	NA	NA	NA	NA	NA	NA
1719	NA	NA	NA	4.46	NA	NA	NA	NA	NA	NA
1720	NA	NA	NA	4.78	NA	NA	NA	NA	NA	NA
1721	NA	NA	NA	4.79	NA	NA	NA	NA	NA	NA
1722	NA	NA	NA	3.99	NA	NA	NA	NA	NA	NA
1723	NA	NA	NA	3.38	NA	NA	NA	NA	NA	NA
1724	NA	NA	NA	3.75	NA	NA	NA	NA	NA	NA
1725	NA	NA	NA	3.06	NA	NA	NA	NA	NA	NA
1726	NA	NA	NA	2.74	NA	NA	NA	NA	NA	NA
1727	NA	NA	NA	3.91	NA	NA	NA	NA	NA	NA
1728	4.66	NA	NA	1.48	NA	NA	NA	NA	NA	NA
1729	3.64	NA	NA	1.88	NA	NA	NA	NA	NA	NA
1730	3.84	NA	NA	2.74	NA	NA	NA	NA	NA	NA
1731	3.29	NA	NA	1.44	NA	NA	NA	NA	NA	NA
1732	3.04	NA	NA	2.39	NA	NA	NA	NA	NA	5.15
1733	3.69	NA	NA	1.37	NA	NA	NA	NA	NA	5
1734	4.36	NA	NA	2.55	6.76	NA	NA	NA	NA	5.86
1735	4.21	NA	NA	2.61	4.7	NA	NA	NA	NA	5.01
1736	2.61	NA	NA	1.71	3.22	NA	NA	NA	NA	3.26
1737	3.96	NA	NA	2.72	4.24	NA	NA	NA	NA	4.44
1738	3.22	NA	NA	2.72	4.4	NA	NA	NA	NA	4.44
1739	1.29	NA	NA	2.45	2.88	NA	NA	NA	NA	2.65
1740	1.04	NA	NA	1.54	2.24	NA	NA	NA	NA	2.82
1741	1.56	6.7	NA	2.57	3.5	NA	NA	NA	NA	3.26
1742	1.12	3.11	NA	0.91	2.14	NA	NA	NA	NA	2.28
1743	0.98	5.47	NA	1.09	1.87	NA	NA	NA	NA	2.47
1744	0.95	5.46	NA	1.77	2.68	NA	NA	NA	NA	3.79
1745	1.25	3.34	NA	1.27	1.95	NA	NA	NA	NA	1.97
1746	0.59	1.98	NA	0.54	0.66	NA	NA	NA	NA	1.17
1747	1.64	3.17	NA	0.71	1.33	NA	NA	NA	NA	1.92
1748	0.71	3.23	NA	0.48	1.1	NA	NA	NA	NA	1.46
1749	1.6	3.01	NA	1.32	2	NA	NA	NA	NA	3.26
1750	1.33	2.62	NA	0.68	1.4	NA	NA	NA	NA	2.79
1751	0.8	2.65	NA	0.66	1.37	NA	NA	NA	NA	2.65
1752	1.24	3.47	3.76	0.85	1.72	NA	NA	NA	NA	2.52
1753	0.59	2.03	2.05	0.5	0.93	NA	NA	NA	NA	1.51
1754	1.05	2.11	2.46	0.97	1.66	NA	NA	5.44	NA	2.19
1755	1.15	2.63	2.83	1.02	1.82	NA	3.95	5.37	NA	2.76
1756	0.94	2.39	2.19	0.91	1.42	NA	5.2	4.97	NA	2.31
1757	1.06	3.31	3.5	1	1.72	NA	4.55	6.36	NA	3.53
1758	0.72	1.52	1.46	0.7	1.16	4.42	4.58	5.77	NA	1.63
1759	0.66	1.54	1.74	1	1.08	2.87	3.56	4.66	NA	1.61
1760	0.79	1.66	1.14	0.75	1.07	2.98	3.37	3.84	NA	1.46
1761	1.31	3.02	1.46	0.98	1.18	2.75	3.62	4.43	NA	1.58
1762	1.25	1.54	1.62	0.79	1.05	2.7	3.24	4.52	NA	1.19
1763	1.41	2.03	2.08	0.72	1.14	4.14	4.2	5.78	NA	1.1
1764	1.23	0.92	1.25	0.61	0.61	3.08	2.43	3.76	NA	0.72
1765	0.97	1.23	1.52	1.03	1.06	3.16	2.83	3.62	NA	1.07
1766	0.83	1.06	0.7	0.46	0.53	2.46	2.9	3.44	6.67	0.75
1767	0.88	1.5	1.3	0.56	0.78	2.38	2.44	2.84	6.13	0.8
1768	0.74	0.76	0.96	0.7	0.71	2.03	2.12	3.1	7.09	0.57
1769	1.28	1.71	1.68	1.13	1.41	3.34	2.62	4.69	7.21	1.11
1770	1.78	1.65	2.56	1.09	1.93	3.24	3.24	4.95	7.04	1.29
1771	2.06	2.53	2.8	1.2	2.01	3.26	3.36	4.85	6.69	1.76
1772	1.61	2.07	2.1	1	2	2.76	2.78	3.18	5.84	1.57
1773	0.47	0.72	0.48	0.3	0.37	0.9	0.91	0.81	2.01	0.7
1774	0.79	1.03	0.82	0.66	0.85	1.2	1.16	0.59	5.73	0.91
1775	0.76	1.2	0.81	0.59	0.82	1.22	1.22	0.83	5.47	0.94
1776	0.32	0.92	0.77	0.41	0.91	1.05	0.97	0.84	2.55	1.22
1777	0.64	1.11	1.04	NA	1.09	1.14	1.4	1.5	3.61	0.97
1778	0.32	0.92	0.53	NA	0.71	0.8	0.89	0.73	2.38	0.88
1779	0.49	1.03	0.51	NA	0.53	0.54	0.52	0.62	2.84	0.59
1780	0.7	1.11	0.91	NA	0.57	0.82	0.99	0.9	2.81	0.63
1781	0.6	1.25	1.01	NA	0.9	0.82	0.98	0.7	2.78	0.66
1782	0.53	0.96	0.8	NA	0.65	0.83	0.91	0.59	4.2	0.91
1783	1.03	1.37	2.02	NA	0.85	1.14	0.97	1.17	3.97	1.75
1784	0.37	0.8	0.5	NA	0.56	0.54	0.47	0.3	2.32	0.73
1785	0.65	0.94	1.08	NA	0.63	1.12	1.18	0.76	4.47	1.06
1786	0.75	1.17	0.86	NA	0.86	1.1	1.1	0.72	4.43	1.11
1787	0.69	1	1.36	NA	0.85	0.97	1.33	0.66	3.58	1.3
1788	0.7	1.02	0.96	NA	0.74	2.03	1.44	0.59	1.97	0.97
1789	0.81	1.08	0.99	NA	0.96	2.08	0.81	0.66	2.57	0.72
1790	0.48	0.62	0.62	NA	0.57	0.74	0.61	0.64	1.13	0.52
1791	0.69	1.16	1.04	NA	0.64	1.15	1.19	0.68	1.49	0.64
1792	0.81	0.71	0.76	NA	0.61	0.93	0.77	0.78	0.93	0.64
1793	0.83	0.97	0.97	NA	0.64	1.04	1.01	0.73	0.94	0.67
1794	0.6	0.58	0.44	NA	0.2	0.48	0.51	0.36	0.37	0.4
1795	0.74	0.82	0.61	NA	0.5	0.53	0.73	0.47	0.64	0.49
1796	1.16	1.49	1.11	NA	NA	1.3	1.39	0.92	0.93	0.94
1797	1.05	0.92	0.92	NA	NA	0.67	0.8	0.73	0.87	0.71
1798	1.28	0.96	1.15	NA	NA	0.94	0.88	1.07	1.08	0.91
1799	1.5	1.17	1.12	NA	NA	1.13	1.4	0.96	1.42	1
1800	0.92	1.21	0.96	NA	NA	1.17	1.25	1.02	1.32	0.67
1801	1.21	1.24	1.25	NA	NA	1.5	1.29	1.1	1.86	0.97
1802	0.81	1.11	1.28	NA	NA	1.22	1.3	0.98	1.71	1.21
1803	0.63	1.14	0.85	NA	NA	0.84	0.78	0.52	0.83	1.18
1804	1.09	1.15	1.12	NA	NA	0.85	0.93	0.7	1.46	1.33
