# Wilson - St. Emmeram Church Regensburg - PCAB - ITRDB GERM111
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/12799
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-12799.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: drought
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ111-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ111-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ111.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ111.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-23
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-23
#--------------------
# Title
#   Study_Name: Wilson - St. Emmeram Church Regensburg - PCAB - ITRDB GERM111
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: International Journal of Climatology
#   Published_Title: A 500-Year Dendroclimatic Reconstruction of Spring/Summer  Precipitation from the Lower Bavarian Forest Region, Germany
#   Published_Date_or_Year: 2005
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1002/joc.1150
#   Full_Citation: Wilson, R.J.S., B.H. Luckman, and J. Esper. 2005. 
A 500-Year Dendroclimatic Reconstruction of Spring/Summer 
Precipitation from the Lower Bavarian Forest Region, Germany. 
International Journal of Climatology, 25: 611-630.

#   Abstract: This paper presents a 500 year March-August precipitation reconstruction for the Bavarian Forest region of southeast
# Germany based on a composite, well-replicated data set of 676 living and historical tree-ring width series from Norway
# spruce. Two versions of the chronology are developed. The cubic smoothing spline (SPL) chronology, standardized
# with a fixed 80 year spline function, retains decadal and higher frequency variation. The regional curve standardization
# (RCS) chronology uses regional curve standardization to retain additional lower frequency variation from the same
# data. Calibration (1879-1978) of these chronologies with March-August precipitation indicates they explain 40% (SPL)
# and 34% (RCS) of the variability in the instrumental precipitation record. The SPL reconstruction models the high frequency
# variation better, whereas the RCS reconstruction tracks the low-frequency trends more robustly. It suggests
# that spring-summer precipitation was above the long-term average for the periods 1730-1810 and 1870-2000, about
# average between 1560 and 1610 and that significantly drier periods occurred during 1510-60, 1610-35, 1660-1730 and
# 1830-70. The low-frequency trends of the RCS reconstruction during the 19th century were verified by comparison with a
# regional precipitation series derived from 14 long precipitation records from central Europe. Better verification results were
# obtained using the original (non-homogenized) records over this interval. These results suggest that some low-frequency
# variability may have been removed during correction of these early records. Periods of synchronous decadal variability
# were observed between the SPL series and independent dendroclimatic reconstructions from central Europe. The RCS
# reconstruction is the first dendroclimatic precipitation reconstruction in Europe to capture low-frequency information.
# These long-term trends, however, are difficult to verify owing to the paucity of other proxy precipitation records in
# central Europe that portray low-frequency information. Further verification and testing of the RCS reconstruction will
# require the development of additional reconstructions from tree-rings (or other proxy data series) that similarly target
# low-frequency variability.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: St. Emmeram Church Regensburg
#   Location: Bavaria
#   Northernmost_Latitude: 49.0167
#   Southernmost_Latitude: 49.0167
#   Easternmost_Longitude: 12.1
#   Westernmost_Longitude: 12.1
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: GERM111
#   First_Year: 1498
#   Last_Year: 1642
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## EMS02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EMS02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EMS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EMS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EMS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EMS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EMS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EMS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EMS04C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EMS04C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EMS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EMS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EMS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EMS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	EMS02A_raw	EMS03A_raw	EMS04A_raw	EMS04B_raw	EMS04C_raw	EMS06A_raw	EMS06B_raw
1498	NA	NA	NA	NA	NA	2.418	NA
1499	NA	NA	NA	NA	NA	3.941	NA
1500	NA	NA	NA	NA	NA	4.26	NA
1501	NA	NA	NA	NA	NA	4.416	5.433
1502	NA	NA	NA	NA	NA	2.562	4.271
1503	NA	NA	NA	NA	NA	2.397	3.282
1504	NA	NA	NA	NA	NA	2.336	2.723
1505	NA	NA	NA	NA	NA	2.975	2.603
1506	NA	NA	NA	NA	NA	3.153	3.181
1507	NA	NA	NA	NA	NA	2.143	2.375
1508	NA	NA	NA	NA	NA	1.452	1.949
1509	NA	NA	NA	NA	NA	2.205	2.808
1510	NA	NA	NA	NA	NA	1.688	2.908
1511	NA	NA	NA	NA	NA	1.734	2.7
1512	NA	NA	NA	NA	NA	1.56	1.92
1513	NA	NA	NA	NA	NA	1.49	1.865
1514	NA	NA	NA	NA	NA	1.97	1.854
1515	NA	NA	NA	NA	NA	1.806	1.289
1516	NA	NA	NA	NA	NA	1.532	0.471
1517	NA	NA	NA	NA	NA	1.493	1.079
1518	NA	NA	NA	NA	NA	1.098	1.16
1519	NA	NA	NA	NA	NA	1.252	1.402
1520	NA	NA	NA	NA	NA	1.436	1.537
1521	NA	NA	NA	NA	NA	1.76	1.64
1522	NA	NA	NA	NA	NA	1.587	1.343
1523	NA	NA	NA	NA	NA	1.53	1.125
1524	NA	NA	NA	NA	NA	1.431	1.432
1525	NA	NA	NA	NA	NA	1.234	1.011
1526	NA	NA	NA	NA	NA	1.527	1.31
1527	NA	NA	NA	NA	NA	1.516	1.561
1528	NA	NA	NA	2.356	NA	1.881	2.15
1529	NA	NA	NA	2.98	NA	1.784	1.857
1530	NA	NA	NA	2.866	NA	1.153	1.322
1531	NA	NA	NA	3.569	NA	1.084	1.289
1532	NA	NA	NA	2.39	NA	1.07	1.456
1533	NA	NA	NA	2.715	NA	1.35	1.745
1534	NA	NA	NA	1.409	NA	1.172	1.596
1535	NA	NA	NA	2.376	2.369	0.967	1.351
1536	NA	NA	NA	1.43	1.518	0.957	1.124
1537	NA	NA	NA	1.928	1.408	1.082	1.412
1538	NA	NA	NA	1.131	1.013	0.783	1.086
1539	NA	NA	NA	2.062	1.713	0.593	0.75
1540	NA	NA	NA	1.849	1.315	0.337	0.481
1541	NA	NA	NA	1.989	1.878	0.665	0.9
1542	NA	NA	NA	3.697	3.009	0.754	0.863
1543	2.363	NA	NA	2.602	1.921	0.61	0.955
1544	1.359	NA	NA	1.718	1.36	0.671	0.941
1545	2.146	NA	NA	2.609	1.685	0.994	1.022
1546	1.673	NA	NA	1.38	1.11	0.996	0.834
1547	1.112	NA	NA	1.722	2.022	0.917	0.897
1548	0.822	NA	NA	1.316	1.496	0.801	0.817
1549	0.656	NA	NA	2.088	1.873	0.678	0.651
1550	1.106	NA	NA	2.121	1.642	0.848	0.81
1551	1.149	NA	NA	1.883	1.765	0.795	0.756
1552	0.692	NA	NA	1.313	1.117	0.67	0.517
1553	1.298	NA	NA	2.38	2.234	0.956	0.772
1554	1.184	NA	NA	1.924	2.171	0.632	0.511
1555	1.415	NA	NA	2.214	1.948	1.13	0.87
1556	1.285	NA	NA	1.343	1.422	0.65	0.619
1557	1.361	NA	NA	2.387	2.509	0.85	1.244
1558	2.347	NA	NA	2.538	2.712	1.058	1.341
1559	1.677	2.391	NA	1.599	1.833	0.955	1.106
1560	1.309	1.76	NA	1.757	1.723	1.01	1.019
1561	1.536	3.131	NA	1.535	1.7	0.918	0.908
1562	1.691	2.666	NA	1.662	2.308	1.144	1.11
1563	2.856	2.699	NA	2.46	2.548	1.226	1.136
1564	1.909	2.024	NA	1.663	1.839	1.054	1.042
1565	1.268	1.943	NA	1.942	2.127	1.153	1.051
1566	1.916	2.093	2.979	3.746	3.191	1.163	1.024
1567	0.887	1.55	1.528	2.321	1.573	1.044	0.841
1568	1.013	2.472	2.616	2.715	2.506	1.276	1.121
1569	0.815	1.989	1.774	2.477	2.117	1.025	1.032
1570	0.992	2.61	1.649	3.855	2.254	0.859	1.125
1571	0.941	1.743	1.179	2.526	1.412	0.923	1.209
1572	1.027	1.463	1.385	1.828	1.345	0.761	0.899
1573	0.929	2.619	1.29	1.536	1.224	0.622	0.542
1574	1.372	2.418	1.943	1.933	1.76	1.047	1.313
1575	1.76	2.577	1.976	2.279	1.904	1.304	1.494
1576	1.322	1.817	1.865	2.063	1.682	1.482	1.131
1577	1.891	1.794	1.156	1.663	1.084	1.297	0.994
1578	0.837	1.666	1.03	1.24	1.032	1.1	0.818
1579	1.396	2.094	1.251	1.58	1.201	1.408	1.301
1580	0.908	1.766	1.225	1.293	1.127	1.271	1.222
1581	0.558	1.347	0.96	0.941	0.872	0.806	0.9
1582	0.763	1.504	1.501	1.244	1.268	1.188	1.422
1583	0.486	1.222	0.748	0.7	0.69	0.681	0.92
1584	0.621	1.776	1.004	0.881	0.909	0.62	0.876
1585	0.913	2.847	0.927	1.244	1.163	0.666	1.094
1586	0.69	1.667	0.875	0.871	1.136	0.773	1.134
1587	0.802	1.114	0.881	0.977	1.163	1.082	1.703
1588	0.915	2.246	0.861	1.082	0.984	1.879	2.024
1589	0.846	3.03	0.912	1.158	1.15	2.32	2.429
1590	0.655	2.005	0.842	0.85	0.903	1.617	1.548
1591	0.838	1.683	0.827	0.969	0.853	1.386	1.745
1592	1.091	2.381	1.143	1.126	1.197	1.347	1.79
1593	1.069	2.902	1.538	1.653	1.728	1.196	1.504
1594	0.916	4.172	1.08	1.193	1.017	0.949	1.424
1595	0.708	4.299	0.598	0.654	0.656	0.725	0.901
1596	0.992	4.612	0.55	0.643	0.459	0.928	0.968
1597	0.986	3.347	0.826	0.907	0.853	1.123	1.174
1598	0.919	3.666	1.119	0.98	1.106	1.531	1.516
1599	0.922	2.726	0.988	1.03	1.072	1.438	1.328
1600	0.988	1.946	0.867	0.967	0.844	1.519	1.386
1601	1.108	2.27	1.029	1.094	1.064	1.716	1.345
1602	0.68	2.301	0.668	0.934	0.663	1.574	1.586
1603	0.34	1.577	0.262	0.491	0.215	0.827	0.81
1604	0.61	1.923	0.686	1.139	0.689	1.082	0.907
1605	0.936	2.822	0.825	1.382	0.893	1.354	1.126
1606	1.325	3.198	1.024	1.29	1.018	1.546	1.359
1607	1.508	3.129	0.695	0.828	0.693	1.717	1.474
1608	0.622	2.17	0.43	0.398	0.383	1.476	1.159
1609	1.28	2.434	0.831	0.847	0.763	1.764	1.488
1610	0.595	2.141	0.602	0.512	0.583	1.545	1.726
