# Howard - Bretby Hall - QUSP - ITRDB BRIT077
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28314
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28314.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit077-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit077-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit077.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit077.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-11-01
#--------------------
# File_Last_Modified_Date
#   Date: 2019-11-01
#--------------------
# Title
#   Study_Name: Howard - Bretby Hall - QUSP - ITRDB BRIT077
#--------------------
# Investigators
#   Investigators: Howard, R.E.; Laxton, R.R.; Litton, C.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: Ring width series for samples in site sequence BRTASQ02 which spans period AD 1685-1805. NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Historic England
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bretby Hall
#   Location: United Kingdom
#   Northernmost_Latitude: 52.799678
#   Southernmost_Latitude: 52.799678
#   Easternmost_Longitude: -1.555743
#   Westernmost_Longitude: -1.555743
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: BRIT077
#   First_Year: 1685
#   Last_Year: 1805
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BRTA17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRTA24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRTA24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BRTA17A_raw	BRTA17B_raw	BRTA18A_raw	BRTA18B_raw	BRTA19A_raw	BRTA19B_raw	BRTA20A_raw	BRTA20B_raw	BRTA21A_raw	BRTA21B_raw	BRTA22A_raw	BRTA22B_raw	BRTA23A_raw	BRTA23B_raw	BRTA24A_raw	BRTA24B_raw
1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	1.58	NA	NA
1686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1.63	NA	NA
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	2.05	NA	NA
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	2.54	NA	NA
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.67	2.64	NA	NA
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	2.1	NA	NA
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	1.86	NA	NA
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.16	NA	NA
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64	1.6	NA	NA
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	1.5	NA	NA
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	1.95	NA	NA
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.46	2.57	2.63	2.58
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	1.97	1.57	1.3
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02	2.05	1.23	1.15
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	1.61	0.77	0.75
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	2.07	1.21	1.19
1701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	2.11	2.01	2.08
1702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	1.57	3	3.12
1703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	1.47	3.2	3.09
1704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	1.61	3.23	3.21
1705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	1.31	2.35	2.37
1706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.13	4.23	3.96
1707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	1.25	3.7	3.69
1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	2.09	3.88	4.05
1709	NA	NA	NA	NA	1.96	1.86	NA	NA	2.48	2.51	NA	NA	1.76	1.83	3.72	3.66
1710	NA	NA	NA	NA	0.94	1	NA	NA	1.68	1.81	NA	NA	0.96	0.85	2.28	2.34
1711	0.5	0.59	NA	NA	0.75	0.77	NA	NA	2.22	2.12	NA	NA	1.29	1.3	2.63	2.72
1712	0.63	0.68	NA	NA	1.18	1.21	NA	NA	3.38	3.25	NA	NA	2.05	2.09	3.75	3.66
1713	0.76	0.82	NA	NA	1.54	1.59	NA	NA	3.12	2.88	NA	NA	1.65	1.64	3.72	3.86
1714	0.79	0.7	NA	NA	1.26	1.21	NA	NA	2.36	2.48	NA	NA	1.08	1.13	2.88	2.87
1715	0.47	0.45	NA	NA	0.91	0.95	NA	NA	2.56	2.56	NA	NA	1.01	0.91	3.21	3.14
1716	0.49	0.49	0.48	0.49	0.81	0.76	NA	NA	2.46	2.47	NA	NA	1.46	1.48	2.86	2.73
1717	0.58	0.62	0.57	0.52	1.4	1.03	NA	NA	2.19	2.24	NA	NA	1.41	1.36	2.73	2.79
1718	0.32	0.33	0.32	0.3	0.37	0.45	NA	NA	1.6	1.69	NA	NA	0.99	0.91	2.41	2.38
1719	0.42	0.47	0.38	0.46	0.82	0.65	NA	NA	1.59	1.69	NA	NA	0.86	0.93	2.08	2.08
1720	1.05	1.06	1.12	1.07	1.4	1.33	NA	NA	3.53	3.37	NA	NA	1.55	1.55	3.98	3.92
1721	1.86	1.9	1.6	1.64	2.02	1.97	NA	NA	2.92	2.97	2.81	2.87	1.72	1.78	3.28	3.22
1722	1.45	1.46	1.8	1.78	1.55	1.6	NA	NA	1.88	1.82	2.75	2.74	1.43	1.12	2.35	2.35
1723	1.05	1.03	1.13	1.17	1.06	0.98	NA	NA	1.61	1.37	2.63	2.71	0.92	1.26	2.59	2.49
1724	0.82	0.76	0.75	0.74	0.89	0.86	NA	NA	2.02	1.83	2.79	2.6	0.92	0.9	2.97	2.95
1725	0.72	0.54	0.63	0.66	0.59	0.58	NA	NA	1.54	1.43	2.53	2.69	1.01	1.04	2.3	2.37
1726	0.77	0.73	0.66	0.61	0.54	0.46	NA	NA	2.71	2.45	2.96	3.06	1.06	1.15	2.49	2.65
1727	0.55	0.67	0.51	0.52	0.46	0.48	NA	NA	1.11	1.18	1.91	1.81	1.15	0.99	1.35	1.42
1728	0.54	0.66	0.61	0.59	0.5	0.62	NA	NA	0.99	0.93	1.19	1.02	1.01	1.15	0.74	0.78
1729	0.94	1.12	0.86	0.84	0.72	0.8	NA	NA	1.09	1.09	0.93	1.07	1.21	1.31	0.86	0.85
1730	0.94	1.25	0.93	0.98	0.91	0.99	NA	NA	0.91	1.14	1.11	1.1	1.4	1.35	0.77	0.66
1731	1.32	1.15	1.2	1.15	1.26	1.17	NA	NA	1.22	1.23	1.44	1.46	1.54	1.71	0.99	1.02
1732	1.4	1.41	1.31	1.29	1.2	1.13	NA	NA	1.57	1.6	1.74	1.7	1.06	0.99	1.25	1.17
1733	0.62	0.68	0.62	0.59	0.76	0.74	NA	NA	1.22	1.2	1.75	1.7	0.81	0.72	1.07	1.1
1734	0.67	0.64	0.83	0.85	0.71	0.88	NA	NA	0.89	0.84	1.51	1.57	0.78	0.95	0.85	0.9
1735	1.32	1.25	1.24	1.25	1.49	1.34	NA	NA	1.1	0.98	2.06	2.14	0.78	0.88	1.34	1.33
1736	0.95	0.9	0.74	0.53	0.93	0.94	NA	NA	1.11	1.3	2.41	2.34	0.79	0.73	0.81	0.86
1737	0.53	0.58	0.38	0.33	0.51	0.46	NA	NA	0.73	0.75	1.59	1.59	0.6	0.57	0.57	0.57
1738	0.68	0.7	0.46	0.48	0.86	0.74	NA	NA	0.94	0.87	2.29	2.25	1.06	1.17	1.06	1.07
1739	1.11	1.09	0.89	0.92	1.17	1.18	NA	NA	1.04	1	2.16	2.2	1.14	1.1	1.35	1.38
