# Arnold - Windsor Castle - QUSP - ITRDB BRIT095
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28332
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28332.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit095-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit095-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit095.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit095.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-11-01
#--------------------
# File_Last_Modified_Date
#   Date: 2019-11-01
#--------------------
# Title
#   Study_Name: Arnold - Windsor Castle - QUSP - ITRDB BRIT095
#--------------------
# Investigators
#   Investigators: Arnold, A.J.; Hillam, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: A site sequence (Windsor late) contains 21 ring sequences and spans the period AD 1423-1573. NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Historic England
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Windsor Castle
#   Location: United Kingdom
#   Northernmost_Latitude: 51.483628
#   Southernmost_Latitude: 51.483628
#   Easternmost_Longitude: -0.603024
#   Westernmost_Longitude: -0.603024
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: BRIT095
#   First_Year: 1423
#   Last_Year: 1573
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WC12003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12024_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12024; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12049_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12049; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12054_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12054; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12055_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12055; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12057_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12057; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12066_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12066; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12067_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12067; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W12070A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W12070A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W12070B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W12070B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12073_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12073; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12074_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12074; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WC12076_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WC12076; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WC12003_raw	WC12009_raw	WC12013_raw	WC12017_raw	WC12024_raw	WC12049_raw	WC12051_raw	WC12054_raw	WC12055_raw	WC12057_raw	WC12060_raw	WC12062_raw	WC12066_raw	WC12067_raw	W12070A_raw	W12070B_raw	WC12071_raw	WC12072_raw	WC12073_raw	WC12074_raw	WC12076_raw
1423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA
1424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA
1425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	NA	NA	NA
1426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA
1427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65	NA	NA	NA
1428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	NA	NA	NA
1429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA	NA	NA
1430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA
1431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA
1432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	NA	NA	NA
1433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA
1434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA
1435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	NA	NA	NA
1436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51	NA	NA	NA
1437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	NA	NA	NA
1438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68	NA	NA	NA
1439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	NA	NA	NA
1440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	NA	NA	NA
1441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.19	NA	NA	NA
1442	2.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26	NA	NA	NA
1443	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	NA	NA
1444	2.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	NA	NA	NA
1445	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	NA	NA	NA
1446	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	NA	NA	NA
1447	1.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.45	NA	NA	NA
1448	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33	NA	NA	NA
1449	2.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	NA	NA	NA
1450	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.85	NA	4.58	NA
1451	1.98	NA	NA	NA	NA	NA	NA	NA	4.71	NA	NA	NA	NA	NA	NA	NA	NA	2.83	NA	5.2	NA
1452	2.35	NA	NA	NA	NA	NA	NA	NA	4.09	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	3.11	NA
1453	2.92	NA	NA	NA	NA	NA	NA	NA	4.57	NA	NA	NA	NA	NA	NA	NA	NA	3.19	NA	3.61	NA
1454	2.99	NA	NA	NA	NA	NA	NA	NA	6.95	NA	NA	NA	NA	NA	NA	NA	NA	4.13	NA	5.71	NA
1455	3.22	NA	NA	NA	NA	NA	NA	NA	5.62	NA	NA	NA	NA	NA	NA	NA	NA	2.8	NA	3.27	NA
1456	3.19	NA	NA	NA	NA	2.75	NA	NA	5.11	NA	NA	NA	NA	NA	NA	NA	NA	3.63	NA	3.67	NA
1457	2.33	NA	NA	NA	NA	1.8	NA	NA	3.96	NA	NA	NA	NA	NA	NA	NA	NA	2.38	NA	2.29	NA
1458	4.16	NA	NA	NA	NA	1.99	NA	NA	3.85	NA	NA	NA	NA	NA	NA	NA	NA	3.36	NA	3.34	NA
1459	3.96	NA	NA	NA	NA	2.36	NA	NA	3.92	NA	NA	NA	NA	NA	NA	NA	NA	3.43	NA	3.44	NA
1460	4.83	NA	NA	NA	NA	2.86	NA	NA	3.53	NA	NA	NA	NA	NA	NA	NA	NA	2.82	NA	3.18	NA
1461	3.12	NA	NA	NA	NA	1.89	NA	NA	3.04	NA	NA	NA	NA	NA	NA	NA	NA	2.63	NA	2.88	NA
1462	3.63	1.4	NA	NA	NA	1.79	NA	NA	3.1	NA	NA	NA	NA	NA	NA	NA	NA	2.95	NA	2.94	NA
1463	4.85	2.76	5.16	NA	NA	3.72	NA	NA	3.22	NA	NA	NA	NA	NA	NA	NA	NA	4.1	NA	3.37	NA
1464	3.54	1.04	4.23	NA	NA	2.8	NA	NA	2.46	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	1.62	NA
1465	3.95	1.97	5.16	NA	NA	4.67	NA	NA	3.4	NA	NA	NA	NA	2.78	NA	NA	NA	2.88	NA	2.97	NA
1466	4.52	1.71	7.33	NA	NA	3	NA	NA	3.15	NA	NA	NA	NA	2.9	NA	NA	NA	3.85	NA	3.32	NA
1467	3.6	0.96	6.51	NA	NA	1.85	NA	NA	2.94	NA	NA	NA	NA	3.29	NA	NA	NA	2.22	NA	2.2	NA
1468	4.24	1.5	6.87	NA	NA	3.72	NA	NA	3.2	NA	NA	NA	NA	1.99	NA	NA	NA	2.81	3.44	4.02	NA
1469	4.31	2.17	8.09	NA	NA	3.6	NA	NA	3.15	NA	NA	NA	NA	1.47	NA	NA	NA	3.73	3.89	3.75	NA
1470	3.86	2.37	5.7	NA	NA	2.75	NA	NA	3.09	NA	NA	NA	NA	2.66	NA	NA	NA	3.64	4.5	3.48	NA
1471	2.93	2.79	3.47	NA	NA	2	NA	NA	2.95	NA	NA	NA	NA	2.16	NA	NA	NA	2.5	3.05	2.34	NA
1472	2.64	3.3	3.86	NA	NA	1.9	NA	NA	2.06	NA	NA	NA	NA	3.06	6.11	NA	NA	2.6	2.73	2.82	NA
1473	2.5	2.64	4.02	NA	NA	2	NA	NA	1.64	NA	NA	NA	NA	2.57	5.14	NA	NA	2.79	2.12	2.99	NA
1474	2.63	3.63	4	NA	NA	2.28	NA	NA	2.42	NA	NA	NA	NA	3.05	6.4	NA	NA	1.91	1.11	2.72	NA
