# Mašek - 21SS Šumava - PCAB - ITRDB CZE054
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37279
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37279.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/cze054-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cze054-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/cze054.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cze054.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2023-01-25
#--------------------
# File_Last_Modified_Date
#   Date: 2023-01-25
#--------------------
# Title
#   Study_Name: Mašek - 21SS Šumava - PCAB - ITRDB CZE054
#--------------------
# Investigators
#   Investigators: Mašek, J.(https://orcid.org/0000-0002-3494-9113); Treml, V.(https://orcid.org/0000-0001-5067-3308); Mík, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Mašek, Jiří, Jan Tumajer, Jelena Lange, Ryszard Kaczka, Petr Fišer, Václav Treml
#   Journal_Name: Ecosystems
#   Published_Title: Variability in Tree-ring Width and NDVI Responses to Climate at a Landscape Level
#   Published_Date_or_Year: 2023
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: ECO-22-0233
#   DOI: 10.1007/s10021-023-00822-8
#   Full_Citation: Jiří Mašek, Jan Tumajer, Jelena Lange, Ryszard Kaczka, Petr Fišer, Václav Treml. 2023. Variability in Tree-ring Width and NDVI Responses to Climate at a Landscape Level. Ecosystems, ECO-22-0233. doi: 10.1007/s10021-023-00822-8
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Charles University Grant Agency
#   Grant: GAUK 548120
#--------------------
# Site_Information
#   Site_Name: 21SS Šumava
#   Location: Czech Republic
#   Northernmost_Latitude: 49.184294
#   Southernmost_Latitude: 49.184294
#   Easternmost_Longitude: 13.24032
#   Westernmost_Longitude: 13.24032
#   Elevation_m: 978
#--------------------
# Data_Collection
#   Collection_Name: CZE054
#   First_Year: 1896
#   Last_Year: 2019
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 21JS20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21JS13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21JS13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	21JS20_raw	21JS12_raw	21JS22_raw	21JS26_raw	21JS15_raw	21JS18_raw	21JS19_raw	21JS23_raw	21JS14_raw	21JS07_raw	21JS11_raw	21JS08_raw	21JS01_raw	21JS24_raw	21JS09_raw	21JS04_raw	21JS25_raw	21JS21_raw	21JS10_raw	21JS03_raw	21JS16_raw	21JS02_raw	21JS06_raw	21JS05_raw	21JS17_raw	21JS13_raw
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.93	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.06	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	4.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.36	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.99	NA	4.25	NA	NA	NA	3.51
1900	NA	NA	NA	NA	NA	4.77	NA	NA	4.33	NA	5.69	NA	NA	NA	NA	NA	NA	NA	NA	3.79	NA	5.45	NA	NA	NA	3.62
1901	NA	NA	NA	NA	NA	4.96	NA	NA	4.81	NA	4.99	NA	NA	NA	NA	NA	NA	NA	NA	2.76	NA	6.16	NA	NA	3.44	4.51
1902	NA	NA	NA	NA	NA	3.62	NA	NA	2.67	NA	4.24	NA	NA	NA	NA	NA	NA	NA	NA	2.98	NA	5.11	4.15	NA	2.66	4.34
1903	NA	NA	5.29	NA	NA	3.88	NA	NA	4.19	NA	4.12	NA	NA	NA	0.84	NA	NA	NA	NA	3.3	NA	4.77	4.12	NA	2.37	4.55
1904	NA	NA	4.86	NA	NA	3.83	2.97	NA	4.52	4.9	5.21	NA	NA	NA	3.02	4	2.84	NA	NA	2.62	NA	4.44	4.71	NA	2.26	3.95
1905	NA	NA	3.04	NA	2.32	3.09	2.57	NA	3.87	3.64	4.42	NA	NA	NA	1.87	2.68	2.29	NA	NA	2.9	NA	3.36	3.61	NA	1.52	3.04
1906	NA	NA	4.3	NA	2.82	3.2	2.9	NA	3.77	3.83	3.61	NA	NA	NA	2.65	4.02	2.04	NA	NA	2.83	NA	3.17	3.4	NA	3.14	2.49
1907	NA	NA	4.08	NA	3.02	3.8	2.7	NA	3.12	4.46	5.21	NA	4.13	NA	3.77	3.64	2.19	NA	NA	2.21	2.64	4.25	4.08	NA	2.4	2.96
1908	NA	NA	3.75	NA	2.58	2.95	3.29	NA	3	4.5	5.11	NA	3.76	NA	3.38	3.17	2.72	NA	3.11	2.26	2.79	4.3	4.64	NA	2.42	3.44
1909	NA	NA	3.4	NA	2.06	2.69	2.33	NA	2.88	3.56	4.37	NA	2.66	NA	3.86	2.75	2.5	NA	2.15	1.64	2.73	3.09	3.1	NA	2.65	3.13
1910	NA	4	3.18	NA	2.54	2.58	2.1	NA	2.33	3.96	3.9	NA	1.69	NA	3.71	2.78	2.73	NA	2.31	1.96	3.19	3.36	3.36	NA	2.63	2.94
1911	NA	4.44	3.02	NA	2.19	2.48	1.73	NA	2.9	3.32	3.76	NA	2.02	NA	2.86	2.04	2.13	NA	1.86	2.23	2.34	3.19	2.78	NA	2.21	2.58
1912	NA	3.34	2.9	2.98	2.66	2.9	1.42	NA	2.39	3.34	2.6	NA	2.38	NA	2.78	1.6	1.86	NA	1.94	2.12	2.13	3.06	3.5	NA	2.26	2.5
1913	NA	3.81	2.04	2.15	1.64	2.05	1.24	NA	2.38	2.11	1.99	NA	1.53	NA	2.18	1.28	1.29	1.62	1.73	2.07	1.76	1.86	2.31	NA	1.87	1.92
1914	NA	5.2	3.03	2.24	2.22	1.96	1.23	NA	2	2.94	2.7	NA	2.08	NA	2.99	1.96	1.18	2.14	1.9	1.55	2.17	2.3	2.85	NA	2.37	1.98
1915	NA	4.77	2.87	2.31	2.37	3.08	1	NA	2.41	3.24	3.02	NA	2	NA	2.07	1.3	1.94	1.47	2.21	1.53	2.6	2.92	2.66	NA	1.87	2.44
1916	NA	4.59	2.82	1.84	2.33	2.59	1.5	NA	2.34	2.99	3.41	NA	2.3	NA	2.52	1.44	1.93	1.72	1.96	1.91	2.62	2.38	2.39	NA	2.75	2.26
1917	NA	3.72	2.66	1.55	2.25	2.59	1.26	NA	2.38	2.44	3.17	NA	1.9	NA	1.97	1.49	1.61	2.14	2.05	1.68	2.64	3.24	2.69	NA	2.5	2.19
1918	NA	4	2.43	2.76	2.26	2.44	0.94	NA	2.2	2.53	2.72	NA	1.88	NA	1.94	1.3	1.25	1.9	1.77	1.68	2.46	2.14	1.93	NA	2.2	1.8
1919	NA	3.91	2.74	2.31	2.14	2.14	0.88	NA	2.1	2.17	2.65	NA	1.76	NA	1.85	1.39	1.26	1.35	1.93	1.53	2.35	2.06	1.95	NA	2.2	1.85
1920	NA	3.58	2.78	2.18	2.44	2.32	0.81	NA	1.87	2.55	2.86	NA	1.87	NA	1.81	1.37	1.16	1.74	2.05	1.47	2.45	2.78	2.35	NA	2.33	1.96
1921	NA	3.39	2.54	1.94	2.14	1.72	0.46	NA	2.18	1.97	2.44	NA	1.62	NA	1.81	1.32	1.28	2.34	1.66	1.58	2.13	2.96	1.99	NA	2.18	1.5
1922	1.71	3.15	2.31	1.85	2	1.94	0.47	1.41	2.6	1.99	2.43	NA	1.7	NA	1.44	1.19	1.29	2.55	1.71	1.55	2.52	3.21	2.1	NA	2.1	1.82
1923	2.42	3.15	2.26	1.93	2.16	1.53	0.46	1.93	2.13	1.74	2.36	NA	1.19	NA	1.48	1.24	0.84	2.68	1.09	1.63	2.61	2.08	1.38	NA	2.12	1.32
1924	1.7	3.31	1.75	2.28	1.75	1.2	0.47	1.62	2.26	1.38	2.41	NA	1.58	NA	1.67	1.36	1.02	2.36	1.36	1.65	3.04	2.37	2.43	NA	2.38	1.54
1925	2.2	3.22	2.63	2.63	2.47	2.04	0.7	1.76	2.24	2.07	3.4	NA	2.48	NA	2.14	1.66	1.5	2.6	1.52	1.68	2.97	2.83	2.43	NA	2.29	1.99
1926	1.86	2.6	2.36	2	2.13	1.74	0.79	2.08	1.66	1.86	2.82	NA	1.98	2.08	2.06	1.39	1.22	2.08	1.41	1.66	2.72	2.44	1.83	1.53	1.95	1.85
1927	2.27	3.28	2.38	2.44	2.31	2.05	1.04	2.11	1.86	2.48	2.92	NA	1.82	1.98	2.18	1.39	1.48	2.43	1.76	1.5	2.93	2.96	2.6	1.55	2.2	1.88
1928	1.88	2.53	2.17	1.93	2.19	1.6	0.96	2.12	1.99	2.05	2.76	NA	1.29	2.26	1.7	0.85	1.36	0.94	1.48	1.23	2.17	2.46	2.33	1.31	2.1	1.67
1929	1.98	2.12	1.41	1.5	1.59	1.03	0.83	1.75	2	1.63	2.09	NA	1.36	2.78	1.66	0.87	1.12	2.96	1.43	1.36	2.09	1.65	1.74	1.08	1.72	1.32
1930	2.09	2.53	1.81	1.76	2.12	1.66	0.86	2.03	2.17	1.78	2.28	NA	1.4	2.34	1.91	1.15	1.32	2.71	1.72	1.78	2.22	2.01	1.99	1.08	1.85	1.33
1931	2.08	2.84	1.86	1.58	2.51	1.52	0.8	1.62	2.45	1.72	2.68	NA	1.29	2.16	1.93	1.16	1.51	2.66	2	1.4	2.45	1.89	2.03	1.22	1.89	1.38
1932	2.1	2.46	1.58	1.76	2.14	1.24	0.92	2.01	2.14	1.65	2.09	NA	1.24	2.13	1.94	0.89	1.4	2.85	1.81	1.26	2.29	1.74	1.49	1.31	1.87	1.34
1933	2.26	2.16	1.74	1.52	2.15	1.59	1.19	2.25	1.52	1.55	1.48	NA	1.46	2.26	1.74	0.81	1.12	2.92	1.9	1.12	1.91	2.14	1.76	1.33	1.95	1.16
1934	2.37	2.65	2.36	1.66	3.27	2.24	1.23	2.25	1.84	1.99	2.57	NA	1.77	2.09	1.78	1.24	1.67	2.92	2.12	1.2	2.65	2.12	1.87	1.16	2.12	1.34
1935	2.04	2.13	1.89	1.53	2.24	1.47	1.08	2.04	1.74	1.51	2.01	NA	1.25	1.98	1.31	1.05	1.33	2.95	1.8	1.53	1.74	1.73	1.68	0.96	1.97	1.24
1936	1.64	1.64	1.25	1.45	1.46	1.32	1.02	1.62	0.39	1.28	1.68	NA	1.14	1.91	1.34	0.72	0.84	3	1.31	1.46	1.08	1.1	0.94	0.78	1.76	0.89
1937	1.52	2.23	1.32	1.49	1.72	1.33	0.96	1.91	0.53	1.38	1.91	NA	1.22	2.12	1.34	0.78	0.94	3.06	1.68	1.65	1.28	2.28	1.36	1.04	1.78	1
1938	1.36	1.86	1.23	1.45	1.69	1.26	0.98	1.72	0.31	1.36	1.6	NA	1.2	1.84	1.16	0.54	0.88	2.56	1.34	1.34	1.02	1.47	1.11	0.9	1.74	0.89
1939	1.49	1.41	1.58	1.9	2.1	1.4	1.12	1.96	0.48	1.54	2.1	NA	1.64	2.09	1.28	0.7	1.13	2.85	1.5	2.03	1.55	1.88	1.43	0.89	1.69	1.2
