# Arnold - Breakspear House - QUSP - ITRDB BRIT083
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28320
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28320.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit083-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit083-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit083.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit083.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-11-01
#--------------------
# File_Last_Modified_Date
#   Date: 2019-11-01
#--------------------
# Title
#   Study_Name: Arnold - Breakspear House - QUSP - ITRDB BRIT083
#--------------------
# Investigators
#   Investigators: Arnold, A.J.; Howard, R.E.
#--------------------
# Description_Notes_and_Keywords
#   Description: The Dovecote, Breakspear House, Breakspear Road North, Harefield, Hillingdon, London: tree-ring analysis of timbers. 9 samples represented by site sequence HFDCSQ01 which spans the period AD 1695-1769 NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Historic England
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Breakspear House
#   Location: United Kingdom
#   Northernmost_Latitude: 51.595638
#   Southernmost_Latitude: 51.595638
#   Easternmost_Longitude: -0.469971
#   Westernmost_Longitude: -0.469971
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: BRIT083
#   First_Year: 1695
#   Last_Year: 1769
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HFDC01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HFDC10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HFDC10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HFDC01A_raw	HFDC01B_raw	HFDC02A_raw	HFDC02B_raw	HFDC03A_raw	HFDC03B_raw	HFDC04A_raw	HFDC04B_raw	HFDC06A_raw	HFDC06B_raw	HFDC07A_raw	HFDC07B_raw	HFDC08A_raw	HFDC08B_raw	HFDC09A_raw	HFDC09B_raw	HFDC10A_raw	HFDC10B_raw
1695	2.06	2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1696	3.89	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	2.91	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1698	2.75	2.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1699	2.59	2.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700	2.13	2.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	1.79	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1702	1.85	1.84	NA	NA	1.63	1.67	NA	NA	NA	NA	NA	NA	1.32	1.12	2.16	1.8	NA	NA
1703	2.59	2.63	NA	NA	2.06	2.07	NA	NA	NA	NA	NA	NA	2.03	2.18	3.4	3.44	NA	NA
1704	1.9	1.88	NA	NA	1.55	1.54	NA	NA	3.07	3.03	2.72	2.79	1.44	1.31	2.94	2.91	1.83	1.95
1705	1.57	1.55	NA	NA	1.91	1.93	1.57	1.45	2.48	2.48	2.34	2.38	1.08	1.2	2.18	2.17	1.47	1.25
1706	1.98	2.01	NA	NA	1.86	1.77	2.55	2.6	2.24	2.23	2.82	2.73	1.76	1.7	2.19	2.17	1.9	1.95
1707	1.18	1.05	1.28	1.28	1.26	1.35	1.37	1.28	1.06	0.95	1.55	1.59	1.2	1.24	1.43	1.56	1.55	1.46
1708	1.38	1.42	1.54	1.49	1.15	1.14	1.43	1.39	0.96	0.92	1.5	1.55	1.16	1.12	1.61	1.52	1.74	1.68
1709	1.89	1.89	1.66	1.7	1.56	1.58	3.21	3.29	2.11	2.13	1.79	1.75	1.85	1.89	2.05	2.05	2.64	2.72
1710	1.74	1.76	0.89	0.88	1.53	1.5	1.82	1.8	1.85	1.67	1.81	1.83	1.19	1.17	1.84	1.94	1.9	1.93
1711	1.63	1.66	1.14	1.18	1.87	1.68	1.55	1.49	1.22	1.37	1.69	1.56	2.03	1.94	1.59	1.5	2.04	2.12
1712	2.2	2.19	1.49	1.35	2.2	2.11	1.92	1.99	1.57	1.58	1.93	1.95	1.74	1.61	2.03	2.03	2.54	2.47
1713	3.75	3.82	2.1	2.22	1.95	1.85	2.41	2.37	1.74	1.78	2.57	2.59	2.29	2.3	2.97	3	3.25	3.36
1714	1.72	1.77	1.16	1.14	1.83	1.75	1.22	1.29	0.86	0.95	1.57	1.74	1.4	1.43	1.86	1.88	1.56	1.56
1715	2.76	2.73	1.56	1.6	2.17	2.11	2.44	2.36	1.55	1.67	2.28	2.33	1.81	1.85	2.53	2.65	2.55	2.69
1716	1.6	1.76	1.69	1.74	1.61	1.62	1.85	2.3	1.62	1.69	1.67	1.76	2.29	2.28	2.11	2.06	2.28	2.15
1717	1.46	1.49	1.21	1.04	1.41	1.38	1.87	1.6	1.54	1.55	1.79	1.82	1.87	1.93	1.64	1.56	1.82	1.86
1718	0.88	0.84	0.74	0.68	0.9	0.85	1.25	1.18	0.94	1.09	1.17	1.18	1.15	1.09	1.04	1.06	1.34	1.28
1719	0.44	0.48	0.84	0.79	0.68	0.77	1.14	1.1	0.79	0.62	0.93	0.94	1.23	1.23	0.92	0.96	1.36	1.28
1720	1.1	1.21	1.11	1.1	1.26	1.06	1.44	1.38	1.19	1.4	1.79	1.54	1.58	1.55	1.41	1.53	1.59	1.63
1721	1.92	1.71	1.51	1.54	1.39	1.49	2.2	2.13	2.12	2.2	2.36	2.09	1.87	1.91	1.93	1.97	2.11	1.99
1722	1.69	1.76	1.2	1.28	1.71	1.76	1.17	1.25	1.88	1.72	2.13	2.09	1.54	1.48	2.14	2.27	1.52	1.6
1723	1.4	1.39	1.64	1.49	1.63	1.7	1.33	1.45	1.2	1.36	1.77	1.92	1.69	1.67	1.68	1.56	1.51	1.69
1724	1.11	1.27	1.63	1.6	1.26	1.26	1.09	1.08	1.11	1.17	1.34	1.37	1.75	1.83	1.29	1.28	1.8	1.72
1725	0.78	0.9	0.86	0.82	0.97	0.99	1.19	1.12	0.58	0.61	0.73	0.86	1.26	1.27	1.14	1.12	1.34	1.4
1726	0.79	0.75	0.83	0.89	1.15	1.1	0.73	0.7	0.72	0.73	0.95	0.78	1.14	1.17	1.03	1.21	1.75	1.69
1727	1.39	1.37	0.97	1.11	1.66	1.75	1.89	1.99	0.72	0.73	1.3	1.36	2.06	2.07	1.93	1.71	2.56	2.7
1728	1.34	1.35	1.37	1.28	1.47	1.42	2.18	2.08	1.01	0.98	1.55	1.54	1.69	1.6	1.56	1.57	2.22	2.24
1729	1.22	1.17	1.38	1.31	1.59	1.57	2.46	2.23	1.09	1.09	1.32	1.36	1.91	1.83	1.27	1.23	1.78	1.63
1730	1.36	1.16	1.37	1.43	1.38	1.36	2.52	2.52	0.85	0.8	1.28	1.21	1.78	1.88	1.63	1.57	1.63	1.8
1731	1.05	1.16	1.52	1.51	1.27	1.38	1.97	1.69	0.86	0.87	0.9	1.02	1.81	1.72	1.37	1.43	1.7	1.6
1732	1.52	1.6	1.75	1.78	2.21	2.15	2.19	2.64	1.25	1.23	1.26	1.23	1.86	1.9	1.9	1.95	2.29	2.35
1733	1.05	1.09	2.04	2.21	1.67	1.73	1.64	1.59	1.15	1.11	1.49	1.34	2.33	2.19	1.34	1.28	2.35	2.3
1734	1.09	1.17	2.17	2.23	1.7	1.7	1.28	1.29	0.6	0.7	1.31	1.4	2.15	2.07	1.62	1.65	2.55	2.58
1735	0.92	0.9	1.93	1.99	1.56	1.67	0.54	0.53	1.11	0.98	1.26	1.25	2.05	1.95	1.51	1.52	2.54	2.46
1736	0.97	0.9	2.63	2.6	2.05	1.94	1.39	1.42	0.82	0.94	1.34	1.39	2.48	2.47	1.69	1.6	2.47	2.55
1737	0.83	0.82	2.36	2.45	1.76	1.88	1.3	1.26	0.57	0.53	1.5	1.44	2.42	2.48	1.72	1.68	2.3	2.34
1738	1.09	1.07	2.87	2.76	2.43	2.31	1.35	1.35	0.85	0.87	1.88	1.88	2.55	2.5	2.23	2.18	2.75	2.73
1739	1.16	1.11	2.95	2.93	1.88	2.02	0.92	0.88	1.11	1.06	1.65	1.54	2.09	2.17	2.06	2.13	2.59	2.64
1740	0.54	0.57	1.46	1.64	1.51	1.14	1.08	1.08	0.66	0.76	1.02	1.05	1.61	1.57	1.56	1.69	1.78	1.66
1741	0.48	0.49	1.29	1.3	1.28	1.21	0.54	0.52	0.75	0.68	0.8	0.77	1.41	1.34	1.48	1.36	1.45	1.49
1742	0.47	0.63	1.78	1.58	1.22	1.16	0.45	0.41	0.65	0.61	0.85	0.89	1.31	1.37	0.98	1.01	1.75	1.78
