# Wilson - Am Brixener Str. 9 Regensburg Historical Timbers - PCAB - ITRDB GERM108
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/12796
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-12796.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ108-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ108-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ108.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ108.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-23
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-23
#--------------------
# Title
#   Study_Name: Wilson - Am Brixener Str. 9 Regensburg Historical Timbers - PCAB - ITRDB GERM108
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: International Journal of Climatology
#   Published_Title: A 500-Year Dendroclimatic Reconstruction of Spring/Summer  Precipitation from the Lower Bavarian Forest Region, Germany
#   Published_Date_or_Year: 2005
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1002/joc.1150
#   Full_Citation: Wilson, R.J.S., B.H. Luckman, and J. Esper. 2005. 
A 500-Year Dendroclimatic Reconstruction of Spring/Summer 
Precipitation from the Lower Bavarian Forest Region, Germany. 
International Journal of Climatology, 25: 611-630.

#   Abstract: This paper presents a 500 year March-August precipitation reconstruction for the Bavarian Forest region of southeast
# Germany based on a composite, well-replicated data set of 676 living and historical tree-ring width series from Norway
# spruce. Two versions of the chronology are developed. The cubic smoothing spline (SPL) chronology, standardized
# with a fixed 80 year spline function, retains decadal and higher frequency variation. The regional curve standardization
# (RCS) chronology uses regional curve standardization to retain additional lower frequency variation from the same
# data. Calibration (1879-1978) of these chronologies with March-August precipitation indicates they explain 40% (SPL)
# and 34% (RCS) of the variability in the instrumental precipitation record. The SPL reconstruction models the high frequency
# variation better, whereas the RCS reconstruction tracks the low-frequency trends more robustly. It suggests
# that spring-summer precipitation was above the long-term average for the periods 1730-1810 and 1870-2000, about
# average between 1560 and 1610 and that significantly drier periods occurred during 1510-60, 1610-35, 1660-1730 and
# 1830-70. The low-frequency trends of the RCS reconstruction during the 19th century were verified by comparison with a
# regional precipitation series derived from 14 long precipitation records from central Europe. Better verification results were
# obtained using the original (non-homogenized) records over this interval. These results suggest that some low-frequency
# variability may have been removed during correction of these early records. Periods of synchronous decadal variability
# were observed between the SPL series and independent dendroclimatic reconstructions from central Europe. The RCS
# reconstruction is the first dendroclimatic precipitation reconstruction in Europe to capture low-frequency information.
# These long-term trends, however, are difficult to verify owing to the paucity of other proxy precipitation records in
# central Europe that portray low-frequency information. Further verification and testing of the RCS reconstruction will
# require the development of additional reconstructions from tree-rings (or other proxy data series) that similarly target
# low-frequency variability.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Am Brixener Str. 9 Regensburg
#   Location: Bavaria
#   Northernmost_Latitude: 49.0167
#   Southernmost_Latitude: 49.0167
#   Easternmost_Longitude: 12.1
#   Westernmost_Longitude: 12.1
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: GERM108
#   First_Year: 1702
#   Last_Year: 1810
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BRX01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRX14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRX14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRH01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRH01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BRX01A_raw	BRX01B_raw	BRX02A_raw	BRX03A_raw	BRX04A_raw	BRX04B_raw	BRX06A_raw	BRX07A_raw	BRX08A_raw	BRX08B_raw	BRX09A_raw	BRX11B_raw	BRX12A_raw	BRX12B_raw	BRX13A_raw	BRX14A_raw	BRH01A_raw
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.039	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.486	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.244	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.888	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.931	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.302	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.353	NA	NA
1723	NA	NA	NA	NA	NA	2.913	NA	NA	NA	NA	NA	NA	NA	NA	2.472	NA	NA
1724	NA	NA	NA	NA	NA	2.521	NA	NA	NA	NA	NA	NA	NA	NA	2.644	NA	NA
1725	NA	NA	NA	NA	NA	2.81	NA	NA	NA	NA	NA	NA	NA	NA	3.397	NA	NA
1726	NA	NA	NA	NA	NA	2.044	NA	NA	NA	NA	NA	NA	NA	NA	2.337	NA	NA
1727	NA	NA	NA	NA	NA	2.657	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	NA
1728	NA	NA	NA	NA	NA	1.206	NA	NA	NA	NA	NA	NA	NA	NA	0.962	NA	NA
1729	NA	NA	NA	NA	NA	1.464	NA	NA	NA	NA	NA	NA	NA	NA	1.238	NA	3.762
1730	NA	NA	NA	NA	NA	2.695	NA	NA	NA	NA	NA	NA	NA	NA	1.772	NA	3.914
1731	NA	NA	NA	NA	NA	1.904	NA	NA	NA	NA	NA	NA	NA	NA	2.264	NA	2.733
1732	NA	NA	NA	NA	3.659	2.461	NA	NA	NA	NA	NA	NA	NA	NA	2.988	NA	2.353
1733	NA	NA	NA	NA	3.136	1.7	NA	NA	NA	NA	NA	NA	NA	NA	1.937	NA	2.766
1734	NA	NA	NA	3.881	2.987	1.931	NA	NA	NA	NA	NA	NA	NA	NA	2.103	NA	2.845
1735	NA	NA	NA	3.489	2.544	2.033	NA	NA	NA	NA	4.32	NA	2.449	NA	2.401	NA	2.613
1736	NA	NA	NA	3.022	1.618	1.011	NA	NA	NA	1.878	2.704	NA	3.091	2.982	2.249	NA	2.19
1737	NA	NA	NA	3.252	1.395	1.038	NA	NA	NA	1.801	2.856	NA	3.488	3.374	2.154	NA	2.159
1738	4.868	NA	NA	3.732	1.693	1.055	NA	NA	NA	2.973	2.486	NA	2.821	3.066	2.483	NA	2.014
1739	2.742	NA	1.999	2.029	1.146	0.801	NA	NA	NA	2.399	1.433	NA	1.789	2.36	2.088	NA	1.511
1740	3.121	NA	0.731	1.944	0.686	0.474	NA	NA	NA	2.653	2.002	NA	1.469	1.512	2.492	NA	1.59
1741	3.471	3.633	1.223	2.052	0.593	0.494	NA	NA	NA	2.911	2.032	NA	1.258	1.525	2.485	NA	1.86
1742	2.23	2.388	1.412	2.42	0.466	0.412	NA	2.332	NA	2.477	1.436	NA	1.113	1.279	2.118	NA	1.182
1743	2.879	2.829	1.035	2.817	0.493	0.438	NA	2.316	NA	2.73	2.273	NA	1.29	1.335	1.998	NA	1.726
1744	2.53	2.093	1.499	2.367	0.565	0.503	NA	2.347	NA	2.279	2.268	NA	1.171	1.289	2.11	3.025	1.733
1745	2.827	2.756	1.211	1.975	0.737	0.737	NA	2.004	1.744	1.469	2.143	NA	1.091	1.189	1.421	4.004	1.549
1746	1.337	1.416	1.023	1.131	0.929	1.019	NA	2.32	0.795	0.892	1.304	NA	1.028	1.068	1.106	3.03	1.043
1747	1.371	1.889	0.801	0.873	1.216	1.254	NA	2.943	0.94	1.159	1.698	NA	1.189	1.266	0.768	4.161	0.91
1748	2.509	2.789	0.851	0.808	1.616	1.734	NA	2.365	0.851	0.872	1.618	4.721	1.599	1.594	0.669	4.398	1.144
1749	3.024	3.189	1.47	1.25	2.096	1.877	NA	2.893	0.893	0.775	1.813	3.93	1.653	1.812	1.113	4.422	1.289
1750	2.586	3.236	1.363	1.053	1.713	1.593	3.661	2.756	1.143	1.007	1.054	4.67	1.534	1.59	0.87	4.964	1.758
1751	2.037	3.092	1.616	1.378	1.677	1.447	3.766	2.569	1.284	1.256	1.218	3.956	1.694	1.879	1.027	3.352	1.938
1752	2.505	3.72	2.385	0.983	1.363	1.542	4.049	2.412	0.804	0.736	1.278	4.285	1.789	1.945	0.738	2.13	1.803
1753	1.11	1.341	1.736	0.705	1.03	1.095	2.817	1.671	0.96	0.689	0.818	2.682	1.171	1.422	0.569	2.562	1.497
1754	1.094	1.506	2.088	0.448	0.952	0.871	2.52	1.648	1.46	1.235	0.713	2.962	0.899	1.328	0.351	2.505	1.458
1755	1.707	2.386	2.024	0.456	0.908	0.741	2.416	1.866	0.924	0.92	0.91	4.053	1.469	1.636	0.323	2.907	1.515
1756	1.291	1.961	1.829	0.538	0.775	0.661	2.056	1.637	0.69	0.864	0.744	3.576	1.162	1.088	0.381	4.003	1.241
1757	1.762	3.005	3.029	0.709	0.609	0.54	1.626	1.362	0.37	0.6	0.629	3.692	1.224	1.373	0.739	2.643	1.505
1758	0.958	1.669	2.115	0.614	0.66	0.601	1.724	1.493	0.932	1.103	0.555	3.062	1.129	1.041	0.421	1.625	1.194
1759	1.327	2.776	1.973	0.945	0.683	0.639	1.735	1.737	1.668	1.493	0.601	2.508	1.37	1.529	0.887	2.733	1.521
1760	1.445	2.534	2.607	0.616	0.477	0.422	1.662	1.701	1.022	0.886	0.529	3.372	1.29	1.541	0.735	1.918	1.484
1761	1.298	2.521	2.835	0.557	0.652	0.555	1.71	1.744	1.214	1.313	0.556	3.56	1.05	1.399	0.657	2.362	1.479
1762	1.424	1.758	2.362	0.644	0.7	0.675	1.842	1.707	0.96	0.932	0.55	3.654	1.115	1.185	0.871	2.302	1.342
1763	1.965	4.472	4.302	0.853	0.79	0.702	1.495	2.295	1.058	1.241	0.935	4.742	1.413	1.554	1.001	2.489	1.59
1764	1.043	2.752	2.717	0.857	0.673	0.63	1.412	1.552	0.767	0.973	0.787	3.324	1.103	1.055	1.052	2.11	1.413
1765	1.262	2.442	4.139	0.773	0.801	0.676	1.27	1.961	0.726	0.695	0.718	3.118	0.98	1.019	0.982	2.527	1.644
1766	1.791	3.18	4.214	0.823	0.808	0.742	1.268	2.069	0.81	0.921	0.768	2.746	1.113	1.225	0.836	2.905	1.89
1767	0.774	1.337	3.621	0.526	0.768	0.834	0.951	1.927	0.754	1.019	0.679	2.117	1.146	0.981	0.644	3.005	1.676
1768	0.78	1.25	2.2	0.582	0.7	0.652	1.143	1.814	0.701	0.737	0.955	1.528	1.1	1.197	0.677	1.922	1.468
1769	1.487	2.746	2.666	1.013	1.02	1.007	1.44	1.592	0.69	0.68	0.769	2.722	1.374	1.39	1.012	2.093	1.657
1770	1.725	2.596	3.008	1.048	1.447	1.25	1.636	1.938	1.765	1.909	1.487	3.079	1.767	2.148	1.264	2.575	1.728
1771	1.869	2.871	2.993	1.294	1.305	1.078	1.009	1.912	3.448	3.28	1.39	3.09	1.612	1.975	1.6	2.071	2.016
1772	1.342	2.205	3.37	1.06	1.462	1.422	0.826	1.919	2.542	2.729	1.29	2.28	1.806	1.676	1.049	1.431	2.167
1773	0.88	1.025	1.304	0.557	1.199	1.162	0.384	0.826	2.899	2.996	0.286	0.552	1.23	1.244	0.705	0.581	1.697
1774	0.744	1.29	1.78	0.463	1.1	1.02	0.815	0.779	3.578	3.763	0.514	1.021	1.27	1.41	0.587	1.036	1.657
1775	0.978	1.599	1.729	0.536	1.195	1.123	0.889	0.828	2.533	2.735	0.696	0.747	0.971	1.409	0.543	1.144	1.553
1776	0.481	0.469	1.36	0.361	1.081	0.979	1.2	0.867	2.702	2.881	0.974	0.449	1.203	2.046	0.35	1.126	1.087
1777	0.846	0.514	1.477	0.402	1.013	1.029	1.155	1.062	2.701	2.712	0.922	0.945	1.219	2.022	0.485	0.974	0.971
1778	0.461	0.333	1.246	0.234	0.641	0.732	1.25	1.011	1.871	1.802	0.474	0.486	0.819	0.904	0.387	0.91	1.128
1779	0.302	0.28	1.205	0.572	0.697	0.773	0.985	1.104	1.69	1.455	0.654	0.378	0.907	1.055	0.546	0.719	1.096
