# Hartl - Höllengebirge, Trattenspitz - LADE - ITRDB AUT129
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37491
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37491.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut129-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut129.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aut129.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Höllengebirge, Trattenspitz - LADE - ITRDB AUT129
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Hartl-Meier, Claudia; Jan Esper; Andrew Liebhold; Oliver Konter; Andreas Rothe; Ulf Büntgen
#   Published_Date_or_Year: 2017
#   Published_Title: Effects of host abundance on larch budmoth outbreaks in the European Alps
#   Journal_Name: Agr Forest Entomol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/afe.12216
#   Full_Citation:
#   Abstract:
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Hartl-Meier C, Rothe A (2014) Zuwachsreaktionen des Bergwaldes auf Klimaänderungen. LWF aktuell 99, 42–44. 
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Höllengebirge, Trattenspitz
#   Location: Austria
#   Northernmost_Latitude: 47.765
#   Southernmost_Latitude: 47.765
#   Easternmost_Longitude: 13.582
#   Westernmost_Longitude: 13.582
#   Elevation_m: 1465
#--------------------
# Data_Collection
#   Collection_Name: AUT129
#   First_Year: 1770
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWTS903G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS903G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS903K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS903K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS904G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS904G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS904K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS904K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS906G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS906G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS906K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS906K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS908G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS908G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS908K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS908K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS909G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS909G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS909K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS909K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS911G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS911G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS911K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS911K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS912G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS912G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS912K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS912K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS913G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS913G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS913K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS913K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS914G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS914G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS914K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS914K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS915G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS915G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWTS915K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWTS915K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWTS903G_raw	MWTS903K_raw	MWTS904G_raw	MWTS904K_raw	MWTS906G_raw	MWTS906K_raw	MWTS908G_raw	MWTS908K_raw	MWTS909G_raw	MWTS909K_raw	MWTS911G_raw	MWTS911K_raw	MWTS912G_raw	MWTS912K_raw	MWTS913G_raw	MWTS913K_raw	MWTS914G_raw	MWTS914K_raw	MWTS915G_raw	MWTS915K_raw
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA	2.64	1.58	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	1.71	NA	NA	NA	2.89	2.08	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	NA	NA	1.69	1.74	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA	2.19	1.61	NA	NA	NA	1.1	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	2.26	1.58	NA	NA	NA	1.11	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	3.58	1.91	NA	NA	NA	1.3	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	0.76	1.31	NA	NA	1.38	1.09	NA	NA	NA	1.38	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	0.79	0.82	NA	NA	1.61	1.3	NA	NA	NA	2.37	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	0.69	1.3	NA	NA	1.07	1.07	NA	NA	NA	0.76	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	1.46	1.26	NA	NA	1.12	1.27	NA	NA	NA	1.13	NA	2.16
1789	NA	NA	NA	NA	NA	NA	NA	NA	1.4	0.89	NA	NA	1.22	1.13	NA	NA	NA	1.14	0.8	0.89
1790	NA	NA	NA	NA	NA	NA	NA	NA	2.03	1.27	NA	NA	1.37	1.17	NA	NA	NA	2.35	0.91	0.87
1791	NA	NA	NA	NA	NA	NA	NA	NA	1.94	1.44	NA	NA	1.82	1.47	NA	NA	NA	2.02	1.23	1.32
1792	NA	NA	NA	NA	NA	NA	NA	NA	1.73	1.67	NA	NA	2.18	1.99	NA	NA	NA	1.85	0.98	1.24
1793	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.41	NA	NA	1.09	1.36	NA	NA	NA	1.85	0.78	1.09
1794	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.99	NA	NA	0.66	1.27	NA	NA	NA	1.49	0.39	0.76
1795	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.31	NA	NA	0.24	0.41	NA	NA	NA	0.97	0.33	0.45
1796	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.09	NA	NA	0.39	0.55	NA	NA	NA	0.83	0.41	0.54
1797	NA	NA	NA	NA	NA	NA	NA	NA	0.28	0.27	NA	NA	0.65	0.7	NA	NA	NA	0.47	0.4	0.47
1798	NA	NA	NA	NA	NA	NA	NA	NA	0.36	0.28	NA	NA	1.13	1.17	NA	NA	NA	0.46	0.7	0.87
1799	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.22	NA	NA	0.43	0.89	NA	NA	NA	0.55	0.65	0.85
1800	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.26	NA	NA	0.98	0.93	NA	NA	NA	0.32	0.81	0.95
1801	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.26	NA	NA	1.67	0.91	NA	NA	NA	0.45	0.66	1.02
1802	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.36	NA	NA	2.02	0.69	NA	NA	NA	0.6	0.69	1.3
1803	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.11	NA	NA	0.16	0.13	NA	NA	NA	0.84	0.25	0.37
1804	NA	NA	NA	NA	NA	NA	NA	NA	0.61	0.31	NA	NA	0.89	0.4	NA	NA	NA	0.53	0.54	0.52
1805	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.43	NA	NA	1	0.71	0.89	NA	NA	0.57	0.77	0.78
1806	NA	NA	NA	NA	NA	NA	NA	NA	0.58	0.34	NA	NA	0.8	0.64	0.92	NA	NA	0.57	0.59	0.69
1807	NA	NA	NA	NA	NA	NA	NA	NA	1.21	0.69	NA	NA	0.78	0.77	1.33	1.02	NA	0.89	0.66	0.81
1808	NA	NA	NA	NA	NA	NA	NA	NA	1.15	0.82	NA	NA	0.64	0.76	1.26	0.73	NA	0.8	0.57	0.74
1809	NA	NA	NA	NA	NA	NA	NA	NA	1.01	0.81	NA	NA	0.71	0.67	1.21	0.65	NA	0.81	0.6	0.65
1810	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.51	NA	NA	0.55	0.6	0.52	0.42	NA	0.44	0.43	0.5
1811	NA	NA	NA	NA	NA	NA	NA	NA	1.08	0.95	NA	NA	1.09	1.13	1.29	0.99	NA	1.05	1.07	1.11
1812	NA	NA	NA	NA	NA	NA	NA	NA	1.02	0.8	NA	NA	0.99	1.1	1.31	1.15	NA	0.96	1.38	0.74
1813	NA	NA	NA	NA	NA	NA	NA	2.04	0.64	0.46	NA	NA	0.76	0.77	0.76	0.79	NA	0.52	1.01	0.45
1814	NA	NA	NA	NA	NA	NA	NA	2.1	0.46	0.37	NA	NA	0.6	0.61	0.81	0.71	NA	0.36	0.81	0.38
1815	NA	NA	NA	NA	NA	NA	NA	1.28	0.48	0.37	NA	NA	0.63	0.66	0.7	0.6	NA	0.41	1.02	0.63
1816	NA	NA	NA	NA	NA	NA	NA	1.82	0.32	0.22	NA	NA	0.57	0.49	0.77	0.66	NA	0.32	0.99	0.68
1817	NA	NA	NA	NA	NA	NA	NA	1.62	0.1	0.04	NA	NA	0.02	0.01	0.17	0.03	NA	0.17	0.24	0.2
1818	NA	NA	NA	NA	NA	NA	NA	0.47	0.26	0.13	NA	NA	0.1	0.18	0.17	0.26	NA	0.21	0.2	0.17
1819	NA	NA	NA	NA	NA	NA	NA	0.41	0.3	0.19	NA	NA	0.28	0.24	0.51	0.4	NA	0.28	0.53	0.57
1820	NA	NA	NA	NA	0.74	NA	NA	0.71	0.24	0.14	NA	NA	0.34	0.21	0.62	0.52	NA	0.21	0.62	0.49
1821	NA	NA	NA	NA	0.58	NA	NA	0.32	0.07	0.08	NA	NA	0.32	0.17	0.32	0.39	NA	0.15	0.22	0.23
1822	NA	NA	NA	NA	0.73	NA	NA	0.37	0.57	0.15	NA	NA	0.26	0.23	0.97	0.91	NA	0.44	0.66	0.76
1823	NA	NA	NA	NA	0.75	NA	NA	0.65	0.69	0.28	NA	NA	0.27	0.33	1.03	0.89	NA	0.7	0.83	0.53
1824	NA	NA	NA	NA	0.27	NA	NA	0.44	0.22	0.2	NA	NA	0.34	0.29	1.23	0.62	NA	0.42	2.01	1.13
1825	NA	NA	NA	NA	0.48	NA	NA	0.46	0.22	0.19	NA	NA	0.33	0.29	0.72	0.63	NA	0.47	1.08	0.82
1826	NA	NA	NA	NA	0.3	NA	NA	0.35	0.24	0.13	NA	NA	0.21	0.12	0.31	0.37	0.38	0.28	0.43	0.46
