# Büntgen - DolinaRygbiego - PCAB - ITRDB POLA026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14001
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14001.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola026-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; pola026-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/pola026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Büntgen - DolinaRygbiego - PCAB - ITRDB POLA026
#--------------------
# Investigators
#   Investigators: Büntgen, U.(https://orcid.org/0000-0002-3821-0818); Kaszka, R.; Esper, J.(https://orcid.org/0000-0003-3919-014X); Frank, D.C.(https://orcid.org/0000-0001-5463-5640); Verstege, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Tree Physiology
#   Published_Title: Growth/climate response of a multi-species tree-ring network in the Western Carpathian Tatra Mountains, Poland and Slovakia
#   Published_Date_or_Year: 2007
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1093/treephys/27.5.689
#   Full_Citation: Büntgen, U., D.C. Frank, R.J. Kaczka, A. Verstege, T. Zwijacz-Kozica, and J. Esper. 2007. Growth/climate response of a multi-species tree-ring network in the Western Carpathian Tatra Mountains, Poland and Slovakia. 
Tree Physiology 27: 689-702
#   Abstract: We analyzed growth responses to climate of 24 tree-ring width and four maximum latewood density chronologies from the greater Tatra region in Poland and Slovakia. This network comprises 1183 ring-width and 153 density measurement series from four conifer species (Picea abies (L.) Karst., Larix decidua Mill., Abies alba (L.) Karst., and Pinus mugo (L.)) between 800 and 1550 m a.s.l. Individual spline detrending was used to retain annual to multi-decadal scale climate information in the data. Twentieth century temperature and precipitation data from 16 grid-boxes covering the 48-50 °N and 19-21 °E region were used for comparison. The network was analyzed to assess growth responses to climate as a function of species, elevation, parameter, frequency and site ecology. Twenty ring-width chronologies significantly correlated (P < 0.05) with June-July temperatures, whereas the latewood density chronologies were correlated with the April-September temperatures. Climatic effects of the previous-year summer generally did not significantly influence ring formation, whereas site elevation and frequency of growth variations (i.e., inter-annual and decadal) were significant variables in explaining growth response to climate. Response to precipitation increased with decreasing elevation. Correlations between summer temperatures and annual growth rates were lower for Larix decidua than for Picea abies. Principal component analysis identified five dominant eigenvectors that express somewhat contrasting climatic signals. The first principal component contained highest loadings from 11 Picea abies ring-width chronologies and one Pinus mugo ring-width chronology and explained 42% of the network's variance. The mean of these 12 high-elevation chronologies was significantly correlated at 0.62 with June-July temperatures, whereas the mean of three latewood density chronologies, which loaded most strongly on the fourth principal component, significantly correlated at 0.69 with April-September temperatures (P < 0.001 over the 1901-2002 period in both cases). These groupings allow for a robust estimation of June-July (1661-2004) and April-September (1709-2004) temperatures, respectively. Comparison with reconstructions from the Alps and Central Europe supports the general rule of the dominant influence of growing season temperature on high-elevation forest growth. 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: DolinaRygbiego
#   Location: Poland
#   Northernmost_Latitude: 49.2333
#   Southernmost_Latitude: 49.2333
#   Easternmost_Longitude: 20.0833
#   Westernmost_Longitude: 20.0833
#   Elevation_m: 1300
#--------------------
# Data_Collection
#   Collection_Name: POLA026
#   First_Year: 1773
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## bpt0401a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0401a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0401b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0401b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0402z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0402z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0403a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0403a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0404a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0404a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0404b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0404b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0405b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0405b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0405a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0405a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0406b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0406b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0407a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0407a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0407b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0407b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0408a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0408a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0408b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0408b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0409b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0409b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0411z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0411z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0412a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0412a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0412b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0412b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0413a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0413a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0413b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0413b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0414a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0414a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0414b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0414b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0416b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0416b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0416a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0416a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0417a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0417a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0417b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0417b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0418a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0418a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0418b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0418b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0419a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0419a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0419b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0419b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0420a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0420a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0420b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0420b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0421z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0421z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0423z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0423z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0424z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0424z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0425a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0425a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0425b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0425b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0428a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0428a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bpt0428b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bpt0428b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	bpt0401a_raw	bpt0401b_raw	bpt0402z_raw	bpt0403a_raw	bpt0404a_raw	bpt0404b_raw	bpt0405b_raw	bpt0405a_raw	bpt0406b_raw	bpt0407a_raw	bpt0407b_raw	bpt0408a_raw	bpt0408b_raw	bpt0409a_raw	bpt0409b_raw	bpt0411z_raw	bpt0412a_raw	bpt0412b_raw	bpt0413a_raw	bpt0413b_raw	bpt0414a_raw	bpt0414b_raw	bpt0416b_raw	bpt0416a_raw	bpt0417a_raw	bpt0417b_raw	bpt0418a_raw	bpt0418b_raw	bpt0419a_raw	bpt0419b_raw	bpt0420a_raw	bpt0420b_raw	bpt0421z_raw	bpt0423z_raw	bpt0424z_raw	bpt0425a_raw	bpt0425b_raw	bpt0428a_raw	bpt0428b_raw
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35	NA	NA	3.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.27	NA	4.53	3.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.43	NA	3.86	3.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.07	NA	4.15	4.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.48	NA	2.99	2.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.41	NA	3.41	3.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.16	NA	3.39	2.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.83	NA	3.19	2.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.63	NA	3.35	2.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.49	NA	3.43	3.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88	NA	2.74	3.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.67	NA	2.46	2.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	2.16	2.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	NA	2.03	2.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.31	NA	1.97	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78	NA	2.13	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79	NA	2.06	1.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	1.72	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	1.9	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	NA	2.79	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	2.13	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	1.99	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	2.01	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	2.21	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	1.52	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	1.63	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	1.96	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	1.26	NA	NA	NA	1.88	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	1.89	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	NA	1.14	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	1.07	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	NA	1.32	NA	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	1.12	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	0.89	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	1.14	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	1.08	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	0.95	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	1.65	NA	NA	NA	2.17	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	1.28	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	1.4	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	1.48	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	1.69	NA	NA	NA	2.1	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	1.72	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	1.33	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	1.7	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	1.77	NA	NA	NA	1.86	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	1.92	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	NA	1.31	NA	NA	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	1.7	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	1.37	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	1.23	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	1.7	NA	NA	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	1.68	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	1.1	NA	NA	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	1.45	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	1.25	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	1.25	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	1.37	NA	NA	NA	1.97	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	1.32	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	1.46	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	0.98	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	1.37	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	1.66	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	1.01	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	0.9	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	0.73	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	0.6	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	1.29	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	1.24	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	0.65	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	0.91	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	0.65	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	0.78	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
