# Fischer - Hessen/Kellerwald dhk09 - QUPE - ITRDB GERM155
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16665
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16665.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ155-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ155-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ155.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ155.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Hessen/Kellerwald dhk09 - QUPE - ITRDB GERM155
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Johannes Andreas Schultz and Burkhard Neuwirth
#   Journal_Name: Agricultural and Forest Meteorology
#   Published_Title: A new atmospheric circulation tree-ring index (ACTI) derived from climate proxies: Procedure, results and applications
#   Published_Date_or_Year: 2012
#   Volume: 164
#   Pages: 149-160
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.agrformet.2012.05.007
#   Full_Citation: None
#   Abstract: This paper introduces a new procedure to investigate the influence of weather types on spatio-temporal tree-ring growth patterns. Within the framework of the procedure a new proxy-based climate index termed as the atmospheric circulation tree-ring index (ACTI) is calculated that combines weather-type classification data with climate proxies. The new approach is tested using a Central European multi-species tree-ring width network consisting of 115 sites. The procedure used to calculate the ACTI time series includes: 1. Monte Carlo simulations, 2. multiple testing correction, and 3. selection and grouping algorithms. The tree-ring width series are grouped according to their weather-type responses, and the ACTI time series were computed for each group.# # The new procedure explains the climate signal preserved in tree-ring chronologies more comprehensively because the complex interaction between the different climate elements is taken into account by using weather-type classification data. Strong correlations between the ACTI and tree-ring width series (r = 0.69) and between the ACTI time series and climate gridded datasets (r > 0.6) were observed. Further a correlation between ACTI and northern hemisphere mean temperatures (r = 0.5) were found. These results indicate that the ACTI enables the investigation of weather-type growth relationships.
#--------------------
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hessen/Kellerwald dhk09
#   Location: Germany
#   Northernmost_Latitude: 51.15
#   Southernmost_Latitude: 51.15
#   Easternmost_Longitude: 9.0833
#   Westernmost_Longitude: 9.0833
#   Elevation_m: 365
#--------------------
# Data_Collection
#   Collection_Name: GERM155
#   First_Year: 1855
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## dhk0906m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0906m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0905m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0905m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0904m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0904m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0903m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0903m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0902m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0902m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk0901m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk0901m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	dhk0906m_raw	dhk0905m_raw	dhk0904m_raw	dhk0903m_raw	dhk0902m_raw	dhk0901m_raw
1855	NA	0.83	NA	NA	NA	NA
1856	NA	0.65	NA	NA	NA	NA
1857	NA	0.26	NA	NA	NA	NA
1858	NA	0.18	NA	NA	NA	NA
1859	NA	0.28	NA	NA	NA	NA
1860	NA	0.38	NA	NA	NA	NA
1861	2.9	0.79	NA	NA	NA	NA
1862	3.67	1.11	NA	NA	NA	NA
1863	2.35	0.85	NA	NA	NA	0.9
1864	2.06	1.26	NA	1.56	NA	0.96
1865	0.91	0.66	NA	0.44	NA	0.56
1866	1.46	1.02	NA	1.18	NA	0.76
1867	1.77	1.13	NA	0.98	NA	0.73
1868	1.54	1.07	NA	0.71	NA	0.6
1869	1.25	1.12	NA	0.78	NA	0.6
1870	1.14	1.06	NA	0.44	NA	0.48
1871	1.94	3.54	NA	1.46	NA	0.97
1872	1.3	2.92	NA	1.06	NA	0.59
1873	0.94	2.32	0.73	0.69	NA	0.54
1874	0.77	1.62	0.38	0.35	NA	0.42
1875	1.31	3.1	0.76	0.62	NA	0.74
1876	0.68	1.92	0.32	0.5	NA	0.36
1877	0.62	1.44	0.42	0.35	NA	0.45
1878	0.68	1.79	0.6	0.75	NA	0.52
1879	0.57	1.96	0.66	0.75	NA	0.64
1880	0.59	1.48	0.54	0.56	NA	0.46
1881	0.45	0.75	0.3	0.28	NA	0.26
1882	0.77	1.35	0.66	0.91	NA	0.64
1883	0.54	0.87	0.3	0.34	NA	0.31
1884	0.92	1.6	0.82	1.08	NA	0.66
1885	0.53	1.16	0.5	0.45	NA	0.37
1886	0.58	1.12	0.72	0.74	NA	0.34
1887	0.76	1.18	0.64	0.62	NA	0.56
1888	0.69	1.17	0.66	0.7	NA	0.53
1889	0.67	1.17	0.6	0.45	1.6	0.62
1890	0.55	1.19	0.75	0.68	1.74	0.75
1891	0.66	1.64	0.9	0.92	1.43	0.98
1892	0.35	0.9	0.54	0.3	0.83	0.4
1893	0.22	0.52	0.21	0.14	0.6	0.24
1894	0.28	0.92	0.41	0.43	0.87	0.3
1895	0.44	0.88	0.66	0.47	0.84	0.42
1896	0.72	1.44	1.6	0.78	0.89	0.79
1897	0.9	1.64	1.92	0.73	1.18	0.79
1898	0.64	1.45	1.92	0.98	1.3	0.68
1899	0.65	1.5	1.54	0.86	1.12	0.61
1900	0.64	1.48	1.28	0.73	1.26	0.67
1901	0.39	1.14	1.04	0.47	1.27	0.43
1902	0.44	1	0.72	0.39	1.2	0.41
1903	0.5	1.23	0.92	0.36	1.28	0.59
1904	0.56	1.16	0.74	0.28	1.39	0.48
1905	0.66	1.42	0.76	0.34	1.26	0.64
1906	0.42	1.14	1.04	0.36	0.93	0.6
1907	0.61	1.37	1	0.34	0.85	0.74
1908	0.54	1.03	0.93	0.21	1.04	0.72
1909	0.28	0.44	0.52	0.28	0.52	0.26
1910	0.43	0.7	0.56	0.24	0.64	0.6
1911	0.38	0.56	0.54	0.28	0.52	0.62
1912	0.53	0.7	0.46	0.26	1.14	0.68
1913	0.78	1.27	0.77	0.32	2.24	1.14
1914	0.86	1.39	0.86	0.5	2.06	1.31
1915	0.38	0.64	0.46	0.18	0.74	0.56
1916	0.56	1.23	0.51	0.36	1.62	1
1917	0.57	0.86	0.57	0.28	1.42	0.66
1918	0.54	0.98	0.53	0.3	1.11	0.72
1919	0.52	1.13	0.45	0.38	1.4	0.82
1920	0.52	1	0.49	0.32	0.92	0.76
1921	0.53	0.8	0.45	0.32	0.7	0.81
1922	0.51	0.87	0.42	0.38	0.73	0.68
1923	0.59	0.86	0.68	0.54	0.96	0.86
1924	0.64	1.23	0.7	0.62	1.6	1.07
1925	0.54	1.02	0.66	0.52	1.06	0.81
1926	0.66	1.26	0.76	0.86	2.04	1.2
1927	0.59	1.1	0.67	0.7	2.4	1.1
1928	0.44	0.85	0.6	0.42	1.41	0.76
1929	0.58	0.92	0.6	0.28	1.16	0.76
1930	0.48	1.08	0.56	0.27	1.02	0.7
1931	0.58	1.3	0.64	0.22	1.18	1
1932	0.67	1.42	0.7	0.24	1.23	0.92
1933	0.49	1.54	0.48	0.3	1.9	1.12
1934	0.3	0.85	0.53	0.29	0.78	0.58
1935	0.52	0.95	0.52	0.37	0.89	0.89
1936	0.76	1.18	0.58	0.32	0.97	0.9
1937	0.76	0.97	0.76	0.34	1.02	0.88
1938	0.7	0.98	0.66	0.35	1.41	0.91
1939	0.66	1.08	0.72	0.32	1.62	0.87
1940	0.62	0.91	0.57	0.22	1.2	0.81
1941	0.61	0.85	0.81	0.5	1.46	1.02
1942	0.68	0.83	0.7	0.38	1.47	0.95
1943	0.68	0.89	0.82	0.53	0.93	0.87
1944	0.9	1.42	1	0.78	1.96	1.1
1945	0.56	1.1	0.74	0.64	1	0.82
1946	0.98	2.22	1.02	0.69	1.92	1.42
1947	0.62	1.02	0.77	0.34	0.84	0.76
1948	0.62	0.9	0.5	0.16	0.57	0.52
1949	0.92	1.42	0.74	0.27	0.86	0.96
1950	0.76	1.15	0.68	0.28	1.17	0.88
1951	0.94	1.34	0.98	0.53	1.38	0.9
1952	0.73	1.32	0.8	0.42	1.38	0.78
1953	0.77	1.52	0.77	0.5	2.12	0.92
1954	0.68	1.42	0.74	0.41	1.53	0.73
1955	0.94	1.6	0.84	0.51	1.94	0.94
1956	0.87	1.5	0.63	0.36	1.61	0.66
1957	0.58	0.78	0.66	0.32	1.13	0.56
1958	0.92	1.54	0.79	0.68	2.8	1.02
1959	0.64	0.79	0.64	0.38	1.35	0.62
1960	1.06	0.78	0.52	0.22	1.11	0.68
1961	1.58	1.4	1.03	0.5	1.96	0.92
1962	1.66	1.62	1.24	0.46	2.81	0.88
1963	1.39	1.74	1.17	0.6	2.58	0.88
1964	1.25	1.52	1.16	0.54	2.17	1
1965	1.06	1.8	1.18	0.68	3.68	1.18
1966	1.51	1.83	1.48	0.72	4.63	1.18
1967	1.9	1.67	1.19	0.8	3.24	1.1
1968	1.58	1.4	0.92	0.54	2.32	0.8
1969	1.28	1.41	1.07	0.62	1.48	0.88
1970	0.98	1.36	0.88	0.49	1.55	0.89
1971	1.2	1.44	0.82	0.6	1.32	0.96
1972	1.36	2.05	0.98	0.62	1.82	1.16
1973	0.78	0.8	0.64	0.34	0.98	0.66
1974	0.78	1.26	0.63	0.24	1.28	0.46
1975	0.82	0.99	0.74	0.38	0.96	0.74
1976	0.64	0.81	0.58	0.34	0.78	0.6
1977	0.73	1.26	0.84	0.56	1.7	0.82
1978	0.74	1	0.64	0.56	1.35	0.64
1979	0.76	1.04	0.79	0.56	1.59	0.88
1980	0.67	1.27	0.59	0.66	1.74	0.95
1981	0.5	1.02	0.72	0.51	1.44	0.7
1982	0.66	0.96	0.68	0.33	1.12	0.8
1983	0.54	0.84	0.62	0.36	1.03	0.74
1984	0.56	1.44	0.48	0.42	1.16	0.78
1985	0.64	1.67	0.65	0.66	1.82	0.87
