# Conedera - Ruscada Copera - PISY - ITRDB SWIT228
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14040
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14040.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit228-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit228-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit228.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit228.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Conedera - Ruscada Copera - PISY - ITRDB SWIT228
#--------------------
# Investigators
#   Investigators: Conedera, M.; Fonti, P.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ruscada Copera
#   Location: Switzerland
#   Northernmost_Latitude: 46.15
#   Southernmost_Latitude: 46.15
#   Easternmost_Longitude: 8.9931
#   Westernmost_Longitude: 8.9931
#   Elevation_m: 580
#--------------------
# Data_Collection
#   Collection_Name: SWIT228
#   First_Year: 1963
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## coc0077l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc0077l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc0077r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc0077r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc0138l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc0138l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc0138r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc0138r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc0439l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc0439l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc0439r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc0439r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc0709l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc0709l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc0709r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc0709r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod0785x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod0785x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cod0785y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cod0785y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc0807l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc0807l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc0807r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc0807r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1134l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1134l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1134r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1134r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1201l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1201l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1201r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1201r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1206l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1206l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1206r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1206r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1313l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1313l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1313r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1313r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1339l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1339l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1339r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1339r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1417l_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1417l; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## coc1417r_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: coc1417r; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	coc0077l_raw	coc0077r_raw	coc0138l_raw	coc0138r_raw	coc0439l_raw	coc0439r_raw	coc0709l_raw	coc0709r_raw	cod0785x_raw	cod0785y_raw	coc0807l_raw	coc0807r_raw	coc1134l_raw	coc1134r_raw	coc1201l_raw	coc1201r_raw	coc1206l_raw	coc1206r_raw	coc1313l_raw	coc1313r_raw	coc1339l_raw	coc1339r_raw	coc1417l_raw	coc1417r_raw
1963	NA	NA	NA	NA	NA	NA	NA	NA	4.62	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1964	NA	NA	7.11	NA	NA	NA	NA	NA	6.73	7.57	NA	6.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.19	NA	NA
1965	NA	NA	7.74	7.83	NA	NA	9.63	8.27	6.99	7.5	NA	7.31	NA	NA	NA	NA	NA	NA	NA	9	NA	6.19	NA	5.09
1966	NA	7.54	9.34	7.64	4.41	9.87	9.61	9.61	7.55	8.12	NA	6.94	NA	9.75	NA	NA	NA	NA	NA	9.51	NA	5.73	NA	8.03
1967	8.94	5.39	6.7	6.3	3.09	7.62	8.79	8.12	6.04	7.22	NA	6.14	13.7	9.53	12.14	12.31	8.41	NA	11.98	7.51	8.74	4.93	NA	7.45
1968	5.07	4.06	4.16	4.07	1.47	3.89	6	5.71	4.68	5.54	4.91	2.5	10.83	6.88	5.72	5.55	3.83	4.39	4.25	2.68	7.7	5.14	11.39	5.35
1969	7.5	4.5	5.2	3.97	3.05	5.27	5.59	4.45	4.73	5.16	6.45	3.53	7.69	5.34	7.24	6.37	6.39	6.24	7.28	4.98	6.26	5.89	11.1	5.71
1970	6.41	2.89	4.06	3.04	3.55	4.53	4.76	4.47	4.71	4.7	4.39	2.92	6.55	4.7	7.37	5.9	5.33	4.89	5.45	3.36	5.47	3.38	7.49	3.44
1971	6.56	3.31	4.43	3.16	4.39	5.52	6	5.8	4.8	5.06	5.03	3.8	5.63	3.9	6.12	4.66	5.48	4.66	5.84	4.08	5.78	3.63	7.45	4.26
1972	3.94	2.22	2.18	1.24	1.51	1.97	5.82	5.75	3.36	4.36	1.42	0.95	4.79	3.63	1.57	0.99	2.19	2.29	2.35	1.27	1.53	1.18	6.2	3.5
1973	4.28	3.16	3.17	2.15	1.99	2.71	6.67	7.23	3.38	3.97	2.32	1.68	4.55	3.1	2.83	1.42	2.55	2.65	2.61	2.09	1.89	1.75	5.53	3.27
1974	4.08	3	3.31	2.31	1.54	2.02	6.13	7.26	3.66	4.23	2.36	1.6	4.08	3.27	3.24	2.48	2.91	3.11	3.82	2.82	3.57	2.25	4.73	3.68
1975	3.56	2.41	2.86	2.74	1.65	2.59	6.29	7.02	3.8	3.68	2.46	1.96	3.54	3.06	3.16	2.56	2.66	2.78	4.1	2.95	3.39	2.79	4.22	3.1
1976	2.66	2.12	3.16	3.08	1.4	2.2	6.33	5.99	3.26	3.12	1.48	1.16	2.88	1.77	2.45	2.22	2.51	2.86	2.92	1.61	2.79	2.02	3.24	2.23
1977	3.83	2.8	3	2.78	1.84	2.89	7.93	5.52	3.59	3.43	2.59	1.73	3.15	2.02	2.97	2.91	2.94	2.84	3.46	2.13	2.64	1.61	6.03	1.62
1978	4.76	3.63	3.38	2.99	2.87	3.5	7.55	6.16	4.89	4.77	3.74	2.41	3.8	3.48	4.83	3.98	3.89	3.77	5.75	3.68	4.16	2.81	3.35	2.99
1979	4.55	4.47	2.71	2.53	2.9	3.15	6.31	5.82	4.94	4.06	3.59	2.11	3.68	3.31	4.53	3.31	4.46	3.9	6.51	3.97	2.98	2.47	3.51	3.59
1980	5.46	4.69	3.22	2.45	3.27	3.5	7.1	6.27	5.76	4.9	4.23	2.66	4.28	3.51	4.66	3.89	4.68	4.44	7.4	4.78	4.09	3.1	4.12	3.89
1981	4.19	3.75	2.95	2.44	3.25	3.85	5.99	5.38	5.39	4.37	4.27	2.25	4.47	3.09	4.98	3.54	4.87	4.41	6.6	4.7	3.65	2.68	3.31	3.91
1982	4.48	5.02	2.68	2.5	4.08	3.93	6.48	5.58	6.93	4.38	3.49	2.44	4.73	3.06	5.99	4.05	6.48	5.37	8.91	4.56	3.63	2.93	3.46	5.1
1983	3.69	3.78	1.99	2.12	3.3	3.13	5.52	5.11	6.27	4.09	3.28	2.33	4.25	2.43	4.48	3.48	5.15	4.68	7.09	4.25	3.01	2.22	3.64	4.89
1984	3.74	3.07	2.13	2.31	3.36	3.35	4.36	5.26	5.28	3.31	2.8	2.08	3.13	2.3	4.13	2.97	4.15	4.15	5.28	3.29	3.19	2.15	3.58	4.05
1985	5.52	4.29	2.53	2.43	3.94	3.52	4.87	5.92	5.5	3.93	2.87	2.13	3.5	2.4	4.63	3.67	4.28	4.25	5.88	3.82	3.02	1.98	4.51	4.73
1986	2.91	2.26	1.91	1.49	2.93	2.88	4.66	4.14	3.2	2.39	2.26	1.39	2.74	1.96	3.38	2.47	2.98	3.01	3.81	1.97	1.48	1.15	2.91	3.33
1987	3.75	3.51	2.04	1.88	3.79	3.03	5.9	5.81	3.2	2.6	2.41	1.78	2.93	2.29	4.02	3.31	4.16	4.08	4.3	2.31	2.16	1.53	4.13	3.95
1988	4.29	3.73	2.44	2.25	4.21	3.01	5.81	4.41	3.73	3.22	2.65	1.72	3.89	2.31	4.4	3.1	3.7	3.61	4.38	2.88	2.29	0.86	3.85	3.77
1989	3.58	3.37	2.19	2.01	5.24	2.66	4.53	4.52	4.81	3.67	2.7	1.43	3.87	2.61	4.08	2.71	4.58	3.89	3.77	2.49	3.02	1.91	3.98	4.67
1990	4.39	3.9	1.55	1.84	3.92	2.25	3.59	4.01	4.8	2.99	1.77	1.18	3.11	2.59	3.71	2.8	2.82	2.84	2.45	1.79	2.18	2.08	3.47	4.27
1991	3.68	3.84	1.4	1.96	2.81	2.21	3.38	3.15	2.21	1.96	1.85	1.13	3.16	2.51	3.33	2.74	2.89	2.27	2.39	1.62	2.26	1.91	3.5	3.67
1992	4.87	5.35	1.64	1.9	3.67	2.94	3.75	3.88	1.94	2.95	1.25	0.9	3.48	3.08	4.09	3.38	3.56	3.22	2.68	1.23	2.19	1.55	3.65	4.49
1993	4.12	4.37	1.29	1.84	3.92	4.62	4.22	3.83	1.48	2.46	1.59	1.04	3.07	2.28	3.77	3.51	3.56	4.22	2.33	1.14	2.21	1.67	4.49	4.81
1994	4.41	4.52	1.7	2.41	4.97	5.29	4.66	4.02	1.57	2.09	2.1	1.07	2.79	2.49	3.87	3.82	4.14	4.17	2.6	1.29	2.51	2.04	6.43	6.38
1995	5.04	4.42	2.04	3.18	5.23	4.96	4.73	3.64	1.83	2.93	1.53	1.81	2.84	2.87	4.99	3.91	4.59	4.47	3.37	2.59	2.19	2.15	6.53	6.45
1996	4.86	3.93	1.93	3.35	5.21	4.52	4.67	4.48	2.11	1.7	2.11	2.12	3.24	3.74	4.39	4.05	5.12	3.47	2.69	2.39	2.67	2.38	5.26	5.76
1997	4.95	4.89	1.72	3.35	5.97	4.92	4.95	5.41	2.6	2.2	2.75	2.12	4.7	4.05	5.79	3.8	5.18	3.93	3.02	2.54	2.61	2.13	6.9	5.93
1998	4.25	3.71	1.66	2.26	5.99	3.61	3.43	3.47	2.33	1.84	1.67	1.13	3.02	4.06	5	3.63	4.54	3.4	2.14	1.81	1.59	1.64	5.03	4.24
1999	4.15	3.77	1.84	2.55	5.48	3.72	2.24	3.16	2.17	2.05	1.34	0.65	3.12	3.54	4.78	3.61	4.35	3.69	2.29	1.35	1.36	1.29	5.14	4.54
2000	5.62	5.02	2.1	2.48	5.38	3.95	1.88	3.67	NA	NA	1.6	1.08	3.99	4.21	5.2	6.35	4.27	4.85	2.59	2.07	1.77	1.63	6.01	6.07
