# Arnold - Croome Court - QUSP - ITRDB BRIT079
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28316
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28316.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit079-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit079-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit079.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit079.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-11-01
#--------------------
# File_Last_Modified_Date
#   Date: 2019-11-01
#--------------------
# Title
#   Study_Name: Arnold - Croome Court - QUSP - ITRDB BRIT079
#--------------------
# Investigators
#   Investigators: Arnold, A.J.; Howard, R.E.; Litton, C.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: Tree-ring analysis of timbers from the roof of the 'Red Wing', Croome Court, Croome D'Abitot, near Upton upon Severn. The ring width series of 13 samples represented by site sequence CRMASQ01 which spans period AD 1639-1753 NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Historic England
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Croome Court
#   Location: United Kingdom
#   Northernmost_Latitude: 52.09958
#   Southernmost_Latitude: 52.09958
#   Easternmost_Longitude: -2.169385
#   Westernmost_Longitude: -2.169385
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: BRIT079
#   First_Year: 1639
#   Last_Year: 1753
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CRMA01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CRMA16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CRMA16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CRMA01A_raw	CRMA01B_raw	CRMA03A_raw	CRMA03B_raw	CRMA04A_raw	CRMA04B_raw	CRMA05A_raw	CRMA05B_raw	CRMA06A_raw	CRMA06B_raw	CRMA07A_raw	CRMA07B_raw	CRMA08A_raw	CRMA08B_raw	CRMA10A_raw	CRMA10B_raw	CRMA11A_raw	CRMA11B_raw	CRMA12A_raw	CRMA12B_raw	CRMA13A_raw	CRMA13B_raw	CRMA14A_raw	CRMA14B_raw	CRMA16A_raw	CRMA16B_raw
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.68	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640	3.96	3.62	NA	NA	NA	NA	NA	NA	NA	NA	3.15	3.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	2.71	2.78	NA	NA	NA	NA	NA	NA	NA	NA	2.74	2.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1642	3.08	3.07	NA	NA	NA	NA	NA	NA	NA	NA	2.46	2.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1643	3.76	3.58	NA	NA	NA	NA	NA	NA	NA	NA	1.96	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1644	4.54	4.46	NA	NA	NA	NA	NA	NA	NA	NA	2.11	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1645	3.78	2.94	NA	NA	0.9	0.98	NA	NA	NA	NA	2.23	1.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1646	3.63	3.75	NA	NA	0.55	0.62	NA	NA	NA	NA	2.31	1.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1647	2.5	2.44	NA	NA	1.22	1.23	NA	NA	NA	NA	1.36	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1648	3.35	2.94	NA	NA	1.52	1.73	NA	NA	NA	NA	1.64	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1649	2.02	2.13	NA	NA	0.99	1.15	NA	NA	NA	NA	1.13	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1650	1.75	1.86	NA	NA	1.98	2	NA	NA	NA	NA	2.22	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1651	1.9	1.73	NA	NA	1.91	1.86	NA	NA	NA	NA	1.68	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1652	1.91	1.91	NA	NA	2.39	2.58	NA	NA	NA	NA	2.14	2.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1653	1.63	1.64	NA	NA	1.77	1.65	NA	NA	NA	NA	1.84	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1654	1.14	1.28	NA	NA	1	0.77	NA	NA	NA	NA	1.66	1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	1.79	1.81	NA	NA	2.47	2.34	NA	NA	NA	NA	2.97	2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	2.21	2.1	NA	NA	1.84	1.81	NA	NA	NA	NA	1.66	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	2.41	2.22	NA	NA	1.95	2.21	NA	NA	NA	NA	1.9	1.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1658	3.06	3.2	NA	NA	2.72	2.52	3.5	3.44	NA	NA	2	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1659	1.69	1.75	NA	NA	1.02	0.97	2.17	2.2	NA	NA	1.53	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660	2.19	2.17	NA	NA	2.4	2.51	2.42	2.35	NA	NA	3.09	3.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1661	2.15	2.25	NA	NA	2.72	2.58	1.7	1.61	NA	NA	1.87	1.86	NA	NA	NA	NA	NA	NA	NA	NA	2.4	2.32	NA	NA	NA	NA
1662	1.63	1.68	NA	NA	1.3	1.25	1.43	1.51	NA	NA	1.91	1.9	NA	NA	NA	NA	NA	NA	1.29	1.44	1.94	1.94	NA	NA	3.94	3.79
1663	3.63	3.62	NA	NA	2.81	2.81	2.13	2.09	NA	NA	3.07	2.92	NA	NA	NA	NA	NA	NA	1.2	1.16	3.53	3.52	NA	NA	3.31	3.27
1664	3.26	2.93	NA	NA	2.83	2.67	2.49	2.25	NA	NA	2.2	2.36	NA	NA	NA	NA	NA	NA	1.92	2.07	3.31	3.32	NA	NA	2.71	2.69
1665	2.32	2.57	NA	NA	1.74	1.68	1.5	1.64	NA	NA	1.59	1.53	NA	NA	NA	NA	NA	NA	1.47	1.49	2.24	2.32	NA	NA	1.57	1.47
1666	1.75	1.68	NA	NA	1.29	1.26	1.24	1.24	NA	NA	1.33	1.22	NA	NA	NA	NA	NA	NA	2.92	2.75	1.74	1.74	NA	NA	1.68	1.67
1667	1.68	1.54	NA	NA	1.48	1.42	1.4	1.35	1.13	1.08	1.08	1.14	NA	NA	NA	NA	NA	NA	2.32	2.26	1.71	1.71	NA	NA	1.32	1.3
1668	1.86	2.19	NA	NA	2.78	2.66	2.97	2.82	1.27	1.16	1.79	1.88	NA	NA	NA	NA	NA	NA	3.18	3.29	2.37	2.28	NA	NA	2.89	2.77
1669	2.24	2.02	NA	NA	1.91	1.92	1.85	2.03	1.16	1.24	1.16	1.26	NA	NA	NA	NA	NA	NA	2.11	2.01	2.25	2.34	NA	NA	1.93	1.89
1670	1.53	1.77	NA	NA	1.81	1.67	1.39	1.58	1.27	1.24	0.94	0.83	NA	NA	NA	NA	NA	NA	3.06	3.03	1.33	1.22	NA	NA	1.83	1.93
1671	2.77	2.52	NA	NA	2.08	2.16	1.72	1.97	1.17	1.1	1.17	1.27	NA	NA	NA	NA	NA	NA	4.3	4.28	2.17	2.09	NA	NA	2.41	2.45
1672	2.28	2.22	NA	NA	1.87	1.8	0.95	0.84	0.87	0.97	0.87	0.8	NA	NA	NA	NA	NA	NA	3.51	3.48	1.62	1.75	1	1.28	1.89	1.87
1673	3.03	3.17	NA	NA	3.57	3.57	1.57	1.56	1.48	1.5	0.81	0.67	NA	NA	NA	NA	NA	NA	4.29	4.26	2.72	2.6	2.22	2.43	3.09	3.16
1674	2.36	2.02	NA	NA	2.16	2.37	1.13	0.96	0.96	0.83	0.58	0.47	NA	NA	NA	NA	NA	NA	3.22	3.19	2.02	2	1.48	1.51	1.48	1.45
1675	2.33	2.04	NA	NA	1.83	1.69	1	1.02	0.91	1	0.67	0.76	NA	NA	NA	NA	NA	NA	2.75	2.97	1.89	2	2.52	2.63	1.27	1.21
1676	1.98	1.89	NA	NA	1	0.88	0.94	0.8	0.73	0.58	0.55	0.47	NA	NA	NA	NA	NA	NA	2.45	2.37	1.8	1.74	1.96	1.92	0.76	0.59
1677	3.26	3.07	NA	NA	2.05	2.16	1.92	1.84	1.11	0.97	0.82	0.74	NA	NA	NA	NA	NA	NA	2.72	2.63	1.73	1.73	2.55	2.25	2.13	2.05
1678	2.61	2.55	NA	NA	2.06	1.89	1.6	1.51	0.95	0.81	0.7	0.9	NA	NA	NA	NA	NA	NA	2.54	2.58	2.04	1.91	2.45	2.46	1.96	1.96
1679	2.41	2.68	NA	NA	2.21	2.27	1.29	1.35	0.64	0.74	0.65	0.55	NA	NA	NA	NA	NA	NA	2.13	2.02	1.59	1.48	2.19	2.37	2.33	2.33
1680	3.06	2.79	NA	NA	3.91	3.99	1.54	1.61	1.19	1.17	0.86	0.94	NA	NA	NA	NA	NA	NA	2.79	2.82	2.98	2.83	2.82	2.52	3.29	3.36
1681	2.6	2.66	1.6	1.26	3.04	2.95	1.2	1.33	0.82	0.85	0.86	0.86	NA	NA	NA	NA	NA	NA	2	2.18	1.79	1.93	2.14	2.39	2.79	2.64
1682	4.03	4.02	1.98	1.59	3.11	3.06	2.31	2.39	1.21	1.14	1.14	1.16	NA	NA	NA	NA	NA	NA	2.75	2.66	2.66	2.52	2.85	2.82	3.3	3.38
1683	2.2	2.2	1.66	2.23	2.04	2.03	2.36	2.47	0.72	0.77	0.96	0.82	NA	NA	NA	NA	NA	NA	2.64	2.61	1.67	1.71	1.77	1.88	3.31	3.14
1684	1.51	1.62	0.78	0.8	1.09	1.06	1.85	2.1	0.62	0.44	0.49	0.41	NA	NA	NA	NA	NA	NA	1.64	1.79	1.33	1.38	1.37	1.39	2.02	2
