# Bayliss - Great Tower at St Mary Magdalen College Oxford - QUSP - ITRDB BRIT098
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37064
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37064.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit098-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit098-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit098.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit098.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-11-18
#--------------------
# File_Last_Modified_Date
#   Date: 2022-11-18
#--------------------
# Title
#   Study_Name: Bayliss - Great Tower at St Mary Magdalen College Oxford - QUSP - ITRDB BRIT098
#--------------------
# Investigators
#   Investigators: Bayliss, A.; Dee, M.W.; Howard, R.E.; Miles, D.W.H.; Tyers, C.; Wacker, L.
#--------------------
# Description_Notes_and_Keywords
#   Description: Ring width series from five timbers removed from the Great Tower at St Mary Magdalen Collage during renovations undertaken in the 1960s and their subsequent use in radiocarbon dating.#    Provided Keywords: dendrochronology, radiocarbon dating
#--------------------
# Publication
#   Authors: Bayliss, A., Dee, M.W., Howard, R., Miles, D., Tyers, C., and Wacker, L.
#   Journal_Name: Radiocarbon
#   Published_Title: MAG-C63: a tree-ring standard for AD 1586, Radiocarbon
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: None
#   Abstract: Renovations of the Great Tower at St Mary Magdalen College in Oxford, England undertaken in the 1960s involved the removal of 10 oak beams.  Five of these were subsequently sampled for dendrochronological analysis (commissioned by the University of Oxford and Magdalen College); this resulted in all five series cross-matching to make the 157-year site chronology MAGALN7 which spans the period AD 1473-1629 (Miles, D, Worthington, M, and Bridge, M, 2009 Tree-ring dates from the Oxford Dendrochronology Laboratory, List 214: Oxfordshire Dendrochronology Project – phase five, Vernacular Architect, 40, 127–8). One of these beams (mco63, now designated MAG-C63) was later acquired by Historic England.  This was marked out with its calendrical date span to facilitate removal of specific rings of known date allowing Historic England to provide tree-ring standard samples to radiocarbon facilities worldwide as part of their quality control protocols.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Historic England
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Great Tower at St Mary Magdalen College, Oxford
#   Location: United Kingdom
#   Northernmost_Latitude: 51.75133
#   Southernmost_Latitude: 51.75133
#   Easternmost_Longitude: 1.246741
#   Westernmost_Longitude: 1.246741
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: BRIT098
#   First_Year: 1473
#   Last_Year: 1629
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DMMCO61_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMMCO61; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMMCO62_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMMCO62; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMMCO63_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMMCO63; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMMCO64_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMMCO64; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMMCO65_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMMCO65; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAGC63A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAGC63A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAGC63B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAGC63B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DMMCO61_raw	DMMCO62_raw	DMMCO63_raw	DMMCO64_raw	DMMCO65_raw	MAGC63A_raw	MAGC63B_raw
1473	NA	NA	NA	NA	0.84	NA	NA
1474	NA	0.68	NA	NA	0.71	NA	NA
1475	NA	1.48	NA	NA	1.72	NA	NA
1476	1.49	1.11	NA	NA	1.09	NA	NA
1477	2.31	2.87	NA	NA	2.84	NA	NA
1478	2.15	1.47	NA	NA	1.75	NA	NA
1479	3.24	1.98	NA	NA	3.02	NA	NA
1480	2.96	3.35	NA	2.98	3.54	NA	NA
1481	3.07	3.62	NA	2.76	3.82	NA	NA
1482	1.86	2.75	NA	3	2.98	NA	NA
1483	1.77	2.32	NA	3.01	2.33	NA	NA
1484	2.44	2.5	NA	2.85	3.06	NA	NA
1485	3.85	3.59	NA	3.72	3.66	NA	NA
1486	2.65	3.4	NA	2.77	3	NA	NA
1487	3.38	3.37	2.93	4.1	3.16	NA	NA
1488	3.41	2.4	3.53	3.14	2.36	2.39	2.45
1489	3.81	2.73	3.84	2.85	2.85	3.26	3.25
1490	2.65	2.95	3.54	2.48	2.94	3.35	3.47
1491	2.47	2.76	3.46	2.66	2.67	2.71	2.81
1492	1.96	2	2.59	1.95	1.77	2.52	2.57
1493	2.68	2.69	2.89	1.95	2.15	2.3	2.25
1494	3.02	2.84	2.99	2.05	2.34	1.49	1.41
1495	2.05	2.45	2.52	5.07	2.12	1.46	1.48
1496	3.04	3.53	3.26	5.33	2.98	2.07	2.09
1497	2.68	2.69	2.88	2.92	2.14	2.08	2.17
1498	1.82	2.03	1.88	1.81	1.63	1.34	1.34
1499	2.24	2.25	2.33	1.97	1.64	1.71	1.76
1500	1.83	1.69	2.22	2.22	1.31	1.37	1.51
1501	2.24	1.91	2.39	2.26	1.61	1.78	1.73
1502	1.76	1.82	2.39	2.28	1.63	1.7	1.59
1503	1.83	1.8	2.18	1.87	1.7	1.69	1.69
1504	2.2	1.49	1.75	1.75	1.48	1.28	1.25
1505	3.08	1.53	1.47	1.71	1.9	1.34	1.35
1506	2.05	2.19	1.24	1.62	2.38	0.93	1.07
1507	2.16	3.51	1.43	1.9	3.67	1.5	1.64
1508	1.73	2.11	1.51	1.84	2.07	1.59	1.45
1509	2.25	2.65	1.9	1.94	2.25	2.04	1.85
1510	1.77	2.73	1.73	2.05	2.1	1.75	1.79
1511	2.53	2.71	2.23	2.4	2.26	2.41	2.36
1512	2.34	2.51	1.99	2.12	2.14	2.33	2.31
1513	1.97	2.34	1.77	1.83	1.92	1.81	1.96
1514	1.6	2.02	1.86	2.05	2.01	2.25	2.3
1515	1.76	2.54	1.8	2.04	2.04	2.01	1.96
1516	1.65	2.42	1.67	2.12	2.3	1.78	1.89
1517	1.19	1.67	1.52	1.65	1.71	1.53	1.6
1518	1.96	2.03	1.49	1.86	1.89	1.66	1.64
1519	2.18	2.42	1.65	1.92	1.94	1.82	1.96
1520	1.31	1.31	0.81	1.12	1.23	1.21	1.15
1521	1.07	2.04	1.39	1.61	2.04	1.85	1.75
1522	1.18	1.96	1.15	1.58	1.82	1.74	1.74
1523	0.99	1.51	0.99	1.38	1.62	1.36	1.25
1524	1.05	1.39	0.98	1.26	1.48	1.37	1.28
1525	1.26	1.29	1.05	1.15	1.38	1.26	1.21
1526	1.68	1.53	1.37	1.5	1.38	1.85	1.89
1527	1.57	1.5	1.53	1.44	1.52	2.19	2.17
1528	1.8	1.86	1.34	1.53	1.64	1.95	1.95
1529	1.43	1.39	1.15	1.42	1.38	1.36	1.37
1530	1.19	1.11	1	1.03	0.99	1.05	1.23
1531	1.5	1.72	1.23	1.49	1.52	1.38	1.4
1532	0.76	0.69	0.83	1.02	0.77	0.79	0.85
1533	1.2	1	0.73	1.09	0.86	1	0.82
1534	1.36	1.39	0.99	1.27	1.19	1.11	1.17
1535	2.05	1.95	1.29	1.57	1.67	1.41	1.5
1536	1.61	1.37	1.23	1.32	1.2	1.01	1.25
1537	1.51	1.33	1.54	1.27	1.04	1.47	1.47
1538	1.54	1.13	1.25	1.27	1.06	1.05	1.21
1539	1.64	1.39	1.65	1.3	1.27	1.78	1.62
1540	1.86	0.76	0.96	1.1	0.7	0.82	0.85
1541	1.06	1.11	1.01	1.02	1.11	0.93	1.04
1542	1.48	0.85	0.95	0.85	0.72	0.87	0.8
1543	2.08	1.4	0.98	1.48	1.47	1.21	1.06
1544	1.5	1.09	0.92	1.65	1.09	1.07	1.21
1545	1.88	1.56	1.14	1.99	1.52	1.3	1.3
1546	1.29	1.03	0.98	2.09	1.02	1.39	1.35
1547	1.21	0.74	0.96	1.84	0.75	1.07	1.2
1548	1.37	0.92	1.01	2.01	0.86	1.3	1.24
1549	1.75	0.96	1.48	2.16	1.19	1.61	1.75
1550	2.05	0.89	0.86	1.72	1	0.78	0.68
1551	1.87	0.96	1.02	1.86	1.04	1.01	1.03
1552	1.4	0.81	0.91	1.44	0.76	0.84	0.93
1553	1.85	1.21	1.2	1.76	1.35	1.32	1.17
1554	1.38	1.19	1.15	1.44	1.11	1.23	1.32
1555	1.07	1.04	1.27	1.44	1.3	1.46	1.51
1556	0.93	0.83	0.81	0.94	0.89	0.8	0.81
1557	0.68	0.72	0.81	0.86	0.9	0.85	0.76
1558	1.75	1.06	0.81	1.01	1.29	0.84	0.79
1559	1.66	1.33	1.1	1.04	1.27	1.03	1.03
1560	1.4	1.49	1.04	1.1	1.82	1.14	1.23
1561	1.08	1.33	0.88	1.02	1.51	1.06	1.03
1562	1.04	2.25	1.17	0.96	2.54	1.56	1.57
1563	0.87	1.78	0.92	0.77	1.69	1.05	0.96
1564	0.97	1.59	0.95	1	1.65	0.98	1
1565	1.36	1.37	0.89	1.18	1.56	0.72	0.78
1566	1.3	1.39	0.81	1.15	1.5	0.8	0.7
1567	1.4	1.78	0.71	1.01	1.98	0.71	0.92
1568	1.03	1.59	0.96	1.06	2.31	1.17	1.09
